 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F335M
 -3.0868 -3.2024 -3.2318 -3.2481 -3.2973 -3.3644 -3.4392 -3.5120 -3.5945 -3.6765
 -3.7573 -3.8367 -3.9164 -3.9945 -4.0722 -4.2626 -4.4425 -4.6117 -4.7797
 -3.1809 -3.2295 -3.2806 -3.3356 -3.3890 -3.4322 -3.4859 -3.5536 -3.6295 -3.7085
 -3.7877 -3.8665 -3.9446 -4.0219 -4.0984 -4.2851 -4.4650 -4.6378 -4.8031 -4.9612
 -3.2274 -3.2758 -3.3279 -3.3833 -3.4410 -3.5003 -3.5525 -3.6026 -3.6649 -3.7368
 -3.8124 -3.8892 -3.9659 -4.0422 -4.1179 -4.3025 -4.4807 -4.6526 -4.8175 -4.9749
 -5.1254
 -3.2759 -3.3221 -3.3726 -3.4273 -3.4857 -3.5463 -3.6072 -3.6657 -3.7191 -3.7757
 -3.8403 -3.9110 -3.9844 -4.0588 -4.1331 -4.3157 -4.4924 -4.6636 -4.8282 -4.9854
 -5.1352 -5.2788
 -3.3322 -3.3711 -3.4182 -3.4700 -3.5260 -3.5856 -3.6472 -3.7087 -3.7696 -3.8281
 -3.8840 -3.9428 -4.0068 -4.0756 -4.1469 -4.3260 -4.5008 -4.6711 -4.8357 -4.9932
 -5.1428 -5.2858 -5.4229 -5.5550
 -3.3965 -3.4284 -3.4678 -3.5151 -3.5672 -3.6233 -3.6826 -3.7436 -3.8052 -3.8667
 -3.9264 -3.9839 -4.0415 -4.1016 -4.1652 -4.3356 -4.5073 -4.6757 -4.8399 -4.9983
 -5.1485 -5.2915 -5.4281 -5.5594 -5.6862 -5.8089 -5.9280 -6.0437 -6.1564 -6.2663
 -3.4671 -3.4938 -3.5245 -3.5658 -3.6125 -3.6639 -3.7190 -3.7769 -3.8369 -3.8975
 -3.9579 -4.0171 -4.0751 -4.1329 -4.1918 -4.3482 -4.5136 -4.6783 -4.8411 -5.0003
 -5.1520 -5.2957 -5.4324 -5.5633 -5.6891 -5.8105 -5.9280 -6.0422 -6.1534 -6.2620
 -6.3682
