 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F250M
  1.0332  1.0002  1.0507  1.0831  1.0533  1.0095  0.9537  0.9020  0.8370  0.7745
  0.7110  0.6442  0.5737  0.5037  0.4359  0.2787  0.1461  0.0378 -0.2219
  0.9619  0.9778  0.9811  0.9754  0.9702  0.9608  0.9279  0.8772  0.8190  0.7576
  0.6932  0.6258  0.5572  0.4890  0.4223  0.2654  0.1196 -0.0392 -0.2017 -0.3587
  0.8947  0.9164  0.9200  0.9135  0.9004  0.8842  0.8715  0.8461  0.8010  0.7441
  0.6827  0.6170  0.5490  0.4807  0.4136  0.2544  0.1061 -0.0509 -0.2121 -0.3678
 -0.5177
  0.8131  0.8467  0.8573  0.8526  0.8391  0.8200  0.7969  0.7760  0.7542  0.7187
  0.6681  0.6079  0.5426  0.4753  0.4081  0.2466  0.0951 -0.0614 -0.2201 -0.3750
 -0.5236 -0.6668
  0.7067  0.7616  0.7861  0.7894  0.7794  0.7618  0.7398  0.7139  0.6873  0.6598
  0.6284  0.5850  0.5305  0.4683  0.4029  0.2405  0.0860 -0.0695 -0.2261 -0.3804
 -0.5284 -0.6704 -0.8074 -0.9399
  0.5788  0.6514  0.6977  0.7161  0.7152  0.7025  0.6833  0.6605  0.6338  0.6031
  0.5709  0.5368  0.4961  0.4469  0.3907  0.2341  0.0780 -0.0763 -0.2306 -0.3842
 -0.5319 -0.6734 -0.8093 -0.9405 -1.0681 -1.1922 -1.3129 -1.4301 -1.5439 -1.6543
  0.4366  0.5207  0.5865  0.6239  0.6388  0.6362  0.6227  0.6036  0.5809  0.5546
  0.5236  0.4884  0.4505  0.4088  0.3617  0.2228  0.0698 -0.0824 -0.2347 -0.3865
 -0.5341 -0.6756 -0.8110 -0.9412 -1.0669 -1.1889 -1.3075 -1.4232 -1.5362 -1.6465
 -1.7533
  0.2877  0.3779  0.4540  0.5079  0.5417  0.5553  0.5527  0.5401  0.5217  0.5000
  0.4746  0.4446  0.4095  0.3699  0.3266  0.2015  0.0584 -0.0905 -0.2394 -0.3881
 -0.5348 -0.6766 -0.8122 -0.9420 -1.0668 -1.1875 -1.3045 -1.4184 -1.5294 -1.6380
 -1.7444
  0.1392  0.2316  0.3103  0.3698  0.4210  0.4524  0.4658  0.4647  0.4536  0.4368
  0.4166  0.3929  0.3647  0.3309  0.2916  0.1753  0.0410 -0.1020 -0.2476 -0.3926
 -0.5368 -0.6783 -0.8147 -0.9451 -1.0699 -1.1899 -1.3060 -1.4186 -1.5282 -1.6350
 -1.7391
 -0.0013  0.0902  0.1673  0.2316  0.2841  0.3261  0.3567  0.3712  0.3724  0.3638
  0.3495  0.3313  0.3099  0.2833  0.2512  0.1497  0.0239 -0.1134 -0.2547 -0.3960
 -0.5366 -0.6760 -0.8122 -0.9435 -1.0690 -1.1892 -1.3048 -1.4163 -1.5244 -1.6295
 -1.7339
 -0.1295 -0.0471  0.0247  0.0870  0.1405  0.1862  0.2246  0.2548  0.2715  0.2758
  0.2706  0.2592  0.2439  0.2251  0.2024  0.1200  0.0052 -0.1251 -0.2619 -0.4004
 -0.5378 -0.6741 -0.8087 -0.9400 -1.0665 -1.1876 -1.3037 -1.4152 -1.5227 -1.6268
 -1.7280
 -0.2509 -0.2099 -0.1564 -0.0963 -0.0349  0.0230  0.0739  0.1151  0.1458  0.1659
  0.1750  0.1740  0.1664  0.1546  0.1391  0.0801 -0.0169 -0.1385 -0.2700
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F250M
  1.0896  1.0865  1.0881  1.0682  1.0280  0.9795  0.9253  0.8651  0.8023  0.7379
  0.6737  0.6088  0.5426  0.4758  0.4095  0.2506  0.1097 -0.0107 -0.1907
  1.0516  1.0575  1.0482  1.0404  1.0190  0.9740  0.9185  0.8578  0.7939  0.7288
  0.6635  0.5975  0.5304  0.4628  0.3958  0.2363  0.0940 -0.0431 -0.1987 -0.3554
  0.9980  1.0097  1.0047  0.9894  0.9721  0.9551  0.9133  0.8550  0.7915  0.7265
  0.6609  0.5946  0.5270  0.4588  0.3911  0.2292  0.0834 -0.0558 -0.2090 -0.3640
 -0.5140
  0.9336  0.9542  0.9547  0.9396  0.9164  0.8923  0.8705  0.8406  0.7879  0.7259
  0.6614  0.5956  0.5284  0.4601  0.3918  0.2273  0.0770 -0.0654 -0.2171 -0.3708
 -0.5194 -0.6628
  0.8557  0.8888  0.8985  0.8914  0.8729  0.8452  0.8109  0.7783  0.7503  0.7120
  0.6582  0.5963  0.5309  0.4635  0.3952  0.2286  0.0739 -0.0723 -0.2230 -0.3757
 -0.5237 -0.6660 -0.8032 -0.9363
  0.7566  0.8084  0.8322  0.8345  0.8225  0.8006  0.7702  0.7328  0.6930  0.6574
  0.6234  0.5810  0.5272  0.4649  0.3985  0.2314  0.0731 -0.0768 -0.2272 -0.3791
 -0.5267 -0.6684 -0.8046 -0.9361 -1.0638 -1.1880 -1.3089 -1.4266 -1.5411 -1.6516
  0.6411  0.7088  0.7502  0.7670  0.7646  0.7494  0.7257  0.6947  0.6569  0.6151
  0.5737  0.5351  0.4951  0.4481  0.3930  0.2336  0.0732 -0.0797 -0.2301 -0.3810
 -0.5285 -0.6701 -0.8057 -0.9363 -1.0624 -1.1849 -1.3042 -1.4203 -1.5333 -1.6434
 -1.7506
  0.5132  0.5888  0.6472  0.6822  0.6946  0.6896  0.6730  0.6489  0.6184  0.5821
  0.5410  0.4974  0.4540  0.4108  0.3650  0.2286  0.0725 -0.0819 -0.2325 -0.3818
 -0.5287 -0.6707 -0.8065 -0.9366 -1.0618 -1.1829 -1.3004 -1.4148 -1.5262 -1.6351
 -1.7416
  0.3794  0.4575  0.5258  0.5766  0.6063  0.6160  0.6098  0.5930  0.5694  0.5404
  0.5062  0.4666  0.4231  0.3776  0.3313  0.2073  0.0647 -0.0871 -0.2371 -0.3847
 -0.5302 -0.6722 -0.8087 -0.9394 -1.0644 -1.1849 -1.3014 -1.4145 -1.5246 -1.6317
 -1.7361
  0.2477  0.3249  0.3953  0.4517  0.4965  0.5229  0.5316  0.5259  0.5099  0.4877
  0.4607  0.4289  0.3919  0.3500  0.3047  0.1835  0.0507 -0.0930 -0.2403 -0.3857
 -0.5288 -0.6693 -0.8060 -0.9375 -1.0632 -1.1837 -1.2997 -1.4117 -1.5203 -1.6259
 -1.7308
  0.1290  0.1930  0.2579  0.3162  0.3705  0.4092  0.4330  0.4418  0.4372  0.4230
  0.4027  0.3778  0.3487  0.3148  0.2757  0.1611  0.0337 -0.1029 -0.2452 -0.3879
 -0.5284 -0.6666 -0.8020 -0.9338 -1.0605 -1.1819 -1.2983 -1.4102 -1.5181 -1.6227
 -1.7243
  0.0224  0.0618  0.1137  0.1722  0.2297  0.2789  0.3149  0.3374  0.3466  0.3439
