 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F140W
 -1.2609 -1.2635 -1.2555 -1.2310 -1.2060 -1.1979 -1.1944 -1.1862 -1.1823 -1.1905
 -1.2051 -1.2222 -1.2416 -1.2652 -1.2937 -1.3809 -1.4862 -1.5990 -1.7129
 -1.2564 -1.2609 -1.2612 -1.2543 -1.2443 -1.2325 -1.2212 -1.2136 -1.2123 -1.2180
 -1.2305 -1.2486 -1.2706 -1.2958 -1.3244 -1.4096 -1.5102 -1.6196 -1.7318 -1.8451
 -1.2462 -1.2535 -1.2602 -1.2647 -1.2654 -1.2579 -1.2484 -1.2423 -1.2408 -1.2443
 -1.2548 -1.2722 -1.2949 -1.3212 -1.3503 -1.4346 -1.5317 -1.6378 -1.7478 -1.8583
 -1.9685
 -1.2303 -1.2413 -1.2525 -1.2622 -1.2693 -1.2741 -1.2760 -1.2723 -1.2678 -1.2694
 -1.2780 -1.2930 -1.3145 -1.3414 -1.3714 -1.4559 -1.5507 -1.6536 -1.7610 -1.8693
 -1.9770 -2.0839
 -1.2083 -1.2229 -1.2376 -1.2518 -1.2645 -1.2755 -1.2848 -1.2932 -1.2997 -1.3029
 -1.3071 -1.3174 -1.3342 -1.3584 -1.3883 -1.4735 -1.5673 -1.6675 -1.7724 -1.8788
 -1.9847 -2.0896 -2.1935 -2.2966
 -1.1822 -1.2002 -1.2181 -1.2354 -1.2523 -1.2685 -1.2837 -1.2981 -1.3126 -1.3268
 -1.3390 -1.3499 -1.3630 -1.3810 -1.4057 -1.4882 -1.5815 -1.6798 -1.7823 -1.8870
 -1.9917 -2.0952 -2.1974 -2.2985 -2.3985 -2.4979 -2.5969 -2.6962 -2.7957 -2.8923
 -1.1575 -1.1775 -1.1976 -1.2172 -1.2365 -1.2560 -1.2756 -1.2950 -1.3146 -1.3345
 -1.3545 -1.3735 -1.3913 -1.4092 -1.4302 -1.5026 -1.5935 -1.6906 -1.7911 -1.8940
 -1.9976 -2.1004 -2.2015 -2.3012 -2.3994 -2.4966 -2.5930 -2.6889 -2.7852 -2.8821
 -2.9766
 -1.1428 -1.1613 -1.1814 -1.2019 -1.2224 -1.2433 -1.2650 -1.2873 -1.3105 -1.3343
 -1.3586 -1.3830 -1.4071 -1.4302 -1.4531 -1.5205 -1.6053 -1.6999 -1.7987 -1.8998
 -2.0023 -2.1046 -2.2054 -2.3043 -2.4013 -2.4969 -2.5913 -2.6849 -2.7780 -2.8715
 -2.9660
 -1.1458 -1.1593 -1.1761 -1.1950 -1.2148 -1.2355 -1.2573 -1.2804 -1.3050 -1.3310
 -1.3579 -1.3856 -1.4134 -1.4409 -1.4679 -1.5381 -1.6189 -1.7100 -1.8067 -1.9062
