 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F356W
  4.0492  4.1636  4.0991  3.6008  2.6870  2.1024  1.9814  1.8612  1.8065  1.8523
  1.5716  1.4528  1.7988  2.3118  2.6094  2.4366
  3.6302  3.7046  3.7154  3.5287  3.1371  2.8555  2.7305  2.5824  2.4541  2.3692
  2.2008  2.1391  2.2881  2.5064  2.6173  2.4254  2.2516  2.0791  1.9052
  3.3895  3.4014  3.4123  3.3698  3.2622  3.1550  3.0504  2.9227  2.7951  2.6799
  2.5920  2.5570  2.5789  2.6112  2.6046  2.4148  2.2316  2.0574  1.8900  1.7320
  1.5810
  3.3271  3.2540  3.1898  3.1241  3.0623  3.0010  2.9411  2.8821  2.8294  2.7844
  2.7451  2.7066  2.6711  2.6263  2.5713  2.4048  2.2114  2.0392  1.8750  1.7169
  1.5658  1.4208  1.2813
  3.2356  3.1837  3.1337  3.0804  3.0253  2.9683  2.9107  2.8533  2.7967  2.7432
  2.6958  2.6535  2.6140  2.5721  2.5243  2.3800  2.2051  2.0298  1.8632  1.7054
  1.5551  1.4112  1.2731  1.1399  1.0109
  3.1361  3.0999  3.0618  3.0202  2.9741  2.9243  2.8719  2.8184  2.7644  2.7107
  2.6589  2.6110  2.5677  2.5279  2.4826  2.3531  2.1951  2.0227  1.8551  1.6967
  1.5465  1.4032  1.2660  1.1341  1.0067  0.8830
  3.0287  3.0026  2.9741  2.9435  2.9088  2.8690  2.8247  2.7774  2.7282  2.6777
  2.6269  2.5773  2.5306  2.4885  2.4462  2.3241  2.1814  2.0179  1.8507  1.6908
  1.5400  1.3968  1.2600  1.1289  1.0026  0.8805  0.7619  0.6465  0.5340  0.4243
  2.9134  2.8918  2.8706  2.8498  2.8267  2.7990  2.7659  2.7277  2.6857  2.6410
  2.5942  2.5464  2.4991  2.4545  2.4122  2.2988  2.1639  2.0122  1.8495  1.6885
  1.5360  1.3920  1.2552  1.1243  0.9987  0.8777  0.7606  0.6469  0.5361  0.4279
  0.3220
  2.7934  2.7736  2.7566  2.7422  2.7283  2.7123  2.6920  2.6659  2.6339  2.5973
  2.5574  2.5145  2.4695  2.4243  2.3813  2.2734  2.1474  2.0035  1.8488  1.6898
  1.5354  1.3895  1.2517  1.1206  0.9951  0.8746  0.7584  0.6460  0.5369  0.4304
  0.3262
  2.6856  2.6572  2.6368  2.6236  2.6154  2.6087  2.6002  2.5871  2.5678  2.5425
  2.5118  2.4766  2.4373  2.3951  2.3530  2.2466  2.1294  1.9926  1.8441  1.6900
  1.5358  1.3875  1.2476  1.1153  0.9893  0.8687  0.7528  0.6409  0.5327  0.4276
  0.3252
  2.5858  2.5509  2.5256  2.5089  2.5013  2.4982  2.4971  2.4947  2.4884  2.4756
  2.4555  2.4292  2.3983  2.3640  2.3272  2.2256  2.1107  1.9826  1.8406  1.6921
  1.5413  1.3926  1.2502  1.1157  0.9884  0.8671  0.7510  0.6393  0.5315  0.4273
  0.3242
  2.4989  2.4547  2.4226  2.4015  2.3899  2.3857  2.3874  2.3909  2.3938  2.3918
  2.3840  2.3702  2.3507  2.3253  2.2944  2.1992  2.0891  1.9700  1.8353  1.6922
  1.5460  1.3996  1.2565  1.1194  0.9897  0.8669  0.7498  0.6377  0.5299  0.4258
  0.3251
  2.4251  2.3685  2.3278  2.3014  2.2812  2.2712  2.2780  2.2827  2.2895  2.2941
  2.2957  2.2945  2.2907  2.2790  2.2546  2.1677  2.0646  1.9548  1.8282
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F356W
  3.2505  3.1709  3.0963  3.0236  2.9542  2.9537  3.0022  3.0096  2.9741  2.8935
  2.7539  2.6324  2.6117  2.6452  2.6413  2.4546
  3.2898  3.2104  3.1344  3.0606  2.9905  2.9574  2.9537  2.9386  2.9089  2.8615
  2.7892  2.7194  2.6822  2.6612  2.6207  2.4327  2.2508  2.0770  1.9100
  3.3097  3.2328  3.1578  3.0848  3.0152  2.9610  2.9221  2.8893  2.8594  2.8294
  2.7966  2.7589  2.7144  2.6616  2.5992  2.4131  2.2314  2.0574  1.8914  1.7330
  1.5813
  3.3102  3.2381  3.1665  3.0962  3.0284  2.9645  2.9074  2.8618  2.8257  2.7972
  2.7760  2.7508  2.7082  2.6464  2.5768  2.3958  2.2159  2.0420  1.8763  1.7184
  1.5676  1.4228  1.2830
  3.2913  3.2263  3.1605  3.0948  3.0301  2.9679  2.9096  2.8560  2.8077  2.7649
  2.7274  2.6952  2.6637  2.6157  2.5535  2.3808  2.2043  2.0308  1.8648  1.7071
  1.5569  1.4131  1.2750  1.1417  1.0124
  3.2530  3.1974  3.1398  3.0806  3.0203  2.9603  2.9022  2.8474  2.7961  2.7484
  2.7021  2.6574  2.6194  2.5778  2.5244  2.3654  2.1950  2.0234  1.8568  1.6987
  1.5486  1.4053  1.2681  1.1361  1.0084  0.8845
  3.1936  3.1485  3.1014  3.0513  2.9981  2.9428  2.8871  2.8324  2.7796  2.7290
  2.6801  2.6319  2.5847  2.5435  2.4931  2.3465  2.1856  2.0188  1.8523  1.6930
  1.5423  1.3991  1.2623  1.1310  1.0046  0.8823  0.7634  0.6478  0.5352  0.4254
  3.1160  3.0800  3.0430  3.0036  2.9602  2.9127  2.8624  2.8106  2.7586  2.7074
  2.6571  2.6074  2.5580  2.5125  2.4646  2.3260  2.1736  2.0145  1.8511  1.6906
  1.5384  1.3945  1.2576  1.1266  1.0009  0.8796  0.7622  0.6483  0.5374  0.4291
  0.3231
  3.0604  3.0075  2.9666  2.9366  2.9039  2.8664  2.8243  2.7787  2.7306  2.6815
  2.6320  2.5822  2.5323  2.4834  2.4369  2.3057  2.1607  2.0084  1.8511  1.6918
  1.5385  1.3920  1.2542  1.1230  0.9974  0.8767  0.7603  0.6474  0.5378  0.4312
  0.3274
  2.9233  2.9090  2.8849  2.8518  2.8276  2.8007  2.7687  2.7317  2.6907  2.6466
  2.6005  2.5529  2.5043  2.4553  2.4082  2.2830  2.1460  1.9992  1.8473  1.6922
  1.5380  1.3900  1.2502  1.1178  0.9917  0.8709  0.7547  0.6427  0.5343  0.4290
  0.3264
  2.8354  2.8120  2.7856  2.7568  2.7383  2.7183  2.6962  2.6693  2.6374  2.6012
  2.5613  2.5186  2.4736  2.4271  2.3802  2.2595  2.1310  1.9915  1.8448  1.6947
  1.5435  1.3948  1.2526  1.1181  0.9908  0.8694  0.7530  0.6411  0.5332  0.4288
  0.3255
  2.7475  2.7163  2.6891  2.6658  2.6494  2.6366  2.6221  2.5894  2.5675  2.5408
  2.5096  2.4742  2.4355  2.3938  2.3499  2.2345  2.1126  1.9813  1.8408  1.6954
  1.5483  1.4017  1.2587  1.1217  0.9921  0.8692  0.7519  0.6396  0.5316  0.4274
  0.3266
  2.6595  2.6219  2.5953  2.5787  2.5610  2.5557  2.5217  2.5103  2.4958  2.4642
  2.4428  2.4168  2.3864  2.3519  2.3173  2.2080  2.0908  1.9686  1.8353
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F356W
  3.1878  3.0960  3.0297  3.0178  3.0600  3.1160  3.1555  3.1644  3.1342  3.0570
  2.9671  2.8653  2.7810  2.7165  2.6464  2.4613
  3.2387  3.1502  3.0752  3.0292  3.0133  3.0122  3.0134  3.0083  2.9894  2.9506
  2.9005  2.8344  2.7625  2.6923  2.6194  2.4344  2.2525  2.0782  1.9122
  3.2749  3.1902  3.1108  3.0431  2.9890  2.9486  2.9205  2.9006  2.8835  2.8647
  2.8385  2.7975  2.7387  2.6688  2.5956  2.4118  2.2319  2.0586  1.8930  1.7346
  1.5829
  3.2964  3.2160  3.1365  3.0595  2.9871  2.9252  2.8768  2.8413  2.8165  2.7993
  2.7811  2.7546  2.7096  2.6460  2.5750  2.3935  2.2154  2.0430  1.8777  1.7200
  1.5693  1.4245  1.2849
  3.3032  3.2276  3.1523  3.0784  3.0076  2.9420  2.8823  2.8304  2.7884  2.7544
  2.7283  2.7057  2.6752  2.6239  2.5576  2.3795  2.2030  2.0314  1.8664  1.7089
  1.5588  1.4150  1.2768  1.1433  1.0139
  3.2951  3.2258  3.1558  3.0860  3.0175  2.9521  2.8917  2.8376  2.7883  2.7432
  2.7020  2.6653  2.6350  2.5963  2.5395  2.3683  2.1940  2.0236  1.8583  1.7006
  1.5507  1.4074  1.2701  1.1379  1.0101  0.8860
  3.2688  3.2081  3.1456  3.0820  3.0179  2.9544  2.8932  2.8364  2.7848  2.7372
  2.6912  2.6454  2.6029  2.5645  2.5155  2.3575  2.1871  2.0187  1.8537  1.6951
  1.5446  1.4014  1.2645  1.1331  1.0065  0.8840  0.7649  0.6491  0.5364  0.4266
  3.2220  3.1712  3.1183  3.0632  3.0061  2.9474  2.8884  2.8309  2.7762  2.7255
  2.6776  2.6302  2.5816  2.5377  2.4903  2.3437  2.1804  2.0155  1.8521  1.6927
  1.5408  1.3969  1.2600  1.1289  1.0030  0.8816  0.7639  0.6497  0.5387  0.4303
  0.3243
  3.1560  3.1138  3.0711  3.0263  2.9783  2.9272  2.8737  2.8191  2.7646  2.7116
  2.6610  2.6121  2.5630  2.5143  2.4677  2.3270  2.1719  2.0122  1.8522  1.6935
  1.5401  1.3945  1.2568  1.1254  0.9997  0.8789  0.7622  0.6493  0.5397  0.4330
  0.3286
