 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -3.5878 -3.5153 -3.7157 -3.6446 -3.4474 -3.1850 -2.8943 -2.6969 -2.5176 -2.3328
 -2.1589 -1.9980 -1.8498 -1.7107 -1.5792 -1.2945 -1.0122 -0.7392 -0.5711
 -3.5757 -3.3421 -3.1548 -3.0286 -2.9565 -2.8512 -2.6797 -2.4888 -2.3092 -2.1380
 -1.9753 -1.8231 -1.6821 -1.5512 -1.4288 -1.1523 -0.9113 -0.7113 -0.5565 -0.4368
 -3.3581 -3.1267 -2.9205 -2.7457 -2.6046 -2.5092 -2.4326 -2.3139 -2.1601 -1.9973
 -1.8437 -1.6996 -1.5659 -1.4422 -1.3278 -1.0754 -0.8614 -0.6831 -0.5432 -0.4341
 -0.3467
 -3.1848 -2.9717 -2.7700 -2.5886 -2.4293 -2.2909 -2.1764 -2.0904 -2.0014 -1.8824
 -1.7449 -1.6090 -1.4819 -1.3641 -1.2551 -1.0186 -0.8239 -0.6642 -0.5363 -0.4363
 -0.3556 -0.2880
 -3.0362 -2.8448 -2.6574 -2.4807 -2.3204 -2.1765 -2.0472 -1.9317 -1.8365 -1.7483
 -1.6513 -1.5384 -1.4210 -1.3087 -1.2044 -0.9787 -0.7969 -0.6501 -0.5332 -0.4413
 -0.3668 -0.3042 -0.2498 -0.2020
 -2.9075 -2.7324 -2.5629 -2.3967 -2.2408 -2.0980 -1.9684 -1.8500 -1.7420 -1.6438
 -1.5540 -1.4651 -1.3691 -1.2684 -1.1693 -0.9520 -0.7782 -0.6401 -0.5315 -0.4466
 -0.3782 -0.3208 -0.2708 -0.2261 -0.1835 -0.1444 -0.1108 -0.0845 -0.0667 -0.0581
 -2.7985 -2.6338 -2.4772 -2.3246 -2.1761 -2.0373 -1.9094 -1.7924 -1.6854 -1.5860
 -1.4924 -1.4036 -1.3178 -1.2313 -1.1430 -0.9349 -0.7659 -0.6327 -0.5293 -0.4500
 -0.3874 -0.3355 -0.2905 -0.2501 -0.2130 -0.1777 -0.1454 -0.1181 -0.0969 -0.0838
 -0.0822
 -2.7092 -2.5500 -2.4003 -2.2576 -2.1193 -1.9860 -1.8611 -1.7459 -1.6407 -1.5436
 -1.4523 -1.3649 -1.2802 -1.1983 -1.1177 -0.9247 -0.7589 -0.6280 -0.5269 -0.4505
 -0.3924 -0.3460 -0.3065 -0.2712 -0.2389 -0.2085 -0.1785 -0.1511 -0.1290 -0.1143
 -0.1083
 -2.6396 -2.4821 -2.3348 -2.1929 -2.0640 -1.9384 -1.8178 -1.7046 -1.6007 -1.5053
 -1.4165 -1.3325 -1.2514 -1.1723 -1.0949 -0.9131 -0.7538 -0.6244 -0.5237 -0.4481
 -0.3924 -0.3503 -0.3165 -0.2872 -0.2604 -0.2350 -0.2109 -0.1881 -0.1683 -0.1517
 -0.1381
