 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -0.8600 -0.8493 -1.0322 -1.0365 -0.9579 -0.8245 -0.6605 -0.5555 -0.4623 -0.3637
 -0.2693 -0.1799 -0.0973 -0.0241  0.0400  0.1704  0.2329  0.2399  0.2435
 -0.8622 -0.7856 -0.7227 -0.6896 -0.6877 -0.6607 -0.5857 -0.4934 -0.4038 -0.3170
 -0.2330 -0.1537 -0.0810 -0.0161  0.0404  0.1464  0.2058  0.2284  0.2289  0.2171
 -0.7397 -0.6695 -0.5986 -0.5352 -0.4862 -0.4653 -0.4574 -0.4222 -0.3584 -0.2826
 -0.2079 -0.1363 -0.0701 -0.0109  0.0407  0.1373  0.1915  0.2109  0.2094  0.1973
  0.1785
 -0.6274 -0.5742 -0.5119 -0.4478 -0.3885 -0.3378 -0.3016 -0.2856 -0.2698 -0.2342
 -0.1804 -0.1200 -0.0610 -0.0072  0.0400  0.1290  0.1796  0.1967  0.1933  0.1803
  0.1618  0.1391
 -0.5125 -0.4801 -0.4342 -0.3797 -0.3232 -0.2701 -0.2231 -0.1838 -0.1579 -0.1391
 -0.1179 -0.0855 -0.0442  0.0003  0.0423  0.1240  0.1716  0.1868  0.1814  0.1664
  0.1471  0.1245  0.0988  0.0698
 -0.3941 -0.3787 -0.3522 -0.3132 -0.2667 -0.2178 -0.1715 -0.1297 -0.0932 -0.0628
 -0.0397 -0.0206  0.0010  0.0269  0.0554  0.1242  0.1686  0.1825  0.1752  0.1566
  0.1350  0.1112  0.0852  0.0571  0.0267 -0.0067 -0.0435 -0.0841 -0.1288 -0.1777
 -0.2754 -0.2721 -0.2613 -0.2388 -0.2067 -0.1679 -0.1267 -0.0870 -0.0513 -0.0192
  0.0092  0.0332  0.0527  0.0704  0.0883  0.1338  0.1713  0.1857  0.1757  0.1529
  0.1270  0.1004  0.0729  0.0441  0.0139 -0.0167 -0.0495 -0.0863 -0.1290 -0.1776
 -0.2288
 -0.1593 -0.1642 -0.1635 -0.1543 -0.1367 -0.1115 -0.0802 -0.0462 -0.0134  0.0165
  0.0433  0.0675  0.0890  0.1071  0.1228  0.1555  0.1810  0.1927  0.1825  0.1564
  0.1252  0.0940  0.0633  0.0325  0.0012 -0.0306 -0.0625 -0.0963 -0.1342 -0.1777
 -0.2279
 -0.0489 -0.0591 -0.0641 -0.0623 -0.0566 -0.0439 -0.0251 -0.0010  0.0258  0.0523
  0.0763  0.0977  0.1170  0.1344  0.1499  0.1792  0.1971  0.2035  0.1935  0.1659
  0.1303  0.0935  0.0579  0.0235 -0.0103 -0.0437 -0.0773 -0.1116 -0.1483 -0.1875
 -0.2289
  0.0527  0.0395  0.0314  0.0278  0.0282  0.0323  0.0402  0.0531  0.0701  0.0903
  0.1104  0.1287  0.1448  0.1595  0.1728  0.1991  0.2142  0.2171  0.2064  0.1798
  0.1424  0.1012  0.0601  0.0207 -0.0171 -0.0535 -0.0892 -0.1245 -0.1601 -0.1967
 -0.2352
  0.1442  0.1317  0.1226  0.1165  0.1131  0.1121  0.1134  0.1170  0.1240  0.1349
  0.1486  0.1626  0.1754  0.1864  0.1962  0.2167  0.2299  0.2307  0.2187  0.1938
  0.1572  0.1144  0.0693  0.0248 -0.0180 -0.0588 -0.0979 -0.1358 -0.1728 -0.2098
 -0.2476
  0.2295  0.2306  0.2258  0.2176  0.2080  0.1989  0.1919  0.1879  0.1870  0.1890
  0.1939  0.2012  0.2095  0.2170  0.2233  0.2354  0.2441  0.2439  0.2312
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.1452 -1.1492 -1.1163 -1.0020 -0.8595 -0.7193 -0.6007 -0.5033 -0.4151 -0.3308
 -0.2502 -0.1735 -0.1013 -0.0343  0.0267  0.1511  0.2258  0.2549  0.2588
 -0.9668 -0.8939 -0.8687 -0.8687 -0.7997 -0.6837 -0.5667 -0.4680 -0.3827 -0.3033
 -0.2278 -0.1561 -0.0888 -0.0268  0.0291  0.1386  0.2062  0.2361  0.2393  0.2283
 -0.8581 -0.7725 -0.6963 -0.6441 -0.6343 -0.6136 -0.5365 -0.4422 -0.3581 -0.2831
 -0.2125 -0.1456 -0.0827 -0.0249  0.0271  0.1283  0.1908  0.2190  0.2213  0.2097
  0.1909
 -0.7651 -0.6906 -0.6111 -0.5340 -0.4723 -0.4381 -0.4283 -0.3981 -0.3336 -0.2643
 -0.1988 -0.1365 -0.0778 -0.0238  0.0248  0.1193  0.1780  0.2051  0.2068  0.1945
  0.1755  0.1523
 -0.6714 -0.6151 -0.5468 -0.4745 -0.4055 -0.3438 -0.2965 -0.2686 -0.2552 -0.2261
 -0.1786 -0.1244 -0.0708 -0.0205  0.0250  0.1135  0.1688  0.1949  0.1962  0.1825
  0.1625  0.1390  0.1124  0.0818
 -0.5743 -0.5339 -0.4829 -0.4218 -0.3573 -0.2950 -0.2378 -0.1882 -0.1513 -0.1303
 -0.1142 -0.0892 -0.0534 -0.0118  0.0293  0.1120  0.1642  0.1893  0.1900  0.1744
  0.1520  0.1271  0.1001  0.0709  0.0400  0.0064 -0.0311 -0.0734 -0.1207 -0.1706
 -0.4691 -0.4441 -0.4100 -0.3651 -0.3117 -0.2552 -0.2001 -0.1488 -0.1030 -0.0650
 -0.0368 -0.0179 -0.0008  0.0204  0.0464  0.1155  0.1642  0.1883  0.1888  0.1712
  0.1455  0.1177  0.0890  0.0590  0.0276 -0.0049 -0.0397 -0.0780 -0.1209 -0.1690
 -0.2219
 -0.3633 -0.3467 -0.3274 -0.2974 -0.2591 -0.2135 -0.1650 -0.1171 -0.0722 -0.0315
  0.0038  0.0326  0.0547  0.0716  0.0872  0.1292  0.1692  0.1917  0.1923  0.1737
  0.1443  0.1124  0.0805  0.0485  0.0161 -0.0159 -0.0489 -0.0847 -0.1246 -0.1699
 -0.2211
 -0.2622 -0.2488 -0.2369 -0.2191 -0.1940 -0.1621 -0.1244 -0.0834 -0.0426 -0.0039
  0.0312  0.0619  0.0883  0.1097  0.1266  0.1574  0.1823  0.1995  0.1997  0.1811
  0.1491  0.1124  0.0759  0.0404  0.0055 -0.0292 -0.0643 -0.1011 -0.1397 -0.1800
 -0.2216
 -0.1713 -0.1577 -0.1474 -0.1346 -0.1198 -0.0996 -0.0742 -0.0439 -0.0104  0.0238
