 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -1.8204 -1.7985 -1.9843 -1.9759 -1.8765 -1.7164 -1.5229 -1.3982 -1.2840 -1.1641
 -1.0486 -0.9397 -0.8379 -0.7446 -0.6591 -0.4781 -0.3379 -0.2215 -0.1488
 -1.8205 -1.7164 -1.6294 -1.5768 -1.5593 -1.5142 -1.4159 -1.2987 -1.1854 -1.0754
 -0.9687 -0.8676 -0.7735 -0.6874 -0.6089 -0.4430 -0.3149 -0.2199 -0.1517 -0.1020
 -1.6822 -1.5820 -1.4832 -1.3948 -1.3237 -1.2840 -1.2583 -1.2006 -1.1115 -1.0102
 -0.9115 -0.8170 -0.7286 -0.6476 -0.5741 -0.4205 -0.3039 -0.2186 -0.1574 -0.1124
 -0.0784
 -1.5594 -1.4754 -1.3834 -1.2919 -1.2076 -1.1337 -1.0761 -1.0402 -1.0030 -0.9420
 -0.8616 -0.7763 -0.6943 -0.6181 -0.5487 -0.4041 -0.2961 -0.2190 -0.1640 -0.1236
 -0.0926 -0.0680
 -1.4390 -1.3752 -1.2985 -1.2150 -1.1319 -1.0541 -0.9839 -0.9224 -0.8757 -0.8352
 -0.7895 -0.7300 -0.6623 -0.5935 -0.5287 -0.3918 -0.2899 -0.2190 -0.1699 -0.1344
 -0.1069 -0.0849 -0.0669 -0.0525
 -1.3195 -1.2722 -1.2142 -1.1449 -1.0702 -0.9954 -0.9251 -0.8604 -0.8020 -0.7502
 -0.7054 -0.6628 -0.6152 -0.5623 -0.5075 -0.3812 -0.2839 -0.2172 -0.1730 -0.1430
 -0.1200 -0.1013 -0.0860 -0.0730 -0.0609 -0.0509 -0.0449 -0.0440 -0.0494 -0.0616
 -1.2036 -1.1681 -1.1253 -1.0717 -1.0096 -0.9433 -0.8768 -0.8136 -0.7557 -0.7022
 -0.6525 -0.6067 -0.5641 -0.5216 -0.4775 -0.3687 -0.2772 -0.2120 -0.1718 -0.1472
 -0.1296 -0.1155 -0.1038 -0.0937 -0.0849 -0.0762 -0.0692 -0.0661 -0.0687 -0.0782
 -0.0954
 -1.0937 -1.0660 -1.0330 -0.9921 -0.9437 -0.8889 -0.8305 -0.7717 -0.7160 -0.6644
 -0.6164 -0.5709 -0.5275 -0.4866 -0.4469 -0.3519 -0.2686 -0.2058 -0.1668 -0.1456
