 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  i   
 -1.0179 -0.9519 -0.8960 -0.8630 -0.8533 -0.8463 -0.7590 -0.7171 -0.6722 -0.6171
 -0.5507 -0.4810 -0.4063 -0.3273 -0.2523 -0.1158 -0.0452 -0.0195 -0.0161
 -0.9291 -0.8090 -0.7299 -0.6877 -0.6732 -0.6583 -0.6342 -0.6052 -0.5736 -0.5389
 -0.4938 -0.4353 -0.3680 -0.3018 -0.2420 -0.1295 -0.0646 -0.0376 -0.0327 -0.0413
 -0.8638 -0.7591 -0.6727 -0.6054 -0.5595 -0.5373 -0.5339 -0.5275 -0.5069 -0.4740
 -0.4385 -0.3977 -0.3456 -0.2888 -0.2359 -0.1344 -0.0779 -0.0557 -0.0530 -0.0616
 -0.0778
 -0.8013 -0.7127 -0.6351 -0.5681 -0.5132 -0.4720 -0.4448 -0.4314 -0.4258 -0.4135
 -0.3888 -0.3600 -0.3236 -0.2784 -0.2324 -0.1404 -0.0888 -0.0706 -0.0704 -0.0794
 -0.0948 -0.1152
 -0.7213 -0.6527 -0.5904 -0.5330 -0.4809 -0.4360 -0.4000 -0.3732 -0.3540 -0.3404
 -0.3272 -0.3093 -0.2886 -0.2595 -0.2248 -0.1437 -0.0955 -0.0804 -0.0837 -0.0946
 -0.1102 -0.1300 -0.1533 -0.1794
 -0.6243 -0.5747 -0.5298 -0.4867 -0.4441 -0.4034 -0.3666 -0.3357 -0.3110 -0.2906
 -0.2727 -0.2560 -0.2413 -0.2233 -0.2011 -0.1409 -0.0969 -0.0835 -0.0909 -0.1056
 -0.1233 -0.1437 -0.1668 -0.1926 -0.2213 -0.2535 -0.2897 -0.3302 -0.3754 -0.4253
 -0.5180 -0.4819 -0.4524 -0.4243 -0.3949 -0.3636 -0.3319 -0.3020 -0.2762 -0.2545
 -0.2352 -0.2170 -0.2005 -0.1853 -0.1686 -0.1263 -0.0918 -0.0797 -0.0902 -0.1101
 -0.1322 -0.1551 -0.1795 -0.2055 -0.2330 -0.2614 -0.2926 -0.3285 -0.3709 -0.4198
 -0.4715
 -0.4043 -0.3806 -0.3626 -0.3467 -0.3304 -0.3112 -0.2886 -0.2645 -0.2413 -0.2203
 -0.2022 -0.1856 -0.1697 -0.1549 -0.1398 -0.1053 -0.0801 -0.0704 -0.0822 -0.1066
 -0.1343 -0.1619 -0.1893 -0.2172 -0.2456 -0.2748 -0.3044 -0.3363 -0.3727 -0.4154
 -0.4654
 -0.2897 -0.2761 -0.2659 -0.2588 -0.2526 -0.2444 -0.2329 -0.2178 -0.2007 -0.1833
 -0.1674 -0.1533 -0.1404 -0.1280 -0.1152 -0.0846 -0.0644 -0.0581 -0.0696 -0.0961
 -0.1288 -0.1624 -0.1948 -0.2262 -0.2571 -0.2876 -0.3185 -0.3514 -0.3865 -0.4236
 -0.4623
 -0.1743 -0.1684 -0.1671 -0.1662 -0.1667 -0.1670 -0.1653 -0.1603 -0.1519 -0.1412
 -0.1295 -0.1186 -0.1089 -0.1000 -0.0910 -0.0665 -0.0491 -0.0448 -0.0557 -0.0813
 -0.1161 -0.1543 -0.1924 -0.2290 -0.2639 -0.2974 -0.3302 -0.3627 -0.3995 -0.4336
 -0.4658
 -0.0579 -0.0575 -0.0662 -0.0731 -0.0775 -0.0833 -0.0886 -0.0921 -0.0928 -0.0906
 -0.0859 -0.0798 -0.0739 -0.0686 -0.0637 -0.0491 -0.0347 -0.0318 -0.0427 -0.0665
 -0.1005 -0.1404 -0.1827 -0.2246 -0.2647 -0.3026 -0.3389 -0.3738 -0.4078 -0.4418
 -0.4769
  0.0593  0.0566  0.0368  0.0198  0.0119  0.0021 -0.0079 -0.0172 -0.0252 -0.0311
 -0.0345 -0.0355 -0.0348 -0.0337 -0.0333 -0.0324 -0.0212 -0.0191 -0.0306
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  i   
 -1.0890 -0.9992 -0.9265 -0.8730 -0.8356 -0.8049 -0.7511 -0.7127 -0.6660 -0.6092
 -0.5423 -0.4701 -0.3949 -0.3219 -0.2547 -0.1243 -0.0462 -0.0107 -0.0056
 -0.9693 -0.8621 -0.7982 -0.7461 -0.7006 -0.6645 -0.6354 -0.6083 -0.5778 -0.5403
 -0.4934 -0.4357 -0.3709 -0.3072 -0.2488 -0.1339 -0.0634 -0.0318 -0.0256 -0.0332
 -0.9282 -0.7962 -0.6966 -0.6303 -0.5997 -0.5859 -0.5667 -0.5406 -0.5126 -0.4840
 -0.4511 -0.4101 -0.3581 -0.3020 -0.2492 -0.1442 -0.0791 -0.0498 -0.0450 -0.0531
 -0.0693
 -0.9066 -0.7783 -0.6732 -0.5906 -0.5302 -0.4911 -0.4754 -0.4741 -0.4659 -0.4435
 -0.4145 -0.3830 -0.3447 -0.2980 -0.2515 -0.1539 -0.0927 -0.0649 -0.0613 -0.0700
 -0.0854 -0.1061
 -0.8753 -0.7592 -0.6606 -0.5780 -0.5107 -0.4583 -0.4203 -0.3958 -0.3859 -0.3830
 -0.3720 -0.3520 -0.3248 -0.2893 -0.2490 -0.1604 -0.1025 -0.0758 -0.0736 -0.0839
 -0.0999 -0.1200 -0.1439 -0.1714
 -0.8242 -0.7243 -0.6377 -0.5628 -0.4980 -0.4428 -0.3975 -0.3621 -0.3354 -0.3170
 -0.3064 -0.2973 -0.2853 -0.2659 -0.2382 -0.1616 -0.1072 -0.0813 -0.0806 -0.0937
 -0.1119 -0.1329 -0.1566 -0.1831 -0.2123 -0.2445 -0.2807 -0.3220 -0.3702 -0.4205
 -0.7537 -0.6697 -0.5972 -0.5337 -0.4770 -0.4258 -0.3802 -0.3410 -0.3086 -0.2822
 -0.2607 -0.2440 -0.2323 -0.2213 -0.2059 -0.1547 -0.1061 -0.0811 -0.0812 -0.0977
 -0.1198 -0.1435 -0.1686 -0.1953 -0.2237 -0.2541 -0.2872 -0.3238 -0.3654 -0.4147
 -0.4667
 -0.6687 -0.5986 -0.5389 -0.4873 -0.4411 -0.3982 -0.3578 -0.3199 -0.2862 -0.2572
 -0.2324 -0.2111 -0.1937 -0.1794 -0.1667 -0.1323 -0.0980 -0.0756 -0.0758 -0.0947
 -0.1216 -0.1497 -0.1778 -0.2064 -0.2355 -0.2656 -0.2973 -0.3310 -0.3676 -0.4101
 -0.4606
 -0.5743 -0.5151 -0.4661 -0.4246 -0.3887 -0.3556 -0.3233 -0.2912 -0.2604 -0.2320
 -0.2069 -0.1852 -0.1661 -0.1497 -0.1352 -0.1044 -0.0806 -0.0650 -0.0659 -0.0856
 -0.1163 -0.1499 -0.1828 -0.2149 -0.2464 -0.2778 -0.3097 -0.3424 -0.3768 -0.4142
 -0.4572
 -0.4806 -0.4271 -0.3855 -0.3521 -0.3243 -0.2997 -0.2761 -0.2521 -0.2274 -0.2029
 -0.1798 -0.1592 -0.1412 -0.1254 -0.1112 -0.0808 -0.0605 -0.0507 -0.0533 -0.0722
 -0.1042 -0.1419 -0.1803 -0.2174 -0.2528 -0.2871 -0.3208 -0.3541 -0.3879 -0.4231
 -0.4603
 -0.3948 -0.3414 -0.3017 -0.2732 -0.2516 -0.2336 -0.2171 -0.2009 -0.1838 -0.1658
 -0.1473 -0.1295 -0.1135 -0.0997 -0.0876 -0.0611 -0.0422 -0.0353 -0.0399 -0.0580
 -0.0892 -0.1283 -0.1706 -0.2128 -0.2534 -0.2920 -0.3290 -0.3647 -0.3997 -0.4348
 -0.4707
 -0.3223 -0.2654 -0.2231 -0.1938 -0.1746 -0.1612 -0.1501 -0.1398 -0.1296 -0.1187
 -0.1068 -0.0942 -0.0841 -0.0718 -0.0644 -0.0453 -0.0257 -0.0188 -0.0257
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =  i   
 -1.3583 -1.2411 -1.1449 -1.0640 -0.9924 -0.9235 -0.8515 -0.7736 -0.6947 -0.6166
 -0.5382 -0.4602 -0.3845 -0.3157 -0.2541 -0.1300 -0.0474 -0.0035  0.0067
 -1.2226 -1.0963 -0.9943 -0.9123 -0.8449 -0.7869 -0.7324 -0.6761 -0.6191 -0.5614
 -0.5012 -0.4373 -0.3717 -0.3095 -0.2532 -0.1401 -0.0649 -0.0256 -0.0151 -0.0220
 -1.0985 -0.9658 -0.8774 -0.8070 -0.7442 -0.6909 -0.6446 -0.6008 -0.5575 -0.5142
 -0.4689 -0.4190 -0.3637 -0.3078 -0.2559 -0.1512 -0.0813 -0.0438 -0.0335 -0.0402
 -0.0563
 -1.0614 -0.9019 -0.7780 -0.6887 -0.6333 -0.6050 -0.5789 -0.5460 -0.5096 -0.4729
 -0.4363 -0.3982 -0.3546 -0.3060 -0.2585 -0.1608 -0.0951 -0.0590 -0.0487 -0.0555
 -0.0711 -0.0923
 -1.0507 -0.8881 -0.7542 -0.6485 -0.5681 -0.5123 -0.4796 -0.4640 -0.4555 -0.4364
 -0.4072 -0.3744 -0.3399 -0.3005 -0.2582 -0.1673 -0.1051 -0.0705 -0.0604 -0.0677
 -0.0840 -0.1049 -0.1297 -0.1583
 -1.0378 -0.8813 -0.7487 -0.6399 -0.5525 -0.4841 -0.4322 -0.3945 -0.3708 -0.3615
