 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.3745 -1.3680 -1.5513 -1.5592 -1.4866 -1.3605 -1.2027 -1.1022 -1.0133 -0.9181
 -0.8273 -0.7417 -0.6628 -0.5920 -0.5309 -0.4061 -0.3508 -0.3515 -0.3543
 -1.3790 -1.3092 -1.2523 -1.2241 -1.2260 -1.2031 -1.1332 -1.0455 -0.9597 -0.8766
 -0.7960 -0.7199 -0.6502 -0.5881 -0.5340 -0.4341 -0.3807 -0.3635 -0.3675 -0.3830
 -1.2605 -1.1968 -1.1322 -1.0746 -1.0307 -1.0137 -1.0092 -0.9779 -0.9180 -0.8458
 -0.7745 -0.7058 -0.6423 -0.5856 -0.5363 -0.4453 -0.3963 -0.3818 -0.3874 -0.4032
 -0.4251
 -1.1512 -1.1039 -1.0476 -0.9894 -0.9356 -0.8896 -0.8573 -0.8446 -0.8318 -0.7996
 -0.7491 -0.6916 -0.6353 -0.5838 -0.5387 -0.4549 -0.4091 -0.3964 -0.4038 -0.4203
 -0.4419 -0.4675
 -1.0388 -1.0117 -0.9713 -0.9223 -0.8713 -0.8232 -0.7806 -0.7450 -0.7222 -0.7061
 -0.6877 -0.6582 -0.6197 -0.5775 -0.5376 -0.4608 -0.4178 -0.4068 -0.4159 -0.4343
 -0.4566 -0.4820 -0.5103 -0.5415
 -0.9224 -0.9120 -0.8903 -0.8564 -0.8151 -0.7713 -0.7297 -0.6919 -0.6586 -0.6309
 -0.6104 -0.5938 -0.5748 -0.5514 -0.5252 -0.4613 -0.4213 -0.4114 -0.4223 -0.4441
 -0.4687 -0.4952 -0.5237 -0.5543 -0.5870 -0.6223 -0.6608 -0.7029 -0.7490 -0.7991
 -0.8050 -0.8067 -0.8004 -0.7825 -0.7552 -0.7213 -0.6848 -0.6494 -0.6172 -0.5880
 -0.5621 -0.5405 -0.5232 -0.5079 -0.4922 -0.4520 -0.4188 -0.4084 -0.4219 -0.4479
 -0.4766 -0.5059 -0.5359 -0.5671 -0.5995 -0.6322 -0.6668 -0.7054 -0.7497 -0.7997
 -0.8520
 -0.6895 -0.6996 -0.7035 -0.6985 -0.6853 -0.6646 -0.6379 -0.6084 -0.5795 -0.5528
