 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.6572 -2.6419 -2.8270 -2.8259 -2.7373 -2.5903 -2.4104 -2.2952 -2.1907 -2.0799
 -1.9741 -1.8739 -1.7810 -1.6953 -1.6189 -1.4589 -1.3487 -1.2754 -1.2303
 -2.6595 -2.5693 -2.4944 -2.4515 -2.4416 -2.4051 -2.3175 -2.2114 -2.1084 -2.0085
 -1.9117 -1.8200 -1.7350 -1.6578 -1.5884 -1.4469 -1.3463 -1.2801 -1.2382 -1.2119
 -2.5293 -2.4437 -2.3584 -2.2820 -2.2215 -2.1904 -2.1727 -2.1248 -2.0464 -1.9559
 -1.8675 -1.7827 -1.7038 -1.6318 -1.5673 -1.4369 -1.3454 -1.2863 -1.2496 -1.2264
 -1.2119
 -2.4123 -2.3426 -2.2645 -2.1860 -2.1133 -2.0500 -2.0019 -1.9747 -1.9465 -1.8960
 -1.8267 -1.7518 -1.6795 -1.6127 -1.5524 -1.4303 -1.3454 -1.2922 -1.2601 -1.2401
 -1.2274 -1.2199
 -2.2958 -2.2459 -2.1832 -2.1129 -2.0420 -1.9754 -1.9156 -1.8638 -1.8260 -1.7946
 -1.7590 -1.7106 -1.6536 -1.5949 -1.5394 -1.4249 -1.3448 -1.2961 -1.2685 -1.2524
 -1.2423 -1.2363 -1.2336 -1.2340
 -2.1786 -2.1450 -2.1007 -2.0447 -1.9825 -1.9194 -1.8598 -1.8052 -1.7563 -1.7136
 -1.6779 -1.6449 -1.6078 -1.5658 -1.5216 -1.4185 -1.3424 -1.2968 -1.2729 -1.2616
 -1.2552 -1.2519 -1.2511 -1.2522 -1.2543 -1.2584 -1.2661 -1.2784 -1.2961 -1.3197
 -2.0633 -2.0415 -2.0122 -1.9718 -1.9225 -1.8681 -1.8128 -1.7601 -1.7119 -1.6675
 -1.6268 -1.5901 -1.5569 -1.5245 -1.4909 -1.4072 -1.3372 -1.2922 -1.2718 -1.2656
 -1.2644 -1.2651 -1.2672 -1.2705 -1.2747 -1.2787 -1.2843 -1.2937 -1.3089 -1.3307
 -1.3583
