 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F410M
  4.1290  4.1076  3.9676  3.5228  2.8006  2.4692  2.5886  2.6231  2.5651  2.4912
  2.3027  2.2456  2.3741  2.5475  2.6140  2.4362
  3.7390  3.7483  3.7032  3.5076  3.1715  2.9767  2.9409  2.8628  2.7625  2.6740
  2.5689  2.5352  2.5781  2.6273  2.6220  2.4248  2.2518  2.0730  1.8993
  3.5123  3.5020  3.4808  3.4088  3.2908  3.1838  3.0857  2.9735  2.8706  2.7874
  2.7280  2.6971  2.6818  2.6567  2.6096  2.4141  2.2295  2.0524  1.8833  1.7243
  1.5758
  3.4489  3.3687  3.3004  3.2264  3.1586  3.0904  3.0230  2.9550  2.8897  2.8315
  2.7798  2.7312  2.6851  2.6357  2.5768  2.4041  2.2084  2.0353  1.8693  1.7095
  1.5576  1.4129  1.2740
  3.3471  3.2899  3.2362  3.1774  3.1169  3.0537  2.9893  2.9245  2.8596  2.7966
  2.7383  2.6853  2.6356  2.5861  2.5341  2.3823  2.2018  2.0241  1.8563  1.6973
  1.5461  1.4018  1.2636  1.1306  1.0020
  3.2425  3.2011  3.1589  3.1132  3.0624  3.0072  2.9487  2.8888  2.8279  2.7671
  2.7076  2.6510  2.5985  2.5494  2.4981  2.3592  2.1935  2.0167  1.8474  1.6880
  1.5369  1.3928  1.2551  1.1229  0.9956  0.8723
  3.1350  3.1023  3.0685  3.0338  2.9952  2.9509  2.9012  2.8479  2.7924  2.7358
  2.6786  2.6225  2.5686  2.5183  2.4688  2.3348  2.1835  2.0131  1.8426  1.6816
  1.5300  1.3859  1.2484  1.1167  0.9901  0.8680  0.7496  0.6345  0.5225  0.4129
  3.0247  2.9935  2.9650  2.9390  2.9117  2.8801  2.8428  2.7993  2.7514  2.7007
  2.6480  2.5945  2.5415  2.4907  2.4419  2.3146  2.1704  2.0106  1.8421  1.6789
  1.5256  1.3809  1.2433  1.1117  0.9855  0.8641  0.7468  0.6331  0.5225  0.4146
  0.3088
  2.9130  2.8809  2.8543  2.8326  2.8132  2.7931  2.7691  2.7388  2.7016  2.6594
  2.6137  2.5651  2.5148  2.4645  2.4162  2.2948  2.1582  2.0060  1.8440  1.6805
  1.5244  1.3779  1.2396  1.1078  0.9818  0.8607  0.7439  0.6311  0.5218  0.4153
  0.3113
  2.8147  2.7726  2.7407  2.7180  2.7023  2.6901  2.6774  2.6607  2.6374  2.6070
  2.5708  2.5300  2.4853  2.4381  2.3913  2.2733  2.1445  1.9989  1.8429  1.6827
  1.5249  1.3754  1.2351  1.1023  0.9758  0.8547  0.7382  0.6257  0.5170  0.4115
  0.3088
  2.7235  2.6753  2.6378  2.6099  2.5927  2.5821  2.5754  2.5689  2.5592  2.5424
  2.5174  2.4859  2.4496  2.4100  2.3684  2.2558  2.1306  1.9926  1.8430  1.6879
  1.5320  1.3805  1.2371  1.1022  0.9746  0.8529  0.7363  0.6242  0.5159  0.4111
  0.3073
  2.6481  2.5890  2.5436  2.5105  2.4879  2.4742  2.4686  2.4666  2.4654  2.4593
  2.4470  2.4287  2.4045  2.3746  2.3393  2.2336  2.1132  1.9842  1.8411  1.6913
  1.5393  1.3887  1.2432  1.1053  0.9754  0.8523  0.7349  0.6224  0.5142  0.4098
  0.3086
  2.5888  2.5138  2.4581  2.4198  2.3879  2.3664  2.3638  2.3613  2.3627  2.3627
  2.3602  2.3553  2.3484  2.3319  2.3041  2.2068  2.0923  1.9737  1.8372
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F410M
  3.4816  3.3971  3.3209  3.2502  3.1852  3.1780  3.1998  3.1661  3.0887  2.9843
  2.8655  2.7748  2.7290  2.6989  2.6515  2.4595
  3.5026  3.4178  3.3383  3.2633  3.1934  3.1541  3.1318  3.0883  3.0273  2.9544
  2.8740  2.8016  2.7436  2.6896  2.6267  2.4346  2.2509  2.0753  1.9083
  3.5047  3.4223  3.3426  3.2661  3.1937  3.1335  3.0819  3.0301  2.9772  2.9226
  2.8654  2.8053  2.7418  2.6745  2.6031  2.4132  2.2294  2.0540  1.8870  1.7279
  1.5760
