 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = UX   
 -1.1999 -1.0823 -1.0030 -0.9481 -0.9094 -0.8816 -0.8606 -0.8427 -0.8264 -0.8107
 -0.7949
 -7.6497 -7.1151 -6.6323 -6.1987 -5.8100 -5.4619 -5.1499 -4.8691 -4.6147 -4.3814
 -4.1629 -3.9554 -3.7555 -3.5595 -3.3523 -2.7925 -2.3219 -1.9438 -1.6252 -1.3652
 -1.1750 -1.0486 -0.9667 -0.9128 -0.8768 -0.8528 -0.8371 -0.8260 -0.8171 -0.8093
 -0.8037
 -8.1042 -7.5103 -6.9791 -6.4928 -6.0504 -5.6504 -5.2910 -4.9688 -4.6784 -4.4148
 -4.1721 -3.9453 -3.7308 -3.5273 -3.3313 -2.8174 -2.3421 -1.9555 -1.6361 -1.3698
 -1.1649 -1.0234 -0.9324 -0.8752 -0.8395 -0.8178 -0.8056 -0.7994 -0.7966 -0.7951
 -0.7948
 -8.5910 -7.9642 -7.3885 -6.8574 -6.3668 -5.9164 -5.5069 -5.1383 -4.8077 -4.5103
 -4.2401 -3.9913 -3.7595 -3.5417 -3.3364 -2.8446 -2.3861 -1.9891 -1.6638 -1.3924
 -1.1748 -1.0153 -0.9083 -0.8410 -0.8007 -0.7778 -0.7666 -0.7632 -0.7645 -0.7684
 -0.7730
 -9.0764 -8.4346 -7.8261 -7.2596 -6.7303 -6.2378 -5.7838 -5.3690 -4.9951 -4.6592
 -4.3569 -4.0825 -3.8303 -3.5958 -3.3760 -2.8730 -2.4289 -2.0331 -1.6987 -1.4223
 -1.1962 -1.0220 -0.8974 -0.8149 -0.7643 -0.7359 -0.7227 -0.7193 -0.7226 -0.7300
 -0.7396
 -9.5536 -8.8924 -8.2671 -7.6753 -7.1171 -6.5930 -6.1036 -5.6507 -5.2358 -4.8599
 -4.5214 -4.2163 -3.9394 -3.6852 -3.4501 -2.9026 -2.4705 -2.0875 -1.7408
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = UX   
 -6.8966 -6.9039 -6.9151 -6.9231 -6.9220 -6.9039 -6.8613 -6.7877 -6.6748 -6.5128
 -6.2938 -6.0193 -5.7066 -5.3846 -5.0705 -4.3362 -3.6443 -2.9980 -2.4579
 -6.3808 -6.3629 -6.3579 -6.3549 -6.3448 -6.3195 -6.2716 -6.1947 -6.0824 -5.9273
 -5.7220 -5.4632 -5.1625 -4.8492 -4.5458 -3.8576 -3.2441 -2.6950 -2.2327 -1.8752
 -6.0203 -5.9346 -5.8862 -5.8570 -5.8307 -5.7947 -5.7402 -5.6610 -5.5520 -5.4086
 -5.2252 -4.9967 -4.7233 -4.4272 -4.1374 -3.4920 -2.9400 -2.4599 -2.0567 -1.7401
 -1.5074
 -5.9501 -5.7605 -5.6055 -5.5064 -5.4334 -5.3735 -5.3072 -5.2235 -5.1170 -4.9843
 -4.8214 -4.6240 -4.3869 -4.1162 -3.8407 -3.2277 -2.7184 -2.2849 -1.9222 -1.6347
 -1.4231 -1.2712
 -6.0905 -5.8051 -5.5744 -5.3898 -5.2435 -5.1287 -5.0339 -4.9318 -4.8137 -4.6779
 -4.5228 -4.3457 -4.1413 -3.9024 -3.6432 -3.0506 -2.5666 -2.1619 -1.8244 -1.5553
 -1.3558 -1.2151 -1.1148 -1.0405
 -6.3240 -5.9818 -5.6838 -5.4286 -5.2150 -5.0375 -4.8926 -4.7736 -4.6580 -4.5227
 -4.3559 -4.1720 -3.9769 -3.7647 -3.5264 -2.9457 -2.4723 -2.0828 -1.7585 -1.4983
 -1.3038 -1.1675 -1.0732 -1.0062 -0.9563 -0.9168 -0.8837 -0.8533 -0.8228 -0.7921
 -6.6450 -6.2385 -5.8845 -5.5754 -5.3066 -5.0754 -4.8776 -4.7058 -4.5525 -4.4119
 -4.2716 -4.1063 -3.9083 -3.6946 -3.4709 -2.8994 -2.4249 -2.0402 -1.7210 -1.4621
 -1.2655 -1.1279 -1.0348 -0.9712 -0.9263 -0.8934 -0.8680 -0.8468 -0.8275 -0.8084
 -0.7886
 -7.1002 -6.6056 -6.1783 -5.8071 -5.4830 -5.1991 -4.9505 -4.7324 -4.5387 -4.3615
 -4.1943 -4.0325 -3.8676 -3.6816 -3.4689 -2.9012 -2.4161 -2.0280 -1.7083 -1.4462
 -1.2553 -1.0965 -0.9994 -0.9355 -0.8928 -0.8637 -0.8438 -0.8290 -0.8174 -0.8076
 -0.7988
 -7.7113 -7.1090 -6.5888 -6.1387 -5.7462 -5.4016 -5.0982 -4.8305 -4.5926 -4.3786
 -4.1816 -3.9953 -3.8161 -3.6415 -3.4611 -2.9356 -2.4363 -2.0374 -1.7132 -1.4458
 -1.2322 -1.0740 -0.9672 -0.8987 -0.8554 -0.8282 -0.8118 -0.8023 -0.7969 -0.7935
 -0.7912
 -8.4295 -7.7424 -7.1303 -6.5949 -6.1212 -5.7033 -5.3345 -5.0095 -4.7213 -4.4644
 -4.2326 -4.0192 -3.8189 -3.6283 -3.4451 -2.9755 -2.4922 -2.0750 -1.7410 -1.4662
 -1.2420 -1.0687 -0.9462 -0.8665 -0.8175 -0.7885 -0.7730 -0.7662 -0.7651 -0.7671
 -0.7703
 -9.1895 -8.4452 -7.7663 -7.1496 -6.5981 -6.1031 -5.6621 -5.2704 -4.9237 -4.6168
 -4.3433 -4.0966 -3.8705 -3.6601 -3.4617 -2.9961 -2.5497 -2.1327 -1.7837 -1.4994
 -1.2653 -1.0781 -0.9385 -0.8429 -0.7827 -0.7476 -0.7296 -0.7228 -0.7236 -0.7293
 -0.7374
 -9.9369 -9.1562 -8.4312 -7.7592 -7.1437 -6.5821 -6.0729 -5.6136 -5.2034 -4.8395
 -4.5169 -4.2301 -3.9721 -3.7366 -3.5109 -2.9974 -2.6088 -2.2105 -1.8413
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value = UX   
 -6.7666 -6.7962 -6.8185 -6.8295 -6.8261 -6.8018 -6.7503 -6.6665 -6.5465 -6.3884
 -6.1937 -5.9630 -5.7020 -5.4211 -5.1335 -4.4379 -3.7980 -3.1911 -2.6489
 -6.2191 -6.2424 -6.2614 -6.2711 -6.2672 -6.2455 -6.2005 -6.1261 -6.0181 -5.8728
 -5.6877 -5.4628 -5.2041 -4.9261 -4.6443 -3.9804 -3.3881 -2.8621 -2.4063 -2.0315
 -5.7594 -5.7657 -5.7747 -5.7793 -5.7735 -5.7526 -5.7116 -5.6453 -5.5496 -5.4207
 -5.2551 -5.0507 -4.8098 -4.5450 -4.2742 -3.6426 -3.0946 -2.6198 -2.2161 -1.8852
 -1.6258
 -5.4557 -5.4101 -5.3898 -5.3791 -5.3663 -5.3434 -5.3046 -5.2449 -5.1603 -5.0477
 -4.9035 -4.7247 -4.5096 -4.2649 -4.0075 -3.4015 -2.8844 -2.4437 -2.0727 -1.7707
 -1.5338 -1.3570
 -5.4781 -5.3033 -5.1867 -5.1130 -5.0678 -5.0323 -4.9902 -4.9329 -4.8560 -4.7562
 -4.6303 -4.4753 -4.2876 -4.0674 -3.8257 -3.2381 -2.7395 -2.3200 -1.9687 -1.6839
 -1.4610 -1.2951 -1.1754 -1.0870
 -5.7326 -5.4650 -5.2439 -5.0709 -4.9437 -4.8549 -4.7892 -4.7258 -4.6463 -4.5486
 -4.4314 -4.2923 -4.1277 -3.9331 -3.7105 -3.1374 -2.6465 -2.2385 -1.8980 -1.6217
 -1.4056 -1.2444 -1.1298 -1.0484 -0.9882 -0.9406 -0.9006 -0.8644 -0.8288 -0.7927
 -6.0476 -5.7206 -5.4349 -5.1907 -4.9890 -4.8268 -4.6991 -4.6028 -4.5256 -4.4383
 -4.3232 -4.1831 -4.0240 -3.8452 -3.6446 -3.0877 -2.5959 -2.1915 -1.8557 -1.5814
 -1.3663 -1.2046 -1.0898 -1.0108 -0.9553 -0.9145 -0.8827 -0.8562 -0.8323 -0.8087
 -0.7831
 -6.4424 -6.0434 -5.6964 -5.3941 -5.1327 -4.9116 -4.7276 -4.5758 -4.4505 -4.3431
 -4.2409 -4.1269 -3.9833 -3.8094 -3.6163 -3.0805 -2.5821 -2.1739 -1.8380 -1.5615
 -1.3422 -1.1754 -1.0558 -0.9745 -0.9202 -0.8831 -0.8569 -0.8372 -0.8210 -0.8076
 -0.7931
 -6.9968 -6.4792 -6.0472 -5.6756 -5.3541 -5.0760 -4.8374 -4.6345 -4.4620 -4.3128
 -4.1776 -4.0483 -3.9183 -3.7772 -3.6106 -3.1027 -2.5967 -2.1789 -1.8382 -1.5572
 -1.3305 -1.1550 -1.0266 -0.9392 -0.8826 -0.8466 -0.8239 -0.8093 -0.7996 -0.7928
 -0.7873
 -7.7482 -7.1081 -6.5551 -6.0845 -5.6819 -5.3357 -5.0366 -4.7778 -4.5537 -4.3588
 -4.1858 -4.0267 -3.8746 -3.7252 -3.5745 -3.1413 -2.6471 -2.2144 -1.8637 -1.5752
 -1.3386 -1.1509 -1.0097 -0.9107 -0.8466 -0.8075 -0.7850 -0.7729 -0.7676 -0.7662
 -0.7669
 -8.6859 -7.9209 -7.2468 -6.6567 -6.1482 -5.7120 -5.3361 -5.0105 -4.7270 -4.4793
 -4.2609 -4.0651 -3.8852 -3.7153 -3.5511 -3.1480 -2.7095 -2.2733 -1.9076 -1.6087
 -1.3615 -1.1610 -1.0050 -0.8913 -0.8151 -0.7682 -0.7423 -0.7299 -0.7264 -0.7287
 -0.7341
 -9.6867 -8.8401 -8.0651 -7.3730 -6.7581 -6.2213 -5.7543 -5.3474 -4.9927 -4.6826
 -4.4102 -4.1691 -3.9529 -3.7554 -3.5404 -3.1228 -2.7839 -2.3556 -1.9699
 [Fe/H] = -0.75 [alpha/Fe] = 0.40 BC value = UX   
 -6.7801 -6.8111 -6.8319 -6.8388 -6.8281 -6.7942 -6.7319 -6.6371 -6.5088 -6.3538
 -6.1759 -5.9739 -5.7457 -5.4943 -5.2269 -4.5501 -3.9063 -3.3129 -2.7787
 -6.2300 -6.2590 -6.2796 -6.2885 -6.2818 -6.2560 -6.2068 -6.1276 -6.0173 -5.8763
 -5.7056 -5.5055 -5.2772 -5.0257 -4.7612 -4.1087 -3.5110 -2.9797 -2.5195 -2.1349
 -5.7566 -5.7772 -5.7942 -5.8027 -5.7986 -5.7783 -5.7381 -5.6729 -5.5795 -5.4560
 -5.3015 -5.1159 -4.9003 -4.6602 -4.4063 -3.7835 -3.2247 -2.7377 -2.3233 -1.9818
 -1.7083
 -5.3960 -5.3925 -5.3964 -5.3991 -5.3941 -5.3768 -5.3431 -5.2887 -5.2098 -5.1038
 -4.9687 -4.8032 -4.6072 -4.3842 -4.1439 -3.5476 -3.0183 -2.5618 -2.1765 -1.8620
 -1.6117 -1.4195
 -5.2589 -5.1652 -5.1163 -5.0927 -5.0770 -5.0572 -5.0262 -4.9788 -4.9111 -4.8202
 -4.7034 -4.5588 -4.3848 -4.1819 -3.9570 -3.3823 -2.8722 -2.4368 -2.0697 -1.7711
 -1.5351 -1.3542 -1.2208 -1.1211
 -5.4625 -5.2397 -5.0723 -4.9562 -4.8796 -4.8299 -4.7912 -4.7439 -4.6815 -4.6006
 -4.4982 -4.3719 -4.2191 -4.0379 -3.8306 -3.2747 -2.7746 -2.3518 -1.9961 -1.7055
 -1.4765 -1.3013 -1.1727 -1.0804 -1.0122 -0.9586 -0.9138 -0.8735 -0.8342 -0.7945
 -5.7775 -5.4848 -5.2338 -5.0278 -4.8652 -4.7418 -4.6529 -4.5909 -4.5308 -4.4526
 -4.3544 -4.2370 -4.0992 -3.9378 -3.7502 -3.2155 -2.7180 -2.3003 -1.9507 -1.6628
 -1.4348 -1.2600 -1.1314 -1.0408 -0.9771 -0.9304 -0.8942 -0.8639 -0.8368 -0.8099
 -0.7807
 -6.1457 -5.7893 -5.4776 -5.2072 -4.9782 -4.7891 -4.6357 -4.5142 -4.4229 -4.3475
 -4.2659 -4.1619 -4.0304 -3.8767 -3.7039 -3.1968 -2.6978 -2.2782 -1.9296 -1.6406
 -1.4091 -1.2300 -1.0973 -1.0042 -0.9407 -0.8974 -0.8667 -0.8438 -0.8252 -0.8085
 -0.7919
 -6.6239 -6.1772 -5.7922 -5.4588 -5.1699 -4.9223 -4.7135 -4.5401 -4.3976 -4.2802
 -4.1766 -4.0763 -3.9686 -3.8405 -3.6839 -3.2064 -2.7057 -2.2790 -1.9265 -1.6338
 -1.3955 -1.2089 -1.0687 -0.9692 -0.9029 -0.8601 -0.8329 -0.8148 -0.8024 -0.7932
 -0.7853
 -7.3170 -6.7360 -6.2402 -5.8185 -5.4571 -5.1466 -4.8799 -4.6524 -4.4598 -4.2966
 -4.1550 -4.0258 -3.9010 -3.7753 -3.6432 -3.2347 -2.7483 -2.3106 -1.9497 -1.6500
 -1.4025 -1.2044 -1.0526 -0.9424 -0.8681 -0.8214 -0.7938 -0.7783 -0.7701 -0.7660
 -0.7650
 -8.2460 -7.5186 -6.8854 -6.3389 -5.8755 -5.4809 -5.1434 -4.8536 -4.6044 -4.3899
 -4.2038 -4.0385 -3.8864 -3.7407 -3.5976 -3.2330 -2.8061 -2.3652 -1.9916 -1.6823
 -1.4248 -1.2142 -1.0488 -0.9250 -0.8388 -0.7837 -0.7519 -0.7354 -0.7290 -0.7289
 -0.7310
 -9.4109 -8.4786 -7.7210 -7.0508 -6.4640 -5.9604 -5.5299 -5.1607 -4.8430 -4.5680
 -4.3287 -4.1184 -3.9303 -3.7578 -3.5471 -3.2013 -2.8791 -2.4428 -2.0522
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value = UX   
 -6.8474 -6.8771 -6.8914 -6.8899 -6.8659 -6.8154 -6.7361 -6.6263 -6.4886 -6.3377
 -6.1777 -6.0043 -5.8122 -5.5965 -5.3581 -4.7113 -4.0673 -3.4677 -2.9099
 -6.2939 -6.3234 -6.3417 -6.3458 -6.3323 -6.2980 -6.2390 -6.1492 -6.0327 -5.8957
 -5.7414 -5.5685 -5.3744 -5.1568 -4.9183 -4.2884 -3.6806 -3.1322 -2.6579 -2.2588
 -5.8101 -5.8369 -5.8559 -5.8636 -5.8568 -5.8328 -5.7884 -5.7187 -5.6226 -5.5028
 -5.3611 -5.1979 -5.0123 -4.8036 -4.5749 -3.9733 -3.4012 -2.8918 -2.4574 -2.0990
 -1.8096
 -5.4187 -5.4340 -5.4482 -5.4559 -5.4529 -5.4360 -5.4023 -5.3479 -5.2697 -5.1672
 -5.0414 -4.8926 -4.7205 -4.5253 -4.3098 -3.7376 -3.1961 -2.7165 -2.3084 -1.9747
 -1.7080 -1.4988
 -5.1645 -5.1382 -5.1307 -5.1289 -5.1238 -5.1097 -5.0828 -5.0392 -4.9753 -4.8889
 -4.7793 -4.6467 -4.4905 -4.3107 -4.1093 -3.5633 -3.0450 -2.5888 -2.1993 -1.8805
 -1.6274 -1.4300 -1.2801 -1.1670
 -5.2259 -5.0693 -4.9682 -4.9091 -4.8771 -4.8551 -4.8287 -4.7907 -4.7368 -4.6635
 -4.5690 -4.4524 -4.3128 -4.1495 -3.9632 -3.4411 -2.9377 -2.4979 -2.1222 -1.8119
 -1.5656 -1.3741 -1.2292 -1.1226 -1.0436 -0.9822 -0.9313 -0.8860 -0.8425 -0.7990
 -5.5261 -5.2688 -5.0593 -4.8991 -4.7828 -4.7015 -4.6461 -4.6045 -4.5537 -4.4879
 -4.4044 -4.3016 -4.1778 -4.0314 -3.8614 -3.3646 -2.8693 -2.4385 -2.0719 -1.7660
 -1.5210 -1.3304 -1.1862 -1.0808 -1.0059 -0.9513 -0.9093 -0.8744 -0.8438 -0.8139
 -0.7821
 -5.8775 -5.5577 -5.2790 -5.0424 -4.8485 -4.6938 -4.5727 -4.4822 -4.4206 -4.3622
 -4.2884 -4.1942 -4.0805 -3.9477 -3.7940 -3.3270 -2.8368 -2.4078 -2.0450 -1.7404
 -1.4925 -1.2983 -1.1510 -1.0432 -0.9680 -0.9164 -0.8801 -0.8526 -0.8305 -0.8115
 -0.7930
 -6.3016 -5.9062 -5.5628 -5.2640 -5.0068 -4.7900 -4.6106 -4.4638 -4.3475 -4.2591
 -4.1828 -4.1038 -4.0101 -3.8930 -3.7521 -3.3174 -2.8335 -2.4009 -2.0362 -1.7296
 -1.4763 -1.2753 -1.1216 -1.0084 -0.9299 -0.8782 -0.8448 -0.8205 -0.8029 -0.7912
 -0.7851
 -6.8991 -6.3866 -5.9512 -5.5770 -5.2543 -4.9765 -4.7397 -4.5405 -4.3749 -4.2391
 -4.1258 -4.0243 -3.9254 -3.8225 -3.7077 -3.3303 -2.8636 -2.4255 -2.0545 -1.7422
 -1.4811 -1.2696 -1.1054 -0.9829 -0.8966 -0.8401 -0.8056 -0.7853 -0.7738 -0.7670
 -0.7639
 -7.7515 -7.0848 -6.5129 -6.0285 -5.6158 -5.2633 -4.9619 -4.7044 -4.4856 -4.3011
 -4.1445 -4.0081 -3.8832 -3.7626 -3.6424 -3.3201 -2.9117 -2.4727 -2.0924 -1.7720
 -1.5021 -1.2789 -1.1018 -0.9670 -0.8696 -0.8044 -0.7648 -0.7429 -0.7326 -0.7296
 -0.7294
 -8.8398 -8.0259 -7.3074 -6.6825 -6.1450 -5.6892 -5.3016 -4.9712 -4.6891 -4.4477
 -4.2404 -4.0609 -3.9014 -3.7550 -3.5562 -3.2868 -2.9778 -2.5425 -2.1499
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value = UX   
 -6.9690 -6.9924 -7.0016 -6.9899 -6.9508 -6.8791 -6.7707 -6.6307 -6.4872 -6.3440
 -6.2006 -6.0534 -5.8957 -5.7187 -5.5169 -4.9235 -4.2786 -3.6632 -3.0858
 -6.4101 -6.4380 -6.4495 -6.4449 -6.4200 -6.3718 -6.2967 -6.1897 -6.0638 -5.9314
 -5.7934 -5.6468 -5.4867 -5.3069 -5.1029 -4.5167 -3.9026 -3.3285 -2.8297 -2.4096
 -5.9141 -5.9422 -5.9593 -5.9624 -5.9488 -5.9161 -5.8617 -5.7810 -5.6771 -5.5591
 -5.4308 -5.2910 -5.1363 -4.9628 -4.7671 -4.2077 -3.6278 -3.0899 -2.6263 -2.2433
 -1.9336
 -5.4975 -5.5215 -5.5393 -5.5469 -5.5413 -5.5202 -5.4812 -5.4209 -5.3372 -5.2349
 -5.1181 -4.9878 -4.8421 -4.6783 -4.4942 -3.9670 -3.4208 -2.9142 -2.4756 -2.1152
 -1.8272 -1.5984
 -5.1810 -5.1863 -5.1956 -5.2016 -5.1992 -5.1852 -5.1569 -5.1115 -5.0454 -4.9588
 -4.8546 -4.7351 -4.5997 -4.4468 -4.2746 -3.7779 -3.2606 -2.7819 -2.3639 -2.0178
 -1.7424 -1.5255 -1.3570 -1.2274
 -5.1164 -4.9887 -4.9507 -4.9346 -4.9248 -4.9113 -4.8882 -4.8522 -4.7996 -4.7276
 -4.6368 -4.5291 -4.4048 -4.2631 -4.1027 -3.6334 -3.1384 -2.6824 -2.2821 -1.9461
 -1.6769 -1.4658 -1.3027 -1.1789 -1.0855 -1.0133 -0.9545 -0.9028 -0.8535 -0.8049
 -5.2950 -5.0833 -4.9290 -4.8221 -4.7509 -4.7065 -4.6763 -4.6430 -4.5983 -4.5380
 -4.4598 -4.3643 -4.2519 -4.1221 -3.9738 -3.5312 -3.0519 -2.6110 -2.2250 -1.8965
 -1.6291 -1.4188 -1.2567 -1.1345 -1.0450 -0.9795 -0.9294 -0.8888 -0.8533 -0.8187
 -0.7826
 -5.6346 -5.3475 -5.1033 -4.9053 -4.7514 -4.6347 -4.5480 -4.4856 -4.4404 -4.3875
 -4.3194 -4.2349 -4.1342 -4.0167 -3.8810 -3.4666 -3.0005 -2.5670 -2.1898 -1.8661
 -1.5977 -1.3843 -1.2195 -1.0954 -1.0055 -0.9425 -0.8981 -0.8647 -0.8382 -0.8154
 -0.7930
 -6.0208 -5.6676 -5.3591 -5.0927 -4.8683 -4.6843 -4.5350 -4.4143 -4.3237 -4.2601
 -4.2006 -4.1307 -4.0441 -3.9389 -3.8155 -3.4311 -2.9785 -2.5470 -2.1716 -1.8495
 -1.5784 -1.3592 -1.1888 -1.0601 -0.9670 -0.9032 -0.8612 -0.8326 -0.8124 -0.7973
 -0.7847
 -6.5306 -6.0851 -5.6988 -5.3652 -5.0767 -4.8304 -4.6233 -4.4510 -4.3089 -4.1955
 -4.1067 -4.0284 -3.9500 -3.8638 -3.7618 -3.4219 -2.9899 -2.5593 -2.1809 -1.8562
 -1.5800 -1.3522 -1.1724 -1.0353 -0.9350 -0.8661 -0.8220 -0.7951 -0.7790 -0.7688
 -0.7626
 -7.2671 -6.6783 -6.1777 -5.7509 -5.3852 -5.0711 -4.8024 -4.5744 -4.3827 -4.2231
 -4.0911 -3.9795 -3.8791 -3.7822 -3.6840 -3.4024 -3.0212 -2.5945 -2.2110 -1.8806
 -1.5978 -1.3604 -1.1689 -1.0206 -0.9102 -0.8326 -0.7826 -0.7531 -0.7377 -0.7309
 -0.7266
 -8.2747 -7.5333 -6.8792 -6.3176 -5.8416 -5.4365 -5.0910 -4.7968 -4.5465 -4.3344
 -4.1553 -4.0030 -3.8698 -3.7479 -3.5821 -3.3726 -3.0724 -2.6526 -2.2619
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value = UX   
 -7.1363 -7.1527 -7.1396 -7.0954 -7.0216 -6.9185 -6.7944 -6.6337 -6.4992 -6.3661
 -6.2367 -6.1105 -5.9818 -5.8419 -5.6816 -5.1670 -4.5409 -3.9053 -3.2966
 -6.5748 -6.5968 -6.6010 -6.5834 -6.5411 -6.4716 -6.3715 -6.2385 -6.1048 -5.9765
 -5.8522 -5.7278 -5.5974 -5.4545 -5.2908 -4.7770 -4.1739 -3.5731 -3.0407 -2.5917
 -6.0641 -6.0906 -6.1025 -6.0971 -6.0718 -6.0245 -5.9531 -5.8544 -5.7378 -5.6194
 -5.5023 -5.3833 -5.2568 -5.1179 -4.9597 -4.4695 -3.9003 -3.3360 -2.8366 -2.4210
 -2.0841
