 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  I   
 -1.0440 -0.1357  1.0171  1.4009  0.6049 -1.2706 -0.5038  0.7477  1.4695  1.4840
  1.5437  1.5016  1.0737  0.5638  0.2932  0.3897
 -0.8946 -0.4980  0.0747  0.3303  0.1132 -0.6923 -0.3405  0.2262  0.6243  0.7544
  0.8537  0.8605  0.6866  0.4650  0.3462  0.4181  0.4610  0.4779  0.4149
 -0.5605 -0.4524 -0.2504 -0.1008 -0.0395 -0.2084 -0.1034  0.0525  0.2085  0.3391
  0.4256  0.4551  0.4317  0.3899  0.3710  0.4249  0.4408  0.4497  0.4249  0.3964
  0.3906
 -0.0417  0.0011  0.0418  0.1076  0.1467  0.1810  0.2075  0.2264  0.2221  0.2382
  0.2596  0.2854  0.3090  0.3384  0.3676  0.4101  0.4340  0.4347  0.4209  0.3971
  0.3683  0.3350  0.2987
  0.1601  0.1694  0.1813  0.2063  0.2270  0.2490  0.2696  0.2871  0.3008  0.3118
  0.3232  0.3371  0.3513  0.3673  0.3854  0.4143  0.4212  0.4145  0.3988  0.3764
  0.3492  0.3181  0.2840  0.2464  0.2049
  0.3452  0.3289  0.3176  0.3126  0.3143  0.3212  0.3315  0.3428  0.3535  0.3630
  0.3711  0.3783  0.3864  0.3937  0.4033  0.4207  0.4170  0.4030  0.3834  0.3599
  0.3328  0.3026  0.2697  0.2341  0.1957  0.1538
  0.5137  0.4796  0.4507  0.4265  0.4086  0.3976  0.3932  0.3935  0.3965  0.4009
  0.4057  0.4101  0.4141  0.4170  0.4213  0.4293  0.4214  0.4002  0.3747  0.3476
  0.3191  0.2885  0.2559  0.2214  0.1848  0.1456  0.1033  0.0558  0.0023 -0.0534
  0.6656  0.6215  0.5806  0.5426  0.5088  0.4811  0.4607  0.4473  0.4397  0.4360
  0.4350  0.4355  0.4366  0.4377  0.4385  0.4399  0.4306  0.4065  0.3750  0.3422
  0.3098  0.2772  0.2437  0.2090  0.1731  0.1355  0.0962  0.0532  0.0046 -0.0501
 -0.1076
  0.7928  0.7465  0.7002  0.6540  0.6099  0.5697  0.5351  0.5077  0.4877  0.4741
  0.4655  0.4601  0.4570  0.4552  0.4544  0.4512  0.4412  0.4181  0.3840  0.3457
  0.3075  0.2706  0.2344  0.1983  0.1618  0.1246  0.0859  0.0458  0.0022 -0.0468
 -0.1027
  0.8983  0.8515  0.8032  0.7536  0.7043  0.6566  0.6123  0.5734  0.5414  0.5172
  0.4996  0.4873  0.4789  0.4731  0.4694  0.4631  0.4519  0.4307  0.3975  0.3566
  0.3132  0.2705  0.2296  0.1901  0.1516  0.1134  0.0748  0.0353 -0.0060 -0.0509
 -0.0996
  0.9794  0.9354  0.8891  0.8408  0.7905  0.7398  0.6904  0.6439  0.6022  0.5675
  0.5404  0.5198  0.5045  0.4935  0.4858  0.4741  0.4626  0.4425  0.4119  0.3722
  0.3266  0.2792  0.2328  0.1885  0.1463  0.1055  0.0655  0.0257 -0.0146 -0.0565
 -0.1010
  1.0363  0.9982  0.9568  0.9125  0.8644  0.8146  0.7637  0.7137  0.6663  0.6246
  0.5892  0.5598  0.5360  0.5178  0.5046  0.4854  0.4722  0.4532  0.4248  0.3872
  0.3427  0.2938  0.2434  0.1940  0.1469  0.1021  0.0591  0.0174 -0.0236 -0.0649
 -0.1073
  1.0689  1.0399  1.0063  0.9687  0.9260  0.8810  0.8292  0.7788  0.7294  0.6838
  0.6425  0.6051  0.5714  0.5460  0.5258  0.4971  0.4807  0.4628  0.4362
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  I   
  0.0949  0.1647  0.1951  0.1872  0.1301 -0.1044 -0.0265  0.0694  0.1468  0.2055
  0.2954  0.3767  0.3778  0.3425  0.3391  0.4448
  0.0666  0.1322  0.1700  0.1805  0.1567  0.0323  0.0572  0.0975  0.1374  0.1751
  0.2278  0.2798  0.3035  0.3135  0.3356  0.4289  0.4731  0.4826  0.4717
  0.0634  0.1214  0.1613  0.1833  0.1833  0.1369  0.1320  0.1374  0.1512  0.1719
  0.1979  0.2280  0.2612  0.2964  0.3329  0.4150  0.4514  0.4573  0.4456  0.4227
  0.3928
  0.0853  0.1323  0.1690  0.1956  0.2100  0.2094  0.1979  0.1890  0.1883  0.1960
  0.2057  0.2215  0.2508  0.2912  0.3310  0.4031  0.4336  0.4360  0.4231  0.4010
  0.3728  0.3400  0.3030
  0.1323  0.1649  0.1931  0.2174  0.2368  0.2498  0.2549  0.2524  0.2486  0.2474
  0.2512  0.2602  0.2724  0.2979  0.3299  0.3932  0.4197  0.4187  0.4042  0.3823
  0.3552  0.3241  0.2894  0.2513  0.2091
  0.2044  0.2192  0.2336  0.2487  0.2637  0.2770  0.2873  0.2938  0.2964  0.2968
  0.2989  0.3046  0.3096  0.3190  0.3375  0.3879  0.4115  0.4072  0.3897  0.3666
  0.3396  0.3092  0.2760  0.2398  0.2006  0.1580
  0.2985  0.2956  0.2942  0.2964  0.3018  0.3093  0.3174  0.3248  0.3306  0.3351
  0.3394  0.3444  0.3504  0.3529  0.3617  0.3912  0.4098  0.4032  0.3814  0.3551
  0.3266  0.2958  0.2628  0.2277  0.1903  0.1503  0.1072  0.0591  0.0052 -0.0506
  0.4060  0.3893  0.3739  0.3621  0.3555  0.3535  0.3548  0.3581  0.3623  0.3665
  0.3706  0.3754  0.3815  0.3850  0.3898  0.4060  0.4156  0.4068  0.3814  0.3500
  0.3177  0.2850  0.2511  0.2158  0.1791  0.1406  0.0999  0.0564  0.0077 -0.0474
 -0.1050
  0.5131  0.4898  0.4666  0.4436  0.4252  0.4119  0.4040  0.3999  0.3985  0.3991
  0.4009  0.4035  0.4071  0.4112  0.4142  0.4246  0.4274  0.4167  0.3893  0.3532
  0.3182  0.2785  0.2420  0.2053  0.1681  0.1301  0.0907  0.0479  0.0016 -0.0479
 -0.1001
  0.6422  0.5923  0.5568  0.5344  0.5072  0.4840  0.4658  0.4525  0.4434  0.4378
  0.4348  0.4336  0.4337  0.4349  0.4358  0.4424  0.4419  0.4292  0.4019  0.3634
  0.3208  0.2782  0.2371  0.1973  0.1581  0.1192  0.0798  0.0396 -0.0023 -0.0472
 -0.0969
  0.7482  0.6935  0.6546  0.6297  0.5964  0.5663  0.5394  0.5168  0.4987  0.4849
  0.4749  0.4680  0.4634  0.4605  0.4583  0.4583  0.4558  0.4423  0.4160  0.3784
  0.3336  0.2865  0.2401  0.1955  0.1527  0.1114  0.0707  0.0303 -0.0107 -0.0531
 -0.0982
  0.8419  0.7935  0.7502  0.7113  0.6739  0.6386  0.6062  0.5905  0.5639  0.5415
  0.5232  0.5089  0.4981  0.4899  0.4836  0.4738  0.4688  0.4546  0.4292  0.3932
  0.3492  0.3005  0.2501  0.2006  0.1531  0.1079  0.0643  0.0220 -0.0196 -0.0614
 -0.1043
  0.9235  0.8923  0.8436  0.7793  0.7397  0.7009  0.6907  0.6565  0.6251  0.6061
  0.5798  0.5574  0.5390  0.5242  0.5117  0.4889  0.4809  0.4661  0.4415
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  I   
  0.1118  0.0798 -0.0218 -0.0630 -0.0093  0.0484  0.0232 -0.0459 -0.0683 -0.0172
  0.0596  0.1480  0.2241  0.2824  0.3373  0.4454
  0.1104  0.1323  0.1038  0.0888  0.1030  0.1134  0.0912  0.0553  0.0424  0.0640
  0.1045  0.1599  0.2195  0.2749  0.3261  0.4238  0.4730  0.4848  0.4817
  0.1097  0.1653  0.1858  0.1917  0.1868  0.1726  0.1540  0.1376  0.1292  0.1316
  0.1472  0.1775  0.2210  0.2702  0.3167  0.4048  0.4498  0.4599  0.4516  0.4302
  0.3974
  0.1097  0.1788  0.2242  0.2457  0.2421  0.2260  0.2116  0.2010  0.1921  0.1856
