 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -2.0481 -1.0593  0.1357  0.4399 -0.5625 -2.5769 -1.8393 -0.5923  0.1609  0.2069
  0.2734  0.2453 -0.1678 -0.6587 -0.9271 -0.8165
 -1.8835 -1.4550 -0.8768 -0.6783 -1.0143 -1.9073 -1.5944 -1.0459 -0.6429 -0.5032
 -0.3975 -0.3806 -0.5456 -0.7570 -0.8723 -0.7866 -0.7291 -0.7069 -0.7636
 -1.6188 -1.5055 -1.3122 -1.1941 -1.1833 -1.3938 -1.3181 -1.1789 -1.0281 -0.8981
 -0.8070 -0.7716 -0.7903 -0.8275 -0.8425 -0.7767 -0.7491 -0.7322 -0.7518 -0.7750
 -0.7719
 -1.2540 -1.2108 -1.1705 -1.1075 -1.0696 -1.0365 -1.0104 -0.9913 -0.9947 -0.9778
 -0.9551 -0.9276 -0.9019 -0.8701 -0.8377 -0.7868 -0.7554 -0.7474 -0.7551 -0.7725
 -0.7956 -0.8223 -0.8511
 -1.0657 -1.0539 -1.0397 -1.0131 -0.9907 -0.9677 -0.9464 -0.9281 -0.9134 -0.9013
 -0.8884 -0.8726 -0.8561 -0.8376 -0.8168 -0.7803 -0.7661 -0.7665 -0.7767 -0.7936
 -0.8154 -0.8406 -0.8682 -0.8986 -0.9325
 -0.8917 -0.9039 -0.9109 -0.9114 -0.9057 -0.8957 -0.8833 -0.8704 -0.8582 -0.8472
 -0.8377 -0.8287 -0.8184 -0.8088 -0.7967 -0.7724 -0.7691 -0.7773 -0.7918 -0.8104
 -0.8325 -0.8574 -0.8845 -0.9136 -0.9448 -0.9790
 -0.7320 -0.7608 -0.7841 -0.8024 -0.8146 -0.8205 -0.8211 -0.8182 -0.8133 -0.8071
 -0.8008 -0.7947 -0.7889 -0.7840 -0.7774 -0.7631 -0.7644 -0.7798 -0.8004 -0.8229
 -0.8469 -0.8727 -0.9001 -0.9288 -0.9590 -0.9910 -1.0255 -1.0654 -1.1118 -1.1608
 -0.5865 -0.6246 -0.6593 -0.6909 -0.7180 -0.7394 -0.7544 -0.7639 -0.7688 -0.7705
 -0.7698 -0.7677 -0.7649 -0.7621 -0.7595 -0.7524 -0.7556 -0.7738 -0.8002 -0.8286
 -0.8568 -0.8851 -0.9139 -0.9435 -0.9738 -1.0050 -1.0372 -1.0727 -1.1141 -1.1622
 -1.2135
 -0.4626 -0.5035 -0.5437 -0.5833 -0.6204 -0.6538 -0.6821 -0.7043 -0.7204 -0.7315
 -0.7382 -0.7419 -0.7435 -0.7437 -0.7429 -0.7412 -0.7455 -0.7628 -0.7916 -0.8254
 -0.8594 -0.8924 -0.9244 -0.9562 -0.9878 -1.0195 -1.0521 -1.0854 -1.1219 -1.1641
 -1.2138
 -0.3581 -0.4002 -0.4430 -0.4864 -0.5290 -0.5699 -0.6075 -0.6404 -0.6675 -0.6883
 -0.7034 -0.7139 -0.7208 -0.7251 -0.7273 -0.7293 -0.7353 -0.7510 -0.7789 -0.8149
 -0.8542 -0.8930 -0.9301 -0.9657 -1.0000 -1.0336 -1.0671 -1.1009 -1.1360 -1.1745
 -1.2165
 -0.2747 -0.3156 -0.3577 -0.4008 -0.4451 -0.4893 -0.5322 -0.5724 -0.6085 -0.6388
 -0.6628 -0.6811 -0.6947 -0.7042 -0.7104 -0.7180 -0.7249 -0.7399 -0.7653 -0.8001
 -0.8413 -0.8847 -0.9275 -0.9682 -1.0069 -1.0437 -1.0795 -1.1147 -1.1499 -1.1862
 -1.2242
 -0.2135 -0.2497 -0.2883 -0.3291 -0.3723 -0.4165 -0.4614 -0.5052 -0.5468 -0.5837
 -0.6154 -0.6418 -0.6632 -0.6794 -0.6909 -0.7063 -0.7155 -0.7297 -0.7532 -0.7860
 -0.8260 -0.8708 -0.9174 -0.9634 -1.0072 -1.0487 -1.0881 -1.1261 -1.1631 -1.1999
 -1.2374
 -0.1746 -0.2024 -0.2348 -0.2713 -0.3106 -0.3515 -0.3978 -0.4425 -0.4862 -0.5267
 -0.5636 -0.5972 -0.6278 -0.6507 -0.6687 -0.6941 -0.7071 -0.7204 -0.7426
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = G_RP 
