 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F430M
  3.4474  3.3569  3.2762  3.2209  3.1927  3.1767  3.1565  3.1250  3.0793  3.0180
  2.9508  2.8783  2.8045  2.7318  2.6580  2.4730  2.2956  2.1273  1.9680
  3.4813  3.3951  3.3126  3.2398  3.1778  3.1258  3.0817  3.0419  3.0019  2.9586
  2.9085  2.8488  2.7799  2.7065  2.6322  2.4485  2.2723  2.1050  1.9428  1.7847
  3.4995  3.4179  3.3366  3.2568  3.1795  3.1092  3.0491  2.9982  2.9539  2.9134
  2.8698  2.8186  2.7564  2.6856  2.6121  2.4297  2.2542  2.0873  1.9238  1.7653
  1.6139
  3.5020  3.4253  3.3482  3.2719  3.1978  3.1269  3.0587  2.9939  2.9353  2.8824
  2.8347  2.7877  2.7340  2.6691  2.5977  2.4166  2.2413  2.0742  1.9109  1.7528
  1.6016  1.4572
  3.4880  3.4178  3.3463  3.2743  3.2028  3.1333  3.0668  3.0034  2.9409  2.8787
  2.8187  2.7622  2.7097  2.6520  2.5855  2.4078  2.2329  2.0651  1.9017  1.7436
  1.5925  1.4483  1.3104  1.1780
  3.4546  3.3932  3.3295  3.2639  3.1971  3.1301  3.0641  3.0005  2.9390  2.8783
  2.8164  2.7534  2.6927  2.6347  2.5720  2.4012  2.2280  2.0601  1.8961  1.7373
  1.5859  1.4417  1.3039  1.1719  1.0450  0.9225  0.8036  0.6883  0.5762  0.4666
  3.4004  3.3486  3.2947  3.2381  3.1785  3.1167  3.0536  2.9908  2.9289  2.8685
  2.8083  2.7469  2.6837  2.6230  2.5608  2.3946  2.2249  2.0582  1.8943  1.7343
  1.5816  1.4369  1.2990  1.1670  1.0405  0.9187  0.8008  0.6867  0.5760  0.4681
  0.3622
  3.3292  3.2843  3.2400  3.1939  3.1439  3.0900  3.0329  2.9737  2.9135  2.8535
  2.7939  2.7342  2.6733  2.6120  2.5514  2.3885  2.2224  2.0581  1.8957  1.7350
