 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F390M
-10.1794 -9.8275 -9.8650 -9.4966 -9.4375 -9.1466 -8.3807 -7.9472 -7.5771 -7.1953
 -6.8164 -6.4484 -6.0947 -5.7496 -5.4115 -4.5846 -3.6358 -2.6132 -2.1143
 -9.7698 -9.1791 -8.7679 -8.5108 -8.3550 -8.1744 -7.9048 -7.5510 -7.1598 -6.7677
 -6.3720 -5.9871 -5.6204 -5.2706 -4.9326 -4.1047 -3.2803 -2.5868 -2.0919 -1.7291
 -9.3231 -8.7013 -8.2299 -7.8853 -7.6267 -7.4431 -7.2936 -7.0945 -6.8097 -6.4559
 -6.0590 -5.6528 -5.2679 -4.9088 -4.5729 -3.7977 -3.0669 -2.4421 -1.9932 -1.6678
 -1.4173
 -9.0385 -8.4093 -7.9002 -7.5092 -7.2011 -6.9336 -6.6974 -6.5066 -6.3220 -6.0868
 -5.7741 -5.4005 -5.0092 -4.6406 -4.3043 -3.5694 -2.9148 -2.3590 -1.9317 -1.6336
 -1.4062 -1.2224
 -8.8758 -8.2406 -7.7067 -7.2748 -6.9320 -6.6398 -6.3626 -6.0920 -5.8519 -5.6329
 -5.4100 -5.1403 -4.8187 -4.4700 -4.1327 -3.4197 -2.8186 -2.3038 -1.9017 -1.6208
 -1.4101 -1.2413 -1.0994 -0.9764
 -8.8111 -8.1738 -7.6195 -7.1517 -6.7691 -6.4527 -6.1678 -5.8846 -5.5988 -5.3243
 -5.0763 -4.8434 -4.5973 -4.3241 -4.0322 -3.3399 -2.7703 -2.2840 -1.8977 -1.6248
 -1.4243 -1.2669 -1.1359 -1.0228 -0.9212 -0.8296 -0.7479 -0.6760 -0.6134 -0.5599
 -8.8271 -8.1929 -7.6244 -7.1278 -6.7031 -6.3508 -6.0476 -5.7665 -5.4827 -5.1921
 -4.9084 -4.6451 -4.4025 -4.1674 -3.9257 -3.3085 -2.7588 -2.2916 -1.9150 -1.6417
 -1.4451 -1.2955 -1.1738 -1.0697 -0.9785 -0.8969 -0.8239 -0.7592 -0.7024 -0.6538
 -0.6151
 -8.9063 -8.2794 -7.7067 -7.1930 -6.7339 -6.3363 -5.9976 -5.7025 -5.4240 -5.1422
 -4.8544 -4.5720 -4.3069 -4.0638 -3.8356 -3.2841 -2.7660 -2.3188 -1.9476 -1.6691
 -1.4699 -1.3240 -1.2096 -1.1138 -1.0312 -0.9580 -0.8914 -0.8322 -0.7815 -0.7403
 -0.7090
 -9.0313 -8.4149 -7.8462 -7.3263 -6.8440 -6.4118 -6.0312 -5.6990 -5.4042 -5.1264
 -4.8480 -4.5658 -4.2896 -4.0301 -3.7910 -3.2588 -2.7719 -2.3427 -1.9836 -1.7009
 -1.4956 -1.3487 -1.2391 -1.1513 -1.0772 -1.0125 -0.9555 -0.9050 -0.8610 -0.8231
 -0.7908
 -9.1847 -8.5808 -8.0210 -7.5016 -7.0191 -6.5705 -6.1566 -5.7866 -5.4546 -5.1569
 -4.8787 -4.6045 -4.3297 -4.0661 -3.8170 -3.2598 -2.7877 -2.3717 -2.0219 -1.7396
 -1.5268 -1.3741 -1.2646 -1.1821 -1.1159 -1.0598 -1.0113 -0.9687 -0.9312 -0.8986
 -0.8691
 -9.3469 -8.7667 -8.2225 -7.7113 -7.2303 -6.7772 -6.3499 -5.9497 -5.5855 -5.2522
 -4.9506 -4.6702 -4.3983 -4.1304 -3.8699 -3.2904 -2.8118 -2.4024 -2.0570 -1.7762
 -1.5586 -1.3988 -1.2850 -1.2036 -1.1432 -1.0954 -1.0559 -1.0219 -0.9925 -0.9671
 -0.9459
 -9.4945 -8.9893 -8.4839 -7.9851 -7.4996 -7.0328 -6.5890 -6.1713 -5.7809 -5.4188
 -5.0852 -4.7793 -4.4948 -4.2231 -3.9592 -3.3517 -2.8498 -2.4373 -2.0939
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F390M
-10.6461-10.3190 -9.9980 -9.6020 -9.1784 -8.6535 -8.0729 -7.6171 -7.2466 -6.9050
 -6.5719 -6.2496 -5.9396 -5.6382 -5.3430 -4.6172 -3.8308 -2.9882 -2.3609
 -9.7739 -9.2441 -8.9694 -8.8141 -8.5840 -8.2639 -7.8266 -7.3389 -6.9285 -6.5596
 -6.2018 -5.8577 -5.5303 -5.2190 -4.9196 -4.2022 -3.4904 -2.7996 -2.2407 -1.8359
 -9.3204 -8.6999 -8.2795 -8.0190 -7.8845 -7.7492 -7.5046 -7.1373 -6.7066 -6.3109
 -5.9290 -5.5628 -5.2180 -4.8954 -4.5922 -3.8965 -3.2509 -2.6415 -2.1346 -1.7652
 -1.4890
 -9.0886 -8.4147 -7.9161 -7.5544 -7.2978 -7.1204 -6.9859 -6.8052 -6.5083 -6.1387
 -5.7546 -5.3717 -5.0099 -4.6751 -4.3657 -3.6831 -3.0857 -2.5385 -2.0711 -1.7257
 -1.4705 -1.2695
 -9.0181 -8.3005 -7.7340 -7.3109 -6.9941 -6.7339 -6.5036 -6.3077 -6.1347 -5.9097
 -5.6125 -5.2657 -4.9030 -4.5556 -4.2365 -3.5533 -2.9849 -2.4807 -2.0426 -1.7111
 -1.4693 -1.2823 -1.1290 -0.9949
 -9.0961 -8.3265 -7.6972 -7.2016 -6.8232 -6.5247 -6.2603 -6.0042 -5.7642 -5.5559
 -5.3542 -5.1178 -4.8320 -4.5132 -4.1908 -3.4936 -2.9367 -2.4587 -2.0415 -1.7168
 -1.4816 -1.3038 -1.1610 -1.0404 -0.9353 -0.8422 -0.7589 -0.6833 -0.6150 -0.5580
 -9.2677 -8.4688 -7.7874 -7.2209 -6.7716 -6.4197 -6.1302 -5.8646 -5.6007 -5.3429
 -5.1040 -4.8890 -4.6748 -4.4376 -4.1729 -3.4897 -2.9299 -2.4640 -2.0608 -1.7380
 -1.5035 -1.3309 -1.1960 -1.0842 -0.9878 -0.9021 -0.8261 -0.7594 -0.7017 -0.6526
 -0.6113
 -9.5030 -8.7010 -7.9871 -7.3602 -6.8373 -6.4169 -6.0808 -5.7964 -5.5320 -5.2681
 -5.0047 -4.7532 -4.5230 -4.3086 -4.0933 -3.5132 -2.9536 -2.4893 -2.0940 -1.7712
 -1.5328 -1.3608 -1.2310 -1.1267 -1.0385 -0.9601 -0.8906 -0.8303 -0.7794 -0.7378
 -0.7055
 -9.7679 -8.9783 -8.2564 -7.5935 -7.0099 -6.5170 -6.1161 -5.7888 -5.5071 -5.2440
 -4.9819 -4.7186 -4.4640 -4.2273 -4.0092 -3.4973 -2.9869 -2.5239 -2.1318 -1.8092
 -1.5647 -1.3895 -1.2622 -1.1641 -1.0836 -1.0149 -0.9552 -0.9033 -0.8584 -0.8199
 -0.7872
-10.0258 -9.2595 -8.5526 -7.9026 -7.2828 -6.7325 -6.2601 -5.8684 -5.5436 -5.2618
 -4.9999 -4.7410 -4.4813 -4.2286 -3.9917 -3.4782 -3.0119 -2.5680 -2.1788 -1.8561
 -1.6048 -1.4218 -1.2920 -1.1970 -1.1230 -1.0620 -1.0104 -0.9658 -0.9273 -0.8944
 -0.8646
-10.2448 -9.5365 -8.8668 -8.2356 -7.6056 -7.0286 -6.5061 -6.0490 -5.6604 -5.3334
 -5.0494 -4.7875 -4.5322 -4.2780 -4.0301 -3.4838 -3.0269 -2.6063 -2.2248 -1.9031
 -1.6469 -1.4552 -1.3186 -1.2224 -1.1526 -1.0987 -1.0552 -1.0187 -0.9880 -0.9622
 -0.9408
-10.4248 -9.8091 -9.1990 -8.5793 -7.9652 -7.3728 -6.8203 -6.3207 -5.8757 -5.4867
 -5.1555 -4.8673 -4.6042 -4.3521 -4.1042 -3.5291 -3.0519 -2.6407 -2.2694
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F390M
-11.0566-10.5772-10.0517 -9.5531 -8.8812 -8.1961 -7.6820 -7.3042 -6.9740 -6.6742
 -6.3877 -6.1108 -5.8440 -5.5852 -5.3316 -4.7050 -4.0530 -3.3560 -2.6867
 -9.8431 -9.5447 -9.3147 -8.9899 -8.6147 -8.0795 -7.4898 -7.0421 -6.6749 -6.3497
 -6.0407 -5.7455 -5.4645 -5.1961 -4.9372 -4.3176 -3.7074 -3.0911 -2.5047 -2.0263
 -9.3176 -8.7507 -8.4786 -8.3626 -8.1684 -7.8672 -7.4092 -6.8958 -6.4787 -6.1246
 -5.7950 -5.4826 -5.1879 -4.9102 -4.6466 -4.0333 -3.4576 -2.9030 -2.3816 -1.9434
 -1.6169
 -9.1214 -8.4231 -7.9615 -7.6933 -7.5699 -7.4571 -7.2218 -6.8404 -6.3857 -5.9946
 -5.6472 -5.3194 -5.0113 -4.7231 -4.4529 -3.8402 -3.2879 -2.7771 -2.3036 -1.8952
 -1.5870 -1.3549
 -9.1314 -8.3341 -7.7544 -7.3511 -7.0818 -6.9031 -6.7838 -6.6204 -6.3287 -5.9451
 -5.5842 -5.2452 -4.9247 -4.6248 -4.3452 -3.7236 -3.1834 -2.7009 -2.2611 -1.8753
 -1.5783 -1.3578 -1.1849 -1.0419
 -9.3094 -8.4271 -7.7330 -7.2232 -6.8542 -6.5810 -6.3668 -6.1883 -6.0353 -5.8340
 -5.5465 -5.2322 -4.9112 -4.6011 -4.3104 -3.6701 -3.1303 -2.6634 -2.2461 -1.8777
 -1.5871 -1.3732 -1.2093 -1.0758 -0.9624 -0.8635 -0.7747 -0.6926 -0.6172 -0.5570
 -9.6164 -8.6715 -7.8789 -7.2594 -6.7963 -6.4514 -6.1787 -5.9396 -5.7220 -5.5328
 -5.3555 -5.1504 -4.9034 -4.6234 -4.3326 -3.6680 -3.1183 -2.6564 -2.2524 -1.8970
 -1.6100 -1.3982 -1.2398 -1.1141 -1.0088 -0.9176 -0.8377 -0.7672 -0.7046 -0.6497
 -0.6058
 -9.9946 -9.0303 -8.1611 -7.4415 -6.8768 -6.4450 -6.1123 -5.8398 -5.5944 -5.3625
 -5.1484 -4.9544 -4.7703 -4.5721 -4.3456 -3.7076 -3.1401 -2.6743 -2.2754 -1.9284
 -1.6434 -1.4303 -1.2739 -1.1538 -1.0558 -0.9726 -0.8995 -0.8356 -0.7812 -0.7362
 -0.7004
-10.3917 -9.4460 -8.5414 -7.7398 -7.0777 -6.5551 -6.1471 -5.8232 -5.5519 -5.3051
 -5.0695 -4.8444 -4.6350 -4.4431 -4.2571 -3.7441 -3.1845 -2.7084 -2.3087 -1.9653
 -1.6810 -1.4646 -1.3076 -1.1909 -1.0991 -1.0233 -0.9592 -0.9040 -0.8567 -0.8165
 -0.7827
-10.7566 -9.8696 -8.9931 -8.1459 -7.4014 -6.7839 -6.2912 -5.8996 -5.5821 -5.3115
 -5.0652 -4.8290 -4.5996 -4.3823 -4.1810 -3.7207 -3.2427 -2.7670 -2.3606 -2.0156
 -1.7288 -1.5061 -1.3439 -1.2270 -1.1393 -1.0698 -1.0130 -0.9650 -0.9242 -0.8899
 -0.8619
-11.0454-10.2764 -9.4489 -8.6110 -7.8199 -7.1217 -6.5383 -6.0666 -5.6865 -5.3729
 -5.1030 -4.8572 -4.6212 -4.3913 -4.1708 -3.6859 -3.2593 -2.8292 -2.4223 -2.0726
 -1.7812 -1.5507 -1.3800 -1.2586 -1.1722 -1.1078 -1.0579 -1.0173 -0.9839 -0.9566
 -0.9343
-11.2584-10.5930 -9.8524 -9.0731 -8.2914 -7.5506 -6.8896 -6.3331 -5.8751 -5.5005
 -5.1892 -4.9194 -4.6738 -4.4397 -4.2116 -3.6896 -3.2592 -2.8684 -2.4849
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = F390M
-11.2408-10.6188-10.0488 -9.4708 -8.7184 -7.9808 -7.4969 -7.1542 -6.8594 -6.5811
 -6.3182 -6.0639 -5.8185 -5.5806 -5.3473 -4.7696 -4.1743 -3.5372 -2.8793
-10.0073 -9.7653 -9.4080 -9.0218 -8.5471 -7.8838 -7.3049 -6.8950 -6.5627 -6.2627
 -5.9802 -5.7106 -5.4533 -5.2066 -4.9677 -4.3934 -3.8271 -3.2511 -2.6797 -2.1707
 -9.3207 -8.8523 -8.6951 -8.5059 -8.2250 -7.8173 -7.2469 -6.7469 -6.3677 -6.0410
 -5.7408 -5.4568 -5.1883 -4.9337 -4.6903 -4.1189 -3.5764 -3.0480 -2.5389 -2.0783
 -1.7139
 -9.1180 -8.4277 -8.0234 -7.8533 -7.7563 -7.5532 -7.2076 -6.7213 -6.2723 -5.9116
 -5.5948 -5.2974 -5.0175 -4.7540 -4.5047 -3.9314 -3.4045 -2.9097 -2.4452 -2.0214
 -1.6776 -1.4202
 -9.1570 -8.3297 -7.7527 -7.3868 -7.1773 -7.0714 -6.9406 -6.6732 -6.2772 -5.8684
 -5.5298 -5.2209 -4.9298 -4.6562 -4.3988 -3.8162 -3.2959 -2.8226 -2.3885 -1.9929
 -1.6639 -1.4172 -1.2285 -1.0748
 -9.3853 -8.4424 -7.7258 -7.2197 -6.8754 -6.6377 -6.4712 -6.3443 -6.1675 -5.8759
 -5.5280 -5.2106 -4.9106 -4.6272 -4.3601 -3.7603 -3.2379 -2.7762 -2.3620 -1.9873
 -1.6697 -1.4286 -1.2480 -1.1044 -0.9836 -0.8789 -0.7860 -0.7015 -0.6242 -0.5588
 -9.7539 -8.7303 -7.8881 -7.2495 -6.7883 -6.4562 -6.2042 -5.9958 -5.8225 -5.6673
 -5.4729 -5.2147 -4.9359 -4.6516 -4.3759 -3.7536 -3.2207 -2.7622 -2.3593 -1.9999
 -1.6913 -1.4523 -1.2756 -1.1389 -1.0268 -0.9311 -0.8479 -0.7745 -0.7090 -0.6509
 -0.6080
-10.1967 -9.1416 -8.2066 -7.4473 -6.8656 -6.4342 -6.1104 -5.8519 -5.6261 -5.4221
 -5.2427 -5.0718 -4.8845 -4.6672 -4.4213 -3.7878 -3.2378 -2.7746 -2.3767 -2.0261
 -1.7243 -1.4856 -1.3092 -1.1765 -1.0710 -0.9830 -0.9067 -0.8407 -0.7843 -0.7370
 -0.6983
-10.6553 -9.6111 -8.6265 -7.7724 -7.0815 -6.5452 -6.1355 -5.8179 -5.5574 -5.3253
 -5.1101 -4.9119 -4.7293 -4.5573 -4.3775 -3.8433 -3.2794 -2.8058 -2.4061 -2.0595
 -1.7619 -1.5227 -1.3444 -1.2134 -1.1128 -1.0316 -0.9641 -0.9063 -0.8568 -0.8152
 -0.7809
-11.0720-10.1101 -9.1253 -8.2088 -7.4224 -6.7850 -6.2830 -5.8897 -5.5764 -5.3147
 -5.0808 -4.8618 -4.6540 -4.4603 -4.2812 -3.8450 -3.3494 -2.8646 -2.4575 -2.1088
 -1.8107 -1.5680 -1.3846 -1.2515 -1.1533 -1.0775 -1.0166 -0.9661 -0.9238 -0.8883
 -0.8593
-11.3954-10.5554 -9.6338 -8.7106 -7.8593 -7.1307 -6.5355 -6.0599 -5.6796 -5.3698
 -5.1075 -4.8727 -4.6515 -4.4396 -4.2391 -3.7961 -3.3792 -2.9371 -2.5225 -2.1675
 -1.8651 -1.6168 -1.4258 -1.2872 -1.1883 -1.1161 -1.0613 -1.0177 -0.9825 -0.9540
 -0.9303
-11.6223-10.9084-10.0914 -9.2161 -8.3537 -7.5642 -6.8847 -6.3234 -5.8674 -5.4964
