 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F547M
 -1.8686 -0.2663  0.9498  0.1937 -2.5704 -7.1224 -5.6709 -3.5523 -2.4658 -2.4934
 -2.3451 -2.2191 -2.6150 -3.0923 -3.1288 -2.5111
 -4.9982 -4.1449 -3.2516 -3.2047 -4.0271 -5.9611 -5.2605 -4.2269 -3.5114 -3.2327
 -2.9744 -2.8191 -2.9155 -3.0575 -3.0046 -2.4682 -2.1318 -1.9362 -1.9136
 -5.9577 -5.5681 -5.0134 -4.6342 -4.4744 -4.8365 -4.5742 -4.2084 -3.8330 -3.5082
 -3.2576 -3.0987 -3.0183 -2.9528 -2.8387 -2.4003 -2.0963 -1.9169 -1.8301 -1.7577
 -1.6248
 -4.7471 -4.5359 -4.3356 -4.0948 -3.9125 -3.7487 -3.6120 -3.4970 -3.4307 -3.3196
 -3.1946 -3.0579 -2.9234 -2.7782 -2.6311 -2.3074 -2.0715 -1.9080 -1.7931 -1.7099
 -1.6456 -1.5925 -1.5457
 -4.3562 -4.1996 -4.0437 -3.8678 -3.7059 -3.5495 -3.4062 -3.2791 -3.1671 -3.0638
 -2.9597 -2.8493 -2.7367 -2.6222 -2.5073 -2.2431 -2.0435 -1.9037 -1.8031 -1.7271
 -1.6666 -1.6161 -1.5719 -1.5337 -1.5016
 -3.9803 -3.8690 -3.7526 -3.6278 -3.4947 -3.3582 -3.2239 -3.0986 -2.9848 -2.8818
 -2.7866 -2.6942 -2.6000 -2.5068 -2.4118 -2.1931 -2.0209 -1.8988 -1.8103 -1.7419
 -1.6862 -1.6391 -1.5978 -1.5607 -1.5274 -1.4989
 -3.6194 -3.5441 -3.4623 -3.3748 -3.2790 -3.1748 -3.0651 -2.9555 -2.8511 -2.7540
 -2.6647 -2.5815 -2.5018 -2.4240 -2.3446 -2.1574 -2.0037 -1.8933 -1.8147 -1.7543
 -1.7044 -1.6615 -1.6233 -1.5885 -1.5564 -1.5273 -1.5019 -1.4848 -1.4792 -1.4824
 -3.2736 -3.2249 -3.1728 -3.1177 -3.0571 -2.9884 -2.9110 -2.8274 -2.7412 -2.6567
 -2.5764 -2.5007 -2.4296 -2.3617 -2.2951 -2.1326 -1.9931 -1.8875 -1.8143 -1.7611
 -1.7181 -1.6807 -1.6469 -1.6157 -1.5862 -1.5584 -1.5319 -1.5105 -1.4985 -1.4981
 -1.5073
 -2.9589 -2.9295 -2.8999 -2.8703 -2.8378 -2.8000 -2.7548 -2.7007 -2.6388 -2.5726
 -2.5050 -2.4388 -2.3752 -2.3145 -2.2555 -2.1136 -1.9856 -1.8838 -1.8108 -1.7611
 -1.7243 -1.6937 -1.6659 -1.6397 -1.6144 -1.5897 -1.5664 -1.5438 -1.5260 -1.5179
 -1.5224
 -2.6779 -2.6650 -2.6535 -2.6433 -2.6320 -2.6177 -2.5981 -2.5710 -2.5347 -2.4896
 -2.4384 -2.3841 -2.3291 -2.2749 -2.2220 -2.0949 -1.9771 -1.8792 -1.8063 -1.7560
 -1.7225 -1.6981 -1.6774 -1.6577 -1.6381 -1.6181 -1.5983 -1.5792 -1.5617 -1.5492
 -1.5422
 -2.4333 -2.4344 -2.4365 -2.4395 -2.4432 -2.4456 -2.4447 -2.4386 -2.4250 -2.4017
 -2.3692 -2.3298 -2.2860 -2.2399 -2.1931 -2.0775 -1.9694 -1.8752 -1.8026 -1.7505
 -1.7165 -1.6951 -1.6804 -1.6678 -1.6552 -1.6416 -1.6272 -1.6122 -1.5974 -1.5840
 -1.5713
 -2.2351 -2.2377 -2.2455 -2.2581 -2.2726 -2.2861 -2.2984 -2.3070 -2.3102 -2.3039
 -2.2885 -2.2655 -2.2365 -2.2026 -2.1649 -2.0623 -1.9603 -1.8703 -1.7981 -1.7453
 -1.7096 -1.6878 -1.6759 -1.6691 -1.6635 -1.6571 -1.6495 -1.6405 -1.6303 -1.6201
 -1.6107
 -2.0834 -2.0748 -2.0805 -2.0991 -2.1202 -2.1392 -2.1606 -2.1795 -2.1941 -2.2015
 -2.2017 -2.1950 -2.1822 -2.1630 -2.1374 -2.0492 -1.9498 -1.8645 -1.7928
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F547M
 -4.9450 -4.5975 -4.3664 -4.2474 -4.2440 -4.6610 -4.4083 -4.1711 -3.9812 -3.8161
 -3.5854 -3.3530 -3.2342 -3.1637 -3.0430 -2.5749
 -4.8098 -4.4739 -4.2316 -4.0749 -4.0038 -4.1697 -4.0157 -3.8580 -3.7116 -3.5701
 -3.4008 -3.2286 -3.0966 -2.9824 -2.8485 -2.4571 -2.1545 -1.9421 -1.7951
 -4.6605 -4.3429 -4.0992 -3.9189 -3.7993 -3.7896 -3.6921 -3.5852 -3.4704 -3.3493
 -3.2231 -3.0929 -2.9597 -2.8243 -2.6874 -2.3590 -2.1040 -1.9209 -1.7918 -1.6983
 -1.6267
 -4.4971 -4.2045 -3.9692 -3.7794 -3.6305 -3.5207 -3.4375 -3.3527 -3.2577 -3.1538
 -3.0521 -2.9457 -2.8234 -2.6893 -2.5597 -2.2806 -2.0642 -1.9062 -1.7927 -1.7083
 -1.6425 -1.5886 -1.5419
 -4.3196 -4.0587 -3.8416 -3.6564 -3.4975 -3.3630 -3.2519 -3.1606 -3.0734 -2.9836
 -2.8879 -2.7871 -2.6878 -2.5775 -2.4654 -2.2219 -2.0351 -1.8980 -1.7977 -1.7213
 -1.6603 -1.6095 -1.5659 -1.5280 -1.4962
 -4.1280 -3.9055 -3.7164 -3.5499 -3.4003 -3.2658 -3.1459 -3.0406 -2.9475 -2.8617
 -2.7745 -2.6816 -2.5907 -2.4967 -2.3982 -2.1803 -2.0135 -1.8923 -1.8037 -1.7349
 -1.6790 -1.6316 -1.5903 -1.5536 -1.5209 -1.4926
 -3.9194 -3.7350 -3.5781 -3.4371 -3.3065 -3.1840 -3.0693 -2.9629 -2.8656 -2.7760
 -2.6905 -2.6060 -2.5207 -2.4398 -2.3529 -2.1528 -1.9978 -1.8863 -1.8072 -1.7465
 -1.6963 -1.6532 -1.6151 -1.5806 -1.5492 -1.5208 -1.4961 -1.4798 -1.4748 -1.4782
 -3.7067 -3.5536 -3.4253 -3.3111 -3.2033 -3.0990 -2.9973 -2.8991 -2.8050 -2.7165
 -2.6326 -2.5515 -2.4715 -2.3955 -2.3186 -2.1360 -1.9879 -1.8803 -1.8063 -1.7527
 -1.7093 -1.6717 -1.6381 -1.6073 -1.5784 -1.5514 -1.5272 -1.5061 -1.4937 -1.4939
 -1.5033
 -3.3653 -3.3314 -3.2665 -3.1738 -3.0876 -3.0034 -2.9185 -2.8333 -2.7489 -2.6661
 -2.5861 -2.5091 -2.4343 -2.3614 -2.2907 -2.1227 -1.9825 -1.8757 -1.8005 -1.7524
 -1.7124 -1.6846 -1.6569 -1.6311 -1.6063 -1.5823 -1.5598 -1.5421 -1.5297 -1.5219
 -1.5184
 -3.2713 -3.1700 -3.0910 -3.0321 -2.9616 -2.8947 -2.8273 -2.7578 -2.6862 -2.6134
 -2.5406 -2.4691 -2.3995 -2.3316 -2.2656 -2.1085 -1.9756 -1.8718 -1.7970 -1.7470
 -1.7137 -1.6892 -1.6684 -1.6490 -1.6299 -1.6106 -1.5915 -1.5730 -1.5564 -1.5434
 -1.5381
 -3.1199 -3.0275 -2.9533 -2.8956 -2.8349 -2.7788 -2.7258 -2.6714 -2.6145 -2.5546
 -2.4923 -2.4289 -2.3657 -2.3036 -2.2428 -2.0964 -1.9696 -1.8682 -1.7932 -1.7413
 -1.7077 -1.6865 -1.6718 -1.6594 -1.6471 -1.6340 -1.6203 -1.6060 -1.5919 -1.5791
 -1.5671
