 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -2.7322 -1.5546 -0.2479 -0.0136 -1.2743 -3.6272 -2.8410 -1.4997 -0.7072 -0.6583
 -0.5790 -0.5844 -0.9816 -1.4715 -1.7024 -1.5047
 -2.7048 -2.1951 -1.5690 -1.3990 -1.8432 -2.8945 -2.5675 -1.9770 -1.5416 -1.3798
 -1.2508 -1.2112 -1.3598 -1.5587 -1.6448 -1.4747 -1.3545 -1.2807 -1.2888
 -2.5259 -2.3885 -2.1789 -2.0600 -2.0661 -2.3171 -2.2389 -2.0851 -1.9114 -1.7558
 -1.6406 -1.5843 -1.5859 -1.6040 -1.5953 -1.4533 -1.3566 -1.2893 -1.2654 -1.2493
 -1.2049
 -2.1955 -2.1348 -2.0776 -1.9966 -1.9429 -1.8949 -1.8552 -1.8238 -1.8166 -1.7863
 -1.7484 -1.7038 -1.6599 -1.6076 -1.5539 -1.4405 -1.3532 -1.2958 -1.2597 -1.2385
 -1.2255 -1.2174 -1.2120
 -1.9904 -1.9625 -1.9321 -1.8884 -1.8492 -1.8095 -1.7721 -1.7386 -1.7095 -1.6831
 -1.6551 -1.6228 -1.5886 -1.5511 -1.5103 -1.4190 -1.3518 -1.3062 -1.2762 -1.2570
 -1.2449 -1.2373 -1.2327 -1.2311 -1.2327
 -1.7984 -1.7957 -1.7873 -1.7717 -1.7492 -1.7220 -1.6924 -1.6627 -1.6344 -1.6079
 -1.5830 -1.5583 -1.5312 -1.5039 -1.4730 -1.3997 -1.3466 -1.3111 -1.2878 -1.2723
 -1.2624 -1.2563 -1.2529 -1.2513 -1.2517 -1.2547
 -1.6195 -1.6344 -1.6432 -1.6465 -1.6429 -1.6324 -1.6161 -1.5961 -1.5744 -1.5521
 -1.5300 -1.5084 -1.4870 -1.4659 -1.4420 -1.3826 -1.3376 -1.3105 -1.2945 -1.2844
 -1.2780 -1.2744 -1.2727 -1.2723 -1.2730 -1.2753 -1.2797 -1.2890 -1.3054 -1.3279
 -1.4536 -1.4786 -1.4998 -1.5176 -1.5304 -1.5367 -1.5361 -1.5295 -1.5182 -1.5037
 -1.4873 -1.4698 -1.4520 -1.4341 -1.4159 -1.3674 -1.3276 -1.3043 -1.2941 -1.2904
 -1.2893 -1.2895 -1.2908 -1.2928 -1.2951 -1.2979 -1.3012 -1.3076 -1.3200 -1.3399
 -1.3665
 -1.3088 -1.3372 -1.3649 -1.3921 -1.4165 -1.4366 -1.4509 -1.4586 -1.4597 -1.4556
 -1.4470 -1.4357 -1.4225 -1.4083 -1.3930 -1.3534 -1.3179 -1.2956 -1.2875 -1.2886
 -1.2935 -1.2993 -1.3051 -1.3106 -1.3158 -1.3207 -1.3260 -1.3314 -1.3398 -1.3547
 -1.3782
 -1.1824 -1.2134 -1.2451 -1.2774 -1.3088 -1.3380 -1.3634 -1.3836 -1.3973 -1.4041
 -1.4050 -1.4011 -1.3938 -1.3840 -1.3723 -1.3392 -1.3079 -1.2860 -1.2778 -1.2805
 -1.2900 -1.3018 -1.3135 -1.3241 -1.3335 -1.3419 -1.3497 -1.3574 -1.3659 -1.3778
 -1.3933
 -1.0767 -1.1085 -1.1412 -1.1747 -1.2092 -1.2432 -1.2755 -1.3047 -1.3291 -1.3470
 -1.3580 -1.3630 -1.3630 -1.3590 -1.3518 -1.3259 -1.2981 -1.2772 -1.2678 -1.2696
 -1.2803 -1.2962 -1.3137 -1.3303 -1.3453 -1.3585 -1.3703 -1.3811 -1.3915 -1.4025
 -1.4144
 -0.9942 -1.0225 -1.0532 -1.0861 -1.1211 -1.1565 -1.1922 -1.2264 -1.2578 -1.2837
 -1.3038 -1.3182 -1.3271 -1.3307 -1.3295 -1.3126 -1.2886 -1.2687 -1.2585 -1.2591
 -1.2688 -1.2855 -1.3065 -1.3286 -1.3497 -1.3687 -1.3857 -1.4010 -1.4149 -1.4283
 -1.4420
 -0.9347 -0.9553 -0.9811 -1.0116 -1.0445 -1.0779 -1.1161 -1.1525 -1.1874 -1.2184
 -1.2451 -1.2679 -1.2871 -1.2991 -1.3054 -1.2995 -1.2794 -1.2605 -1.2499
