 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.6949 -0.6960  0.4971  0.7896 -0.2216 -2.2216 -1.4857 -0.2443  0.5094  0.5635
  0.6276  0.5950  0.1895 -0.3060 -0.5666 -0.4605
 -1.5287 -1.0951 -0.5199 -0.3255 -0.6666 -1.5529 -1.2401 -0.6949 -0.2913 -0.1479
 -0.0436 -0.0283 -0.1898 -0.4032 -0.5153 -0.4315 -0.3779 -0.3535 -0.4112
 -1.2645 -1.1489 -0.9577 -0.8398 -0.8312 -1.0398 -0.9636 -0.8257 -0.6746 -0.5436
 -0.4531 -0.4177 -0.4355 -0.4731 -0.4877 -0.4222 -0.3954 -0.3788 -0.3980 -0.4206
 -0.4175
 -0.9023 -0.8574 -0.8163 -0.7533 -0.7154 -0.6823 -0.6562 -0.6368 -0.6404 -0.6235
 -0.6008 -0.5733 -0.5477 -0.5158 -0.4838 -0.4326 -0.4008 -0.3931 -0.4006 -0.4183
 -0.4414 -0.4677 -0.4964
 -0.7125 -0.7000 -0.6855 -0.6589 -0.6365 -0.6135 -0.5922 -0.5738 -0.5592 -0.5471
 -0.5342 -0.5184 -0.5019 -0.4833 -0.4626 -0.4260 -0.4118 -0.4123 -0.4224 -0.4394
 -0.4612 -0.4863 -0.5138 -0.5443 -0.5782
 -0.5375 -0.5497 -0.5567 -0.5572 -0.5515 -0.5415 -0.5291 -0.5162 -0.5039 -0.4930
 -0.4834 -0.4744 -0.4642 -0.4546 -0.4424 -0.4181 -0.4149 -0.4231 -0.4376 -0.4562
 -0.4783 -0.5032 -0.5303 -0.5594 -0.5906 -0.6248
 -0.3774 -0.4065 -0.4299 -0.4482 -0.4604 -0.4663 -0.4669 -0.4640 -0.4590 -0.4529
 -0.4465 -0.4404 -0.4346 -0.4298 -0.4232 -0.4089 -0.4101 -0.4255 -0.4462 -0.4687
 -0.4927 -0.5184 -0.5458 -0.5746 -0.6047 -0.6368 -0.6713 -0.7111 -0.7575 -0.8066
 -0.2323 -0.2704 -0.3051 -0.3367 -0.3638 -0.3851 -0.4002 -0.4097 -0.4146 -0.4162
 -0.4156 -0.4135 -0.4107 -0.4079 -0.4052 -0.3982 -0.4013 -0.4195 -0.4459 -0.4743
 -0.5025 -0.5308 -0.5597 -0.5893 -0.6195 -0.6507 -0.6829 -0.7184 -0.7598 -0.8079
 -0.8593
 -0.1087 -0.1493 -0.1894 -0.2290 -0.2662 -0.2996 -0.3279 -0.3501 -0.3662 -0.3773
 -0.3840 -0.3876 -0.3892 -0.3894 -0.3886 -0.3870 -0.3913 -0.4086 -0.4374 -0.4711
 -0.5052 -0.5381 -0.5702 -0.6019 -0.6335 -0.6653 -0.6978 -0.7311 -0.7675 -0.8098
 -0.8595
 -0.0043 -0.0460 -0.0887 -0.1322 -0.1748 -0.2157 -0.2533 -0.2862 -0.3133 -0.3340
 -0.3491 -0.3596 -0.3665 -0.3708 -0.3730 -0.3750 -0.3811 -0.3968 -0.4246 -0.4607
 -0.4999 -0.5388 -0.5759 -0.6114 -0.6458 -0.6793 -0.7128 -0.7467 -0.7818 -0.8203
 -0.8623
  0.0793  0.0386 -0.0034 -0.0465 -0.0909 -0.1351 -0.1780 -0.2182 -0.2543 -0.2845
 -0.3084 -0.3268 -0.3403 -0.3499 -0.3562 -0.3639 -0.3707 -0.3856 -0.4111 -0.4459
 -0.4870 -0.5305 -0.5732 -0.6140 -0.6526 -0.6895 -0.7253 -0.7604 -0.7957 -0.8319
 -0.8701
  0.1404  0.1045  0.0660  0.0252 -0.0181 -0.0623 -0.1071 -0.1510 -0.1925 -0.2293
 -0.2610 -0.2875 -0.3089 -0.3252 -0.3367 -0.3522 -0.3613 -0.3754 -0.3989 -0.4317
 -0.4717 -0.5165 -0.5632 -0.6092 -0.6530 -0.6944 -0.7339 -0.7718 -0.8088 -0.8456
 -0.8832
  0.1790  0.1517  0.1195  0.0829  0.0436  0.0027 -0.0435 -0.0882 -0.1320 -0.1725
 -0.2095 -0.2430 -0.2735 -0.2967 -0.3147 -0.3399 -0.3529 -0.3662 -0.3880
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.8098 -0.7381 -0.7052 -0.7141 -0.7766 -1.0012 -0.9110 -0.8097 -0.7302 -0.6700
 -0.5798 -0.4964 -0.4911 -0.5225 -0.5236 -0.4090
 -0.8412 -0.7703 -0.7260 -0.7115 -0.7351 -0.8524 -0.8196 -0.7747 -0.7319 -0.6921
 -0.6379 -0.5840 -0.5576 -0.5449 -0.5205 -0.4196 -0.3665 -0.3484 -0.3515
 -0.8478 -0.7820 -0.7327 -0.7029 -0.6982 -0.7389 -0.7386 -0.7292 -0.7121 -0.6888
 -0.6606 -0.6285 -0.5935 -0.5563 -0.5176 -0.4290 -0.3849 -0.3716 -0.3765 -0.3928
 -0.4160
 -0.8296 -0.7732 -0.7253 -0.6883 -0.6659 -0.6607 -0.6680 -0.6732 -0.6707 -0.6602
 -0.6479 -0.6299 -0.5988 -0.5567 -0.5149 -0.4372 -0.4001 -0.3913 -0.3982 -0.4144
 -0.4365 -0.4630 -0.4924
 -0.7866 -0.7439 -0.7038 -0.6677 -0.6381 -0.6178 -0.6078 -0.6069 -0.6078 -0.6062
 -0.5998 -0.5882 -0.5736 -0.5462 -0.5124 -0.4442 -0.4121 -0.4075 -0.4166 -0.4332
 -0.4548 -0.4801 -0.5083 -0.5394 -0.5740
 -0.7188 -0.6941 -0.6682 -0.6411 -0.6148 -0.5921 -0.5750 -0.5643 -0.5586 -0.5558
 -0.5513 -0.5430 -0.5353 -0.5234 -0.5026 -0.4474 -0.4190 -0.4182 -0.4309 -0.4491
 -0.4712 -0.4962 -0.5237 -0.5534 -0.5854 -0.6202
 -0.6283 -0.6218 -0.6127 -0.5995 -0.5828 -0.5645 -0.5475 -0.5339 -0.5241 -0.5169
 -0.5103 -0.5030 -0.4946 -0.4896 -0.4783 -0.4433 -0.4198 -0.4217 -0.4389 -0.4609
 -0.4849 -0.5109 -0.5386 -0.5680 -0.5990 -0.6318 -0.6671 -0.7076 -0.7544 -0.8036
 -0.5227 -0.5309 -0.5371 -0.5392 -0.5356 -0.5271 -0.5156 -0.5038 -0.4936 -0.4856
 -0.4788 -0.4717 -0.4636 -0.4578 -0.4507 -0.4289 -0.4141 -0.4180 -0.4389 -0.4661
 -0.4943 -0.5227 -0.5520 -0.5822 -0.6132 -0.6453 -0.6791 -0.7151 -0.7565 -0.8050
 -0.8564
 -0.4278 -0.4353 -0.4467 -0.4617 -0.4715 -0.4754 -0.4734 -0.4676 -0.4608 -0.4543
 -0.4488 -0.4436 -0.4378 -0.4317 -0.4267 -0.4110 -0.4029 -0.4085 -0.4310 -0.4631
 -0.4940 -0.5299 -0.5623 -0.5946 -0.6270 -0.6594 -0.6928 -0.7293 -0.7690 -0.8116
 -0.8568
 -0.2907 -0.3296 -0.3566 -0.3730 -0.3933 -0.4088 -0.4182 -0.4220 -0.4216 -0.4192
 -0.4165 -0.4140 -0.4113 -0.4080 -0.4051 -0.3937 -0.3892 -0.3968 -0.4193 -0.4533
 -0.4919 -0.5307 -0.5681 -0.6041 -0.6391 -0.6733 -0.7075 -0.7421 -0.7778 -0.8161
 -0.8594
 -0.1801 -0.2238 -0.2561 -0.2781 -0.3061 -0.3301 -0.3500 -0.3643 -0.3732 -0.3779
 -0.3800 -0.3813 -0.3821 -0.3825 -0.3826 -0.3780 -0.3758 -0.3844 -0.4059 -0.4390
 -0.4796 -0.5229 -0.5658 -0.6068 -0.6460 -0.6834 -0.7199 -0.7557 -0.7915 -0.8284
 -0.8670
 -0.0744 -0.1181 -0.1570 -0.1918 -0.2258 -0.2576 -0.2854 -0.2957 -0.3144 -0.3280
 -0.3375 -0.3441 -0.3493 -0.3537 -0.3574 -0.3626 -0.3632 -0.3727 -0.3935 -0.4249
 -0.4646 -0.5094 -0.5562 -0.6024 -0.6466 -0.6885 -0.7285 -0.7671 -0.8046 -0.8419
 -0.8800
  0.0264 -0.0122 -0.0594 -0.1141 -0.1524 -0.1913 -0.2021 -0.2322 -0.2582 -0.2694
 -0.2873 -0.3013 -0.3122 -0.3214 -0.3295 -0.3475 -0.3514 -0.3617 -0.3821
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.8161 -0.8657 -0.9753 -1.0093 -0.9343 -0.8530 -0.8619 -0.9210 -0.9404 -0.8882
 -0.8082 -0.7172 -0.6391 -0.5785 -0.5217 -0.4062
 -0.8216 -0.8083 -0.8376 -0.8448 -0.8155 -0.7882 -0.7964 -0.8215 -0.8277 -0.8014
 -0.7567 -0.6984 -0.6367 -0.5792 -0.5261 -0.4222 -0.3653 -0.3454 -0.3406
 -0.8256 -0.7718 -0.7465 -0.7315 -0.7247 -0.7263 -0.7329 -0.7387 -0.7386 -0.7295
 -0.7090 -0.6754 -0.6296 -0.5784 -0.5300 -0.4366 -0.3852 -0.3683 -0.3699 -0.3847
 -0.4110
 -0.8281 -0.7562 -0.7020 -0.6694 -0.6619 -0.6673 -0.6714 -0.6726 -0.6731 -0.6725
 -0.6651 -0.6482 -0.6178 -0.5761 -0.5334 -0.4494 -0.4025 -0.3879 -0.3933 -0.4090
 -0.4309 -0.4575 -0.4879
 -0.8291 -0.7615 -0.7041 -0.6585 -0.6271 -0.6112 -0.6119 -0.6232 -0.6312 -0.6304
 -0.6250 -0.6168 -0.6013 -0.5723 -0.5363 -0.4606 -0.4172 -0.4042 -0.4109 -0.4271
 -0.4487 -0.4741 -0.5026 -0.5336 -0.5683
 -0.8098 -0.7542 -0.7039 -0.6595 -0.6226 -0.5952 -0.5786 -0.5720 -0.5747 -0.5820
 -0.5845 -0.5808 -0.5751 -0.5606 -0.5344 -0.4680 -0.4276 -0.4158 -0.4245 -0.4422
 -0.4643 -0.4896 -0.5174 -0.5477 -0.5803 -0.6157
 -0.7643 -0.7247 -0.6871 -0.6512 -0.6176 -0.5881 -0.5648 -0.5488 -0.5395 -0.5354
 -0.5349 -0.5347 -0.5330 -0.5303 -0.5188 -0.4692 -0.4325 -0.4215 -0.4324 -0.4531
 -0.4773 -0.5036 -0.5317 -0.5617 -0.5933 -0.6268 -0.6628 -0.7039 -0.7511 -0.8004
 -0.6934 -0.6705 -0.6480 -0.6247 -0.6003 -0.5757 -0.5525 -0.5326 -0.5179 -0.5078
 -0.5005 -0.4950 -0.4902 -0.4889 -0.4852 -0.4593 -0.4310 -0.4211 -0.4334 -0.4580
 -0.4861 -0.5149 -0.5447 -0.5754 -0.6071 -0.6398 -0.6744 -0.7111 -0.7530 -0.8018
 -0.8533
 -0.6030 -0.5946 -0.5865 -0.5771 -0.5650 -0.5500 -0.5325 -0.5145 -0.4982 -0.4854
 -0.4755 -0.4675 -0.4603 -0.4545 -0.4515 -0.4364 -0.4211 -0.4149 -0.4278 -0.4555
 -0.4884 -0.5217 -0.5546 -0.5873 -0.6203 -0.6535 -0.6875 -0.7230 -0.7609 -0.8034
 -0.8538
 -0.5002 -0.5038 -0.5073 -0.5100 -0.5102 -0.5066 -0.4987 -0.4874 -0.4744 -0.4619
 -0.4514 -0.4431 -0.4359 -0.4292 -0.4249 -0.4122 -0.4042 -0.4039 -0.4176 -0.4467
 -0.4838 -0.5225 -0.5601 -0.5965 -0.6321 -0.6670 -0.7019 -0.7372 -0.7737 -0.8126
 -0.8563
 -0.3925 -0.4047 -0.4171 -0.4289 -0.4393 -0.4464 -0.4494 -0.4475 -0.4417 -0.4335
 -0.4249 -0.4175 -0.4114 -0.4063 -0.4022 -0.3921 -0.3865 -0.3902 -0.4050 -0.4335
 -0.4722 -0.5150 -0.5580 -0.5993 -0.6388 -0.6768 -0.7140 -0.7505 -0.7870 -0.8245
 -0.8637
 -0.2814 -0.3011 -0.3205 -0.3390 -0.3566 -0.3725 -0.3849 -0.3930 -0.3965 -0.3959
 -0.3925 -0.3881 -0.3841 -0.3810 -0.3789 -0.3742 -0.3706 -0.3762 -0.3923 -0.4198
 -0.4578 -0.5020 -0.5487 -0.5950 -0.6395 -0.6818 -0.7225 -0.7616 -0.7998 -0.8378
 -0.8764
 -0.1670 -0.1930 -0.2210 -0.2441 -0.2672 -0.2891 -0.3088 -0.3255 -0.3382 -0.3466
 -0.3510 -0.3526 -0.3525 -0.3523 -0.3550 -0.3585 -0.3565 -0.3619 -0.3795
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.1612 -1.1233 -1.0993 -1.0884 -1.0726 -1.0512 -1.0182 -0.9740 -0.9195 -0.8591
 -0.7929 -0.7238 -0.6560 -0.5930 -0.5253 -0.4117
 -1.0181 -0.9799 -0.9549 -0.9383 -0.9266 -0.9147 -0.8979 -0.8730 -0.8405 -0.8022
 -0.7566 -0.7038 -0.6460 -0.5892 -0.5337 -0.4305 -0.3671 -0.3421 -0.3424
