 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.1834 -1.1804 -1.1861 -1.1966 -1.1973 -1.1840 -1.1213 -1.1031 -1.0781 -1.0397
 -0.9881 -0.9310 -0.8705 -0.8058 -0.7451 -0.6302 -0.5802 -0.5750 -0.5853
 -1.1714 -1.0969 -1.0531 -1.0369 -1.0421 -1.0448 -1.0373 -1.0235 -1.0059 -0.9840
 -0.9513 -0.9051 -0.8500 -0.7952 -0.7461 -0.6571 -0.6112 -0.5988 -0.6050 -0.6221
 -1.1314 -1.0714 -1.0200 -0.9799 -0.9548 -0.9487 -0.9580 -0.9635 -0.9552 -0.9345
 -0.9100 -0.8796 -0.8376 -0.7909 -0.7473 -0.6664 -0.6269 -0.6181 -0.6261 -0.6433
 -0.6663
 -1.0876 -1.0406 -0.9961 -0.9553 -0.9211 -0.8964 -0.8828 -0.8807 -0.8851 -0.8830
 -0.8688 -0.8497 -0.8224 -0.7860 -0.7485 -0.6755 -0.6394 -0.6337 -0.6438 -0.6615
 -0.6841 -0.7102
 -1.0230 -0.9930 -0.9614 -0.9285 -0.8962 -0.8676 -0.8453 -0.8301 -0.8212 -0.8170
 -0.8128 -0.8039 -0.7918 -0.7711 -0.7442 -0.6808 -0.6473 -0.6441 -0.6573 -0.6767
 -0.6998 -0.7258 -0.7543 -0.7843
 -0.9386 -0.9258 -0.9097 -0.8893 -0.8653 -0.8402 -0.8167 -0.7975 -0.7830 -0.7719
 -0.7628 -0.7545 -0.7477 -0.7374 -0.7228 -0.6796 -0.6497 -0.6477 -0.6647 -0.6878
 -0.7129 -0.7399 -0.7687 -0.7992 -0.8314 -0.8661 -0.9038 -0.9452 -0.9907 -1.0404
 -0.8418 -0.8416 -0.8402 -0.8338 -0.8217 -0.8051 -0.7861 -0.7676 -0.7519 -0.7393
 -0.7285 -0.7184 -0.7096 -0.7016 -0.6920 -0.6662 -0.6455 -0.6447 -0.6645 -0.6924
 -0.7217 -0.7513 -0.7816 -0.8129 -0.8450 -0.8772 -0.9112 -0.9492 -0.9927 -1.0420
 -1.0939
 -0.7345 -0.7463 -0.7564 -0.7623 -0.7630 -0.7578 -0.7472 -0.7338 -0.7204 -0.7084
 -0.6984 -0.6895 -0.6810 -0.6732 -0.6649 -0.6461 -0.6345 -0.6361 -0.6571 -0.6893
 -0.7240 -0.7581 -0.7915 -0.8248 -0.8583 -0.8919 -0.9253 -0.9604 -0.9993 -1.0436
 -1.0944
 -0.6254 -0.6460 -0.6638 -0.6791 -0.6906 -0.6964 -0.6965 -0.6915 -0.6836 -0.6748
 -0.6669 -0.6601 -0.6540 -0.6483 -0.6419 -0.6265 -0.6196 -0.6245 -0.6453 -0.6795
 -0.7191 -0.7588 -0.7971 -0.8341 -0.8701 -0.9055 -0.9409 -0.9777 -1.0161 -1.0559
 -1.0969
 -0.5146 -0.5407 -0.5669 -0.5889 -0.6079 -0.6232 -0.6336 -0.6385 -0.6390 -0.6362
 -0.6322 -0.6284 -0.6252 -0.6225 -0.6195 -0.6094 -0.6049 -0.6118 -0.6320 -0.6654
 -0.7069 -0.7512 -0.7949 -0.8368 -0.8769 -0.9154 -0.9529 -0.9898 -1.0308 -1.0685
 -1.1042
 -0.4020 -0.4304 -0.4657 -0.4963 -0.5198 -0.5416 -0.5601 -0.5744 -0.5840 -0.5896
 -0.5920 -0.5927 -0.5930 -0.5936 -0.5942 -0.5931 -0.5912 -0.5993 -0.6195 -0.6513
 -0.6920 -0.7379 -0.7856 -0.8326 -0.8776 -0.9204 -0.9614 -1.0010 -1.0395 -1.0778
 -1.1169
 -0.2877 -0.3151 -0.3602 -0.4023 -0.4297 -0.4560 -0.4803 -0.5016 -0.5194 -0.5336
 -0.5440 -0.5515 -0.5568 -0.5614 -0.5660 -0.5776 -0.5785 -0.5870 -0.6078
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.2192 -1.1856 -1.1671 -1.1592 -1.1532 -1.1444 -1.1186 -1.1040 -1.0788 -1.0413
 -0.9913 -0.9334 -0.8719 -0.8115 -0.7563 -0.6481 -0.5885 -0.5694 -0.5766
 -1.1626 -1.1063 -1.0824 -1.0647 -1.0493 -1.0392 -1.0328 -1.0258 -1.0132 -0.9916
 -0.9586 -0.9134 -0.8602 -0.8073 -0.7587 -0.6649 -0.6116 -0.5940 -0.5987 -0.6147
 -1.1524 -1.0751 -1.0180 -0.9840 -0.9775 -0.9836 -0.9829 -0.9741 -0.9619 -0.9473
 -0.9266 -0.8963 -0.8544 -0.8080 -0.7642 -0.6787 -0.6294 -0.6132 -0.6189 -0.6356
 -0.6584
 -1.1473 -1.0735 -1.0115 -0.9623 -0.9274 -0.9082 -0.9079 -0.9194 -0.9235 -0.9136
 -0.8964 -0.8751 -0.8458 -0.8077 -0.7695 -0.6904 -0.6443 -0.6289 -0.6355 -0.6528
 -0.6753 -0.7017
 -1.1258 -1.0632 -1.0073 -0.9580 -0.9163 -0.8841 -0.8623 -0.8509 -0.8518 -0.8587
 -0.8576 -0.8474 -0.8292 -0.8019 -0.7692 -0.6982 -0.6549 -0.6402 -0.6480 -0.6667
 -0.6901 -0.7164 -0.7454 -0.7768
 -1.0815 -1.0341 -0.9895 -0.9473 -0.9080 -0.8729 -0.8437 -0.8217 -0.8064 -0.7979
 -0.7961 -0.7955 -0.7918 -0.7804 -0.7604 -0.7006 -0.6603 -0.6462 -0.6552 -0.6766
 -0.7022 -0.7297 -0.7590 -0.7902 -0.8230 -0.8579 -0.8956 -0.9375 -0.9857 -1.0358
 -1.0146 -0.9832 -0.9526 -0.9217 -0.8901 -0.8587 -0.8290 -0.8032 -0.7822 -0.7659
 -0.7535 -0.7451 -0.7412 -0.7376 -0.7294 -0.6948 -0.6600 -0.6465 -0.6562 -0.6808
 -0.7101 -0.7403 -0.7713 -0.8032 -0.8361 -0.8702 -0.9062 -0.9446 -0.9873 -1.0371
 -1.0892
 -0.9300 -0.9129 -0.8961 -0.8779 -0.8570 -0.8337 -0.8089 -0.7843 -0.7620 -0.7431
 -0.7273 -0.7144 -0.7048 -0.6976 -0.6916 -0.6733 -0.6527 -0.6417 -0.6513 -0.6781
 -0.7120 -0.7466 -0.7806 -0.8146 -0.8487 -0.8832 -0.9187 -0.9554 -0.9943 -1.0384
 -1.0898
 -0.8340 -0.8281 -0.8228 -0.8162 -0.8069 -0.7939 -0.7773 -0.7582 -0.7386 -0.7201
 -0.7041 -0.6905 -0.6790 -0.6697 -0.6618 -0.6465 -0.6362 -0.6319 -0.6422 -0.6698
 -0.7073 -0.7471 -0.7858 -0.8233 -0.8600 -0.8961 -0.9324 -0.9690 -1.0069 -1.0470
 -1.0920
 -0.7343 -0.7358 -0.7388 -0.7415 -0.7422 -0.7394 -0.7326 -0.7218 -0.7083 -0.6935
 -0.6792 -0.6666 -0.6560 -0.6471 -0.6393 -0.6239 -0.6169 -0.6183 -0.6303 -0.6571
 -0.6959 -0.7395 -0.7834 -0.8258 -0.8663 -0.9055 -0.9439 -0.9817 -1.0196 -1.0584
 -1.0989
 -0.6352 -0.6412 -0.6487 -0.6578 -0.6660 -0.6720 -0.6744 -0.6727 -0.6674 -0.6592
 -0.6493 -0.6394 -0.6307 -0.6235 -0.6175 -0.6053 -0.5993 -0.6035 -0.6176 -0.6436
 -0.6815 -0.7266 -0.7742 -0.8214 -0.8669 -0.9103 -0.9520 -0.9924 -1.0318 -1.0711
 -1.1110
 -0.5404 -0.5481 -0.5581 -0.5700 -0.5828 -0.5951 -0.6050 -0.6116 -0.6147 -0.6145
