 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -2.8075 -2.7088 -2.6126 -2.5151 -2.4216 -2.3259 -2.2298 -2.1359 -2.0473 -1.9654
 -1.8899 -1.8193 -1.7518 -1.6861 -1.6220 -1.4720 -1.3424 -1.2401 -1.1650 -1.1139
 -1.0789 -1.0530 -1.0313 -1.0115 -0.9924 -0.9735 -0.9552 -0.9376 -0.9229 -0.9113
 -0.9026
 -2.7372 -2.6389 -2.5432 -2.4501 -2.3594 -2.2709 -2.1840 -2.0971 -2.0126 -1.9327
 -1.8587 -1.7903 -1.7259 -1.6635 -1.6028 -1.4609 -1.3365 -1.2362 -1.1608 -1.1086
 -1.0743 -1.0518 -1.0359 -1.0228 -1.0104 -0.9977 -0.9848 -0.9716 -0.9588 -0.9472
 -0.9368
 -2.6821 -2.5803 -2.4831 -2.3902 -2.3012 -2.2159 -2.1341 -2.0549 -1.9765 -1.9003
 -1.8282 -1.7612 -1.6990 -1.6405 -1.5841 -1.4498 -1.3300 -1.2318 -1.1570 -1.1035
 -1.0683 -1.0464 -1.0337 -1.0261 -1.0203 -1.0146 -1.0082 -1.0009 -0.9929 -0.9850
 -0.9780
 -2.6266 -2.5106 -2.4089 -2.3181 -2.2349 -2.1568 -2.0815 -2.0075 -1.9351 -1.8647
 -1.7968 -1.7319 -1.6712 -1.6148 -1.5616 -1.4368 -1.3227 -1.2269 -1.1526
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.0735 -4.0112 -3.9052 -3.6934 -3.4477 -3.2105 -3.0088 -2.8398 -2.6854 -2.5383
 -2.3981 -2.2666 -2.1445 -2.0313 -1.9262 -1.6983 -1.4980 -1.3177 -1.1841
 -3.7918 -3.6193 -3.5235 -3.4663 -3.3161 -3.1056 -2.9001 -2.7251 -2.5717 -2.4276
 -2.2911 -2.1635 -2.0457 -1.9377 -1.8387 -1.6240 -1.4440 -1.2931 -1.1721 -1.0773
 -3.6322 -3.4357 -3.2666 -3.1383 -3.0703 -2.9858 -2.8244 -2.6471 -2.4907 -2.3504
 -2.2177 -2.0936 -1.9791 -1.8744 -1.7791 -1.5758 -1.4103 -1.2749 -1.1664 -1.0805
 -1.0114
 -3.5151 -3.3256 -3.1460 -2.9810 -2.8432 -2.7446 -2.6773 -2.5780 -2.4353 -2.2965
 -2.1674 -2.0469 -1.9352 -1.8331 -1.7402 -1.5438 -1.3877 -1.2632 -1.1647 -1.0867
 -1.0232 -0.9697
 -3.4165 -3.2424 -3.0691 -2.9053 -2.7556 -2.6204 -2.5065 -2.4179 -2.3452 -2.2484
 -2.1321 -2.0151 -1.9063 -1.8065 -1.7154 -1.5234 -1.3731 -1.2558 -1.1651 -1.0940
 -1.0361 -0.9870 -0.9442 -0.9069
 -3.3339 -3.1701 -3.0089 -2.8504 -2.7010 -2.5633 -2.4366 -2.3222 -2.2252 -2.1482
 -2.0737 -1.9843 -1.8856 -1.7886 -1.6993 -1.5104 -1.3634 -1.2505 -1.1653 -1.1006
 -1.0485 -1.0043 -0.9655 -0.9308 -0.8984 -0.8695 -0.8454 -0.8274 -0.8166 -0.8147
 -3.2536 -3.1026 -2.9545 -2.8056 -2.6607 -2.5247 -2.3986 -2.2820 -2.1751 -2.0802
 -1.9978 -1.9252 -1.8510 -1.7701 -1.6871 -1.5018 -1.3565 -1.2458 -1.1640 -1.1041
 -1.0581 -1.0195 -0.9857 -0.9549 -0.9267 -0.8993 -0.8745 -0.8550 -0.8426 -0.8386
 -0.8426
 -3.1820 -3.0380 -2.9027 -2.7640 -2.6266 -2.4940 -2.3701 -2.2550 -2.1485 -2.0502
 -1.9610 -1.8804 -1.8076 -1.7386 -1.6685 -1.4952 -1.3512 -1.2413 -1.1608 -1.1039
 -1.0629 -1.0305 -1.0024 -0.9768 -0.9529 -0.9285 -0.9052 -0.8857 -0.8717 -0.8649
 -0.8661
 -3.1250 -2.9815 -2.8512 -2.7220 -2.5926 -2.4656 -2.3445 -2.2311 -2.1260 -2.0288
 -1.9392 -1.8568 -1.7807 -1.7102 -1.6440 -1.4861 -1.3457 -1.2360 -1.1556 -1.0996
 -1.0619 -1.0349 -1.0132 -0.9939 -0.9755 -0.9576 -0.9405 -0.9255 -0.9128 -0.9022
 -0.8934
 -3.0893 -2.9391 -2.8069 -2.6833 -2.5616 -2.4411 -2.3237 -2.2123 -2.1084 -2.0121
 -1.9233 -1.8416 -1.7658 -1.6949 -1.6282 -1.4768 -1.3426 -1.2330 -1.1516 -1.0946
 -1.0574 -1.0336 -1.0173 -1.0044 -0.9926 -0.9808 -0.9690 -0.9571 -0.9457 -0.9357
 -0.9267
 -3.0808 -2.9121 -2.7719 -2.6484 -2.5318 -2.4169 -2.3046 -2.1957 -2.0929 -1.9971
 -1.9086 -1.8274 -1.7525 -1.6827 -1.6170 -1.4680 -1.3385 -1.2306 -1.1481 -1.0896
 -1.0513 -1.0281 -1.0149 -1.0074 -1.0020 -0.9970 -0.9916 -0.9855 -0.9789 -0.9723
 -0.9667
 -3.0939 -2.9003 -2.7461 -2.6171 -2.5024 -2.3927 -2.2853 -2.1805 -2.0794 -1.9839
 -1.8953 -1.8138 -1.7389 -1.6700 -1.6058 -1.4605 -1.3338 -1.2279 -1.1451
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.2687 -4.1129 -3.8391 -3.5536 -3.2778 -3.0399 -2.8575 -2.7001 -2.5538 -2.4167
 -2.2868 -2.1646 -2.0511 -1.9463 -1.8496 -1.6392 -1.4619 -1.3081 -1.1785
 -3.8749 -3.8053 -3.7160 -3.4871 -3.2298 -2.9871 -2.7847 -2.6203 -2.4729 -2.3368
 -2.2083 -2.0879 -1.9765 -1.8744 -1.7811 -1.5819 -1.4187 -1.2809 -1.1651 -1.0704
 -3.7112 -3.5162 -3.4062 -3.3529 -3.1881 -2.9626 -2.7490 -2.5706 -2.4205 -2.2854
 -2.1588 -2.0402 -1.9304 -1.8298 -1.7383 -1.5451 -1.3902 -1.2627 -1.1574 -1.0713
 -1.0011
 -3.6274 -3.4095 -3.2221 -3.0821 -3.0061 -2.9148 -2.7369 -2.5495 -2.3893 -2.2529
 -2.1282 -2.0115 -1.9031 -1.8036 -1.7130 -1.5229 -1.3727 -1.2518 -1.1540 -1.0749
 -1.0102 -0.9560
 -3.5680 -3.3546 -3.1548 -2.9765 -2.8270 -2.7139 -2.6380 -2.5308 -2.3784 -2.2340
 -2.1096 -1.9947 -1.8877 -1.7891 -1.6990 -1.5101 -1.3624 -1.2455 -1.1530 -1.0796
 -1.0203 -0.9705 -0.9276 -0.8897
 -3.5215 -3.3167 -3.1191 -2.9347 -2.7671 -2.6197 -2.4953 -2.3972 -2.3187 -2.2181
 -2.0990 -1.9853 -1.8795 -1.7818 -1.6922 -1.5034 -1.3565 -1.2417 -1.1528 -1.0840
 -1.0298 -0.9849 -0.9460 -0.9118 -0.8808 -0.8535 -0.8309 -0.8138 -0.8033 -0.8021
 -3.4847 -3.2879 -3.0959 -2.9134 -2.7439 -2.5903 -2.4514 -2.3265 -2.2191 -2.1325
 -2.0556 -1.9700 -1.8742 -1.7785 -1.6893 -1.5003 -1.3530 -1.2391 -1.1522 -1.0868
 -1.0371 -0.9974 -0.9634 -0.9333 -0.9060 -0.8805 -0.8581 -0.8404 -0.8285 -0.8240
 -0.8294
 -3.4551 -3.2656 -3.0797 -2.9006 -2.7322 -2.5767 -2.4351 -2.3057 -2.1881 -2.0827
 -1.9917 -1.9155 -1.8438 -1.7674 -1.6866 -1.4994 -1.3510 -1.2367 -1.1505 -1.0870
 -1.0410 -1.0063 -0.9778 -0.9528 -0.9298 -0.9087 -0.8881 -0.8700 -0.8568 -0.8505
 -0.8523
 -3.4377 -3.2470 -3.0670 -2.8920 -2.7249 -2.5695 -2.4269 -2.2964 -2.1770 -2.0673
 -1.9680 -1.8802 -1.8033 -1.7340 -1.6669 -1.4969 -1.3486 -1.2331 -1.1467 -1.0840
 -1.0402 -1.0097 -0.9869 -0.9677 -0.9503 -0.9339 -0.9185 -0.9053 -0.8945 -0.8858
 -0.8791
 -3.4403 -3.2429 -3.0609 -2.8910 -2.7266 -2.5710 -2.4272 -2.2956 -2.1753 -2.0647
 -1.9632 -1.8710 -1.7880 -1.7135 -1.6457 -1.4915 -1.3485 -1.2316 -1.1437 -1.0803
 -1.0367 -1.0086 -0.9903 -0.9770 -0.9658 -0.9552 -0.9451 -0.9351 -0.9258 -0.9179
 -0.9129
 -3.4734 -3.2443 -3.0599 -2.8926 -2.7330 -2.5789 -2.4337 -2.2999 -2.1780 -2.0663
 -1.9639 -1.8701 -1.7845 -1.7069 -1.6360 -1.4825 -1.3479 -1.2311 -1.1411 -1.0760
 -1.0314 -1.0037 -0.9880 -0.9795 -0.9744 -0.9702 -0.9662 -0.9618 -0.9571 -0.9527
 -0.9492
 -3.5448 -3.2744 -3.0697 -2.8985 -2.7400 -2.5898 -2.4466 -2.3106 -2.1856 -2.0715
 -1.9676 -1.8725 -1.7855 -1.7060 -1.6332 -1.4764 -1.3450 -1.2314 -1.1396
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.3127 -4.0763 -3.7678 -3.4796 -3.2096 -2.9748 -2.7928 -2.6399 -2.5003 -2.3666
 -2.2409 -2.1226 -2.0125 -1.9109 -1.8172 -1.6140 -1.4449 -1.2997 -1.1739
 -3.9640 -3.9180 -3.7151 -3.4392 -3.1755 -2.9321 -2.7349 -2.5740 -2.4317 -2.2987
 -2.1739 -2.0569 -1.9482 -1.8484 -1.7571 -1.5629 -1.4052 -1.2728 -1.1604 -1.0663
 -3.7413 -3.5831 -3.5376 -3.4021 -3.1613 -2.9234 -2.7092 -2.5354 -2.3891 -2.2565
 -2.1331 -2.0174 -1.9099 -1.8112 -1.7211 -1.5311 -1.3798 -1.2555 -1.1521 -1.0660
 -0.9952
 -3.6662 -3.4400 -3.2697 -3.1834 -3.1095 -2.9223 -2.7107 -2.5211 -2.3654 -2.2311
 -2.1090 -1.9947 -1.8883 -1.7903 -1.7007 -1.5125 -1.3646 -1.2452 -1.1480 -1.0682
 -1.0029 -0.9481
 -3.6263 -3.3926 -3.1829 -3.0109 -2.8860 -2.8108 -2.7017 -2.5283 -2.3597 -2.2178
 -2.0955 -1.9826 -1.8772 -1.7798 -1.6905 -1.5026 -1.3560 -1.2395 -1.1465 -1.0717
 -1.0113 -0.9609 -0.9176 -0.8797
 -3.6023 -3.3712 -3.1556 -2.9614 -2.7948 -2.6557 -2.5494 -2.4683 -2.3586 -2.2178
 -2.0893 -1.9769 -1.8725 -1.7757 -1.6865 -1.4981 -1.3515 -1.2364 -1.1461 -1.0752
 -1.0192 -0.9734 -0.9343 -0.9000 -0.8699 -0.8437 -0.8216 -0.8048 -0.7950 -0.7939
 -3.5897 -3.3627 -3.1474 -2.9485 -2.7694 -2.6116 -2.4735 -2.3546 -2.2592 -2.1777
 -2.0813 -1.9749 -1.8716 -1.7754 -1.6865 -1.4971 -1.3494 -1.2345 -1.1457 -1.0775
 -1.0254 -0.9842 -0.9498 -0.9197 -0.8929 -0.8690 -0.8484 -0.8314 -0.8192 -0.8151
 -0.8210
 -3.5847 -3.3632 -3.1499 -2.9498 -2.7664 -2.6016 -2.4545 -2.3228 -2.2054 -2.1031
 -2.0177 -1.9417 -1.8616 -1.7751 -1.6884 -1.4984 -1.3491 -1.2331 -1.1447 -1.0781
 -1.0288 -0.9919 -0.9626 -0.9375 -0.9150 -0.8946 -0.8752 -0.8584 -0.8465 -0.8410
 -0.8430
 -3.5911 -3.3676 -3.1578 -2.9581 -2.7725 -2.6037 -2.4519 -2.3153 -2.1920 -2.0802
 -1.9805 -1.8937 -1.8191 -1.7497 -1.6785 -1.4991 -1.3483 -1.2308 -1.1418 -1.0758
 -1.0283 -0.9949 -0.9706 -0.9511 -0.9340 -0.9183 -0.9040 -0.8910 -0.8800 -0.8728
 -0.8694
 -3.6150 -3.3824 -3.1741 -2.9769 -2.7902 -2.6179 -2.4620 -2.3216 -2.1949 -2.0797
 -1.9749 -1.8805 -1.7969 -1.7230 -1.6559 -1.4979 -1.3502 -1.2307 -1.1399 -1.0730
 -1.0258 -0.9942 -0.9738 -0.9597 -0.9485 -0.9385 -0.9293 -0.9204 -0.9124 -0.9059
 -0.9021
 -3.6676 -3.4087 -3.1954 -3.0000 -2.8153 -2.6411 -2.4808 -2.3359 -2.2055 -2.0874
 -1.9799 -1.8821 -1.7937 -1.7145 -1.6431 -1.4895 -1.3517 -1.2315 -1.1383 -1.0697
 -1.0215 -0.9902 -0.9719 -0.9620 -0.9565 -0.9526 -0.9493 -0.9459 -0.9424 -0.9393
 -0.9368
 -3.7635 -3.4571 -3.2253 -3.0269 -2.8439 -2.6709 -2.5083 -2.3586 -2.2232 -2.1011
 -1.9907 -1.8903 -1.7990 -1.7163 -1.6414 -1.4826 -1.3502 -1.2334 -1.1378
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.3282 -4.0113 -3.6941 -3.4130 -3.1600 -2.9299 -2.7466 -2.5909 -2.4539 -2.3240
 -2.2018 -2.0869 -1.9798 -1.8808 -1.7896 -1.5917 -1.4286 -1.2889 -1.1681
 -4.0931 -3.9559 -3.6764 -3.3872 -3.1281 -2.8929 -2.6983 -2.5375 -2.3958 -2.2662
 -2.1446 -2.0306 -1.9245 -1.8267 -1.7370 -1.5463 -1.3924 -1.2641 -1.1549 -1.0618
 -3.7801 -3.7060 -3.6248 -3.3860 -3.1236 -2.8861 -2.6779 -2.5068 -2.3612 -2.2310
 -2.1105 -1.9976 -1.8924 -1.7953 -1.7064 -1.5187 -1.3698 -1.2479 -1.1461 -1.0603
 -0.9889
 -3.6914 -3.4729 -3.3579 -3.3084 -3.1299 -2.8972 -2.6823 -2.4966 -2.3431 -2.2109
 -2.0911 -1.9794 -1.8751 -1.7785 -1.6899 -1.5031 -1.3565 -1.2384 -1.1416 -1.0613
 -0.9950 -0.9395
 -3.6676 -3.4171 -3.2095 -3.0648 -2.9912 -2.8908 -2.7001 -2.5075 -2.3405 -2.2018
 -2.0812 -1.9703 -1.8669 -1.7709 -1.6824 -1.4952 -1.3492 -1.2331 -1.1397 -1.0637
 -1.0018 -0.9505 -0.9068 -0.8690
 -3.6661 -3.4090 -3.1786 -2.9827 -2.8275 -2.7152 -2.6358 -2.5172 -2.3555 -2.2044
 -2.0779 -1.9671 -1.8644 -1.7689 -1.6805 -1.4924 -1.3458 -1.2304 -1.1391 -1.0664
 -1.0083 -0.9611 -0.9214 -0.8869 -0.8565 -0.8305 -0.8096 -0.7943 -0.7852 -0.7844
 -3.6798 -3.4205 -3.1824 -2.9701 -2.7869 -2.6331 -2.5048 -2.4034 -2.3182 -2.2108
 -2.0827 -1.9681 -1.8656 -1.7705 -1.6822 -1.4930 -1.3449 -1.2292 -1.1388 -1.0683
 -1.0134 -0.9703 -0.9349 -0.9046 -0.8780 -0.8548 -0.8346 -0.8186 -0.8082 -0.8047
 -0.8100
 -3.7025 -3.4449 -3.2033 -2.9830 -2.7875 -2.6170 -2.4699 -2.3412 -2.2298 -2.1368
 -2.0540 -1.9633 -1.8679 -1.7742 -1.6863 -1.4960 -1.3458 -1.2288 -1.1384 -1.0690
 -1.0165 -0.9769 -0.9461 -0.9204 -0.8982 -0.8784 -0.8614 -0.8469 -0.8357 -0.8296
 -0.8319
 -3.7367 -3.4758 -3.2331 -3.0083 -2.8049 -2.6248 -2.4668 -2.3280 -2.2046 -2.0943
 -1.9977 -1.9143 -1.8397 -1.7647 -1.6863 -1.4989 -1.3467 -1.2277 -1.1364 -1.0674
 -1.0164 -0.9796 -0.9530 -0.9325 -0.9154 -0.9003 -0.8869 -0.8752 -0.8656 -0.8591
 -0.8577
 -3.7866 -3.5161 -3.2737 -3.0477 -2.8387 -2.6504 -2.4839 -2.3370 -2.2069 -2.0901
 -1.9848 -1.8907 -1.8079 -1.7356 -1.6684 -1.5024 -1.3506 -1.2291 -1.1357 -1.0657
 -1.0149 -0.9795 -0.9561 -0.9403 -0.9287 -0.9189 -0.9105 -0.9028 -0.8962 -0.8914
 -0.8891
 -3.8609 -3.5670 -3.3195 -3.0935 -2.8830 -2.6890 -2.5143 -2.3594 -2.2223 -2.1000
 -1.9900 -1.8907 -1.8013 -1.7219 -1.6510 -1.4968 -1.3545 -1.2315 -1.1355 -1.0636
 -1.0118 -0.9766 -0.9548 -0.9427 -0.9360 -0.9320 -0.9292 -0.9268 -0.9246 -0.9230
 -0.9216
 -3.9765 -3.6370 -3.3728 -3.1432 -2.9324 -2.7368 -2.5565 -2.3937 -2.2489 -2.1201
 -2.0049 -1.9014 -1.8078 -1.7235 -1.6479 -1.4890 -1.3552 -1.2351 -1.1364
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.3097 -3.9588 -3.6391 -3.3650 -3.1198 -2.8966 -2.7143 -2.5529 -2.4142 -2.2891
 -2.1697 -2.0575 -1.9530 -1.8562 -1.7668 -1.5731 -1.4139 -1.2795 -1.1627
 -4.0821 -3.9506 -3.6361 -3.3442 -3.0876 -2.8597 -2.6698 -2.5074 -2.3660 -2.2393
 -2.1203 -2.0089 -1.9051 -1.8091 -1.7208 -1.5325 -1.3810 -1.2555 -1.1487 -1.0568
 -3.8732 -3.8399 -3.6369 -3.3554 -3.0892 -2.8513 -2.6508 -2.4817 -2.3374 -2.2096
 -2.0914 -1.9809 -1.8779 -1.7825 -1.6947 -1.5084 -1.3608 -1.2404 -1.1398 -1.0544
 -0.9823
 -3.7137 -3.5362 -3.4959 -3.3564 -3.1102 -2.8691 -2.6554 -2.4747 -2.3235 -2.1930
 -2.0753 -1.9658 -1.8636 -1.7686 -1.6810 -1.4950 -1.3489 -1.2315 -1.1350 -1.0543
 -0.9869 -0.9306
 -3.6925 -3.4350 -3.2503 -3.1679 -3.0919 -2.8940 -2.6789 -2.4861 -2.3234 -2.1865
 -2.0677 -1.9588 -1.8573 -1.7628 -1.6752 -1.4886 -1.3426 -1.2266 -1.1328 -1.0557
 -0.9922 -0.9397 -0.8953 -0.8571
 -3.7105 -3.4300 -3.1929 -3.0088 -2.8865 -2.8142 -2.6943 -2.5124 -2.3390 -2.1909
 -2.0662 -1.9570 -1.8560 -1.7620 -1.6745 -1.4870 -1.3400 -1.2243 -1.1320 -1.0576
 -0.9975 -0.9486 -0.9078 -0.8729 -0.8429 -0.8176 -0.7973 -0.7822 -0.7738 -0.7736
 -3.7505 -3.4581 -3.2009 -2.9821 -2.8040 -2.6652 -2.5618 -2.4766 -2.3570 -2.2086
 -2.0732 -1.9594 -1.8582 -1.7645 -1.6773 -1.4886 -1.3399 -1.2235 -1.1319 -1.0593
 -1.0018 -0.9562 -0.9194 -0.8883 -0.8616 -0.8387 -0.8198 -0.8051 -0.7952 -0.7925
 -0.7982
 -3.8065 -3.5069 -3.2370 -3.0006 -2.7986 -2.6290 -2.4884 -2.3701 -2.2725 -2.1846
 -2.0821 -1.9670 -1.8635 -1.7696 -1.6824 -1.4927 -1.3418 -1.2239 -1.1318 -1.0602
 -1.0046 -0.9620 -0.9289 -0.9022 -0.8796 -0.8601 -0.8439 -0.8301 -0.8202 -0.8161
 -0.8190
 -3.8706 -3.5657 -3.2893 -3.0402 -2.8220 -2.6349 -2.4760 -2.3397 -2.2205 -2.1160
 -2.0255 -1.9430 -1.8582 -1.7721 -1.6871 -1.4971 -1.3441 -1.2239 -1.1307 -1.0591
 -1.0049 -0.9645 -0.9350 -0.9127 -0.8949 -0.8798 -0.8673 -0.8565 -0.8482 -0.8437
 -0.8438
 -3.9507 -3.6359 -3.3558 -3.1004 -2.8700 -2.6682 -2.4946 -2.3452 -2.2154 -2.1001
 -1.9969 -1.9054 -1.8245 -1.7519 -1.6812 -1.5043 -1.3497 -1.2267 -1.1313 -1.0585
 -1.0043 -0.9652 -0.9381 -0.9198 -0.9068 -0.8968 -0.8889 -0.8823 -0.8771 -0.8731
 -0.8734
 -4.0522 -3.7158 -3.4288 -3.1700 -2.9336 -2.7207 -2.5335 -2.3713 -2.2307 -2.1074
 -1.9975 -1.8987 -1.8100 -1.7313 -1.6614 -1.5041 -1.3560 -1.2308 -1.1326 -1.0577
 -1.0024 -0.9634 -0.9378 -0.9223 -0.9137 -0.9088 -0.9061 -0.9044 -0.9035 -0.9036
 -0.9036
 -4.1889 -3.8107 -3.5085 -3.2445 -3.0052 -2.7867 -2.5895 -2.4151 -2.2628 -2.1299
 -2.0127 -1.9083 -1.8144 -1.7300 -1.6545 -1.4962 -1.3595 -1.2361 -1.1351
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.2100 -3.8625 -3.5618 -3.3067 -3.0687 -2.8547 -2.6812 -2.5256 -2.3847 -2.2611
 -2.1445 -2.0345 -1.9322 -1.8372 -1.7495 -1.5587 -1.3996 -1.2668 -1.1565
 -4.1403 -3.8915 -3.5743 -3.2937 -3.0483 -2.8260 -2.6447 -2.4846 -2.3426 -2.2179
 -2.1012 -1.9920 -1.8902 -1.7959 -1.7088 -1.5221 -1.3718 -1.2476 -1.1425 -1.0515
 -4.0017 -3.8818 -3.6051 -3.3146 -3.0543 -2.8232 -2.6269 -2.4621 -2.3186 -2.1921
 -2.0761 -1.9677 -1.8666 -1.7728 -1.6861 -1.5007 -1.3534 -1.2336 -1.1336 -1.0484
 -0.9758
 -3.8169 -3.6538 -3.5828 -3.3451 -3.0819 -2.8430 -2.6328 -2.4563 -2.3074 -2.1780
 -2.0623 -1.9547 -1.8543 -1.7608 -1.6742 -1.4889 -1.3426 -1.2252 -1.1286 -1.0474
 -0.9790 -0.9215
 -3.6996 -3.4553 -3.3337 -3.2908 -3.1085 -2.8744 -2.6576 -2.4678 -2.3082 -2.1733
 -2.0559 -1.9488 -1.8490 -1.7560 -1.6695 -1.4835 -1.3369 -1.2205 -1.1261 -1.0480
 -0.9830 -0.9289 -0.8837 -0.8449
 -3.7297 -3.4375 -3.2080 -3.0584 -2.9923 -2.8865 -2.6901 -2.4951 -2.3232 -2.1783
 -2.0553 -1.9477 -1.8482 -1.7557 -1.6694 -1.4825 -1.3347 -1.2184 -1.1252 -1.0493
 -0.9872 -0.9363 -0.8942 -0.8586 -0.8283 -0.8030 -0.7829 -0.7685 -0.7609 -0.7614
 -3.7944 -3.4752 -3.2076 -2.9921 -2.8320 -2.7262 -2.6483 -2.5199 -2.3520 -2.1958
 -2.0631 -1.9506 -1.8509 -1.7584 -1.6724 -1.4847 -1.3352 -1.2179 -1.1251 -1.0507
 -0.9908 -0.9427 -0.9039 -0.8717 -0.8445 -0.8216 -0.8027 -0.7886 -0.7803 -0.7786
 -0.7848
 -3.8832 -3.5451 -3.2524 -3.0062 -2.8044 -2.6447 -2.5197 -2.4219 -2.3325 -2.2168
 -2.0820 -1.9601 -1.8567 -1.7641 -1.6779 -1.4894 -1.3379 -1.2188 -1.1255 -1.0517
 -0.9934 -0.9478 -0.9121 -0.8836 -0.8601 -0.8405 -0.8246 -0.8122 -0.8038 -0.8004
 -0.8042
 -3.9867 -3.6329 -3.3237 -3.0549 -2.8275 -2.6392 -2.4850 -2.3564 -2.2468 -2.1524
 -2.0639 -1.9670 -1.8639 -1.7701 -1.6838 -1.4946 -1.3410 -1.2197 -1.1250 -1.0512
 -0.9940 -0.9503 -0.9175 -0.8927 -0.8734 -0.8579 -0.8455 -0.8359 -0.8289 -0.8258
 -0.8276
 -4.0946 -3.7358 -3.4165 -3.1330 -2.8850 -2.6742 -2.4981 -2.3506 -2.2248 -2.1141
 -2.0159 -1.9285 -1.8475 -1.7679 -1.6893 -1.5035 -1.3479 -1.2238 -1.1267 -1.0515
 -0.9943 -0.9516 -0.9208 -0.8992 -0.8840 -0.8730 -0.8649 -0.8590 -0.8551 -0.8535
 -0.8550
 -4.2177 -3.8478 -3.5188 -3.2268 -2.9658 -2.7368 -2.5406 -2.3750 -2.2346 -2.1133
 -2.0058 -1.9094 -1.8228 -1.7451 -1.6747 -1.5095 -1.3562 -1.2294 -1.1294 -1.0520
 -0.9936 -0.9509 -0.9213 -0.9020 -0.8904 -0.8838 -0.8805 -0.8791 -0.8792 -0.8808
 -0.8830
 -4.3561 -3.9690 -3.6259 -3.3278 -3.0594 -2.8196 -2.6074 -2.4240 -2.2676 -2.1336
 -2.0171 -1.9140 -1.8212 -1.7378 -1.6400 -1.5126 -1.3659 -1.2365 -1.1331
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.1420 -3.7984 -3.5092 -3.2691 -3.0335 -2.8272 -2.6529 -2.5010 -2.3614 -2.2403
 -2.1253 -2.0172 -1.9165 -1.8232 -1.7369 -1.5482 -1.3907 -1.2594 -1.1505
 -4.1817 -3.8392 -3.5255 -3.2542 -3.0185 -2.8027 -2.6209 -2.4654 -2.3240 -2.2016
 -2.0868 -1.9793 -1.8793 -1.7865 -1.7005 -1.5151 -1.3650 -1.2412 -1.1369 -1.0464
 -3.9755 -3.8775 -3.5610 -3.2786 -3.0266 -2.8013 -2.6079 -2.4462 -2.3033 -2.1788
 -2.0644 -1.9577 -1.8583 -1.7659 -1.6802 -1.4957 -1.3480 -1.2280 -1.1281 -1.0429
