 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.9190 -1.9151 -2.0974 -2.1088 -2.0400 -1.9178 -1.7631 -1.6651 -1.5779 -1.4844
 -1.3959 -1.3116 -1.2343 -1.1651 -1.1055 -0.9823 -0.9286 -0.9362 -0.9397
 -1.9245 -1.8587 -1.8054 -1.7799 -1.7839 -1.7634 -1.6961 -1.6109 -1.5270 -1.4455
 -1.3665 -1.2919 -1.2236 -1.1627 -1.1098 -1.0125 -0.9616 -0.9467 -0.9525 -0.9694
 -1.8085 -1.7485 -1.6874 -1.6330 -1.5918 -1.5768 -1.5742 -1.5449 -1.4868 -1.4162
 -1.3464 -1.2790 -1.2168 -1.1612 -1.1130 -1.0244 -0.9776 -0.9652 -0.9726 -0.9898
 -1.0128
 -1.7010 -1.6572 -1.6040 -1.5489 -1.4979 -1.4543 -1.4241 -1.4130 -1.4017 -1.3709
 -1.3218 -1.2657 -1.2105 -1.1601 -1.1160 -1.0344 -0.9908 -0.9800 -0.9890 -1.0070
 -1.0297 -1.0561
 -1.5901 -1.5662 -1.5287 -1.4825 -1.4342 -1.3885 -1.3481 -1.3144 -1.2930 -1.2781
 -1.2610 -1.2328 -1.1954 -1.1543 -1.1152 -1.0406 -0.9997 -0.9905 -1.0012 -1.0209
 -1.0445 -1.0708 -1.0998 -1.1316
 -1.4750 -1.4676 -1.4486 -1.4172 -1.3783 -1.3369 -1.2974 -1.2616 -1.2299 -1.2035
 -1.1842 -1.1687 -1.1507 -1.1284 -1.1031 -1.0413 -1.0033 -0.9951 -1.0076 -1.0307
 -1.0565 -1.0841 -1.1135 -1.1446 -1.1777 -1.2133 -1.2520 -1.2942 -1.3403 -1.3903
 -1.3586 -1.3633 -1.3594 -1.3439 -1.3188 -1.2870 -1.2527 -1.2193 -1.1888 -1.1609
 -1.1362 -1.1156 -1.0993 -1.0850 -1.0702 -1.0322 -1.0010 -0.9923 -1.0073 -1.0345
 -1.0645 -1.0947 -1.1257 -1.1576 -1.1906 -1.2237 -1.2586 -1.2974 -1.3417 -1.3917
 -1.4440
 -1.2436 -1.2568 -1.2631 -1.2605 -1.2493 -1.2306 -1.2059 -1.1783 -1.1511 -1.1259
 -1.1028 -1.0819 -1.0635 -1.0485 -1.0359 -1.0105 -0.9916 -0.9856 -1.0007 -1.0311
 -1.0662 -1.1010 -1.1351 -1.1690 -1.2032 -1.2377 -1.2720 -1.3080 -1.3478 -1.3929
 -1.4444
 -1.1328 -1.1516 -1.1643 -1.1694 -1.1699 -1.1632 -1.1505 -1.1325 -1.1116 -1.0903
 -1.0705 -1.0525 -1.0362 -1.0216 -1.0091 -0.9869 -0.9756 -0.9750 -0.9899 -1.0218
 -1.0612 -1.1015 -1.1404 -1.1779 -1.2146 -1.2507 -1.2869 -1.3235 -1.3622 -1.4033
 -1.4465
 -1.0289 -1.0513 -1.0679 -1.0790 -1.0854 -1.0874 -1.0851 -1.0778 -1.0665 -1.0518
 -1.0364 -1.0220 -1.0091 -0.9973 -0.9868 -0.9671 -0.9585 -0.9614 -0.9771 -1.0080
 -1.0492 -1.0939 -1.1381 -1.1805 -1.2211 -1.2602 -1.2985 -1.3362 -1.3740 -1.4128
 -1.4533
 -0.9337 -0.9564 -0.9747 -0.9891 -0.9999 -1.0074 -1.0120 -1.0137 -1.0118 -1.0061
 -0.9975 -0.9880 -0.9790 -0.9710 -0.9639 -0.9498 -0.9430 -0.9478 -0.9647 -0.9940
 -1.0345 -1.0807 -1.1288 -1.1763 -1.2218 -1.2651 -1.3068 -1.3470 -1.3864 -1.4256
 -1.4654
 -0.8450 -0.8575 -0.8730 -0.8899 -0.9065 -0.9215 -0.9339 -0.9430 -0.9488 -0.9515
 -0.9513 -0.9486 -0.9447 -0.9408 -0.9374 -0.9317 -0.9290 -0.9347 -0.9524
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.2009 -2.2117 -2.1865 -2.0831 -1.9522 -1.8226 -1.7123 -1.6213 -1.5384 -1.4591
 -1.3835 -1.3117 -1.2441 -1.1813 -1.1244 -1.0081 -0.9405 -0.9201 -0.9228
 -2.0320 -1.9688 -1.9510 -1.9571 -1.8969 -1.7912 -1.6833 -1.5916 -1.5117 -1.4370
 -1.3663 -1.2991 -1.2361 -1.1781 -1.1258 -1.0239 -0.9631 -0.9398 -0.9425 -0.9587
 -1.9282 -1.8527 -1.7857 -1.7415 -1.7381 -1.7240 -1.6553 -1.5689 -1.4907 -1.4204
