 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F814W
 -2.0470 -1.1475  0.0037  0.3869 -0.4237 -2.2872 -1.5386 -0.3264  0.3962  0.4303
  0.4790  0.4419  0.0227 -0.4655 -0.7577 -0.6690
 -1.8275 -1.4355 -0.8693 -0.6269 -0.8660 -1.6789 -1.3493 -0.8106 -0.4218 -0.2920
 -0.2003 -0.1917 -0.3630 -0.5774 -0.7048 -0.6404 -0.6015 -0.5863 -0.6495
 -1.4939 -1.3887 -1.1945 -1.0602 -1.0178 -1.1996 -1.1119 -0.9720 -0.8262 -0.7032
 -0.6215 -0.5928 -0.6173 -0.6601 -0.6812 -0.6339 -0.6223 -0.6148 -0.6416 -0.6720
 -0.6782
 -1.0462 -1.0071 -0.9719 -0.9130 -0.8790 -0.8493 -0.8264 -0.8105 -0.8168 -0.8033
 -0.7846 -0.7615 -0.7404 -0.7134 -0.6869 -0.6495 -0.6289 -0.6311 -0.6468 -0.6717
 -0.7015 -0.7345 -0.7698
 -0.8533 -0.8474 -0.8397 -0.8194 -0.8028 -0.7847 -0.7676 -0.7532 -0.7422 -0.7336
 -0.7245 -0.7128 -0.7006 -0.6865 -0.6704 -0.6458 -0.6421 -0.6514 -0.6691 -0.6929
 -0.7211 -0.7525 -0.7862 -0.8228 -0.8627
 -0.6762 -0.6955 -0.7099 -0.7180 -0.7195 -0.7157 -0.7085 -0.7001 -0.6919 -0.6847
 -0.6787 -0.6735 -0.6671 -0.6616 -0.6536 -0.6399 -0.6466 -0.6630 -0.6846 -0.7097
 -0.7379 -0.7688 -0.8018 -0.8369 -0.8741 -0.9142
 -0.5150 -0.5514 -0.5825 -0.6088 -0.6290 -0.6423 -0.6491 -0.6512 -0.6505 -0.6482
 -0.6455 -0.6428 -0.6405 -0.6393 -0.6365 -0.6318 -0.6424 -0.6659 -0.6933 -0.7221
 -0.7519 -0.7834 -0.8165 -0.8509 -0.8869 -0.9249 -0.9654 -1.0108 -1.0622 -1.1160
 -0.3696 -0.4151 -0.4575 -0.4971 -0.5324 -0.5616 -0.5838 -0.5990 -0.6086 -0.6141
 -0.6170 -0.6183 -0.6188 -0.6192 -0.6199 -0.6216 -0.6335 -0.6598 -0.6931 -0.7275
 -0.7614 -0.7951 -0.8294 -0.8644 -0.9003 -0.9372 -0.9753 -1.0166 -1.0634 -1.1162
 -1.1720
 -0.2472 -0.2948 -0.3422 -0.3895 -0.4346 -0.4759 -0.5116 -0.5403 -0.5618 -0.5770
 -0.5873 -0.5942 -0.5989 -0.6021 -0.6044 -0.6107 -0.6232 -0.6484 -0.6843 -0.7242
 -0.7637 -0.8019 -0.8391 -0.8760 -0.9128 -0.9499 -0.9880 -1.0270 -1.0691 -1.1166
 -1.1709
 -0.1455 -0.1935 -0.2428 -0.2932 -0.3432 -0.3916 -0.4366 -0.4764 -0.5094 -0.5349
 -0.5538 -0.5675 -0.5774 -0.5846 -0.5897 -0.5991 -0.6128 -0.6361 -0.6710 -0.7135
 -0.7582 -0.8022 -0.8442 -0.8846 -0.9238 -0.9624 -1.0010 -1.0402 -1.0807 -1.1245
 -1.1718
 -0.0675 -0.1125 -0.1597 -0.2088 -0.2597 -0.3108 -0.3607 -0.4078 -0.4501 -0.4857
 -0.5139 -0.5357 -0.5523 -0.5646 -0.5736 -0.5883 -0.6023 -0.6245 -0.6569 -0.6981
 -0.7449 -0.7935 -0.8410 -0.8863 -0.9295 -0.9710 -1.0116 -1.0516 -1.0919 -1.1332
 -1.1768
 -0.0124 -0.0518 -0.0942 -0.1394 -0.1880 -0.2383 -0.2895 -0.3399 -0.3877 -0.4299
 -0.4661 -0.4965 -0.5212 -0.5406 -0.5550 -0.5771 -0.5929 -0.6140 -0.6442 -0.6833
 -0.7291 -0.7791 -0.8305 -0.8809 -0.9290 -0.9747 -1.0185 -1.0609 -1.1024 -1.1438
 -1.1862
  0.0196 -0.0113 -0.0463 -0.0850 -0.1281 -0.1741 -0.2261 -0.2767 -0.3264 -0.3724
 -0.4142 -0.4522 -0.4866 -0.5126 -0.5339 -0.5656 -0.5846 -0.6046 -0.6329
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F814W
 -0.9254 -0.8640 -0.8369 -0.8475 -0.9058 -1.1352 -1.0565 -0.9628 -0.8877 -0.8305
 -0.7451 -0.6677 -0.6672 -0.7035 -0.7105 -0.6116
 -0.9579 -0.8983 -0.8630 -0.8545 -0.8795 -1.0018 -0.9771 -0.9384 -0.9004 -0.8644
 -0.8147 -0.7656 -0.7436 -0.7354 -0.7161 -0.6288 -0.5891 -0.5826 -0.5952
 -0.9650 -0.9111 -0.8730 -0.8524 -0.8535 -0.8999 -0.9057 -0.9016 -0.8894 -0.8706
 -0.8466 -0.8186 -0.7877 -0.7547 -0.7205 -0.6437 -0.6112 -0.6081 -0.6218 -0.6459
 -0.6762
 -0.9467 -0.9024 -0.8669 -0.8412 -0.8278 -0.8295 -0.8423 -0.8525 -0.8547 -0.8488
 -0.8407 -0.8267 -0.7996 -0.7615 -0.7237 -0.6563 -0.6293 -0.6296 -0.6446 -0.6680
 -0.6969 -0.7297 -0.7658
 -0.9030 -0.8722 -0.8447 -0.8209 -0.8023 -0.7906 -0.7869 -0.7910 -0.7964 -0.7992
 -0.7971 -0.7899 -0.7793 -0.7557 -0.7257 -0.6666 -0.6434 -0.6471 -0.6636 -0.6870
 -0.7151 -0.7466 -0.7809 -0.8181 -0.8587
 -0.8339 -0.8205 -0.8064 -0.7915 -0.7770 -0.7647 -0.7558 -0.7510 -0.7500 -0.7513
 -0.7508 -0.7468 -0.7434 -0.7356 -0.7188 -0.6722 -0.6518 -0.6587 -0.6783 -0.7029
 -0.7311 -0.7621 -0.7955 -0.8312 -0.8692 -0.9099
 -0.7424 -0.7462 -0.7478 -0.7458 -0.7408 -0.7341 -0.7270 -0.7209 -0.7168 -0.7140
 -0.7114 -0.7080 -0.7035 -0.7025 -0.6952 -0.6692 -0.6537 -0.6628 -0.6866 -0.7146
 -0.7444 -0.7761 -0.8096 -0.8447 -0.8814 -0.9201 -0.9613 -1.0074 -1.0593 -1.1131
 -0.6363 -0.6540 -0.6697 -0.6818 -0.6888 -0.6915 -0.6910 -0.6888 -0.6860 -0.6834
 -0.6809 -0.6777 -0.6732 -0.6711 -0.6677 -0.6549 -0.6481 -0.6592 -0.6866 -0.7197
 -0.7534 -0.7873 -0.8220 -0.8577 -0.8943 -0.9320 -0.9716 -1.0134 -1.0602 -1.1134
 -1.1693
 -0.5404 -0.5573 -0.5778 -0.6015 -0.6206 -0.6345 -0.6433 -0.6483 -0.6507 -0.6515
 -0.6511 -0.6501 -0.6480 -0.6454 -0.6438 -0.6366 -0.6365 -0.6495 -0.6788 -0.7166
 -0.7530 -0.7940 -0.8315 -0.8689 -0.9065 -0.9444 -0.9832 -1.0250 -1.0700 -1.1179
 -1.1683
 -0.4033 -0.4530 -0.4885 -0.5111 -0.5395 -0.5637 -0.5829 -0.5970 -0.6070 -0.6137
 -0.6180 -0.6206 -0.6219 -0.6221 -0.6226 -0.6192 -0.6224 -0.6373 -0.6665 -0.7066
 -0.7506 -0.7944 -0.8366 -0.8775 -0.9174 -0.9567 -0.9960 -1.0358 -1.0770 -1.1206
 -1.1691
 -0.2949 -0.3493 -0.3890 -0.4155 -0.4503 -0.4820 -0.5103 -0.5339 -0.5530 -0.5677
