 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  u   
 -5.6752 -5.5329 -5.3915 -5.2494 -5.1042 -4.7207 -4.3010 -3.8607 -3.4330 -3.0414
 -7.5349 -7.5176 -7.3283 -7.1189 -6.8776 -6.5727 -6.2797 -6.0468 -5.8528 -5.6871
 -5.5323 -5.3826 -5.2357 -5.0892 -4.9408 -4.5518 -4.1289 -3.6880 -3.2656 -2.8904
 -2.5760
 -7.3429 -7.3598 -7.2552 -7.0741 -6.8685 -6.6058 -6.2846 -5.9997 -5.7729 -5.5831
 -5.4163 -5.2577 -5.1043 -4.9534 -4.8023 -4.4128 -3.9934 -3.5558 -3.1365 -2.7677
 -2.4622 -2.2230
 -7.1928 -7.0472 -7.0382 -6.9681 -6.8073 -6.6063 -6.3329 -6.0140 -5.7388 -5.5169
 -5.3313 -5.1620 -5.0002 -4.8434 -4.6886 -4.2981 -3.8853 -3.4544 -3.0380 -2.6710
 -2.3678 -2.1298 -1.9549 -1.8330
 -7.1434 -6.9291 -6.7501 -6.6888 -6.6570 -6.5270 -6.3392 -6.0749 -5.7651 -5.4975
 -5.2810 -5.0978 -4.9264 -4.7620 -4.6019 -4.2072 -3.8001 -3.3776 -2.9653 -2.5977
 -2.2923 -2.0507 -1.8703 -1.7439 -1.6586 -1.6018 -1.5631 -1.5335 -1.5051 -1.4713
 -7.1156 -6.9046 -6.6683 -6.4644 -6.3478 -6.3071 -6.2293 -6.0685 -5.8301 -5.5369
 -5.2764 -5.0660 -4.8835 -4.7112 -4.5449 -4.1426 -3.7382 -3.3236 -2.9159 -2.5466
 -2.2356 -1.9866 -1.7972 -1.6620 -1.5712 -1.5122 -1.4746 -1.4500 -1.4312 -1.4108
 -1.3844
 -7.0938 -6.9019 -6.6728 -6.4197 -6.1972 -6.0407 -5.9503 -5.8887 -5.7822 -5.5901
 -5.3277 -5.0753 -4.8703 -4.6893 -4.5172 -4.1067 -3.7027 -3.2934 -2.8896 -2.5177
 -2.1985 -1.9390 -1.7376 -1.5904 -1.4896 -1.4254 -1.3864 -1.3633 -1.3488 -1.3368
 -1.3231
 -7.0378 -6.8936 -6.6964 -6.4519 -6.1859 -5.9493 -5.7662 -5.6326 -5.5348 -5.4459
 -5.3218 -5.1257 -4.8886 -4.6899 -4.5117 -4.0942 -3.6897 -3.2836 -2.8821 -2.5066
 -2.1782 -1.9062 -1.6912 -1.5296 -1.4159 -1.3425 -1.2992 -1.2753 -1.2624 -1.2549
 -1.2493
 -7.0786 -6.8998 -6.7082 -6.5053 -6.2515 -5.9772 -5.7288 -5.5262 -5.3648 -5.2321
 -5.1182 -5.0098 -4.8840 -4.7090 -4.5281 -4.1071 -3.7036 -3.3024 -2.9045 -2.5260
 -2.1874 -1.9006 -1.6688 -1.4899 -1.3594 -1.2715 -1.2183 -1.1894 -1.1756 -1.1693
 -1.1687
 -7.1261 -6.9276 -6.7305 -6.5348 -6.3280 -6.0705 -5.7920 -5.5343 -5.3168 -5.1366
 -4.9827 -4.8468 -4.7242 -4.6087 -4.4815 -4.1274 -3.7338 -3.3385 -2.9464 -2.5679
 -2.2207 -1.9191 -1.6697 -1.4719 -1.3220 -1.2162 -1.1485 -1.1099 -1.0911 -1.0846
 -1.0846
 -7.1802 -6.9769 -6.7318 -6.5467 -6.3724 -6.1652 -5.9093 -5.6309 -5.3670 -5.1373
 -4.9429 -4.7753 -4.6262 -4.4913 -4.3719 -4.1551 -3.7803 -3.3919 -3.0078
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  u   
 -7.6774 -7.5220 -7.3313 -7.1092 -6.8257 -6.5862 -6.3982 -6.2413 -6.1031 -5.9743
 -5.8480 -5.7226 -5.5973 -5.4696 -5.3390 -5.0023 -4.6110 -4.1989 -3.7786
 -7.6902 -7.5252 -7.3233 -7.0886 -6.8010 -6.5126 -6.2857 -6.1083 -5.9532 -5.8164
 -5.6844 -5.5548 -5.4262 -5.2967 -5.1644 -4.8141 -4.4258 -4.0081 -3.5902 -3.2003
 -7.6899 -7.5190 -7.3160 -7.0934 -6.8208 -6.4932 -6.2122 -5.9995 -5.8227 -5.6745
 -5.5361 -5.4023 -5.2711 -5.1403 -5.0073 -4.6569 -4.2689 -3.8512 -3.4359 -3.0556
 -2.7274
 -7.3956 -7.4384 -7.2775 -7.0777 -6.8387 -6.5299 -6.1976 -5.9319 -5.7263 -5.5559
 -5.4081 -5.2684 -5.1334 -5.0006 -4.8674 -4.5211 -4.1403 -3.7282 -3.3157 -2.9393
 -2.6184 -2.3577
 -7.2240 -7.1624 -7.1494 -7.0085 -6.8182 -6.5713 -6.2489 -5.9249 -5.6708 -5.4705
 -5.3062 -5.1575 -5.0164 -4.8799 -4.7450 -4.4022 -4.0314 -3.6292 -3.2222 -2.8465
 -2.5271 -2.2678 -2.0677 -1.9211
 -7.1600 -6.9513 -6.8343 -6.8256 -6.7193 -6.5452 -6.3037 -5.9856 -5.6755 -5.4306
 -5.2357 -5.0741 -4.9244 -4.7818 -4.6433 -4.3002 -3.9385 -3.5486 -3.1486 -2.7745
 -2.4527 -2.1905 -1.9863 -1.8356 -1.7282 -1.6518 -1.5975 -1.5570 -1.5186 -1.4774
 -7.1400 -6.9127 -6.6785 -6.5143 -6.4679 -6.4103 -6.2633 -6.0427 -5.7473 -5.4480
 -5.2111 -5.0220 -4.8609 -4.7105 -4.5663 -4.2180 -3.8626 -3.4844 -3.0942 -2.7217
 -2.3960 -2.1271 -1.9155 -1.7569 -1.6436 -1.5654 -1.5116 -1.4739 -1.4459 -1.4176
 -1.3852
 -7.1376 -6.9190 -6.6713 -6.4173 -6.2195 -6.1137 -6.0641 -5.9680 -5.7865 -5.5268
 -5.2441 -5.0126 -4.8282 -4.6680 -4.5170 -4.1605 -3.8071 -3.4386 -3.0579 -2.6881
 -2.3575 -2.0798 -1.8576 -1.6880 -1.5652 -1.4807 -1.4248 -1.3878 -1.3630 -1.3443
 -1.3241
 -7.1078 -6.9293 -6.7054 -6.4411 -6.1724 -5.9509 -5.7985 -5.7055 -5.6311 -5.5123
 -5.3116 -5.0550 -4.8309 -4.6510 -4.4923 -4.1263 -3.7722 -3.4093 -3.0360 -2.6689
 -2.3335 -2.0461 -1.8120 -1.6297 -1.4948 -1.4004 -1.3390 -1.3009 -1.2774 -1.2622
 -1.2508
 -7.1519 -6.9542 -6.7389 -6.5081 -6.2330 -5.9538 -5.7149 -5.5315 -5.3961 -5.2923
 -5.1958 -5.0725 -4.8868 -4.6719 -4.4955 -4.1189 -3.7639 -3.4063 -3.0401 -2.6765
 -2.3367 -2.0385 -1.7904 -1.5928 -1.4422 -1.3335 -1.2613 -1.2170 -1.1919 -1.1782
 -1.1714
 -7.2429 -6.9937 -6.7673 -6.5616 -6.3266 -6.0469 -5.7610 -5.5089 -5.3044 -5.1415
 -5.0080 -4.8935 -4.7860 -4.6684 -4.5098 -4.1294 -3.7744 -3.4215 -3.0629 -2.7039
 -2.3615 -2.0533 -1.7908 -1.5767 -1.4087 -1.2831 -1.1959 -1.1406 -1.1093 -1.0938
 -1.0873
 -7.3807 -7.0478 -6.8139 -6.6100 -6.3970 -6.1622 -5.8834 -5.5953 -5.3335 -5.1131
 -4.9317 -4.7792 -4.6471 -4.5299 -4.5352 -4.1578 -3.8037 -3.4549 -3.1044
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  u   
 -7.6612 -7.4938 -7.2902 -7.0544 -6.7668 -6.5502 -6.3796 -6.2332 -6.1027 -5.9814
 -5.8638 -5.7470 -5.6302 -5.5112 -5.3897 -5.0767 -4.7125 -4.3230 -3.9224
 -7.6555 -7.4976 -7.2883 -7.0332 -6.7300 -6.4581 -6.2515 -6.0880 -5.9481 -5.8217
 -5.7016 -5.5831 -5.4653 -5.3464 -5.2254 -4.9048 -4.5476 -4.1553 -3.7526 -3.3652
 -7.7024 -7.5077 -7.2990 -7.0493 -6.7464 -6.4169 -6.1584 -5.9656 -5.8063 -5.6734
 -5.5489 -5.4287 -5.3107 -5.1929 -5.0731 -4.7568 -4.4034 -4.0139 -3.6123 -3.2308
 -2.8913
 -7.5805 -7.4757 -7.2861 -7.0664 -6.7839 -6.4445 -6.1191 -5.8766 -5.6933 -5.5413
 -5.4101 -5.2863 -5.1668 -5.0492 -4.9310 -4.6228 -4.2799 -3.8988 -3.5015 -3.1229
 -2.7889 -2.5079
 -7.2857 -7.2976 -7.2104 -7.0321 -6.8084 -6.5063 -6.1523 -5.8445 -5.6150 -5.4366
 -5.2919 -5.1614 -5.0379 -4.9184 -4.8004 -4.4991 -4.1690 -3.8009 -3.4115 -3.0352
 -2.7022 -2.4227 -2.1979 -2.0247
 -7.1756 -6.9966 -6.9713 -6.9143 -6.7552 -6.5372 -6.2338 -5.8871 -5.5933 -5.3740
 -5.2010 -5.0593 -4.9289 -4.8050 -4.6848 -4.3865 -4.0680 -3.7152 -3.3370 -2.9646
 -2.6303 -2.3483 -2.1207 -1.9444 -1.8126 -1.7148 -1.6423 -1.5865 -1.5353 -1.4852
 -7.1543 -6.9195 -6.7053 -6.6192 -6.5909 -6.4623 -6.2624 -5.9761 -5.6478 -5.3656
 -5.1534 -4.9859 -4.8449 -4.7141 -4.5894 -4.2886 -3.9788 -3.6404 -3.2761 -2.9096
 -2.5735 -2.2865 -2.0526 -1.8700 -1.7328 -1.6322 -1.5589 -1.5056 -1.4650 -1.4263
 -1.3867
 -7.1644 -6.9252 -6.6673 -6.4258 -6.2785 -6.2331 -6.1540 -5.9869 -5.7362 -5.4340
 -5.1620 -4.9545 -4.7908 -4.6502 -4.5188 -4.2108 -3.9049 -3.5788 -3.2284 -2.8702
 -2.5332 -2.2394 -1.9968 -1.8047 -1.6589 -1.5519 -1.4753 -1.4212 -1.3832 -1.3545
 -1.3262
 -7.1593 -6.9489 -6.7032 -6.4262 -6.1646 -5.9734 -5.8720 -5.8101 -5.6993 -5.5007
 -5.2352 -4.9763 -4.7735 -4.6130 -4.4730 -4.1545 -3.8481 -3.5299 -3.1911 -2.8411
 -2.5047 -2.2046 -1.9521 -1.7490 -1.5921 -1.4757 -1.3932 -1.3366 -1.2986 -1.2725
 -1.2534
 -7.2174 -6.9938 -6.7534 -6.4982 -6.2086 -5.9325 -5.7120 -5.5600 -5.4615 -5.3769
 -5.2546 -5.0583 -4.8186 -4.6175 -4.4582 -4.1257 -3.8166 -3.5037 -3.1753 -2.8347
 -2.5007 -2.1948 -1.9312 -1.7145 -1.5434 -1.4135 -1.3200 -1.2563 -1.2153 -1.1896
 -1.1733
 -7.3455 -7.0599 -6.8030 -6.5722 -6.3110 -6.0151 -5.7291 -5.4886 -5.3042 -5.1663
 -5.0585 -4.9593 -4.8419 -4.6719 -4.4776 -4.1187 -3.8057 -3.4959 -3.1756 -2.8440
 -2.5141 -2.2043 -1.9305 -1.6999 -1.5132 -1.3676 -1.2596 -1.1845 -1.1361 -1.1075
 -1.0915
 -7.5439 -7.1472 -6.8845 -6.6498 -6.4051 -6.1436 -5.8471 -5.5556 -5.3013 -5.0948
 -4.9308 -4.7980 -4.6853 -4.5818 -4.5312 -4.1335 -3.8154 -3.5065 -3.1920
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  u   
 -7.6400 -7.4716 -7.2558 -6.9978 -6.7243 -6.4955 -6.3140 -6.1678 -6.0465 -5.9414
 -5.8452 -5.7517 -5.6554 -5.5520 -5.4396 -5.1451 -4.8054 -4.4127 -4.0318
 -7.6569 -7.4718 -7.2440 -6.9782 -6.6699 -6.4165 -6.2296 -6.0804 -5.9514 -5.8343
 -5.7223 -5.6122 -5.5033 -5.3934 -5.2816 -4.9862 -4.6573 -4.2826 -3.8991 -3.5216
 -7.6477 -7.4898 -7.2697 -6.9941 -6.6727 -6.3525 -6.1180 -5.9442 -5.8016 -5.6806
 -5.5671 -5.4575 -5.3499 -5.2424 -5.1335 -4.8457 -4.5237 -4.1636 -3.7820 -3.4061
 -3.0604
 -7.6463 -7.4886 -7.2831 -7.0339 -6.7163 -6.3590 -6.0527 -5.8351 -5.6724 -5.5371
 -5.4197 -5.3088 -5.2017 -5.0962 -4.9903 -4.7136 -4.4046 -4.0557 -3.6805 -3.3077
 -2.9656 -2.6678
 -7.4032 -7.3905 -7.2454 -7.0409 -6.7702 -6.4267 -6.0607 -5.7758 -5.5720 -5.4136
 -5.2869 -5.1716 -5.0625 -4.9569 -4.8526 -4.5859 -4.2920 -3.9589 -3.5946 -3.2264
 -2.8856 -2.5889 -2.3411 -2.1415
 -7.1986 -7.0951 -7.0931 -6.9679 -6.7718 -6.4945 -6.1433 -5.7894 -5.5230 -5.3289
 -5.1767 -5.0527 -4.9384 -4.8301 -4.7250 -4.4639 -4.1837 -3.8681 -3.5188 -3.1580
 -2.8181 -2.5199 -2.2697 -2.0679 -1.9103 -1.7894 -1.6973 -1.6230 -1.5562 -1.4949
 -7.1642 -6.9322 -6.7715 -6.7571 -6.6649 -6.4869 -6.2222 -5.8824 -5.5484 -5.2928
 -5.1059 -4.9586 -4.8354 -4.7216 -4.6132 -4.3521 -4.0821 -3.7829 -3.4507 -3.1005
 -2.7625 -2.4614 -2.2066 -1.9996 -1.8371 -1.7126 -1.6182 -1.5467 -1.4898 -1.4380
 -1.3894
 -7.1743 -6.9263 -6.6674 -6.4593 -6.3919 -6.3406 -6.1934 -5.9596 -5.6484 -5.3351
 -5.0870 -4.9038 -4.7597 -4.6370 -4.5228 -4.2563 -3.9917 -3.7062 -3.3907 -3.0531
 -2.7194 -2.4152 -2.1540 -1.9395 -1.7695 -1.6387 -1.5399 -1.4660 -1.4112 -1.3688
 -1.3296
 -7.1956 -6.9560 -6.6943 -6.4131 -6.1717 -6.0363 -5.9830 -5.8871 -5.6997 -5.4304
 -5.1391 -4.9009 -4.7203 -4.5786 -4.4562 -4.1796 -3.9153 -3.6387 -3.3371 -3.0126
 -2.6847 -2.3784 -2.1104 -1.8869 -1.7075 -1.5681 -1.4629 -1.3850 -1.3284 -1.2883
 -1.2584
 -7.2580 -7.0148 -6.7548 -6.4801 -6.1840 -5.9193 -5.7314 -5.6267 -5.5535 -5.4356
 -5.2338 -4.9787 -4.7439 -4.5630 -4.4214 -4.1298 -3.8621 -3.5909 -3.3013 -2.9902
 -2.6706 -2.3639 -2.0890 -1.8547 -1.6631 -1.5114 -1.3957 -1.3101 -1.2494 -1.2075
 -1.1794
 -7.4145 -7.1027 -6.8217 -6.5687 -6.2861 -5.9811 -5.7012 -5.4801 -5.3259 -5.2209
 -5.1300 -5.0115 -4.8288 -4.6076 -4.4255 -4.1036 -3.8298 -3.5604 -3.2793 -2.9801
 -2.6699 -2.3654 -2.0851 -1.8403 -1.6355 -1.4699 -1.3409 -1.2441 -1.1752 -1.1290
 -1.0997
 -7.6651 -7.2197 -6.8950 -6.6472 -6.3988 -6.1144 -5.8068 -5.5172 -5.2752 -5.0881
 -4.9478 -4.8380 -4.7395 -4.6310 -4.4685 -4.1010 -3.8184 -3.5472 -3.2711
