 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F115W
 -1.6670 -1.7394 -1.9107 -1.9474 -1.9435 -1.9021 -1.8216 -1.7793 -1.7422 -1.7082
 -1.6866 -1.6721 -1.6621 -1.6557 -1.6544 -1.6707 -1.7106 -1.7831 -1.8824
 -1.7039 -1.7220 -1.7406 -1.7702 -1.8137 -1.8331 -1.8169 -1.7867 -1.7554 -1.7297
 -1.7115 -1.6992 -1.6917 -1.6883 -1.6888 -1.7092 -1.7580 -1.8267 -1.9030 -1.9812
 -1.6459 -1.6661 -1.6811 -1.6942 -1.7095 -1.7371 -1.7673 -1.7741 -1.7605 -1.7414
 -1.7277 -1.7190 -1.7142 -1.7130 -1.7152 -1.7369 -1.7835 -1.8502 -1.9252 -2.0020
 -2.0788
 -1.5891 -1.6157 -1.6344 -1.6485 -1.6603 -1.6714 -1.6868 -1.7114 -1.7311 -1.7363
 -1.7332 -1.7295 -1.7282 -1.7294 -1.7335 -1.7575 -1.8032 -1.8682 -1.9427 -2.0189
 -2.0947 -2.1699
 -1.5295 -1.5645 -1.5897 -1.6084 -1.6234 -1.6361 -1.6479 -1.6608 -1.6788 -1.6985
 -1.7150 -1.7252 -1.7319 -1.7375 -1.7441 -1.7714 -1.8172 -1.8813 -1.9555 -2.0322
 -2.1080 -2.1827 -2.2565 -2.3301
 -1.4686 -1.5097 -1.5430 -1.5681 -1.5880 -1.6047 -1.6198 -1.6341 -1.6484 -1.6639
 -1.6824 -1.7016 -1.7181 -1.7323 -1.7453 -1.7789 -1.8256 -1.8891 -1.9634 -2.0417
 -2.1187 -2.1939 -2.2678 -2.3406 -2.4128 -2.4850 -2.5579 -2.6319 -2.7075 -2.7848
 -1.4095 -1.4536 -1.4927 -1.5248 -1.5508 -1.5726 -1.5918 -1.6097 -1.6270 -1.6435
 -1.6605 -1.6787 -1.6977 -1.7164 -1.7343 -1.7792 -1.8290 -1.8913 -1.9663 -2.0466
 -2.1260 -2.2030 -2.2778 -2.3510 -2.4227 -2.4926 -2.5622 -2.6333 -2.7071 -2.7839
 -2.8610
 -1.3552 -1.3998 -1.4412 -1.4780 -1.5100 -1.5376 -1.5617 -1.5836 -1.6045 -1.6243
 -1.6436 -1.6626 -1.6817 -1.7013 -1.7210 -1.7720 -1.8275 -1.8905 -1.9648 -2.0465
