 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.9204 -0.9074 -0.8997 -0.8979 -0.8899 -0.8723 -0.8234 -0.8026 -0.7747 -0.7332
 -0.6785 -0.6202 -0.5564 -0.4861 -0.4233 -0.3012 -0.2453 -0.2339 -0.2409
 -0.9007 -0.8176 -0.7670 -0.7456 -0.7466 -0.7455 -0.7344 -0.7173 -0.6965 -0.6718
 -0.6362 -0.5872 -0.5292 -0.4717 -0.4199 -0.3246 -0.2731 -0.2560 -0.2583 -0.2722
 -0.8561 -0.7879 -0.7295 -0.6836 -0.6539 -0.6441 -0.6505 -0.6532 -0.6420 -0.6184
 -0.5913 -0.5583 -0.5138 -0.4645 -0.4186 -0.3322 -0.2876 -0.2746 -0.2790 -0.2931
 -0.3135
 -0.8094 -0.7548 -0.7035 -0.6569 -0.6177 -0.5890 -0.5721 -0.5673 -0.5693 -0.5646
 -0.5477 -0.5261 -0.4965 -0.4578 -0.4181 -0.3399 -0.2994 -0.2898 -0.2965 -0.3113
 -0.3312 -0.3550
 -0.7424 -0.7053 -0.6675 -0.6291 -0.5919 -0.5589 -0.5331 -0.5149 -0.5034 -0.4969
 -0.4904 -0.4791 -0.4646 -0.4416 -0.4126 -0.3444 -0.3067 -0.2998 -0.3098 -0.3264
 -0.3469 -0.3706 -0.3969 -0.4249
 -0.6557 -0.6364 -0.6147 -0.5893 -0.5606 -0.5311 -0.5038 -0.4813 -0.4642 -0.4507
 -0.4393 -0.4288 -0.4198 -0.4074 -0.3906 -0.3426 -0.3087 -0.3033 -0.3172 -0.3375
 -0.3601 -0.3847 -0.4113 -0.4398 -0.4702 -0.5032 -0.5395 -0.5796 -0.6239 -0.6725
 -0.5568 -0.5506 -0.5441 -0.5331 -0.5168 -0.4960 -0.4731 -0.4511 -0.4324 -0.4174
 -0.4043 -0.3921 -0.3812 -0.3712 -0.3596 -0.3290 -0.3043 -0.3001 -0.3168 -0.3422
 -0.3690 -0.3962 -0.4244 -0.4537 -0.4839 -0.5143 -0.5466 -0.5831 -0.6253 -0.6735
 -0.7244
 -0.4475 -0.4538 -0.4591 -0.4608 -0.4577 -0.4487 -0.4343 -0.4174 -0.4008 -0.3860
 -0.3737 -0.3627 -0.3521 -0.3424 -0.3322 -0.3089 -0.2932 -0.2914 -0.3094 -0.3390
 -0.3713 -0.4031 -0.4345 -0.4658 -0.4973 -0.5292 -0.5609 -0.5944 -0.6317 -0.6747
 -0.7244
 -0.3363 -0.3519 -0.3653 -0.3767 -0.3845 -0.3870 -0.3836 -0.3752 -0.3640 -0.3523
 -0.3417 -0.3328 -0.3247 -0.3171 -0.3089 -0.2892 -0.2783 -0.2798 -0.2975 -0.3291
 -0.3663 -0.4039 -0.4402 -0.4752 -0.5094 -0.5430 -0.5766 -0.6117 -0.6486 -0.6869
 -0.7266
 -0.2231 -0.2449 -0.2672 -0.2854 -0.3012 -0.3133 -0.3206 -0.3224 -0.3196 -0.3138
 -0.3070 -0.3007 -0.2955 -0.2909 -0.2862 -0.2720 -0.2637 -0.2671 -0.2843 -0.3150
