 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -3.5722 -2.8414 -2.4455 -2.3806 -2.6661 -3.0888 -3.5524 -3.4151 -3.2813 -3.1388
 -2.9879 -2.8757 -2.7087 -2.5419 -2.3845 -2.0453 -1.7525 -1.5298 -1.3498
 -4.2441 -3.9062 -3.6613 -3.5001 -3.3951 -3.2991 -3.1966 -3.0918 -2.9874 -2.8815
 -2.7635 -2.6287 -2.4835 -2.3411 -2.2073 -1.9109 -1.6683 -1.4787 -1.3369 -1.2288
 -4.0362 -3.7193 -3.4699 -3.2765 -3.1321 -3.0319 -2.9629 -2.8899 -2.7974 -2.6912
 -2.5844 -2.4725 -2.3477 -2.2198 -2.0992 -1.8378 -1.6243 -1.4559 -1.3284 -1.2302
 -1.1517
 -3.8758 -3.5911 -3.3572 -3.1643 -3.0063 -2.8789 -2.7778 -2.6985 -2.6295 -2.5482
 -2.4491 -2.3475 -2.2407 -2.1278 -2.0181 -1.7808 -1.5907 -1.4405 -1.3253 -1.2358
 -1.1635 -1.1028
 -3.7228 -3.4747 -3.2645 -3.0836 -2.9271 -2.7927 -2.6785 -2.5810 -2.4957 -2.4181
 -2.3386 -2.2499 -2.1570 -2.0572 -1.9579 -1.7391 -1.5654 -1.4295 -1.3251 -1.2435
 -1.1770 -1.1209 -1.0718 -1.0272
 -3.5689 -3.3555 -3.1717 -3.0087 -2.8620 -2.7302 -2.6128 -2.5090 -2.4165 -2.3313
 -2.2500 -2.1694 -2.0887 -2.0028 -1.9137 -1.7096 -1.5469 -1.4207 -1.3249 -1.2507
 -1.1903 -1.1390 -1.0940 -1.0536 -1.0149 -0.9793 -0.9492 -0.9261 -0.9114 -0.9059
 -3.4217 -3.2339 -3.0741 -2.9303 -2.7975 -2.6741 -2.5599 -2.4555 -2.3609 -2.2741
 -2.1920 -2.1123 -2.0346 -1.9574 -1.8785 -1.6902 -1.5342 -1.4135 -1.3230 -1.2548
 -1.2007 -1.1549 -1.1148 -1.0784 -1.0447 -1.0122 -0.9826 -0.9578 -0.9396 -0.9297
 -0.9308
 -3.2838 -3.1167 -2.9742 -2.8467 -2.7287 -2.6165 -2.5094 -2.4087 -2.3154 -2.2289
 -2.1481 -2.0709 -1.9958 -1.9224 -1.8493 -1.6758 -1.5266 -1.4084 -1.3198 -1.2550
 -1.2060 -1.1661 -1.1316 -1.1004 -1.0712 -1.0435 -1.0159 -0.9906 -0.9707 -0.9583
 -0.9549
 -3.1587 -3.0085 -2.8761 -2.7598 -2.6536 -2.5524 -2.4546 -2.3603 -2.2709 -2.1868
 -2.1080 -2.0336 -1.9621 -1.8925 -1.8237 -1.6609 -1.5192 -1.4042 -1.3159 -1.2516
 -1.2054 -1.1705 -1.1421 -1.1168 -1.0933 -1.0706 -1.0487 -1.0290 -1.0116 -0.9963
 -0.9830
 -3.0463 -2.9093 -2.7886 -2.6774 -2.5778 -2.4855 -2.3968 -2.3103 -2.2267 -2.1467
 -2.0710 -1.9995 -1.9315 -1.8660 -1.8019 -1.6485 -1.5134 -1.4014 -1.3138 -1.2485
 -1.2021 -1.1697 -1.1459 -1.1267 -1.1094 -1.0927 -1.0763 -1.0600 -1.0482 -1.0332
 -1.0166
 -2.9467 -2.8191 -2.7117 -2.6035 -2.5053 -2.4168 -2.3346 -2.2556 -2.1787 -2.1042
 -2.0326 -1.9646 -1.9000 -1.8383 -1.7785 -1.6358 -1.5065 -1.3978 -1.3114 -1.2456
 -1.1982 -1.1655 -1.1439 -1.1291 -1.1177 -1.1074 -1.0974 -1.0869 -1.0762 -1.0657
 -1.0562
 -2.8599 -2.7379 -2.6454 -2.5386 -2.4398 -2.3512 -2.2711 -2.1968 -2.1259 -2.0574
 -1.9910 -1.9273 -1.8665 -1.8085 -1.7535 -1.6228 -1.4985 -1.3934 -1.3087
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_BP 
 -5.0675 -4.4138 -3.9366 -3.6304 -3.4973 -3.4588 -3.4759 -3.3225 -3.1744 -3.0252
 -2.8712 -2.7286 -2.5698 -2.4189 -2.2793 -1.9782 -1.7236 -1.5187 -1.3517
 -4.7016 -4.2875 -3.9888 -3.7378 -3.5219 -3.3415 -3.1902 -3.0581 -2.9353 -2.8138
 -2.6871 -2.5511 -2.4098 -2.2738 -2.1479 -1.8780 -1.6566 -1.4759 -1.3351 -1.2249
 -4.3896 -3.9539 -3.6278 -3.3929 -3.2364 -3.1172 -2.9971 -2.8759 -2.7607 -2.6517
 -2.5436 -2.4292 -2.3041 -2.1779 -2.0600 -1.8110 -1.6128 -1.4522 -1.3256 -1.2267
 -1.1474
 -4.2247 -3.8063 -3.4817 -3.2329 -3.0446 -2.9050 -2.8082 -2.7338 -2.6470 -2.5432
 -2.4372 -2.3340 -2.2259 -2.1109 -2.0009 -1.7643 -1.5816 -1.4363 -1.3215 -1.2311
 -1.1580 -1.0967
 -4.1110 -3.7211 -3.4117 -3.1665 -2.9716 -2.8171 -2.6945 -2.5967 -2.5205 -2.4504
 -2.3638 -2.2661 -2.1660 -2.0624 -1.9586 -1.7332 -1.5601 -1.4255 -1.3204 -1.2376
 -1.1703 -1.1136 -1.0644 -1.0208
 -4.0082 -3.6523 -3.3645 -3.1306 -2.9381 -2.7785 -2.6458 -2.5349 -2.4398 -2.3568
