 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F1500W
 -1.9040 -2.0165 -2.1258 -2.2281 -2.3340 -2.4327 -2.5059 -2.5649 -2.6193 -2.6787
 -2.7420 -2.8126 -2.8832 -2.9550 -3.0280 -3.2065 -3.3836 -3.5739 -3.7437
 -1.8554 -1.9706 -2.0852 -2.1991 -2.3109 -2.4168 -2.5147 -2.6032 -2.6809 -2.7456
 -2.8027 -2.8595 -2.9233 -2.9940 -3.0672 -3.2520 -3.4355 -3.6142 -3.7841 -3.9453
 -1.8514 -1.9653 -2.0757 -2.1833 -2.2894 -2.3950 -2.4999 -2.6007 -2.6945 -2.7784
 -2.8451 -2.8990 -2.9558 -3.0236 -3.0964 -3.2804 -3.4624 -3.6403 -3.8108 -3.9728
 -4.1264
 -1.8509 -1.9628 -2.0708 -2.1751 -2.2766 -2.3762 -2.4747 -2.5729 -2.6709 -2.7659
 -2.8548 -2.9223 -2.9793 -3.0440 -3.1154 -3.2998 -3.4810 -3.6578 -3.8283 -3.9907
 -4.1447 -4.2911
 -1.8542 -1.9633 -2.0690 -2.1712 -2.2701 -2.3665 -2.4610 -2.5541 -2.6464 -2.7389
 -2.8312 -2.9169 -2.9836 -3.0541 -3.1278 -3.3126 -3.4936 -3.6696 -3.8398 -4.0023
 -4.1565 -4.3032 -4.4429 -4.5765
 -1.8642 -1.9683 -2.0707 -2.1705 -2.2675 -2.3619 -2.4540 -2.5444 -2.6334 -2.7215
 -2.8094 -2.8975 -2.9709 -3.0448 -3.1252 -3.3201 -3.5019 -3.6772 -3.8471 -4.0098
 -4.1643 -4.3111 -4.4510 -4.5849 -4.7131 -4.8364 -4.9557 -5.0716 -5.1849 -5.2959
 -1.8846 -1.9812 -2.0779 -2.1739 -2.2682 -2.3606 -2.4510 -2.5395 -2.6266 -2.7124
 -2.7974 -2.8819 -2.9593 -3.0314 -3.1118 -3.3175 -3.5058 -3.6815 -3.8513 -4.0143
 -4.1692 -4.3164 -4.4566 -4.5906 -4.7187 -4.8417 -4.9605 -5.0755 -5.1874 -5.2967
 -5.4042
 -1.9162 -2.0047 -2.0940 -2.1840 -2.2740 -2.3634 -2.4515 -2.5382 -2.6236 -2.7077
 -2.7909 -2.8733 -2.9519 -3.0237 -3.1007 -3.3056 -3.5017 -3.6822 -3.8528 -4.0163
 -4.1719 -4.3196 -4.4602 -4.5945 -4.7230 -4.8460 -4.9643 -5.0786 -5.1896 -5.2977
 -5.4034
 -1.9615 -2.0417 -2.1231 -2.2055 -2.2890 -2.3736 -2.4583 -2.5423 -2.6256 -2.7079
 -2.7893 -2.8698 -2.9482 -3.0222 -3.0969 -3.2962 -3.4936 -3.6794 -3.8539 -4.0188
 -4.1753 -4.3239 -4.4653 -4.6002 -4.7292 -4.8525 -4.9710 -5.0854 -5.1961 -5.3034
 -5.4073
 -2.0206 -2.0922 -2.1630 -2.2375 -2.3135 -2.3914 -2.4708 -2.5509 -2.6310 -2.7106
 -2.7896 -2.8681 -2.9456 -3.0210 -3.0948 -3.2875 -3.4815 -3.6690 -3.8473 -4.0154
