 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F1280W
 -1.5901 -1.7021 -1.8104 -1.9144 -2.0185 -2.1131 -2.1816 -2.2367 -2.2876 -2.3435
 -2.4036 -2.4722 -2.5409 -2.6135 -2.6866 -2.8673 -3.0478 -3.2360 -3.4064
 -1.5368 -1.6516 -1.7657 -1.8790 -1.9902 -2.0952 -2.1917 -2.2780 -2.3523 -2.4128
 -2.4658 -2.5197 -2.5823 -2.6527 -2.7262 -2.9127 -3.0976 -3.2765 -3.4465 -3.6077
 -1.5325 -1.6455 -1.7550 -1.8620 -1.9673 -2.0719 -2.1757 -2.2750 -2.3668 -2.4478
 -2.5107 -2.5609 -2.6157 -2.6828 -2.7555 -2.9407 -3.1235 -3.3017 -3.4722 -3.6341
 -3.7876
 -1.5324 -1.6428 -1.7496 -1.8530 -1.9538 -2.0525 -2.1497 -2.2462 -2.3423 -2.4353
 -2.5219 -2.5866 -2.6410 -2.7043 -2.7753 -2.9601 -3.1416 -3.3188 -3.4892 -3.6514
 -3.8053 -3.9516
 -1.5379 -1.6442 -1.7481 -1.8489 -1.9469 -2.0424 -2.1358 -2.2274 -2.3178 -2.4081
 -2.4981 -2.5819 -2.6468 -2.7160 -2.7889 -2.9730 -3.1542 -3.3303 -3.5006 -3.6629
 -3.8169 -3.9634 -4.1030 -4.2365
 -1.5528 -1.6522 -1.7513 -1.8489 -1.9444 -2.0377 -2.1288 -2.2179 -2.3054 -2.3914
 -2.4770 -2.5629 -2.6348 -2.7075 -2.7869 -2.9808 -3.1623 -3.3378 -3.5079 -3.6704
 -3.8247 -3.9714 -4.1111 -4.2447 -4.3726 -4.4957 -4.6147 -4.7304 -4.8433 -4.9539
 -1.5803 -1.6707 -1.7623 -1.8545 -1.9463 -2.0370 -2.1261 -2.2134 -2.2991 -2.3833
 -2.4662 -2.5485 -2.6242 -2.6950 -2.7741 -2.9775 -3.1659 -3.3421 -3.5120 -3.6749
 -3.8296 -3.9767 -4.1167 -4.2505 -4.3784 -4.5012 -4.6197 -4.7344 -4.8459 -4.9547
 -5.0618
 -1.6209 -1.7021 -1.7847 -1.8691 -1.9550 -2.0415 -2.1277 -2.2129 -2.2969 -2.3795
 -2.4610 -2.5414 -2.6183 -2.6887 -2.7642 -2.9655 -3.1606 -3.3420 -3.5134 -3.6769
 -3.8323 -3.9799 -4.1204 -4.2545 -4.3828 -4.5056 -4.6236 -4.7376 -4.8482 -4.9559
 -5.0611
 -1.6750 -1.7478 -1.8220 -1.8974 -1.9752 -2.0553 -2.1368 -2.2186 -2.3001 -2.3809
 -2.4607 -2.5395 -2.6162 -2.6886 -2.7617 -2.9567 -3.1518 -3.3377 -3.5136 -3.6792
 -3.8358 -3.9843 -4.1255 -4.2602 -4.3890 -4.5122 -4.6304 -4.7445 -4.8548 -4.9616
 -5.0652
 -1.7427 -1.8078 -1.8706 -1.9379 -2.0071 -2.0790 -2.1536 -2.2302 -2.3077 -2.3854
 -2.4627 -2.5396 -2.6153 -2.6890 -2.7612 -2.9492 -3.1400 -3.3264 -3.5054 -3.6751
 -3.8337 -3.9834 -4.1255 -4.2609 -4.3904 -4.5142 -4.6328 -4.7468 -4.8591 -4.9654
 -5.0681
 -1.8239 -1.8821 -1.9305 -1.9890 -2.0529 -2.1166 -2.1831 -2.2524 -2.3241 -2.3973
 -2.4710 -2.5449 -2.6186 -2.6916 -2.7634 -2.9460 -3.1310 -3.3150 -3.4947 -3.6672
 -3.8293 -3.9809 -4.1241 -4.2604 -4.3907 -4.5152 -4.6346 -4.7491 -4.8591 -4.9653
 -5.0683
 -1.9185 -1.9707 -2.0017 -2.0506 -2.1097 -2.1677 -2.2267 -2.2879 -2.3521 -2.4188
 -2.4873 -2.5570 -2.6274 -2.6979 -2.7683 -2.9471 -3.1248 -3.3035 -3.4815
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F1280W
 -1.5819 -1.6891 -1.7898 -1.8834 -1.9721 -2.0553 -2.1299 -2.2015 -2.2710 -2.3383
 -2.4037 -2.4716 -2.5417 -2.6152 -2.6898 -2.8736 -3.0532 -3.2334 -3.4059
 -1.5623 -1.6828 -1.8007 -1.9119 -2.0152 -2.1106 -2.1971 -2.2746 -2.3449 -2.4093
 -2.4683 -2.5264 -2.5903 -2.6607 -2.7341 -2.9187 -3.0983 -3.2751 -3.4448 -3.6057
 -1.5511 -1.6672 -1.7815 -1.8946 -2.0065 -2.1145 -2.2151 -2.3064 -2.3872 -2.4557
 -2.5147 -2.5670 -2.6234 -2.6900 -2.7626 -2.9475 -3.1268 -3.3014 -3.4706 -3.6321
 -3.7856
 -1.5447 -1.6579 -1.7684 -1.8766 -1.9828 -2.0874 -2.1908 -2.2917 -2.3867 -2.4724
 -2.5428 -2.5994 -2.6501 -2.7110 -2.7803 -2.9662 -3.1460 -3.3194 -3.4877 -3.6493
 -3.8031 -3.9494
 -1.5417 -1.6531 -1.7609 -1.8657 -1.9679 -2.0679 -2.1657 -2.2612 -2.3559 -2.4493
 -2.5380 -2.6108 -2.6693 -2.7280 -2.7951 -2.9783 -3.1587 -3.3315 -3.4990 -3.6605
 -3.8144 -3.9610 -4.1007 -4.2344
 -1.5423 -1.6515 -1.7573 -1.8597 -1.9591 -2.0561 -2.1507 -2.2428 -2.3324 -2.4206
 -2.5087 -2.5943 -2.6648 -2.7318 -2.8036 -2.9860 -3.1668 -3.3396 -3.5064 -3.6676
 -3.8218 -3.9686 -4.1085 -4.2423 -4.3706 -4.4941 -4.6137 -4.7299 -4.8425 -4.9526
 -1.5489 -1.6539 -1.7568 -1.8570 -1.9543 -2.0490 -2.1415 -2.2316 -2.3194 -2.4047
 -2.4883 -2.5715 -2.6471 -2.7175 -2.7946 -2.9903 -3.1715 -3.3445 -3.5108 -3.6719
 -3.8264 -3.9737 -4.1140 -4.2480 -4.3762 -4.4993 -4.6182 -4.7333 -4.8451 -4.9538
 -5.0607
 -1.5648 -1.6632 -1.7614 -1.8581 -1.9528 -2.0454 -2.1360 -2.2246 -2.3111 -2.3955
 -2.4776 -2.5580 -2.6321 -2.7040 -2.7792 -2.9827 -3.1729 -3.3468 -3.5131 -3.6740
 -3.8290 -3.9768 -4.1176 -4.2519 -4.3804 -4.5035 -4.6220 -4.7363 -4.8471 -4.9549
 -5.0600
 -1.5940 -1.6841 -1.7752 -1.8664 -1.9572 -2.0469 -2.1353 -2.2221 -2.3074 -2.3909
 -2.4726 -2.5524 -2.6282 -2.6991 -2.7712 -2.9707 -3.1685 -3.3483 -3.5157 -3.6769
 -3.8323 -3.9810 -4.1226 -4.2575 -4.3864 -4.5098 -4.6283 -4.7424 -4.8528 -4.9598
 -5.0641
 -1.6321 -1.7153 -1.7984 -1.8824 -1.9673 -2.0525 -2.1376 -2.2219 -2.3051 -2.3872
