 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  g   
 -1.3546  0.4936  1.8825  1.1255 -1.8481 -6.6640 -5.2135 -2.9520 -1.7305 -1.7277
 -1.5782 -1.4474 -1.8631 -2.3484 -2.4170 -1.7593
 -4.0553 -3.1121 -2.2022 -2.2268 -3.2080 -5.3168 -4.6621 -3.6000 -2.8426 -2.5492
 -2.2848 -2.1229 -2.2221 -2.3587 -2.3036 -1.7144 -1.3289 -1.0964 -1.0306
 -4.9861 -4.5828 -4.0655 -3.7562 -3.6832 -4.1298 -3.9110 -3.5628 -3.1886 -2.8571
 -2.5983 -2.4310 -2.3425 -2.2639 -2.1323 -1.6356 -1.2747 -1.0555 -0.9335 -0.8300
 -0.6659
 -4.1470 -3.9185 -3.7074 -3.4627 -3.2738 -3.1030 -2.9602 -2.8406 -2.7684 -2.6515
 -2.5186 -2.3716 -2.2242 -2.0638 -1.9031 -1.5229 -1.2375 -1.0324 -0.8830 -0.7710
 -0.6807 -0.6042 -0.5365
 -3.7649 -3.5919 -3.4230 -3.2370 -3.0647 -2.8981 -2.7449 -2.6084 -2.4875 -2.3755
 -2.2621 -2.1406 -2.0151 -1.8860 -1.7551 -1.4440 -1.1964 -1.0174 -0.8856 -0.7836
 -0.7002 -0.6287 -0.5649 -0.5078 -0.4567
 -3.3974 -3.2694 -3.1378 -2.9986 -2.8518 -2.7020 -2.5544 -2.4159 -2.2897 -2.1752
 -2.0687 -1.9647 -1.8576 -1.7503 -1.6401 -1.3811 -1.1647 -1.0055 -0.8880 -0.7957
 -0.7193 -0.6531 -0.5936 -0.5390 -0.4887 -0.4431
 -3.0444 -2.9510 -2.8518 -2.7475 -2.6352 -2.5147 -2.3887 -2.2631 -2.1432 -2.0320
 -1.9297 -1.8342 -1.7422 -1.6514 -1.5581 -1.3342 -1.1424 -0.9967 -0.8902 -0.8073
 -0.7380 -0.6774 -0.6225 -0.5715 -0.5236 -0.4790 -0.4384 -0.4044 -0.3801 -0.3690
 -2.7058 -2.6367 -2.5650 -2.4911 -2.4120 -2.3247 -2.2289 -2.1271 -2.0236 -1.9230
 -1.8281 -1.7393 -1.6561 -1.5764 -1.4975 -1.3022 -1.1291 -0.9911 -0.8903 -0.8147
 -0.7529 -0.6989 -0.6495 -0.6032 -0.5591 -0.5169 -0.4767 -0.4413 -0.4136 -0.3963
 -0.3923
 -2.3955 -2.3439 -2.2929 -2.2426 -2.1900 -2.1325 -2.0676 -1.9943 -1.9140 -1.8305
 -1.7473 -1.6672 -1.5912 -1.5192 -1.4493 -1.2787 -1.1205 -0.9893 -0.8895 -0.8171
 -0.7614 -0.7144 -0.6718 -0.6315 -0.5925 -0.5545 -0.5182 -0.4830 -0.4524 -0.4305
 -0.4199
 -2.1157 -2.0793 -2.0451 -2.0129 -1.9803 -1.9456 -1.9060 -1.8593 -1.8042 -1.7415
 -1.6741 -1.6054 -1.5377 -1.4722 -1.4089 -1.2567 -1.1117 -0.9869 -0.8887 -0.8157
 -0.7627 -0.7216 -0.6862 -0.6531 -0.6207 -0.5884 -0.5566 -0.5257 -0.4968 -0.4727
 -0.4536
 -1.8671 -1.8456 -1.8251 -1.8055 -1.7874 -1.7687 -1.7476 -1.7222 -1.6901 -1.6493
 -1.6008 -1.5470 -1.4902 -1.4324 -1.3750 -1.2357 -1.1043 -0.9852 -0.8888 -0.8149
 -0.7611 -0.7225 -0.6928 -0.6669 -0.6420 -0.6168 -0.5913 -0.5656 -0.5404 -0.5168
 -0.4944
 -1.6620 -1.6428 -1.6288 -1.6196 -1.6123 -1.6046 -1.5967 -1.5862 -1.5713 -1.5480
 -1.5169 -1.4796 -1.4375 -1.3918 -1.3437 -1.2184 -1.0950 -0.9822 -0.8875 -0.8138
 -0.7588 -0.7197 -0.6923 -0.6719 -0.6542 -0.6367 -0.6186 -0.5997 -0.5801 -0.5607
 -0.5424
 -1.5005 -1.4708 -1.4562 -1.4552 -1.4550 -1.4533 -1.4548 -1.4548 -1.4516 -1.4425
 -1.4273 -1.4064 -1.3804 -1.3504 -1.3149 -1.2048 -1.0838 -0.9779 -0.8848
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  g   
 -4.4217 -4.0564 -3.8134 -3.6897 -3.6884 -4.1089 -3.8335 -3.5700 -3.3605 -3.1867
 -2.9495 -2.7102 -2.5875 -2.5094 -2.3746 -1.8589
 -4.2748 -3.9167 -3.6576 -3.4908 -3.4157 -3.5803 -3.4131 -3.2403 -3.0808 -2.9297
 -2.7512 -2.5690 -2.4274 -2.3015 -2.1524 -1.7144 -1.3605 -1.1003 -0.9108
 -4.1191 -3.7757 -3.5110 -3.3158 -3.1867 -3.1710 -3.0651 -2.9493 -2.8251 -2.6937
 -2.5564 -2.4140 -2.2674 -2.1175 -1.9649 -1.5920 -1.2887 -1.0608 -0.8935 -0.7672
 -0.6671
 -3.9546 -3.6334 -3.3736 -3.1647 -3.0015 -2.8810 -2.7895 -2.6971 -2.5935 -2.4789
 -2.3650 -2.2450 -2.1075 -1.9575 -1.8121 -1.4917 -1.2311 -1.0316 -0.8835 -0.7700
 -0.6786 -0.6016 -0.5326
 -3.7813 -3.4898 -3.2454 -3.0375 -2.8601 -2.7103 -2.5863 -2.4837 -2.3859 -2.2852
 -2.1771 -2.0621 -1.9476 -1.8214 -1.6940 -1.4135 -1.1877 -1.0127 -0.8809 -0.7783
 -0.6944 -0.6226 -0.5592 -0.5023 -0.4515
 -3.5992 -3.3449 -3.1264 -2.9342 -2.7625 -2.6088 -2.4718 -2.3511 -2.2439 -2.1450
 -2.0446 -1.9376 -1.8318 -1.7219 -1.6080 -1.3561 -1.1555 -1.0000 -0.8821 -0.7893
 -0.7125 -0.6460 -0.5865 -0.5323 -0.4825 -0.4372
 -3.4026 -3.1864 -2.9985 -2.8294 -2.6737 -2.5286 -2.3934 -2.2683 -2.1539 -2.0484
 -1.9482 -1.8494 -1.7498 -1.6540 -1.5520 -1.3180 -1.1330 -0.9905 -0.8834 -0.7998
 -0.7302 -0.6693 -0.6145 -0.5638 -0.5165 -0.4727 -0.4329 -0.3995 -0.3756 -0.3649
 -3.2015 -3.0181 -2.8588 -2.7149 -2.5794 -2.4499 -2.3249 -2.2052 -2.0914 -1.9847
 -1.8841 -1.7877 -1.6933 -1.6032 -1.5123 -1.2966 -1.1197 -0.9839 -0.8829 -0.8066
 -0.7444 -0.6901 -0.6409 -0.5950 -0.5514 -0.5100 -0.4717 -0.4367 -0.4088 -0.3919
 -0.3883
 -2.9093 -2.8201 -2.7134 -2.5910 -2.4758 -2.3642 -2.2537 -2.1448 -2.0384 -1.9354
 -1.8367 -1.7429 -1.6526 -1.5656 -1.4814 -1.2823 -1.1138 -0.9807 -0.8792 -0.8085
 -0.7496 -0.7054 -0.6627 -0.6228 -0.5844 -0.5471 -0.5115 -0.4806 -0.4546 -0.4331
 -0.4158
 -2.7891 -2.6648 -2.5563 -2.4623 -2.3632 -2.2679 -2.1732 -2.0780 -1.9824 -1.8874
 -1.7941 -1.7040 -1.6176 -1.5346 -1.4547 -1.2678 -1.1078 -0.9787 -0.8794 -0.8066
 -0.7537 -0.7125 -0.6772 -0.6443 -0.6124 -0.5807 -0.5497 -0.5195 -0.4913 -0.4668
 -0.4493
 -2.6357 -2.5243 -2.4252 -2.3371 -2.2494 -2.1657 -2.0848 -2.0034 -1.9207 -1.8368
 -1.7522 -1.6684 -1.5868 -1.5082 -1.4326 -1.2557 -1.1032 -0.9775 -0.8792 -0.8052
 -0.7519 -0.7135 -0.6839 -0.6583 -0.6338 -0.6091 -0.5843 -0.5593 -0.5347 -0.5117
 -0.4899
 -2.4926 -2.3989 -2.3090 -2.2227 -2.1461 -2.0757 -2.0067 -1.9188 -1.8486 -1.7767
 -1.7031 -1.6285 -1.5539 -1.4807 -1.4097 -1.2434 -1.0971 -0.9753 -0.8781 -0.8038
 -0.7493 -0.7107 -0.6838 -0.6636 -0.6463 -0.6292 -0.6117 -0.5934 -0.5744 -0.5555
 -0.5379
 -2.3597 -2.2884 -2.2079 -2.1191 -2.0532 -1.9978 -1.9085 -1.8478 -1.7860 -1.7055
 -1.6433 -1.5795 -1.5143 -1.4486 -1.3860 -1.2309 -1.0895 -0.9721 -0.8761
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  g   
 -5.2634 -5.0353 -4.8897 -4.5958 -4.1509 -3.7841 -3.6510 -3.6288 -3.5377 -3.3344
