 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.2535 -0.2383 -0.2253 -0.2146 -0.2054 -0.1871 -0.1740 -0.1675 -0.1758 -0.2017
 -0.2376 -0.2760 -0.3134 -0.3496 -0.3850 -0.4200 -0.4551 -0.4906 -0.5274 -0.5666
 -0.6107
 -0.3150 -0.3114 -0.3101 -0.3091 -0.3065 -0.3010 -0.2916 -0.2784 -0.2625 -0.2454
 -0.2289 -0.2145 -0.2023 -0.1919 -0.1828 -0.1645 -0.1548 -0.1539 -0.1639 -0.1890
 -0.2262 -0.2685 -0.3110 -0.3522 -0.3915 -0.4295 -0.4667 -0.5035 -0.5403 -0.5781
 -0.6176
 -0.2156 -0.2166 -0.2198 -0.2252 -0.2304 -0.2337 -0.2336 -0.2296 -0.2220 -0.2115
 -0.1995 -0.1875 -0.1770 -0.1682 -0.1609 -0.1458 -0.1372 -0.1391 -0.1512 -0.1755
 -0.2119 -0.2555 -0.3018 -0.3479 -0.3922 -0.4345 -0.4751 -0.5144 -0.5528 -0.5910
 -0.6299
 -0.1210 -0.1238 -0.1294 -0.1375 -0.1472 -0.1568 -0.1643 -0.1687 -0.1696 -0.1673
 -0.1621 -0.1553 -0.1507 -0.1430 -0.1397 -0.1310 -0.1212 -0.1231 -0.1377
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.9972 -0.9355 -0.8902 -0.8560 -0.8273 -0.7977 -0.7619 -0.7168 -0.6656 -0.6098
 -0.5490 -0.4849 -0.4207 -0.3619 -0.3091 -0.2036 -0.1352 -0.1024 -0.1008
 -0.9077 -0.8360 -0.7834 -0.7458 -0.7179 -0.6943 -0.6700 -0.6406 -0.6064 -0.5675
 -0.5223 -0.4705 -0.4148 -0.3615 -0.3132 -0.2169 -0.1547 -0.1258 -0.1236 -0.1366
 -0.8281 -0.7484 -0.7033 -0.6709 -0.6421 -0.6188 -0.5987 -0.5779 -0.5546 -0.5279
 -0.4962 -0.4572 -0.4109 -0.3630 -0.3185 -0.2295 -0.1720 -0.1446 -0.1425 -0.1556
 -0.1765
 -0.8160 -0.7147 -0.6372 -0.5843 -0.5573 -0.5514 -0.5454 -0.5316 -0.5128 -0.4915
 -0.4676 -0.4398 -0.4045 -0.3633 -0.3226 -0.2399 -0.1863 -0.1601 -0.1578 -0.1711
 -0.1920 -0.2173
 -0.8165 -0.7144 -0.6293 -0.5616 -0.5104 -0.4770 -0.4619 -0.4606 -0.4648 -0.4582
 -0.4409 -0.4182 -0.3919 -0.3594 -0.3235 -0.2469 -0.1966 -0.1716 -0.1695 -0.1834
 -0.2053 -0.2308 -0.2590 -0.2901
 -0.8076 -0.7127 -0.6302 -0.5604 -0.5030 -0.4576 -0.4236 -0.4003 -0.3884 -0.3890
 -0.3921 -0.3869 -0.3715 -0.3482 -0.3192 -0.2497 -0.2025 -0.1789 -0.1772 -0.1921
 -0.2158 -0.2427 -0.2715 -0.3023 -0.3351 -0.3696 -0.4076 -0.4507 -0.4989 -0.5480
 -0.7785 -0.6964 -0.6225 -0.5575 -0.5011 -0.4526 -0.4121 -0.3796 -0.3548 -0.3370
 -0.3273 -0.3256 -0.3250 -0.3186 -0.3037 -0.2476 -0.2039 -0.1817 -0.1803 -0.1964
 -0.2226 -0.2520 -0.2826 -0.3143 -0.3471 -0.3814 -0.4177 -0.4566 -0.4997 -0.5492
 -0.6008
 -0.7258 -0.6592 -0.5979 -0.5422 -0.4919 -0.4464 -0.4056 -0.3697 -0.3393 -0.3144
 -0.2945 -0.2798 -0.2718 -0.2685 -0.2642 -0.2372 -0.2007 -0.1801 -0.1790 -0.1956
 -0.2242 -0.2573 -0.2909 -0.3247 -0.3587 -0.3933 -0.4291 -0.4663 -0.5057 -0.5500
 -0.6012
 -0.6517 -0.6002 -0.5526 -0.5085 -0.4677 -0.4293 -0.3930 -0.3588 -0.3274 -0.2997
 -0.2758 -0.2560 -0.2403 -0.2294 -0.2225 -0.2088 -0.1904 -0.1741 -0.1736 -0.1902
 -0.2206 -0.2575 -0.2954 -0.3326 -0.3691 -0.4054 -0.4419 -0.4789 -0.5172 -0.5585
 -0.6029
 -0.5664 -0.5270 -0.4909 -0.4581 -0.4276 -0.3984 -0.3696 -0.3408 -0.3126 -0.2858
 -0.2611 -0.2396 -0.2213 -0.2064 -0.1949 -0.1783 -0.1693 -0.1632 -0.1648 -0.1808
 -0.2111 -0.2505 -0.2928 -0.3345 -0.3749 -0.4141 -0.4526 -0.4907 -0.5290 -0.5683
 -0.6091
 -0.4778 -0.4460 -0.4179 -0.3937 -0.3723 -0.3521 -0.3319 -0.3108 -0.2887 -0.2661
 -0.2439 -0.2231 -0.2046 -0.1888 -0.1758 -0.1547 -0.1464 -0.1464 -0.1529 -0.1692
 -0.1985 -0.2385 -0.2837 -0.3300 -0.3751 -0.4183 -0.4602 -0.5008 -0.5406 -0.5802
 -0.6204
 -0.3902 -0.3632 -0.3404 -0.3214 -0.3060 -0.2931 -0.2808 -0.2676 -0.2530 -0.2369
 -0.2197 -0.2023 -0.1857 -0.1701 -0.1652 -0.1380 -0.1217 -0.1237 -0.1379
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.3143 -1.2364 -1.1719 -1.1140 -1.0578 -0.9934 -0.9110 -0.8105 -0.7150 -0.6283
 -0.5498 -0.4788 -0.4144 -0.3579 -0.3082 -0.2085 -0.1387 -0.0987 -0.0880
 -1.1818 -1.0964 -1.0295 -0.9746 -0.9256 -0.8752 -0.8124 -0.7387 -0.6664 -0.5977
 -0.5321 -0.4695 -0.4112 -0.3587 -0.3122 -0.2196 -0.1559 -0.1200 -0.1104 -0.1201
 -1.0868 -0.9948 -0.9227 -0.8662 -0.8197 -0.7777 -0.7314 -0.6773 -0.6223 -0.5685
 -0.5152 -0.4618 -0.4092 -0.3602 -0.3163 -0.2294 -0.1705 -0.1373 -0.1281 -0.1373
 -0.1576
 -0.9827 -0.8891 -0.8272 -0.7789 -0.7356 -0.6974 -0.6608 -0.6208 -0.5789 -0.5369
 -0.4947 -0.4511 -0.4059 -0.3610 -0.3196 -0.2373 -0.1821 -0.1511 -0.1423 -0.1512
 -0.1714 -0.1972
 -0.9486 -0.8267 -0.7351 -0.6707 -0.6308 -0.6101 -0.5930 -0.5686 -0.5379 -0.5046
 -0.4703 -0.4351 -0.3981 -0.3591 -0.3207 -0.2427 -0.1906 -0.1614 -0.1533 -0.1621
 -0.1826 -0.2088 -0.2383 -0.2707
 -0.9432 -0.8180 -0.7140 -0.6309 -0.5678 -0.5228 -0.4937 -0.4789 -0.4736 -0.4635
 -0.4430 -0.4153 -0.3848 -0.3525 -0.3186 -0.2452 -0.1959 -0.1685 -0.1610 -0.1701
 -0.1911 -0.2185 -0.2487 -0.2810 -0.3156 -0.3527 -0.3928 -0.4376 -0.4871 -0.5363
 -0.9408 -0.8175 -0.7114 -0.6226 -0.5505 -0.4936 -0.4499 -0.4172 -0.3944 -0.3828
 -0.3800 -0.3755 -0.3616 -0.3389 -0.3115 -0.2446 -0.1981 -0.1723 -0.1655 -0.1750
 -0.1967 -0.2257 -0.2576 -0.2909 -0.3256 -0.3620 -0.4004 -0.4417 -0.4870 -0.5374
 -0.5888
 -0.9262 -0.8115 -0.7097 -0.6216 -0.5473 -0.4858 -0.4355 -0.3950 -0.3626 -0.3373
 -0.3190 -0.3092 -0.3058 -0.3012 -0.2905 -0.2402 -0.1970 -0.1728 -0.1665 -0.1762
 -0.1987 -0.2296 -0.2639 -0.2993 -0.3353 -0.3720 -0.4101 -0.4497 -0.4916 -0.5376
 -0.5894
 -0.8901 -0.7882 -0.6957 -0.6136 -0.5424 -0.4816 -0.4297 -0.3856 -0.3485 -0.3175
 -0.2918 -0.2714 -0.2568 -0.2486 -0.2441 -0.2251 -0.1916 -0.1696 -0.1641 -0.1739
 -0.1969 -0.2295 -0.2670 -0.3056 -0.3440 -0.3824 -0.4212 -0.4605 -0.5012 -0.5446
 -0.5908
 -0.8346 -0.7476 -0.6660 -0.5933 -0.5287 -0.4721 -0.4228 -0.3793 -0.3411 -0.3075
 -0.2783 -0.2535 -0.2329 -0.2167 -0.2055 -0.1922 -0.1789 -0.1630 -0.1584 -0.1679
 -0.1906 -0.2241 -0.2642 -0.3065 -0.3485 -0.3896 -0.4303 -0.4706 -0.5113 -0.5529
 -0.5964
 -0.7660 -0.6910 -0.6202 -0.5569 -0.5004 -0.4506 -0.4065 -0.3670 -0.3311 -0.2984
 -0.2686 -0.2421 -0.2190 -0.1994 -0.1836 -0.1612 -0.1540 -0.1501 -0.1495 -0.1592
 -0.1812 -0.2145 -0.2562 -0.3019 -0.3479 -0.3928 -0.4365 -0.4792 -0.5212 -0.5632
 -0.6056
 -0.6913 -0.6262 -0.5646 -0.5085 -0.4587 -0.4156 -0.3778 -0.3439 -0.3128 -0.2838
 -0.2564 -0.2309 -0.2075 -0.1869 -0.1784 -0.1321 -0.1169 -0.1309 -0.1374
 [Fe/H] = -0.75 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.5240 -1.4404 -1.3669 -1.2958 -1.2221 -1.1332 -1.0170 -0.8753 -0.7467 -0.6392
 -0.5497 -0.4746 -0.4104 -0.3545 -0.3058 -0.2090 -0.1399 -0.0972 -0.0810
 -1.3655 -1.2748 -1.2006 -1.1356 -1.0731 -1.0040 -0.9132 -0.8060 -0.7044 -0.6151
 -0.5366 -0.4679 -0.4076 -0.3551 -0.3093 -0.2186 -0.1551 -0.1174 -0.1034 -0.1103
 -1.2517 -1.1517 -1.0721 -1.0069 -0.9503 -0.8949 -0.8275 -0.7467 -0.6665 -0.5926
 -0.5249 -0.4630 -0.4067 -0.3566 -0.3127 -0.2267 -0.1678 -0.1328 -0.1205 -0.1269
 -0.1461
 -1.1429 -1.0506 -0.9713 -0.9049 -0.8494 -0.8002 -0.7495 -0.6894 -0.6269 -0.5669
 -0.5101 -0.4562 -0.4049 -0.3577 -0.3156 -0.2333 -0.1779 -0.1453 -0.1341 -0.1403
 -0.1591 -0.1849
 -1.0685 -0.9534 -0.8485 -0.7933 -0.7540 -0.7168 -0.6774 -0.6331 -0.5850 -0.5369
 -0.4902 -0.4448 -0.4001 -0.3568 -0.3169 -0.2379 -0.1854 -0.1549 -0.1446 -0.1508
 -0.1695 -0.1955 -0.2253 -0.2584
 -1.0302 -0.8894 -0.7824 -0.7002 -0.6403 -0.6001 -0.5768 -0.5591 -0.5352 -0.5029
 -0.4661 -0.4282 -0.3903 -0.3525 -0.3157 -0.2402 -0.1902 -0.1615 -0.1521 -0.1587
 -0.1774 -0.2040 -0.2345 -0.2675 -0.3030 -0.3409 -0.3824 -0.4287 -0.4790 -0.5286
 -1.0168 -0.8802 -0.7647 -0.6698 -0.5947 -0.5369 -0.4935 -0.4618 -0.4415 -0.4307
 -0.4203 -0.4016 -0.3743 -0.3431 -0.3110 -0.2401 -0.1924 -0.1653 -0.1567 -0.1636
 -0.1827 -0.2102 -0.2421 -0.2762 -0.3118 -0.3493 -0.3892 -0.4317 -0.4783 -0.5295
 -0.5807
 -1.0137 -0.8794 -0.7626 -0.6634 -0.5811 -0.5145 -0.4617 -0.4198 -0.3866 -0.3613
 -0.3446 -0.3363 -0.3300 -0.3181 -0.2982 -0.2370 -0.1917 -0.1663 -0.1582 -0.1653
 -0.1848 -0.2134 -0.2474 -0.2833 -0.3203 -0.3582 -0.3975 -0.4385 -0.4818 -0.5291
 -0.5814
 -0.9974 -0.8709 -0.7587 -0.6606 -0.5770 -0.5071 -0.4495 -0.4020 -0.3631 -0.3312
 -0.3050 -0.2847 -0.2713 -0.2640 -0.2582 -0.2277 -0.1875 -0.1639 -0.1566 -0.1640
 -0.1839 -0.2136 -0.2497 -0.2885 -0.3278 -0.3673 -0.4074 -0.4482 -0.4903 -0.5346
 -0.5824
 -0.9626 -0.8497 -0.7452 -0.6529 -0.5722 -0.5031 -0.4447 -0.3950 -0.3530 -0.3174
 -0.2871 -0.2615 -0.2404 -0.2244 -0.2137 -0.1993 -0.1790 -0.1585 -0.1521 -0.1593
 -0.1790 -0.2092 -0.2471 -0.2889 -0.3314 -0.3736 -0.4154 -0.4571 -0.4992 -0.5422
 -0.5871
 -0.9101 -0.8103 -0.7174 -0.6322 -0.5575 -0.4923 -0.4363 -0.3879 -0.3459 -0.3092
 -0.2769 -0.2488 -0.2246 -0.2042 -0.1878 -0.1655 -0.1568 -0.1487 -0.1445 -0.1519
 -0.1712 -0.2013 -0.2401 -0.2844 -0.3304 -0.3760 -0.4208 -0.4646 -0.5080 -0.5513
 -0.5952
 -0.8463 -0.7592 -0.6762 -0.5987 -0.5302 -0.4704 -0.4187 -0.3738 -0.3344 -0.2993
 -0.2677 -0.2393 -0.2139 -0.1918 -0.1805 -0.1263 -0.1209 -0.1345 -0.1338
 [Fe/H] = -0.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.7572 -1.6744 -1.5964 -1.5148 -1.4222 -1.3036 -1.1442 -0.9501 -0.7809 -0.6496
 -0.5497 -0.4701 -0.4047 -0.3495 -0.3020 -0.2073 -0.1396 -0.0953 -0.0750
 -1.5719 -1.4811 -1.4032 -1.3300 -1.2535 -1.1617 -1.0363 -0.8860 -0.7468 -0.6323
 -0.5403 -0.4653 -0.4028 -0.3500 -0.3045 -0.2154 -0.1526 -0.1129 -0.0961 -0.0996
 -1.4341 -1.3318 -1.2483 -1.1770 -1.1104 -1.0389 -0.9458 -0.8304 -0.7171 -0.6177
 -0.5339 -0.4631 -0.4030 -0.3515 -0.3074 -0.2221 -0.1632 -0.1269 -0.1122 -0.1157
 -0.1332
 -1.3275 -1.2181 -1.1278 -1.0531 -0.9889 -0.9289 -0.8608 -0.7743 -0.6838 -0.5998
 -0.5255 -0.4603 -0.4030 -0.3532 -0.3100 -0.2275 -0.1718 -0.1380 -0.1248 -0.1285
 -0.1454 -0.1708
 -1.1884 -1.0885 -1.0130 -0.9474 -0.8873 -0.8323 -0.7784 -0.7150 -0.6447 -0.5758
 -0.5121 -0.4540 -0.4011 -0.3536 -0.3117 -0.2314 -0.1784 -0.1466 -0.1345 -0.1386
 -0.1551 -0.1803 -0.2104 -0.2441
 -1.1170 -0.9855 -0.8840 -0.8099 -0.7589 -0.7233 -0.6904 -0.6496 -0.5992 -0.5452
 -0.4923 -0.4424 -0.3954 -0.3516 -0.3116 -0.2336 -0.1828 -0.1528 -0.1416 -0.1460
 -0.1625 -0.1878 -0.2183 -0.2519 -0.2882 -0.3275 -0.3705 -0.4180 -0.4693 -0.5194
 -1.0966 -0.9528 -0.8337 -0.7382 -0.6647 -0.6094 -0.5689 -0.5400 -0.5173 -0.4931
 -0.4615 -0.4239 -0.3844 -0.3456 -0.3089 -0.2338 -0.1848 -0.1566 -0.1461 -0.1508
 -0.1676 -0.1932 -0.2246 -0.2591 -0.2957 -0.3343 -0.3753 -0.4195 -0.4678 -0.5199
 -0.5714
 -1.0937 -0.9462 -0.8199 -0.7141 -0.6281 -0.5597 -0.5060 -0.4631 -0.4288 -0.4031
 -0.3862 -0.3732 -0.3560 -0.3313 -0.3016 -0.2317 -0.1844 -0.1578 -0.1479 -0.1528
 -0.1699 -0.1961 -0.2288 -0.2649 -0.3027 -0.3418 -0.3825 -0.4250 -0.4700 -0.5187
 -0.5718
 -1.0909 -0.9446 -0.8176 -0.7081 -0.6160 -0.5401 -0.4786 -0.4288 -0.3880 -0.3542
 -0.3268 -0.3065 -0.2935 -0.2843 -0.2731 -0.2258 -0.1810 -0.1559 -0.1470 -0.1522
 -0.1696 -0.1966 -0.2308 -0.2691 -0.3090 -0.3496 -0.3910 -0.4333 -0.4770 -0.5229
 -0.5722
 -1.0771 -0.9401 -0.8157 -0.7073 -0.6136 -0.5346 -0.4690 -0.4146 -0.3697 -0.3321
 -0.3003 -0.2736 -0.2520 -0.2360 -0.2254 -0.2056 -0.1750 -0.1514 -0.1433 -0.1486
 -0.1659 -0.1933 -0.2286 -0.2691 -0.3117 -0.3546 -0.3977 -0.4408 -0.4844 -0.5291
 -0.5756
 -1.0454 -0.9198 -0.8051 -0.7001 -0.6089 -0.5304 -0.4638 -0.4078 -0.3607 -0.3207
 -0.2864 -0.2571 -0.2318 -0.2107 -0.1938 -0.1708 -0.1581 -0.1436 -0.1368 -0.1424
 -0.1594 -0.1869 -0.2228 -0.2650 -0.3103 -0.3562 -0.4019 -0.4470 -0.4918 -0.5368
 -0.5823
 -0.9974 -0.8853 -0.7799 -0.6831 -0.5955 -0.5199 -0.4550 -0.3998 -0.3528 -0.3125
 -0.2773 -0.2467 -0.2199 -0.1966 -0.1783 -0.1214 -0.1303 -0.1325 -0.1275
 [Fe/H] = -0.25 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.9966 -1.9240 -1.8509 -1.7661 -1.6574 -1.5063 -1.2958 -1.0384 -0.8236 -0.6678
 -0.5557 -0.4710 -0.4038 -0.3484 -0.3011 -0.2081 -0.1412 -0.0957 -0.0718
 -1.7896 -1.7072 -1.6329 -1.5569 -1.4685 -1.3524 -1.1867 -0.9833 -0.7988 -0.6559
 -0.5495 -0.4677 -0.4024 -0.3487 -0.3032 -0.2150 -0.1525 -0.1113 -0.0913 -0.0908
 -1.6274 -1.5309 -1.4501 -1.3772 -1.3028 -1.2143 -1.0917 -0.9339 -0.7786 -0.6489
 -0.5474 -0.4677 -0.4034 -0.3503 -0.3056 -0.2204 -0.1614 -0.1236 -0.1062 -0.1067
 -0.1216
 -1.5050 -1.3944 -1.3032 -1.2265 -1.1573 -1.0867 -0.9988 -0.8803 -0.7539 -0.6397
 -0.5451 -0.4682 -0.4050 -0.3523 -0.3080 -0.2248 -0.1687 -0.1334 -0.1179 -0.1191
 -0.1335 -0.1575
 -1.3805 -1.2775 -1.1850 -1.1047 -1.0347 -0.9708 -0.9046 -0.8192 -0.7202 -0.6238
 -0.5388 -0.4666 -0.4056 -0.3538 -0.3099 -0.2280 -0.1743 -0.1411 -0.1268 -0.1287
 -0.1429 -0.1664 -0.1960 -0.2295
 -1.2360 -1.1187 -1.0335 -0.9712 -0.9181 -0.8656 -0.8117 -0.7506 -0.6765 -0.5988
 -0.5257 -0.4607 -0.4036 -0.3538 -0.3107 -0.2298 -0.1781 -0.1468 -0.1334 -0.1358
 -0.1501 -0.1734 -0.2030 -0.2366 -0.2732 -0.3131 -0.3569 -0.4058 -0.4578 -0.5084
 -1.1835 -1.0405 -0.9254 -0.8370 -0.7712 -0.7234 -0.6883 -0.6554 -0.6133 -0.5606
 -0.5036 -0.4484 -0.3973 -0.3510 -0.3096 -0.2300 -0.1798 -0.1503 -0.1379 -0.1406
 -0.1551 -0.1785 -0.2085 -0.2427 -0.2795 -0.3187 -0.3605 -0.4059 -0.4555 -0.5084
 -0.5602
 -1.1699 -1.0163 -0.8866 -0.7801 -0.6953 -0.6291 -0.5773 -0.5357 -0.5015 -0.4732
 -0.4467 -0.4169 -0.3814 -0.3431 -0.3057 -0.2286 -0.1794 -0.1515 -0.1400 -0.1428
 -0.1577 -0.1816 -0.2122 -0.2475 -0.2853 -0.3248 -0.3664 -0.4099 -0.4562 -0.5064
 -0.5603
 -1.1690 -1.0121 -0.8760 -0.7604 -0.6643 -0.5864 -0.5238 -0.4730 -0.4302 -0.3939
 -0.3646 -0.3431 -0.3270 -0.3105 -0.2892 -0.2243 -0.1762 -0.1497 -0.1394 -0.1427
 -0.1579 -0.1826 -0.2142 -0.2509 -0.2904 -0.3313 -0.3735 -0.4169 -0.4618 -0.5091
 -0.5599
 -1.1717 -1.0158 -0.8780 -0.7585 -0.6565 -0.5713 -0.5013 -0.4440 -0.3967 -0.3567
 -0.3226 -0.2940 -0.2715 -0.2553 -0.2434 -0.2121 -0.1712 -0.1456 -0.1362 -0.1398
 -0.1551 -0.1802 -0.2128 -0.2509 -0.2923 -0.3351 -0.3788 -0.4229 -0.4678 -0.5139
 -0.5619
 -1.1619 -1.0136 -0.8793 -0.7595 -0.6558 -0.5672 -0.4930 -0.4314 -0.3803 -0.3376
 -0.3012 -0.2701 -0.2434 -0.2213 -0.2041 -0.1792 -0.1597 -0.1387 -0.1303 -0.1344
 -0.1497 -0.1749 -0.2081 -0.2474 -0.2907 -0.3359 -0.3818 -0.4277 -0.4737 -0.5200
 -0.5671
 -1.1346 -0.9982 -0.8712 -0.7563 -0.6530 -0.5642 -0.4884 -0.4248 -0.3716 -0.3269
 -0.2888 -0.2562 -0.2280 -0.2036 -0.1713 -0.1256 -0.1417 -0.1290 -0.1217
 [Fe/H] =  0.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -2.2131 -2.1590 -2.1003 -2.0223 -1.9041 -1.7108 -1.4361 -1.1129 -0.8569 -0.6757
 -0.5512 -0.4610 -0.3916 -0.3349 -0.2880 -0.1967 -0.1320 -0.0877 -0.0621
 -1.9963 -1.9304 -1.8681 -1.7972 -1.7011 -1.5588 -1.3425 -1.0760 -0.8429 -0.6702
 -0.5486 -0.4598 -0.3913 -0.3361 -0.2901 -0.2027 -0.1414 -0.1003 -0.0788 -0.0757
 -1.8162 -1.7338 -1.6632 -1.5947 -1.5157 -1.4094 -1.2506 -1.0405 -0.8361 -0.6723
 -0.5518 -0.4627 -0.3939 -0.3386 -0.2929 -0.2074 -0.1487 -0.1105 -0.0916 -0.0902
 -0.1033
