 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  g   
 -2.6686 -0.8317  0.5218 -0.2915 -3.2756 -8.0851 -6.6918 -4.4975 -3.3012 -3.2825
 -3.1299 -3.0019 -3.4070 -3.8907 -3.9574 -3.3191
 -5.5034 -4.5681 -3.6727 -3.7158 -4.6956 -6.7919 -6.1540 -5.1157 -4.3704 -4.0757
 -3.8139 -3.6549 -3.7521 -3.8922 -3.8418 -3.2758 -2.9100 -2.6858 -2.6324
 -6.4899 -6.0925 -5.5795 -5.2719 -5.1959 -5.6339 -5.4142 -5.0688 -4.6993 -4.3731
 -4.1194 -3.9558 -3.8710 -3.7986 -3.6745 -3.2013 -2.8602 -2.6523 -2.5393 -2.4440
 -2.2895
 -5.6281 -5.4049 -5.1986 -4.9598 -4.7764 -4.6111 -4.4724 -4.3568 -4.2877 -4.1746
 -4.0464 -3.9048 -3.7636 -3.6099 -3.4555 -3.0956 -2.8260 -2.6333 -2.4938 -2.3892
 -2.3063 -2.2359 -2.1736
 -5.2488 -5.0808 -4.9170 -4.7370 -4.5709 -4.4106 -4.2633 -4.1323 -4.0162 -3.9088
 -3.8000 -3.6836 -3.5637 -3.4406 -3.3158 -3.0212 -2.7887 -2.6212 -2.4983 -2.4033
 -2.3261 -2.2601 -2.2014 -2.1490 -2.1027
 -4.8851 -4.7619 -4.6355 -4.5022 -4.3618 -4.2187 -4.0780 -3.9460 -3.8257 -3.7165
 -3.6150 -3.5159 -3.4140 -3.3121 -3.2074 -2.9622 -2.7596 -2.6112 -2.5019 -2.4162
 -2.3453 -2.2841 -2.2293 -2.1792 -2.1332 -2.0919
 -4.5370 -4.4482 -4.3541 -4.2554 -4.1492 -4.0354 -3.9165 -3.7979 -3.6847 -3.5793
 -3.4824 -3.3919 -3.3046 -3.2186 -3.1303 -2.9186 -2.7387 -2.6033 -2.5046 -2.4279
 -2.3639 -2.3079 -2.2574 -2.2105 -2.1667 -2.1260 -2.0892 -2.0593 -2.0393 -2.0316
 -4.2046 -4.1397 -4.0728 -4.0042 -3.9307 -3.8497 -3.7606 -3.6658 -3.5690 -3.4747
 -3.3855 -3.3017 -3.2230 -3.1477 -3.0731 -2.8887 -2.7260 -2.5977 -2.5046 -2.4351
