 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -3.0169 -2.2789 -1.8692 -1.7813 -2.0354 -2.4270 -2.8620 -2.7246 -2.5897 -2.4449
 -2.2917 -2.1744 -2.0043 -1.8340 -1.6733 -1.3212 -1.0113 -0.7757 -0.5783
 -3.5595 -3.2204 -2.9742 -2.8116 -2.7054 -2.6080 -2.5038 -2.3968 -2.2899 -2.1811
 -2.0596 -1.9206 -1.7710 -1.6240 -1.4855 -1.1760 -0.9191 -0.7154 -0.5616 -0.4436
 -3.3499 -3.0314 -2.7799 -2.5844 -2.4376 -2.3352 -2.2640 -2.1887 -2.0934 -1.9839
 -1.8734 -1.7574 -1.6279 -1.4953 -1.3701 -1.0966 -0.8696 -0.6878 -0.5490 -0.4417
 -0.3558
 -3.1878 -2.9011 -2.6649 -2.4695 -2.3085 -2.1781 -2.0738 -1.9915 -1.9195 -1.8348
 -1.7318 -1.6260 -1.5146 -1.3969 -1.2826 -1.0339 -0.8315 -0.6686 -0.5427 -0.4447
 -0.3656 -0.2992
 -3.0330 -2.7828 -2.5702 -2.3866 -2.2270 -2.0893 -1.9714 -1.8701 -1.7811 -1.6999
 -1.6165 -1.5237 -1.4262 -1.3216 -1.2176 -0.9878 -0.8028 -0.6550 -0.5402 -0.4505
 -0.3777 -0.3162 -0.2626 -0.2140
 -2.8774 -2.6619 -2.4756 -2.3098 -2.1601 -2.0249 -1.9038 -1.7960 -1.6993 -1.6100
 -1.5247 -1.4400 -1.3551 -1.2645 -1.1707 -0.9554 -0.7822 -0.6448 -0.5387 -0.4563
 -0.3898 -0.3335 -0.2842 -0.2399 -0.1974 -0.1583 -0.1246 -0.0981 -0.0802 -0.0716
 -2.7285 -2.5386 -2.3764 -2.2299 -2.0942 -1.9675 -1.8497 -1.7414 -1.6425 -1.5513
 -1.4649 -1.3810 -1.2991 -1.2176 -1.1343 -0.9348 -0.7685 -0.6373 -0.5365 -0.4599
 -0.3993 -0.3486 -0.3044 -0.2644 -0.2275 -0.1921 -0.1596 -0.1319 -0.1104 -0.0970
 -0.0953
 -2.5889 -2.4197 -2.2750 -2.1450 -2.0242 -1.9090 -1.7985 -1.6940 -1.5967 -1.5057
 -1.4205 -1.3389 -1.2595 -1.1817 -1.1044 -0.9203 -0.7608 -0.6326 -0.5340 -0.4603
 -0.4044 -0.3592 -0.3206 -0.2858 -0.2536 -0.2231 -0.1928 -0.1651 -0.1425 -0.1274
 -0.1210
 -2.4619 -2.3100 -2.1755 -2.0568 -1.9480 -1.8440 -1.7431 -1.6454 -1.5521 -1.4639
 -1.3807 -1.3017 -1.2257 -1.1517 -1.0786 -0.9056 -0.7538 -0.6291 -0.5312 -0.4579
 -0.4041 -0.3635 -0.3305 -0.3017 -0.2751 -0.2497 -0.2254 -0.2034 -0.1837 -0.1662
 -0.1506
 -2.3476 -2.2095 -2.0865 -1.9731 -1.8711 -1.7763 -1.6848 -1.5953 -1.5082 -1.4244
 -1.3444 -1.2685 -1.1959 -1.1258 -1.0573 -0.8936 -0.7488 -0.6273 -0.5303 -0.4562
 -0.4020 -0.3631 -0.3343 -0.3111 -0.2906 -0.2712 -0.2525 -0.2341 -0.2201 -0.2032
 -0.1850
 -2.2460 -2.1182 -2.0080 -1.8976 -1.7974 -1.7066 -1.6219 -1.5402 -1.4602 -1.3822
 -1.3069 -1.2347 -1.1656 -1.0993 -1.0349 -0.8815 -0.7427 -0.6246 -0.5291 -0.4547
 -0.3994 -0.3600 -0.3327 -0.3135 -0.2985 -0.2854 -0.2729 -0.2604 -0.2478 -0.2356
 -0.2245
 -2.1569 -2.0361 -1.9400 -1.8309 -1.7302 -1.6395 -1.5572 -1.4805 -1.4069 -1.3354
 -1.2657 -1.1982 -1.1333 -1.0709 -1.0114 -0.8693 -0.7355 -0.6210 -0.5276
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_BP 
 -4.3937 -3.7458 -3.2705 -2.9616 -2.8212 -2.7742 -2.7822 -2.6283 -2.4788 -2.3274
 -2.1704 -2.0236 -1.8609 -1.7061 -1.5627 -1.2504 -0.9822 -0.7646 -0.5826
 -3.9982 -3.5862 -3.2888 -3.0387 -2.8231 -2.6427 -2.4908 -2.3577 -2.2332 -2.1092
 -1.9792 -1.8391 -1.6934 -1.5530 -1.4228 -1.1419 -0.9081 -0.7142 -0.5614 -0.4410
 -3.6876 -3.2528 -2.9269 -2.6917 -2.5347 -2.4145 -2.2929 -2.1698 -2.0523 -1.9406
 -1.8291 -1.7107 -1.5810 -1.4501 -1.3278 -1.0680 -0.8585 -0.6858 -0.5479 -0.4397
 -0.3527
 -3.5233 -3.1053 -2.7802 -2.5303 -2.3407 -2.1993 -2.1005 -2.0239 -1.9342 -1.8270
 -1.7173 -1.6101 -1.4974 -1.3775 -1.2629 -1.0158 -0.8225 -0.6661 -0.5408 -0.4416
 -0.3614 -0.2942
 -3.4100 -3.0200 -2.7097 -2.4630 -2.2662 -2.1095 -1.9843 -1.8837 -1.8046 -1.7311
 -1.6404 -1.5384 -1.4337 -1.3252 -1.2166 -0.9806 -0.7976 -0.6526 -0.5375 -0.4462
 -0.3722 -0.3100 -0.2560 -0.2081
 -3.3077 -2.9512 -2.6622 -2.4266 -2.2320 -2.0699 -1.9344 -1.8203 -1.7218 -1.6352
 -1.5569 -1.4750 -1.3847 -1.2862 -1.1847 -0.9578 -0.7809 -0.6433 -0.5355 -0.4511
 -0.3832 -0.3261 -0.2764 -0.2321 -0.1918 -0.1551 -0.1225 -0.0945 -0.0742 -0.0653
 -3.2061 -2.8825 -2.6173 -2.3965 -2.2093 -2.0482 -1.9087 -1.7875 -1.6811 -1.5854
 -1.4970 -1.4137 -1.3337 -1.2500 -1.1600 -0.9432 -0.7702 -0.6365 -0.5334 -0.4542
 -0.3918 -0.3403 -0.2956 -0.2556 -0.2188 -0.1848 -0.1539 -0.1265 -0.1039 -0.0907
 -0.0892
 -3.1077 -2.8135 -2.5701 -2.3645 -2.1870 -2.0307 -1.8917 -1.7673 -1.6563 -1.5563
 -1.4639 -1.3769 -1.2945 -1.2144 -1.1343 -0.9346 -0.7639 -0.6318 -0.5309 -0.4544
 -0.3965 -0.3503 -0.3111 -0.2763 -0.2441 -0.2140 -0.1860 -0.1602 -0.1371 -0.1208
 -0.1147
 -3.0149 -2.7451 -2.5191 -2.3270 -2.1595 -2.0098 -1.8738 -1.7497 -1.6368 -1.5339
 -1.4397 -1.3519 -1.2683 -1.1881 -1.1101 -0.9239 -0.7597 -0.6281 -0.5275 -0.4518
 -0.3961 -0.3542 -0.3205 -0.2915 -0.2650 -0.2398 -0.2161 -0.1936 -0.1730 -0.1555
 -0.1441
 -2.9383 -2.6892 -2.4755 -2.2923 -2.1321 -1.9883 -1.8565 -1.7344 -1.6214 -1.5174
 -1.4217 -1.3333 -1.2504 -1.1713 -1.0948 -0.9153 -0.7576 -0.6276 -0.5263 -0.4498
 -0.3939 -0.3538 -0.3242 -0.3006 -0.2801 -0.2610 -0.2427 -0.2249 -0.2079 -0.1925
 -0.1782
 -2.8758 -2.6441 -2.4393 -2.2613 -2.1051 -1.9653 -1.8370 -1.7175 -1.6058 -1.5018
 -1.4053 -1.3161 -1.2335 -1.1558 -1.0815 -0.9076 -0.7547 -0.6271 -0.5257 -0.4482
 -0.3911 -0.3506 -0.3226 -0.3030 -0.2879 -0.2749 -0.2628 -0.2508 -0.2390 -0.2275
 -0.2172
 -2.8246 -2.6081 -2.4130 -2.2378 -2.0824 -1.9434 -1.8169 -1.6993 -1.5892 -1.4860
 -1.3894 -1.2998 -1.2154 -1.1381 -1.0702 -0.9008 -0.7510 -0.6266 -0.5257
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -5.4713 -4.9213 -4.4411 -4.0247 -3.6644 -3.3433 -3.0451 -2.7626 -2.5107 -2.2916
 -2.0964 -1.9184 -1.7541 -1.6066 -1.4735 -1.1894 -0.9529 -0.7528 -0.5839
 -5.0235 -4.4823 -4.0080 -3.6036 -3.2631 -2.9743 -2.7215 -2.4915 -2.2869 -2.1057
 -1.9400 -1.7827 -1.6320 -1.4925 -1.3661 -1.1009 -0.8879 -0.7093 -0.5608 -0.4412
 -4.4729 -3.9824 -3.6019 -3.2743 -2.9798 -2.7226 -2.4987 -2.3003 -2.1246 -1.9682
 -1.8249 -1.6868 -1.5491 -1.4166 -1.2946 -1.0405 -0.8422 -0.6802 -0.5461 -0.4370
 -0.3485
 -4.1617 -3.6302 -3.2166 -2.9021 -2.6695 -2.4948 -2.3309 -2.1661 -2.0090 -1.8660
 -1.7360 -1.6138 -1.4911 -1.3669 -1.2491 -1.0016 -0.8119 -0.6609 -0.5377 -0.4373
 -0.3555 -0.2870
 -4.0148 -3.4755 -3.0508 -2.7216 -2.4665 -2.2726 -2.1283 -2.0161 -1.9148 -1.7984
 -1.6757 -1.5585 -1.4465 -1.3333 -1.2207 -0.9780 -0.7929 -0.6487 -0.5334 -0.4402
 -0.3644 -0.3010 -0.2464 -0.1984
 -3.9407 -3.4082 -2.9843 -2.6523 -2.3923 -2.1872 -2.0240 -1.8926 -1.7875 -1.7040
 -1.6201 -1.5211 -1.4147 -1.3081 -1.2022 -0.9644 -0.7814 -0.6411 -0.5311 -0.4437
 -0.3735 -0.3152 -0.2650 -0.2206 -0.1806 -0.1444 -0.1125 -0.0856 -0.0654 -0.0567
 -3.8868 -3.3741 -2.9595 -2.6308 -2.3697 -2.1598 -1.9890 -1.8480 -1.7297 -1.6281
 -1.5409 -1.4628 -1.3803 -1.2876 -1.1888 -0.9574 -0.7749 -0.6362 -0.5293 -0.4461
 -0.3809 -0.3278 -0.2825 -0.2425 -0.2061 -0.1728 -0.1428 -0.1163 -0.0945 -0.0813
 -0.0797
 -3.8290 -3.3461 -2.9489 -2.6281 -2.3696 -2.1583 -1.9832 -1.8353 -1.7089 -1.5991
 -1.5011 -1.4123 -1.3318 -1.2541 -1.1709 -0.9537 -0.7717 -0.6330 -0.5273 -0.4466
 -0.3849 -0.3367 -0.2967 -0.2618 -0.2300 -0.2005 -0.1735 -0.1488 -0.1268 -0.1112
 -0.1051
 -3.7578 -3.3114 -2.9373 -2.6287 -2.3753 -2.1652 -1.9881 -1.8361 -1.7038 -1.5874
 -1.4835 -1.3889 -1.3015 -1.2204 -1.1429 -0.9480 -0.7692 -0.6297 -0.5241 -0.4443
 -0.3847 -0.3402 -0.3054 -0.2760 -0.2497 -0.2252 -0.2023 -0.1809 -0.1614 -0.1459
 -0.1345
 -3.6855 -3.2824 -2.9336 -2.6381 -2.3901 -2.1810 -2.0023 -1.8472 -1.7105 -1.5890
 -1.4799 -1.3811 -1.2901 -1.2053 -1.1254 -0.9405 -0.7708 -0.6300 -0.5230 -0.4424
 -0.3829 -0.3400 -0.3088 -0.2846 -0.2641 -0.2454 -0.2279 -0.2110 -0.1952 -0.1810
 -0.1680
 -3.6138 -3.2513 -2.9303 -2.6507 -2.4096 -2.2017 -2.0212 -1.8628 -1.7222 -1.5964
 -1.4829 -1.3801 -1.2861 -1.1990 -1.1175 -0.9329 -0.7706 -0.6321 -0.5229 -0.4408
 -0.3803 -0.3371 -0.3074 -0.2868 -0.2715 -0.2587 -0.2473 -0.2361 -0.2253 -0.2150
 -0.2058
 -3.5522 -3.2222 -2.9270 -2.6641 -2.4323 -2.2272 -2.0454 -1.8834 -1.7383 -1.6079
 -1.4901 -1.3833 -1.2822 -1.1931 -1.1192 -0.9252 -0.7686 -0.6360 -0.5238
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value = G_BP 
 -6.2497 -5.8053 -5.3808 -4.9706 -4.5648 -4.1344 -3.6507 -3.1275 -2.6854 -2.3375
 -2.0697 -1.8588 -1.6840 -1.5355 -1.4056 -1.1381 -0.9233 -0.7403 -0.5823
 -5.8580 -5.3694 -4.9094 -4.4798 -4.0766 -3.6836 -3.2665 -2.8489 -2.4874 -2.1911
 -1.9522 -1.7573 -1.5928 -1.4500 -1.3240 -1.0659 -0.8650 -0.6994 -0.5585 -0.4398
 -5.5354 -5.0372 -4.5652 -4.1274 -3.7275 -3.3613 -3.0062 -2.6586 -2.3511 -2.0912
 -1.8749 -1.6932 -1.5362 -1.3975 -1.2739 -1.0203 -0.8268 -0.6718 -0.5424 -0.4336
 -0.3431
 -5.0663 -4.5936 -4.1911 -3.8171 -3.4577 -3.1207 -2.8080 -2.5129 -2.2462 -2.0150
 -1.8181 -1.6494 -1.5008 -1.3666 -1.2450 -0.9936 -0.8033 -0.6543 -0.5327 -0.4315
 -0.3475 -0.2772
 -4.7592 -4.2176 -3.7649 -3.3925 -3.0928 -2.8498 -2.6197 -2.3844 -2.1575 -1.9524
 -1.7723 -1.6153 -1.4760 -1.3482 -1.2295 -0.9794 -0.7898 -0.6438 -0.5274 -0.4320
 -0.3535 -0.2882 -0.2327 -0.1844
 -4.6338 -4.0305 -3.5325 -3.1335 -2.8146 -2.5585 -2.3516 -2.1820 -2.0351 -1.8862
 -1.7337 -1.5884 -1.4563 -1.3355 -1.2215 -0.9733 -0.7829 -0.6380 -0.5246 -0.4337
 -0.3600 -0.2995 -0.2483 -0.2038 -0.1643 -0.1292 -0.0984 -0.0726 -0.0533 -0.0444
 -4.6127 -3.9797 -3.4516 -3.0274 -2.6921 -2.4251 -2.2088 -2.0301 -1.8814 -1.7604
 -1.6579 -1.5535 -1.4402 -1.3258 -1.2165 -0.9723 -0.7805 -0.6350 -0.5231 -0.4352
 -0.3655 -0.3094 -0.2630 -0.2228 -0.1870 -0.1548 -0.1262 -0.1013 -0.0809 -0.0680
 -0.0660
 -4.6252 -3.9873 -3.4443 -3.0025 -2.6515 -2.3739 -2.1508 -1.9680 -1.8149 -1.6852
 -1.5744 -1.4807 -1.3963 -1.3072 -1.2110 -0.9744 -0.7811 -0.6340 -0.5221 -0.4359
 -0.3689 -0.3168 -0.2750 -0.2397 -0.2084 -0.1801 -0.1545 -0.1316 -0.1120 -0.0971
 -0.0909
 -4.6178 -3.9991 -3.4604 -3.0138 -2.6537 -2.3669 -2.1364 -1.9475 -1.7897 -1.6553
 -1.5387 -1.4362 -1.3454 -1.2643 -1.1856 -0.9749 -0.7822 -0.6328 -0.5201 -0.4343
 -0.3691 -0.3199 -0.2823 -0.2521 -0.2261 -0.2026 -0.1812 -0.1615 -0.1440 -0.1302
 -0.1201
 -4.5873 -4.0093 -3.4902 -3.0515 -2.6887 -2.3933 -2.1550 -1.9589 -1.7945 -1.6539
 -1.5315 -1.4234 -1.3264 -1.2386 -1.1583 -0.9706 -0.7873 -0.6355 -0.5204 -0.4336
 -0.3685 -0.3205 -0.2858 -0.2599 -0.2392 -0.2212 -0.2050 -0.1897 -0.1758 -0.1636
 -0.1540
 -4.5263 -3.9983 -3.5156 -3.0953 -2.7371 -2.4394 -2.1936 -1.9894 -1.8175 -1.6699
 -1.5408 -1.4265 -1.3242 -1.2316 -1.1467 -0.9604 -0.7910 -0.6401 -0.5219 -0.4331
 -0.3669 -0.3187 -0.2852 -0.2624 -0.2462 -0.2337 -0.2231 -0.2133 -0.2041 -0.1958
 -0.1886
 -4.4484 -3.9705 -3.5315 -3.1388 -2.7953 -2.4999 -2.2488 -2.0359 -1.8549 -1.6990
 -1.5626 -1.4418 -1.3336 -1.2359 -1.1508 -0.9443 -0.7933 -0.6466 -0.5246
 [Fe/H] = -0.75 [alpha/Fe] = 0.00 BC value = G_BP 
 -6.5267 -6.1380 -5.7641 -5.3996 -5.0365 -4.6131 -4.0656 -3.4049 -2.8342 -2.3985
 -2.0807 -1.8461 -1.6627 -1.5106 -1.3797 -1.1161 -0.9084 -0.7338 -0.5804
 -6.1371 -5.7104 -5.3028 -4.9143 -4.5369 -4.1382 -3.6532 -3.1220 -2.6508 -2.2732
 -1.9828 -1.7609 -1.5845 -1.4375 -1.3101 -1.0528 -0.8551 -0.6934 -0.5570 -0.4395
 -5.8514 -5.3975 -4.9630 -4.5507 -4.1625 -3.7841 -3.3712 -2.9313 -2.5306 -2.1949
 -1.9255 -1.7121 -1.5397 -1.3950 -1.2691 -1.0141 -0.8211 -0.6680 -0.5406 -0.4323
 -0.3410
 -5.5202 -5.0928 -4.6736 -4.2671 -3.8786 -3.5113 -3.1521 -2.7821 -2.4365 -2.1370
 -1.8875 -1.6835 -1.5151 -1.3721 -1.2471 -0.9925 -0.8008 -0.6518 -0.5306 -0.4291
 -0.3439 -0.2724
 -5.2096 -4.6915 -4.2336 -3.8948 -3.5847 -3.2748 -2.9610 -2.6493 -2.3521 -2.0859
 -1.8568 -1.6637 -1.5009 -1.3608 -1.2370 -0.9822 -0.7897 -0.6423 -0.5250 -0.4285
 -0.3485 -0.2817 -0.2251 -0.1764
 -4.9835 -4.3625 -3.8881 -3.5015 -3.1836 -2.9168 -2.6879 -2.4708 -2.2485 -2.0285
 -1.8254 -1.6463 -1.4908 -1.3551 -1.2336 -0.9791 -0.7848 -0.6373 -0.5221 -0.4293
 -0.3536 -0.2913 -0.2390 -0.1939 -0.1545 -0.1196 -0.0894 -0.0642 -0.0454 -0.0367
 -4.8881 -4.2662 -3.7378 -3.3049 -2.9561 -2.6715 -2.4331 -2.2283 -2.0538 -1.9052
 -1.7650 -1.6216 -1.4809 -1.3512 -1.2332 -0.9807 -0.7842 -0.6352 -0.5208 -0.4304
 -0.3581 -0.2998 -0.2519 -0.2111 -0.1754 -0.1436 -0.1157 -0.0915 -0.0719 -0.0595
 -0.0571
 -4.9269 -4.2741 -3.7068 -3.2372 -2.8588 -2.5561 -2.3101 -2.1044 -1.9287 -1.7785
 -1.6530 -1.5475 -1.4473 -1.3413 -1.2327 -0.9851 -0.7867 -0.6353 -0.5203 -0.4311
 -0.3612 -0.3062 -0.2626 -0.2264 -0.1951 -0.1671 -0.1421 -0.1203 -0.1017 -0.0877
 -0.0816
 -4.9700 -4.3131 -3.7303 -3.2371 -2.8356 -2.5149 -2.2577 -2.0474 -1.8715 -1.7213
 -1.5916 -1.4798 -1.3839 -1.2986 -1.2135 -0.9887 -0.7898 -0.6357 -0.5191 -0.4301
 -0.3616 -0.3092 -0.2691 -0.2377 -0.2113 -0.1881 -0.1675 -0.1487 -0.1323 -0.1190
 -0.1104
 -4.9863 -4.3591 -3.7807 -3.2812 -2.8656 -2.5289 -2.2592 -2.0395 -1.8580 -1.7044
 -1.5719 -1.4561 -1.3537 -1.2630 -1.1814 -0.9880 -0.7970 -0.6400 -0.5206 -0.4302
 -0.3617 -0.3104 -0.2727 -0.2451 -0.2236 -0.2056 -0.1899 -0.1756 -0.1627 -0.1517
 -0.1433
 -4.9600 -4.3726 -3.8272 -3.3383 -2.9218 -2.5762 -2.2942 -2.0636 -1.8733 -1.7127
 -1.5746 -1.4539 -1.3468 -1.2510 -1.1644 -0.9770 -0.8029 -0.6462 -0.5235 -0.4307
 -0.3610 -0.3096 -0.2729 -0.2477 -0.2304 -0.2174 -0.2071 -0.1980 -0.1898 -0.1825
 -0.1767
 -4.9053 -4.3639 -3.8566 -3.3950 -2.9909 -2.6449 -2.3547 -2.1131 -1.9117 -1.7417
 -1.5957 -1.4681 -1.3551 -1.2540 -1.1625 -0.9557 -0.8075 -0.6543 -0.5278
 [Fe/H] = -0.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -6.7326 -6.3860 -6.0545 -5.7374 -5.4413 -5.0636 -4.4928 -3.7221 -3.0192 -2.4867
 -2.1145 -1.8496 -1.6519 -1.4941 -1.3616 -1.0981 -0.8952 -0.7266 -0.5792
 -6.3448 -5.9679 -5.6093 -5.2719 -4.9463 -4.5829 -4.0737 -3.4441 -2.8544 -2.3828
 -2.0334 -1.7787 -1.5860 -1.4319 -1.3017 -1.0432 -0.8470 -0.6891 -0.5552 -0.4391
 -6.0634 -5.6620 -5.2757 -4.9111 -4.5661 -4.2141 -3.7779 -3.2557 -2.7529 -2.3277
 -1.9958 -1.7447 -1.5524 -1.3984 -1.2686 -1.0106 -0.8171 -0.6649 -0.5388 -0.4311
 -0.3391
 -5.8260 -5.4140 -5.0144 -4.6314 -4.2672 -3.9158 -3.5401 -3.1040 -2.6723 -2.2909
 -1.9779 -1.7314 -1.5383 -1.3832 -1.2527 -0.9935 -0.7997 -0.6500 -0.5287 -0.4268
 -0.3406 -0.2678
 -5.4535 -5.0598 -4.7070 -4.3637 -4.0189 -3.6744 -3.3314 -2.9652 -2.5950 -2.2558
 -1.9655 -1.7273 -1.5353 -1.3790 -1.2476 -0.9865 -0.7908 -0.6414 -0.5230 -0.4253
 -0.3438 -0.2754 -0.2174 -0.1678
 -5.1764 -4.6804 -4.2697 -3.9310 -3.6417 -3.3764 -3.1052 -2.8107 -2.5045 -2.2113
 -1.9487 -1.7241 -1.5366 -1.3809 -1.2489 -0.9860 -0.7877 -0.6372 -0.5201 -0.4254
 -0.3476 -0.2832 -0.2293 -0.1832 -0.1435 -0.1091 -0.0793 -0.0543 -0.0362 -0.0278
 -5.0868 -4.5135 -4.0248 -3.6211 -3.2897 -3.0094 -2.7625 -2.5366 -2.3231 -2.1147
 -1.9078 -1.7117 -1.5366 -1.3847 -1.2536 -0.9898 -0.7888 -0.6361 -0.5190 -0.4261
 -0.3513 -0.2903 -0.2404 -0.1984 -0.1623 -0.1307 -0.1034 -0.0801 -0.0613 -0.0495
 -0.0472
 -5.1219 -4.4956 -3.9470 -3.4862 -3.1098 -2.8018 -2.5428 -2.3160 -2.1129 -1.9355
 -1.7847 -1.6498 -1.5168 -1.3841 -1.2590 -0.9965 -0.7930 -0.6374 -0.5190 -0.4269
 -0.3540 -0.2959 -0.2496 -0.2119 -0.1800 -0.1523 -0.1281 -0.1071 -0.0892 -0.0765
 -0.0709
 -5.2054 -4.5501 -3.9636 -3.4596 -3.0429 -2.7050 -2.4299 -2.2001 -2.0023 -1.8293
 -1.6792 -1.5522 -1.4449 -1.3472 -1.2483 -1.0028 -0.7979 -0.6392 -0.5187 -0.4263
 -0.3545 -0.2987 -0.2556 -0.2219 -0.1947 -0.1715 -0.1514 -0.1336 -0.1184 -0.1063
 -0.0988
 -5.2770 -4.6346 -4.0323 -3.5037 -3.0568 -2.6913 -2.3962 -2.1556 -1.9555 -1.7848
 -1.6367 -1.5078 -1.3961 -1.2994 -1.2136 -1.0070 -0.8071 -0.6452 -0.5215 -0.4274
 -0.3554 -0.3005 -0.2594 -0.2290 -0.2060 -0.1876 -0.1722 -0.1588 -0.1470 -0.1373
 -0.1303
 -5.3017 -4.6873 -4.1075 -3.5735 -3.1135 -2.7289 -2.4145 -2.1592 -1.9500 -1.7746
 -1.6247 -1.4942 -1.3796 -1.2783 -1.1883 -0.9966 -0.8157 -0.6532 -0.5259 -0.4291
 -0.3557 -0.3007 -0.2604 -0.2321 -0.2125 -0.1986 -0.1883 -0.1798 -0.1725 -0.1665
 -0.1621
 -5.2851 -4.7062 -4.1555 -3.6469 -3.1902 -2.7990 -2.4713 -2.2014 -1.9788 -1.7937
 -1.6367 -1.5012 -1.3822 -1.2768 -1.1724 -0.9716 -0.8237 -0.6632 -0.5319
 [Fe/H] = -0.25 [alpha/Fe] = 0.00 BC value = G_BP 
 -6.8812 -6.5666 -6.2717 -5.9996 -5.7705 -5.4495 -4.8872 -4.0548 -3.2450 -2.6174
 -2.1796 -1.8760 -1.6570 -1.4888 -1.3509 -1.0845 -0.8837 -0.7196 -0.5775
 -6.4963 -6.1566 -5.8395 -5.5510 -5.2814 -4.9735 -4.4836 -3.7947 -3.0990 -2.5297
 -2.1140 -1.8180 -1.6021 -1.4361 -1.3002 -1.0372 -0.8409 -0.6848 -0.5536 -0.4390
 -6.2138 -5.8537 -5.5108 -5.1946 -4.9042 -4.6039 -4.1853 -3.6140 -3.0162 -2.4961
 -2.0943 -1.7982 -1.5793 -1.4110 -1.2743 -1.0103 -0.8148 -0.6627 -0.5377 -0.4307
 -0.3385
 -5.9948 -5.6202 -5.2574 -4.9152 -4.5970 -4.2911 -3.9351 -3.4611 -2.9503 -2.4808
 -2.0961 -1.8001 -1.5762 -1.4036 -1.2642 -0.9972 -0.8002 -0.6493 -0.5279 -0.4259
 -0.3389 -0.2648
