 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F547M
 -4.5932 -4.5017 -4.7341 -4.6571 -4.4225 -4.1258 -3.8114 -3.5902 -3.3866 -3.1832
 -2.9992 -2.8312 -2.6736 -2.5256 -2.3855 -2.0922 -1.8069 -1.5630 -1.4161
 -4.5502 -4.2949 -4.0903 -3.9506 -3.8675 -3.7478 -3.5561 -3.3440 -3.1452 -2.9589
 -2.7856 -2.6259 -2.4791 -2.3440 -2.2189 -1.9432 -1.7157 -1.5396 -1.4116 -1.3170
 -4.2867 -4.0389 -3.8193 -3.6324 -3.4789 -3.3713 -3.2815 -3.1457 -2.9749 -2.7989
 -2.6378 -2.4896 -2.3534 -2.2286 -2.1145 -1.8695 -1.6737 -1.5221 -1.4098 -1.3250
 -1.2583
 -4.0728 -3.8480 -3.6390 -3.4506 -3.2830 -3.1342 -3.0085 -2.9116 -2.8106 -2.6794
 -2.5340 -2.3950 -2.2679 -2.1513 -2.0445 -1.8189 -1.6441 -1.5117 -1.4119 -1.3356
 -1.2741 -1.2229
 -3.8920 -3.6887 -3.4982 -3.3206 -3.1578 -3.0086 -2.8719 -2.7484 -2.6456 -2.5503
 -2.4466 -2.3290 -2.2104 -2.0999 -1.9990 -1.7857 -1.6236 -1.5039 -1.4150 -1.3467
 -1.2906 -1.2430 -1.2016 -1.1658
 -3.7404 -3.5513 -3.3777 -3.2143 -3.0616 -2.9195 -2.7873 -2.6645 -2.5521 -2.4498
 -2.3567 -2.2650 -2.1671 -2.0665 -1.9698 -1.7647 -1.6095 -1.4971 -1.4161 -1.3557
 -1.3057 -1.2626 -1.2247 -1.1906 -1.1588 -1.1310 -1.1092 -1.0950 -1.0894 -1.0932
 -3.6185 -3.4367 -3.2715 -3.1210 -2.9790 -2.8460 -2.7212 -2.6040 -2.4953 -2.3939
 -2.2990 -2.2096 -2.1234 -2.0372 -1.9504 -1.7522 -1.6000 -1.4897 -1.4137 -1.3599
 -1.3169 -1.2796 -1.2462 -1.2157 -1.1876 -1.1598 -1.1350 -1.1166 -1.1074 -1.1086
 -1.1185
 -3.5268 -3.3460 -3.1830 -3.0376 -2.9044 -2.7798 -2.6628 -2.5524 -2.4489 -2.3518
 -2.2606 -2.1738 -2.0901 -2.0095 -1.9306 -1.7459 -1.5949 -1.4843 -1.4087 -1.3585
 -1.3219 -1.2914 -1.2639 -1.2382 -1.2142 -1.1911 -1.1675 -1.1467 -1.1323 -1.1273
 -1.1335
 -3.4656 -3.2807 -3.1151 -2.9645 -2.8353 -2.7165 -2.6060 -2.5022 -2.4046 -2.3123
 -2.2250 -2.1424 -2.0632 -1.9862 -1.9112 -1.7373 -1.5913 -1.4803 -1.4023 -1.3522
 -1.3195 -1.2954 -1.2748 -1.2557 -1.2370 -1.2185 -1.2004 -1.1831 -1.1692 -1.1590
 -1.1523
