 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F200W
  1.6879  1.0900 -0.1334 -0.7180  0.2658  1.7785  0.5733 -0.7506 -1.2641 -1.0368
 -0.9786 -0.8315 -0.2908  0.2996  0.6462  0.4932
  1.1132  0.9677  0.4963  0.2442  0.6292  1.3554  0.9075  0.3440  0.0259 -0.0212
 -0.0788 -0.0362  0.1964  0.4563  0.5963  0.4483  0.2794  0.1142 -0.0520
  0.7351  0.7898  0.7287  0.6735  0.7335  0.9588  0.9182  0.8047  0.6725  0.5536
  0.4746  0.4609  0.5034  0.5522  0.5605  0.4193  0.2676  0.1049 -0.0559 -0.2097
 -0.3586
  0.5536  0.5563  0.5638  0.5699  0.5787  0.5886  0.6054  0.6315  0.6759  0.6877
  0.6815  0.6597  0.6303  0.5874  0.5388  0.4062  0.2505  0.0914 -0.0649 -0.2156
 -0.3618 -0.5051 -0.6440
  0.3675  0.4173  0.4574  0.4840  0.5007  0.5115  0.5221  0.5367  0.5573  0.5786
  0.5881  0.5807  0.5607  0.5288  0.4869  0.3657  0.2285  0.0803 -0.0719 -0.2215
 -0.3664 -0.5069 -0.6432 -0.7758 -0.9050
  0.1623  0.2486  0.3172  0.3670  0.3996  0.4198  0.4330  0.4445  0.4570  0.4725
  0.4878  0.4946  0.4863  0.4663  0.4337  0.3256  0.2020  0.0648 -0.0809 -0.2277
 -0.3710 -0.5095 -0.6437 -0.7739 -0.9005 -1.0241
 -0.0620  0.0502  0.1432  0.2189  0.2753  0.3135  0.3381  0.3549  0.3684  0.3812
  0.3943  0.4058  0.4096  0.4017  0.3792  0.2859  0.1710  0.0449 -0.0919 -0.2342
 -0.3756 -0.5129 -0.6455 -0.7738 -0.8984 -1.0197 -1.1380 -1.2539 -1.3673 -1.4763
 -0.3053 -0.1779 -0.0646  0.0359  0.1193  0.1827  0.2278  0.2581  0.2792  0.2956
  0.3101  0.3226  0.3319  0.3336  0.3235  0.2481  0.1403  0.0213 -0.1063 -0.2418
 -0.3801 -0.5163 -0.6480 -0.7751 -0.8981 -1.0176 -1.1338 -1.2473 -1.3586 -1.4677
 -1.5730
