 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F182M
  3.2056  2.1042  0.5208  0.3795  2.3911  4.2962  2.6985  1.1437  0.6039  0.8736
  0.9390  1.0566  1.6058  2.2040  2.5653  2.4184
  2.9155  2.5139  1.8318  1.7321  2.5393  3.4610  2.8845  2.2493  1.9236  1.8880
  1.8285  1.8572  2.0933  2.3590  2.5093  2.3698  2.2081  2.0407  1.8763
  2.6504  2.6182  2.4665  2.4203  2.5615  2.8537  2.8175  2.7117  2.5818  2.4605
  2.3773  2.3598  2.4036  2.4562  2.4705  2.3388  2.1937  2.0339  1.8741  1.7208
  1.5736
  2.4103  2.4171  2.4249  2.4441  2.4578  2.4743  2.4975  2.5309  2.5787  2.5911
  2.5855  2.5646  2.5367  2.4955  2.4489  2.3254  2.1763  2.0212  1.8663  1.7170
  1.5712  1.4289  1.2905
  2.2596  2.3028  2.3362  2.3634  2.3810  2.3956  2.4115  2.4320  2.4578  2.4816
  2.4919  2.4853  2.4666  2.4363  2.3960  2.2812  2.1512  2.0085  1.8594  1.7115
  1.5675  1.4277  1.2919  1.1596  1.0306
  2.0831  2.1568  2.2144  2.2566  2.2856  2.3060  2.3222  2.3379  2.3549  2.3741
  2.3912  2.3986  2.3909  2.3722  2.3414  2.2384  2.1217  1.9908  1.8495  1.7051
  1.5632  1.4254  1.2917  1.1618  1.0354  0.9120
  1.8807  1.9791  2.0595  2.1237  2.1717  2.2055  2.2296  2.2486  2.2655  2.2819
  2.2978  2.3102  2.3140  2.3064  2.2851  2.1970  2.0878  1.9681  1.8366  1.6978
  1.5583  1.4220  1.2900  1.1619  1.0375  0.9164  0.7983  0.6825  0.5692  0.4606
  1.6525  1.7697  1.8715  1.9594  2.0310  2.0854  2.1254  2.1545  2.1772  2.1964
  2.2137  2.2282  2.2378  2.2387  2.2285  2.1571  2.0551  1.9418  1.8198  1.6887
  1.5531  1.4183  1.2873  1.1605  1.0376  0.9183  0.8022  0.6887  0.5774  0.4684
  0.3634
  1.4180  1.5417  1.6571  1.7649  1.8597  1.9386  2.0007  2.0474  2.0822  2.1092
  2.1316  2.1502  2.1646  2.1723  2.1706  2.1192  2.0252  1.9160  1.7999  1.6768
  1.5471  1.4149  1.2847  1.1584  1.0363  0.9181  0.8032  0.6915  0.5824  0.4755
  0.3704
  1.1913  1.3109  1.4297  1.5476  1.6605  1.7625  1.8489  1.9187  1.9724  2.0136
  2.0457  2.0714  2.0917  2.1060  2.1107  2.0794  1.9971  1.8919  1.7783  1.6603
