 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F140W
  1.6571  1.5432  1.4614  1.4585  1.4509  1.4637  1.5023  1.5175  1.5274  1.5368
  1.5360  1.5252  1.5072  1.4845  1.4582  1.3809  1.2712  1.1357  1.0260
  1.6040  1.5644  1.5319  1.5035  1.4836  1.4845  1.4926  1.5002  1.5074  1.5104
  1.5055  1.4932  1.4751  1.4522  1.4250  1.3414  1.2407  1.1302  1.0165  0.9020
  1.6341  1.5916  1.5558  1.5267  1.5037  1.4859  1.4815  1.4876  1.4923  1.4919
  1.4851  1.4713  1.4518  1.4279  1.4002  1.3174  1.2201  1.1130  1.0018  0.8903
  0.7791
  1.6620  1.6188  1.5800  1.5465  1.5184  1.4958  1.4790  1.4701  1.4718  1.4743
  1.4687  1.4545  1.4340  1.4090  1.3805  1.2973  1.2020  1.0979  0.9894  0.8800
  0.7713  0.6634
  1.6839  1.6433  1.6039  1.5677  1.5353  1.5071  1.4833  1.4643  1.4522  1.4464
  1.4437  1.4352  1.4183  1.3940  1.3650  1.2808  1.1865  1.0849  0.9789  0.8712
  0.7643  0.6584  0.5535  0.4493
  1.6978  1.6612  1.6245  1.5881  1.5536  1.5217  1.4928  1.4671  1.4452  1.4281
  1.4151  1.4048  1.3926  1.3744  1.3497  1.2673  1.1734  1.0736  0.9698  0.8638
  0.7580  0.6534  0.5502  0.4482  0.3465  0.2451  0.1445  0.0448 -0.0536 -0.1507
  1.7025  1.6706  1.6388  1.6040  1.5701  1.5369  1.5051  1.4753  1.4478  1.4234
  1.4016  1.3819  1.3644  1.3469  1.3260  1.2539  1.1622  1.0639  0.9619  0.8575
  0.7526  0.6488  0.5467  0.4461  0.3468  0.2489  0.1518  0.0548 -0.0427 -0.1403
 -0.2352
  1.6967  1.6702  1.6430  1.6125  1.5808  1.5489  1.5168  1.4851  1.4545  1.4257
  1.3986  1.3729  1.3485  1.3252  1.3024  1.2359  1.1510  1.0552  0.9549  0.8522
  0.7484  0.6450  0.5433  0.4435  0.3455  0.2490  0.1539  0.0595 -0.0347 -0.1292
 -0.2244
  1.6790  1.6585  1.6359  1.6111  1.5825  1.5532  1.5231  1.4922  1.4607  1.4299
  1.4000  1.3708  1.3422  1.3141  1.2868  1.2175  1.1373  1.0457  0.9474  0.8463
  0.7437  0.6409  0.5391  0.4392  0.3415  0.2459  0.1518  0.0590 -0.0332 -0.1249
 -0.2160
  1.6483  1.6342  1.6168  1.5965  1.5736  1.5484  1.5213  1.4931  1.4634  1.4329
  1.4021  1.3715  1.3408  1.3103  1.2800  1.2041  1.1250  1.0369  0.9415  0.8423
  0.7413  0.6397  0.5383  0.4382  0.3403  0.2448  0.1514  0.0598 -0.0303 -0.1194
 -0.2093
  1.6045  1.5970  1.5856  1.5708  1.5530  1.5325  1.5095  1.4844  1.4578  1.4299
  1.4006  1.3704  1.3396  1.3082  1.2763  1.1958  1.1144  1.0287  0.9360  0.8386
  0.7391  0.6388  0.5384  0.4385  0.3402  0.2442  0.1506  0.0594 -0.0298 -0.1175
 -0.2042
  1.5518  1.5494  1.5433  1.5338  1.5211  1.5054  1.4870  1.4661  1.4430  1.4181
  1.3916  1.3638  1.3347  1.3044  1.2729  1.1908  1.1066  1.0208  0.9306
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F140W
  1.4858  1.4350  1.4195  1.4277  1.4397  1.4550  1.4705  1.4827  1.4927  1.4994
  1.4998  1.4928  1.4790  1.4598  1.4362  1.3630  1.2672  1.1513  1.0360
  1.5275  1.4908  1.4545  1.4301  1.4364  1.4465  1.4558  1.4647  1.4727  1.4779
  1.4767  1.4682  1.4531  1.4329  1.4087  1.3334  1.2404  1.1342  1.0216  0.9073
  1.5645  1.5244  1.4932  1.4685  1.4452  1.4419  1.4498  1.4546  1.4584  1.4615
  1.4592  1.4499  1.4341  1.4131  1.3881  1.3120  1.2206  1.1175  1.0078  0.8963
  0.7849
  1.6028  1.5587  1.5218  1.4930  1.4709  1.4539  1.4437  1.4470  1.4495  1.4498
  1.4464  1.4366  1.4204  1.3988  1.3731  1.2958  1.2047  1.1039  0.9965  0.8871
  0.7780  0.6696
  1.6407  1.5944  1.5535  1.5183  1.4895  1.4673  1.4498  1.4387  1.4358  1.4381
  1.4361  1.4267  1.4105  1.3887  1.3625  1.2837  1.1924  1.0928  0.9874  0.8795
  0.7718  0.6654  0.5599  0.4548
  1.6710  1.6294  1.5864  1.5475  1.5128  1.4832  1.4591  1.4402  1.4257  1.4175
  1.4162  1.4127  1.4008  1.3807  1.3547  1.2749  1.1829  1.0840  0.9800  0.8733
  0.7666  0.6613  0.5574  0.4547  0.3529  0.2518  0.1510  0.0505 -0.0495 -0.1472
  1.7005  1.6608  1.6178  1.5774  1.5396  1.5049  1.4741  1.4478  1.4258  1.4082
  1.3951  1.3862  1.3781  1.3650  1.3448  1.2682  1.1757  1.0769  0.9740  0.8684
  0.7624  0.6576  0.5547  0.4533  0.3533  0.2543  0.1560  0.0583 -0.0389 -0.1356
 -0.2318
  1.7216  1.6855  1.6448  1.6049  1.5663  1.5294  1.4943  1.4622  1.4336  1.4087
  1.3876  1.3696  1.3535  1.3388  1.3225  1.2595  1.1699  1.0714  0.9691  0.8646
  0.7593  0.6547  0.5521  0.4515  0.3527  0.2557  0.1599  0.0647 -0.0302 -0.1254
 -0.2210
  1.7325  1.7009  1.6642  1.6265  1.5891  1.5521  1.5157  1.4804  1.4470  1.4164
  1.3890  1.3646  1.3419  1.3202  1.2995  1.2417  1.1615  1.0653  0.9639  0.8603
  0.7558  0.6514  0.5485  0.4478  0.3494  0.2530  0.1580  0.0640 -0.0291 -0.1212
 -0.2124
  1.7315  1.7050  1.6731  1.6402  1.6055  1.5702  1.5347  1.4991  1.4636  1.4293
  1.3970  1.3673  1.3396  1.3130  1.2871  1.2234  1.1493  1.0595  0.9604  0.8581
  0.7547  0.6511  0.5484  0.4474  0.3488  0.2525  0.1583  0.0659 -0.0249 -0.1148
 -0.2054
  1.7177  1.6973  1.6710  1.6432  1.6125  1.5805  1.5472  1.5132  1.4783  1.4431
  1.4084  1.3748  1.3430  1.3126  1.2830  1.2106  1.1363  1.0515  0.9564  0.8560
  0.7539  0.6514  0.5494  0.4484  0.3492  0.2525  0.1581  0.0661 -0.0239 -0.1124
 -0.1996
  1.6943  1.6778  1.6579  1.6350  1.6093  1.5811  1.5510  1.5194  1.4866  1.4529
  1.4184  1.3836  1.3493  1.3159  1.2835  1.2042  1.1256  1.0427  0.9516
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F140W
  1.3933  1.3868  1.3987  1.4097  1.4279  1.4450  1.4529  1.4584  1.4640  1.4684
  1.4683  1.4628  1.4515  1.4347  1.4133  1.3447  1.2592  1.1577  1.0444
  1.4613  1.4117  1.3944  1.4070  1.4170  1.4278  1.4366  1.4413  1.4461  1.4497
  1.4486  1.4419  1.4294  1.4115  1.3893  1.3199  1.2354  1.1372  1.0284  0.9149
  1.4996  1.4676  1.4349  1.4082  1.4158  1.4236  1.4283  1.4312  1.4335  1.4357
  1.4339  1.4268  1.4138  1.3954  1.3726  1.3020  1.2174  1.1210  1.0154  0.9049
  0.7933
  1.5373  1.5004  1.4723  1.4497  1.4269  1.4218  1.4273  1.4275  1.4259  1.4255
  1.4231  1.4157  1.4028  1.3843  1.3613  1.2896  1.2043  1.1087  1.0051  0.8969
  0.7875  0.6785
  1.5796  1.5361  1.5011  1.4742  1.4541  1.4374  1.4252  1.4253  1.4239  1.4192
  1.4151  1.4075  1.3948  1.3767  1.3537  1.2812  1.1950  1.0996  0.9972  0.8906
  0.7827  0.6754  0.5692  0.4638
  1.6244  1.5760  1.5350  1.5007  1.4735  1.4521  1.4351  1.4220  1.4154  1.4138
  1.4091  1.4013  1.3889  1.3712  1.3485  1.2757  1.1886  1.0929  0.9912  0.8857
  0.7788  0.6726  0.5678  0.4642  0.3616  0.2596  0.1580  0.0564 -0.0444 -0.1415
  1.6686  1.6179  1.5725  1.5327  1.4982  1.4689  1.4451  1.4260  1.4104  1.3989
  1.3938  1.3908  1.3823  1.3666  1.3448  1.2722  1.1844  1.0882  0.9868  0.8821
  0.7760  0.6703  0.5664  0.4640  0.3630  0.2632  0.1642  0.0656 -0.0330 -0.1311
 -0.2260
  1.7086  1.6587  1.6113  1.5679  1.5286  1.4933  1.4622  1.4358  1.4134  1.3945
  1.3788  1.3684  1.3617  1.3527  1.3373  1.2699  1.1817  1.0851  0.9838  0.8797
  0.7741  0.6687  0.5650  0.4633  0.3635  0.2651  0.1680  0.0719 -0.0239 -0.1195
 -0.2153
  1.7417  1.6946  1.6478  1.6031  1.5611  1.5220  1.4858  1.4529  1.4237  1.3984
  1.3761  1.3570  1.3414  1.3280  1.3148  1.2628  1.1790  1.0821  0.9806  0.8769
  0.7719  0.6666  0.5627  0.4608  0.3613  0.2637  0.1676  0.0726 -0.0214 -0.1144
 -0.2064
  1.7657  1.7230  1.6795  1.6358  1.5933  1.5525  1.5134  1.4764  1.4417  1.4101
  1.3818  1.3563  1.3339  1.3135  1.2941  1.2445  1.1737  1.0808  0.9799  0.8766
  0.7723  0.6676  0.5637  0.4614  0.3617  0.2643  0.1689  0.0754 -0.0166 -0.1074
 -0.1977
  1.7792  1.7423  1.7030  1.6624  1.6215  1.5809  1.5411  1.5023  1.4645  1.4284
  1.3947  1.3635  1.3352  1.3094  1.2849  1.2253  1.1601  1.0767  0.9791  0.8768
  0.7733  0.6693  0.5657  0.4633  0.3630  0.2651  0.1697  0.0765 -0.0146 -0.1041
 -0.1924
  1.7833  1.7513  1.7167  1.6803  1.6425  1.6039  1.5651  1.5265  1.4879  1.4499
  1.4128  1.3772  1.3437  1.3127  1.2836  1.2140  1.1453  1.0679  0.9768
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = F140W
  1.3766  1.3852  1.3962  1.4055  1.4217  1.4395  1.4474  1.4502  1.4519  1.4553
  1.4543  1.4487  1.4380  1.4220  1.4015  1.3354  1.2537  1.1575  1.0480
  1.4245  1.3818  1.3918  1.4030  1.4107  1.4226  1.4300  1.4332  1.4350  1.4377
  1.4360  1.4294  1.4177  1.4008  1.3794  1.3121  1.2308  1.1372  1.0318  0.9196
