 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  g   
 -4.5608 -4.0166 -3.7218 -3.6733 -3.8676 -4.1383 -4.3132 -4.1576 -4.0030 -3.8369
 -3.6596 -3.5067 -3.3164 -3.1272 -2.9491 -2.5471 -2.1952 -1.9332 -1.7185
 -5.0112 -4.6649 -4.4109 -4.2400 -4.1253 -4.0174 -3.8993 -3.7756 -3.6497 -3.5205
 -3.3763 -3.2130 -3.0397 -2.8711 -2.7136 -2.3653 -2.0817 -1.8624 -1.7006 -1.5781
 -4.7810 -4.4536 -4.1921 -3.9843 -3.8232 -3.7060 -3.6203 -3.5285 -3.4137 -3.2832
 -3.1519 -3.0149 -2.8645 -2.7135 -2.5728 -2.2705 -2.0257 -1.8345 -1.6911 -1.5811
 -1.4926
 -4.5978 -4.3015 -4.0549 -3.8471 -3.6715 -3.5242 -3.4020 -3.3022 -3.2128 -3.1089
 -2.9854 -2.8602 -2.7307 -2.5965 -2.4688 -2.1978 -1.9838 -1.8163 -1.6887 -1.5891
 -1.5079 -1.4387
 -4.4230 -4.1627 -3.9393 -3.7442 -3.5717 -3.4188 -3.2837 -3.1643 -3.0575 -2.9591
 -2.8583 -2.7476 -2.6329 -2.5126 -2.3957 -2.1463 -1.9532 -1.8038 -1.6896 -1.5996
 -1.5251 -1.4610 -1.4039 -1.3510
 -4.2495 -4.0235 -3.8264 -3.6496 -3.4884 -3.3408 -3.2052 -3.0810 -2.9672 -2.8612
 -2.7600 -2.6599 -2.5599 -2.4549 -2.3483 -2.1124 -1.9319 -1.7943 -1.6906 -1.6094
 -1.5420 -1.4834 -1.4307 -1.3824 -1.3357 -1.2924 -1.2551 -1.2260 -1.2066 -1.1978
 -4.0857 -3.8848 -3.7116 -3.5542 -3.4079 -3.2706 -3.1414 -3.0198 -2.9059 -2.7990
 -2.6974 -2.5993 -2.5040 -2.4096 -2.3147 -2.0941 -1.9187 -1.7870 -1.6893 -1.6155
 -1.5555 -1.5032 -1.4561 -1.4123 -1.3710 -1.3307 -1.2935 -1.2619 -1.2378 -1.2234
 -1.2216
 -3.9343 -3.7535 -3.5974 -3.4564 -3.3253 -3.2005 -3.0805 -2.9657 -2.8563 -2.7517
 -2.6523 -2.5571 -2.4651 -2.3756 -2.2875 -2.0830 -1.9131 -1.7827 -1.6867 -1.6168
 -1.5630 -1.5177 -1.4771 -1.4392 -1.4029 -1.3678 -1.3326 -1.3000 -1.2734 -1.2554
 -1.2476
 -3.7986 -3.6336 -3.4870 -3.3571 -3.2382 -3.1249 -3.0155 -2.9093 -2.8068 -2.7076
 -2.6122 -2.5205 -2.4324 -2.3471 -2.2637 -2.0710 -1.9084 -1.7801 -1.6836 -1.6140
 -1.5636 -1.5245 -1.4911 -1.4600 -1.4300 -1.4004 -1.3713 -1.3446 -1.3205 -1.2988
 -1.2793
 -3.6787 -3.5251 -3.3893 -3.2641 -3.1517 -3.0477 -2.9481 -2.8511 -2.7565 -2.6644
 -2.5748 -2.4879 -2.4040 -2.3230 -2.2445 -2.0612 -1.9050 -1.7791 -1.6826 -1.6116
 -1.5611 -1.5251 -1.4974 -1.4736 -1.4509 -1.4281 -1.4051 -1.3820 -1.3635 -1.3418
 -1.3183
 -3.5744 -3.4280 -3.3043 -3.1804 -3.0691 -2.9689 -2.8761 -2.7873 -2.7008 -2.6162
 -2.5336 -2.4530 -2.3743 -2.2979 -2.2240 -2.0509 -1.9001 -1.7770 -1.6811 -1.6092
 -1.5576 -1.5217 -1.4969 -1.4787 -1.4630 -1.4477 -1.4319 -1.4153 -1.3980 -1.3809
 -1.3650
 -3.4859 -3.3423 -3.2320 -3.1062 -2.9933 -2.8925 -2.8018 -2.7180 -2.6383 -2.5612
 -2.4858 -2.4122 -2.3401 -2.2695 -2.2022 -2.0401 -1.8937 -1.7738 -1.6791
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  g   
 -5.6777 -5.1276 -4.7213 -4.4520 -4.3123 -4.2389 -4.1676 -4.0086 -3.8485 -3.6807
 -3.5023 -3.3280 -3.1429 -2.9680 -2.8068 -2.4545 -2.1541 -1.9146 -1.7183
 -5.3228 -4.9192 -4.6285 -4.3831 -4.1699 -3.9894 -3.8344 -3.6944 -3.5588 -3.4193
 -3.2697 -3.1076 -2.9398 -2.7798 -2.6331 -2.3210 -2.0656 -1.8580 -1.6976 -1.5726
 -5.0115 -4.5819 -4.2586 -4.0236 -3.8647 -3.7400 -3.6102 -3.4758 -3.3451 -3.2188
 -3.0902 -2.9526 -2.8031 -2.6544 -2.5176 -2.2330 -2.0092 -1.8286 -1.6869 -1.5763
 -1.4871
 -4.8435 -4.4289 -4.1055 -3.8547 -3.6610 -3.5126 -3.4047 -3.3165 -3.2113 -3.0865
 -2.9601 -2.8360 -2.7060 -2.5698 -2.4418 -2.1730 -1.9697 -1.8094 -1.6830 -1.5830
 -1.5011 -1.4314
 -4.7250 -4.3365 -4.0271 -3.7791 -3.5784 -3.4147 -3.2796 -3.1669 -3.0743 -2.9855
 -2.8769 -2.7573 -2.6364 -2.5128 -2.3912 -2.1345 -1.9432 -1.7967 -1.6826 -1.5919
 -1.5169 -1.4524 -1.3953 -1.3437
 -4.6186 -4.2616 -3.9717 -3.7340 -3.5355 -3.3673 -3.2233 -3.0980 -2.9863 -2.8856
 -2.7926 -2.6950 -2.5886 -2.4746 -2.3599 -2.1113 -1.9261 -1.7877 -1.6825 -1.6003
 -1.5323 -1.4735 -1.4209 -1.3729 -1.3285 -1.2878 -1.2515 -1.2210 -1.2001 -1.1914
