 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -4.8538 -4.5138 -4.2676 -3.9955 -3.6960 -3.4501 -3.3080 -3.2224 -3.1269 -2.9993
 -2.8558 -2.7009 -2.5459 -2.4005 -2.2607 -1.9453 -1.6794 -1.4696 -1.3011
 -4.4684 -4.0727 -3.7783 -3.5375 -3.3411 -3.1844 -3.0585 -2.9514 -2.8520 -2.7522
 -2.6458 -2.5276 -2.3969 -2.2627 -2.1350 -1.8550 -1.6239 -1.4391 -1.2946 -1.1848
 -4.2088 -3.7913 -3.4725 -3.2400 -3.0812 -2.9607 -2.8498 -2.7462 -2.6521 -2.5653
 -2.4774 -2.3826 -2.2739 -2.1539 -2.0371 -1.7841 -1.5799 -1.4161 -1.2897 -1.1918
 -1.1133
 -4.0750 -3.6696 -3.3502 -3.1030 -2.9163 -2.7790 -2.6819 -2.6068 -2.5272 -2.4386
 -2.3506 -2.2659 -2.1769 -2.0741 -1.9670 -1.7326 -1.5474 -1.4006 -1.2864 -1.1971
 -1.1250 -1.0644
 -3.9803 -3.5989 -3.2923 -3.0480 -2.8545 -2.7027 -2.5845 -2.4916 -2.4169 -2.3484
 -2.2701 -2.1838 -2.1004 -2.0126 -1.9166 -1.6969 -1.5243 -1.3899 -1.2860 -1.2046
 -1.1383 -1.0823 -1.0333 -0.9897
 -3.8814 -3.5336 -3.2491 -3.0167 -2.8264 -2.6700 -2.5419 -2.4367 -2.3481 -2.2703
 -2.1980 -2.1236 -2.0449 -1.9656 -1.8789 -1.6725 -1.5082 -1.3818 -1.2858 -1.2115
 -1.1514 -1.1003 -1.0554 -1.0151 -0.9782 -0.9444 -0.9144 -0.8898 -0.8730 -0.8675
 -3.7657 -3.4553 -3.1983 -2.9844 -2.8042 -2.6510 -2.5199 -2.4075 -2.3111 -2.2260
 -2.1478 -2.0727 -1.9980 -1.9257 -1.8495 -1.6560 -1.4972 -1.3754 -1.2841 -1.2155
 -1.1615 -1.1160 -1.0761 -1.0398 -1.0063 -0.9750 -0.9465 -0.9209 -0.9014 -0.8913
 -0.8924
 -3.6400 -3.3643 -3.1345 -2.9412 -2.7755 -2.6306 -2.5023 -2.3882 -2.2869 -2.1973
 -2.1157 -2.0389 -1.9646 -1.8923 -1.8224 -1.6443 -1.4904 -1.3706 -1.2811 -1.2157
 -1.1666 -1.1270 -1.0927 -1.0616 -1.0326 -1.0051 -0.9792 -0.9555 -0.9349 -0.9201
 -0.9165
 -3.5089 -3.2651 -3.0591 -2.8846 -2.7340 -2.6000 -2.4785 -2.3674 -2.2658 -2.1736
 -2.0898 -2.0123 -1.9385 -1.8671 -1.7986 -1.6313 -1.4845 -1.3664 -1.2772 -1.2123
 -1.1660 -1.1313 -1.1030 -1.0779 -1.0545 -1.0319 -1.0102 -0.9895 -0.9704 -0.9545
 -0.9448
 -3.3875 -3.1726 -2.9846 -2.8239 -2.6854 -2.5620 -2.4490 -2.3434 -2.2447 -2.1529
 -2.0682 -1.9901 -1.9172 -1.8477 -1.7808 -1.6209 -1.4798 -1.3643 -1.2751 -1.2092
