 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.4171 -0.3997 -0.4248 -0.4271 -0.3916 -0.3587 -0.3627 -0.3849 -0.3880 -0.3590
 -0.3120 -0.2514 -0.1872 -0.1282 -0.0728  0.0354  0.0961  0.1197  0.1273
 -0.4162 -0.3569 -0.3265 -0.3067 -0.2953 -0.2928 -0.2957 -0.2984 -0.2955 -0.2839
 -0.2613 -0.2257 -0.1780 -0.1251 -0.0749  0.0224  0.0773  0.0973  0.0983  0.0856
 -0.4154 -0.3372 -0.2773 -0.2398 -0.2283 -0.2303 -0.2312 -0.2295 -0.2275 -0.2246
 -0.2152 -0.1965 -0.1645 -0.1211 -0.0769  0.0107  0.0608  0.0781  0.0751  0.0614
  0.0413
 -0.4147 -0.3406 -0.2772 -0.2264 -0.1906 -0.1712 -0.1692 -0.1782 -0.1840 -0.1811
 -0.1737 -0.1638 -0.1467 -0.1162 -0.0788  0.0003  0.0466  0.0621  0.0576  0.0434
  0.0236 -0.0003
 -0.3946 -0.3325 -0.2762 -0.2266 -0.1852 -0.1541 -0.1345 -0.1255 -0.1263 -0.1318
 -0.1326 -0.1271 -0.1197 -0.1038 -0.0762 -0.0066  0.0365  0.0507  0.0441  0.0284
  0.0080 -0.0157 -0.0422 -0.0711
 -0.3483 -0.3025 -0.2592 -0.2182 -0.1802 -0.1468 -0.1203 -0.1017 -0.0903 -0.0844
 -0.0823 -0.0806 -0.0773 -0.0732 -0.0602 -0.0076  0.0318  0.0451  0.0363  0.0174
 -0.0051 -0.0298 -0.0565 -0.0852 -0.1155 -0.1479 -0.1829 -0.2231 -0.2695 -0.3181
 -0.2764 -0.2477 -0.2199 -0.1919 -0.1633 -0.1348 -0.1083 -0.0856 -0.0686 -0.0565
 -0.0476 -0.0406 -0.0344 -0.0316 -0.0266  0.0026  0.0335  0.0456  0.0354  0.0125
 -0.0139 -0.0413 -0.0696 -0.0989 -0.1293 -0.1609 -0.1944 -0.2301 -0.2711 -0.3191
 -0.3700
 -0.1849 -0.1712 -0.1580 -0.1443 -0.1282 -0.1096 -0.0890 -0.0680 -0.0491 -0.0341
 -0.0224 -0.0128 -0.0042  0.0030  0.0072  0.0254  0.0434  0.0519  0.0410  0.0151
 -0.0163 -0.0481 -0.0796 -0.1110 -0.1427 -0.1747 -0.2076 -0.2420 -0.2789 -0.3205
 -0.3702
 -0.0807 -0.0793 -0.0783 -0.0769 -0.0735 -0.0666 -0.0557 -0.0415 -0.0258 -0.0109
  0.0016  0.0117  0.0204  0.0284  0.0340  0.0496  0.0604  0.0630  0.0513  0.0239
 -0.0117 -0.0489 -0.0852 -0.1203 -0.1546 -0.1883 -0.2221 -0.2563 -0.2916 -0.3295
 -0.3724
  0.0286  0.0209  0.0126  0.0046 -0.0024 -0.0065 -0.0067 -0.0021  0.0063  0.0169
  0.0278  0.0372  0.0449  0.0514  0.0568  0.0698  0.0780  0.0767  0.0639  0.0371
 -0.0001 -0.0415 -0.0831 -0.1232 -0.1615 -0.1983 -0.2343 -0.2698 -0.3052 -0.3416
 -0.3797
  0.1413  0.1257  0.1101  0.0950  0.0806  0.0675  0.0576  0.0520  0.0509  0.0539
  0.0596  0.0662  0.0721  0.0767  0.0802  0.0877  0.0940  0.0907  0.0765  0.0508
  0.0144 -0.0285 -0.0739 -0.1190 -0.1623 -0.2035 -0.2431 -0.2811 -0.3183 -0.3552
 -0.3928
  0.2574  0.2351  0.2105  0.1906  0.1704  0.1511  0.1337  0.1193  0.1089  0.1027
  0.1005  0.1011  0.1033  0.1053  0.1042  0.1033  0.1084  0.1050  0.0891
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.6216 -0.5791 -0.5493 -0.5275 -0.5105 -0.4932 -0.4709 -0.4405 -0.4028 -0.3602
 -0.3111 -0.2554 -0.1953 -0.1365 -0.0788  0.0281  0.0949  0.1233  0.1254
 -0.5281 -0.4730 -0.4353 -0.4101 -0.3926 -0.3795 -0.3670 -0.3503 -0.3293 -0.3040
 -0.2725 -0.2327 -0.1845 -0.1331 -0.0845  0.0128  0.0738  0.1007  0.1023  0.0898
 -0.4867 -0.4067 -0.3548 -0.3298 -0.3087 -0.2950 -0.2857 -0.2767 -0.2659 -0.2526
 -0.2349 -0.2103 -0.1756 -0.1325 -0.0891 -0.0005  0.0556  0.0812  0.0825  0.0699
  0.0501
 -0.4806 -0.3841 -0.3163 -0.2733 -0.2483 -0.2351 -0.2281 -0.2227 -0.2151 -0.2065
 -0.1962 -0.1827 -0.1621 -0.1301 -0.0926 -0.0118  0.0403  0.0648  0.0660  0.0532
  0.0334  0.0092
 -0.4876 -0.3968 -0.3188 -0.2601 -0.2189 -0.1919 -0.1759 -0.1684 -0.1673 -0.1683
 -0.1623 -0.1527 -0.1404 -0.1214 -0.0919 -0.0194  0.0290  0.0523  0.0531  0.0394
  0.0189 -0.0053 -0.0323 -0.0620
 -0.4812 -0.3980 -0.3240 -0.2600 -0.2067 -0.1650 -0.1349 -0.1161 -0.1077 -0.1092
 -0.1145 -0.1153 -0.1115 -0.1021 -0.0839 -0.0220  0.0227  0.0446  0.0448  0.0295
  0.0070 -0.0184 -0.0458 -0.0752 -0.1065 -0.1400 -0.1761 -0.2172 -0.2641 -0.3125
 -0.4520 -0.3821 -0.3175 -0.2596 -0.2085 -0.1647 -0.1286 -0.1011 -0.0819 -0.0697
 -0.0635 -0.0626 -0.0636 -0.0640 -0.0594 -0.0185  0.0217  0.0421  0.0417  0.0245
 -0.0009 -0.0289 -0.0580 -0.0882 -0.1195 -0.1521 -0.1867 -0.2235 -0.2654 -0.3137
 -0.3646
 -0.3978 -0.3434 -0.2917 -0.2441 -0.2005 -0.1608 -0.1252 -0.0944 -0.0694 -0.0506
 -0.0366 -0.0266 -0.0201 -0.0178 -0.0178 -0.0020  0.0265  0.0446  0.0438  0.0255
 -0.0033 -0.0352 -0.0674 -0.0996 -0.1321 -0.1651 -0.1991 -0.2346 -0.2726 -0.3150
 -0.3650
 -0.3188 -0.2797 -0.2426 -0.2075 -0.1746 -0.1435 -0.1136 -0.0853 -0.0594 -0.0371
 -0.0191 -0.0049  0.0064  0.0150  0.0192  0.0284  0.0410  0.0522  0.0503  0.0317
  0.0003 -0.0360 -0.0725 -0.1083 -0.1434 -0.1780 -0.2129 -0.2482 -0.2847 -0.3236
 -0.3672
 -0.2235 -0.1988 -0.1749 -0.1519 -0.1301 -0.1093 -0.0883 -0.0666 -0.0446 -0.0234
 -0.0042  0.0121  0.0254  0.0363  0.0444  0.0562  0.0629  0.0655  0.0605  0.0421
