 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  i   
 -1.1041 -1.1024 -1.1214 -1.1553 -1.1911 -1.2039 -1.0593 -1.0274 -0.9915 -0.9458
 -0.8881 -0.8219 -0.7589 -0.6893 -0.6238 -0.5043 -0.4511 -0.4408 -0.4488
 -1.1101 -1.0246 -0.9735 -0.9533 -0.9560 -0.9562 -0.9460 -0.9290 -0.9080 -0.8826
 -0.8459 -0.7953 -0.7357 -0.6766 -0.6236 -0.5270 -0.4762 -0.4611 -0.4662 -0.4834
 -1.0588 -0.9880 -0.9310 -0.8880 -0.8610 -0.8529 -0.8602 -0.8633 -0.8520 -0.8280
 -0.8005 -0.7669 -0.7214 -0.6710 -0.6241 -0.5364 -0.4923 -0.4808 -0.4873 -0.5039
 -0.5276
 -1.0037 -0.9474 -0.8981 -0.8557 -0.8210 -0.7957 -0.7806 -0.7763 -0.7783 -0.7736
 -0.7566 -0.7350 -0.7050 -0.6656 -0.6252 -0.5458 -0.5053 -0.4968 -0.5050 -0.5218
 -0.5442 -0.5714
 -0.9293 -0.8906 -0.8545 -0.8203 -0.7886 -0.7611 -0.7389 -0.7225 -0.7114 -0.7048
 -0.6983 -0.6870 -0.6728 -0.6498 -0.6206 -0.5514 -0.5135 -0.5074 -0.5186 -0.5367
 -0.5592 -0.5854 -0.6151 -0.6478
 -0.8375 -0.8156 -0.7945 -0.7724 -0.7491 -0.7261 -0.7047 -0.6860 -0.6706 -0.6575
 -0.6462 -0.6356 -0.6267 -0.6146 -0.5980 -0.5499 -0.5158 -0.5110 -0.5260 -0.5476
 -0.5717 -0.5984 -0.6275 -0.6593 -0.6942 -0.7327 -0.7749 -0.8213 -0.8719 -0.9267
 -0.7365 -0.7260 -0.7184 -0.7092 -0.6971 -0.6824 -0.6664 -0.6505 -0.6358 -0.6226
 -0.6101 -0.5979 -0.5870 -0.5772 -0.5658 -0.5357 -0.5113 -0.5077 -0.5256 -0.5521
 -0.5802 -0.6090 -0.6392 -0.6709 -0.7042 -0.7387 -0.7760 -0.8179 -0.8657 -0.9194
 -0.9756
 -0.6282 -0.6285 -0.6306 -0.6318 -0.6309 -0.6266 -0.6188 -0.6091 -0.5987 -0.5880
 -0.5777 -0.5674 -0.5571 -0.5475 -0.5374 -0.5145 -0.4996 -0.4986 -0.5177 -0.5486
 -0.5822 -0.6154 -0.6482 -0.6814 -0.7152 -0.7499 -0.7853 -0.8230 -0.8651 -0.9129
 -0.9674
 -0.5201 -0.5283 -0.5367 -0.5453 -0.5530 -0.5580 -0.5597 -0.5580 -0.5542 -0.5488
 -0.5425 -0.5357 -0.5286 -0.5214 -0.5133 -0.4939 -0.4837 -0.4862 -0.5052 -0.5383
 -0.5769 -0.6158 -0.6533 -0.6898 -0.7256 -0.7612 -0.7973 -0.8355 -0.8758 -0.9181
 -0.9621
 -0.4123 -0.4254 -0.4405 -0.4543 -0.4676 -0.4799 -0.4898 -0.4967 -0.5009 -0.5025
 -0.5021 -0.5003 -0.4975 -0.4940 -0.4898 -0.4760 -0.4683 -0.4727 -0.4912 -0.5234
 -0.5641 -0.6077 -0.6507 -0.6920 -0.7316 -0.7698 -0.8073 -0.8446 -0.8862 -0.9253
 -0.9630
 -0.3046 -0.3198 -0.3420 -0.3626 -0.3792 -0.3961 -0.4119 -0.4260 -0.4379 -0.4473
