 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -7.7018 -7.5117 -7.7159 -7.6396 -7.3964 -7.0524 -6.6509 -6.3977 -6.1514 -5.8923
 -5.6453 -5.4158 -5.2049 -5.0098 -4.8239 -4.4147 -4.0086 -3.6502 -3.3953
 -7.5830 -7.2533 -6.9918 -6.8139 -6.7052 -6.5616 -6.3379 -6.0824 -5.8326 -5.5863
 -5.3496 -5.1296 -4.9286 -4.7447 -4.5741 -4.1895 -3.8526 -3.5741 -3.3610 -3.1972
 -7.2806 -6.9561 -6.6701 -6.4317 -6.2391 -6.1024 -5.9878 -5.8201 -5.6039 -5.3704
 -5.1438 -4.9310 -4.7370 -4.5618 -4.4029 -4.0591 -3.7688 -3.5268 -3.3379 -3.1910
 -3.0722
 -7.0326 -6.7396 -6.4622 -6.2152 -5.9995 -5.8095 -5.6466 -5.5159 -5.3773 -5.1971
 -4.9931 -4.7917 -4.6044 -4.4348 -4.2825 -3.9640 -3.7069 -3.4955 -3.3257 -3.1926
 -3.0839 -2.9910
 -6.8072 -6.5557 -6.3042 -6.0664 -5.8507 -5.6546 -5.4734 -5.3056 -5.1590 -5.0181
 -4.8644 -4.6918 -4.5172 -4.3533 -4.2048 -3.8999 -3.6635 -3.4731 -3.3204 -3.1990
 -3.0991 -3.0132 -2.9368 -2.8681
 -6.5973 -6.3816 -6.1653 -5.9482 -5.7419 -5.5502 -5.3709 -5.2006 -5.0388 -4.8856
 -4.7431 -4.6028 -4.4553 -4.3051 -4.1612 -3.8610 -3.6356 -3.4585 -3.3181 -3.2068
 -3.1151 -3.0361 -2.9656 -2.9009 -2.8383 -2.7797 -2.7280 -2.6853 -2.6534 -2.6332
 -6.4038 -6.2161 -6.0298 -5.8403 -5.6505 -5.4688 -5.2961 -5.1313 -4.9732 -4.8194
 -4.6718 -4.5329 -4.4004 -4.2692 -4.1386 -3.8435 -3.6200 -3.4497 -3.3168 -3.2129
 -3.1289 -3.0572 -2.9930 -2.9339 -2.8786 -2.8256 -2.7764 -2.7326 -2.6956 -2.6680
 -2.6559
 -6.2275 -6.0613 -5.8970 -5.7317 -5.5640 -5.3959 -5.2328 -5.0762 -4.9252 -4.7777
 -4.6339 -4.4955 -4.3641 -4.2396 -4.1195 -3.8415 -3.6159 -3.4464 -3.3163 -3.2163
 -3.1382 -3.0735 -3.0165 -2.9639 -2.9144 -2.8670 -2.8204 -2.7771 -2.7399 -2.7110
 -2.6918
 -6.0695 -5.9193 -5.7706 -5.6190 -5.4725 -5.3225 -5.1716 -5.0236 -4.8808 -4.7413
 -4.6041 -4.4703 -4.3419 -4.2194 -4.1029 -3.8385 -3.6177 -3.4464 -3.3160 -3.2168
 -3.1417 -3.0826 -3.0328 -2.9877 -2.9451 -2.9039 -2.8641 -2.8260 -2.7916 -2.7611
 -2.7341
 -5.9306 -5.7922 -5.6544 -5.5174 -5.3812 -5.2460 -5.1110 -4.9745 -4.8398 -4.7084
 -4.5794 -4.4526 -4.3287 -4.2095 -4.0957 -3.8381 -3.6225 -3.4510 -3.3192 -3.2188
 -3.1434 -3.0869 -3.0425 -3.0046 -2.9696 -2.9358 -2.9027 -2.8702 -2.8388 -2.8094
 -2.7820
 -5.8076 -5.6744 -5.5434 -5.4146 -5.2879 -5.1633 -5.0406 -4.9190 -4.7957 -4.6726
 -4.5516 -4.4326 -4.3154 -4.2009 -4.0905 -3.8382 -3.6260 -3.4551 -3.3223 -3.2208
 -3.1443 -3.0877 -3.0458 -3.0133 -2.9854 -2.9594 -2.9340 -2.9085 -2.8832 -2.8586
 -2.8354
 -5.6843 -5.5371 -5.4055 -5.2852 -5.1722 -5.0632 -4.9555 -4.8471 -4.7379 -4.6278
 -4.5172 -4.4064 -4.2969 -4.1889 -4.0832 -3.8378 -3.6279 -3.4581 -3.3247
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  g   
 -8.0015 -7.8462 -7.6485 -7.3257 -6.9618 -6.6105 -6.3104 -6.0552 -5.8176 -5.5882
 -5.3688 -5.1641 -4.9763 -4.8039 -4.6439 -4.2887 -3.9544 -3.6499 -3.4066
 -7.5430 -7.2383 -7.0587 -6.9406 -6.7101 -6.4025 -6.0993 -5.8356 -5.5991 -5.3720
 -5.1549 -4.9527 -4.7686 -4.6025 -4.4516 -4.1208 -3.8313 -3.5765 -3.3662 -3.1999
 -7.2851 -6.9489 -6.6724 -6.4652 -6.3414 -6.1970 -5.9530 -5.6873 -5.4479 -5.2259
 -5.0123 -4.8122 -4.6295 -4.4655 -4.3185 -4.0074 -3.7486 -3.5263 -3.3408 -3.1914
 -3.0700
 -7.1006 -6.7784 -6.4880 -6.2331 -6.0226 -5.8647 -5.7434 -5.5755 -5.3513 -5.1327
 -4.9241 -4.7264 -4.5442 -4.3802 -4.2339 -3.9316 -3.6915 -3.4922 -3.3261 -3.1906
 -3.0792 -2.9846
 -6.9467 -6.6539 -6.3738 -6.1199 -5.8949 -5.6931 -5.5175 -5.3704 -5.2376 -5.0677
 -4.8731 -4.6798 -4.4988 -4.3339 -4.1863 -3.8850 -3.6545 -3.4699 -3.3185 -3.1945
 -3.0920 -3.0044 -2.9272 -2.8578
 -6.8166 -6.5460 -6.2881 -6.0415 -5.8167 -5.6130 -5.4243 -5.2484 -5.0905 -4.9535
 -4.8130 -4.6503 -4.4789 -4.3150 -4.1657 -3.8603 -3.6323 -3.4557 -3.3146 -3.2001
 -3.1057 -3.0250 -2.9538 -2.8890 -2.8284 -2.7729 -2.7234 -2.6808 -2.6466 -2.6251
 -6.6873 -6.4439 -6.2113 -5.9806 -5.7613 -5.5600 -5.3744 -5.1991 -5.0318 -4.8750
 -4.7303 -4.5950 -4.4556 -4.3089 -4.1636 -3.8522 -3.6213 -3.4474 -3.3121 -3.2047
 -3.1176 -3.0441 -2.9793 -2.9202 -2.8652 -2.8121 -2.7628 -2.7202 -2.6862 -2.6621
 -2.6474
 -6.5668 -6.3438 -6.1348 -5.9240 -5.7165 -5.5192 -5.3370 -5.1668 -5.0042 -4.8468
 -4.6955 -4.5520 -4.4186 -4.2908 -4.1626 -3.8581 -3.6192 -3.4437 -3.3106 -3.2072
 -3.1258 -3.0590 -3.0011 -2.9486 -2.8994 -2.8510 -2.8050 -2.7636 -2.7286 -2.7014
 -2.6828
 -6.4611 -6.2493 -6.0547 -5.8627 -5.6708 -5.4824 -5.3037 -5.1368 -4.9798 -4.8284
 -4.6808 -4.5368 -4.3993 -4.2709 -4.1502 -3.8668 -3.6244 -3.4429 -3.3088 -3.2068
