 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = BX   
 -3.1876 -3.0820 -2.9964 -2.9271 -2.8710 -2.8254 -2.7877 -2.7556 -2.7274 -2.7024
 -2.6852
 -8.8433 -8.2541 -7.7051 -7.2085 -6.7702 -6.3861 -6.0527 -5.7656 -5.5192 -5.3071
 -5.1225 -4.9593 -4.8126 -4.6792 -4.5258 -4.2931 -4.0133 -3.7354 -3.5067
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value = BX   
 -9.8447 -9.7889 -9.7838 -9.7365 -9.5742 -9.2390 -8.6812 -7.9176 -7.1918 -6.5230
 -6.0058 -5.6355 -5.3578 -5.1337 -4.9425 -4.5485 -4.2289 -3.9531 -3.6969
 -9.3125 -9.2433 -9.1740 -9.0892 -8.9645 -8.7571 -8.3824 -7.7330 -7.0283 -6.3860
 -5.8862 -5.5222 -5.2478 -5.0266 -4.8369 -4.4448 -4.1297 -3.8634 -3.6305 -3.4234
 -8.8264 -8.7425 -8.6630 -8.5777 -8.4682 -8.3032 -8.0258 -7.5404 -6.9147 -6.3119
 -5.8226 -5.4568 -5.1797 -4.9577 -4.7682 -4.3760 -4.0620 -3.8021 -3.5798 -3.3857
 -3.2149
