 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -6.4466 -6.2748 -6.4681 -6.3931 -6.1613 -5.8274 -5.4467 -5.1977 -4.9673 -4.7296
 -4.5042 -4.2940 -4.0977 -3.9139 -3.7382 -3.3538 -2.9711 -2.6309 -2.3942
 -6.3250 -6.0198 -5.7755 -5.6078 -5.5051 -5.3660 -5.1478 -4.9018 -4.6667 -4.4396
 -4.2230 -4.0211 -3.8352 -3.6635 -3.5034 -3.1411 -2.8247 -2.5642 -2.3651 -2.2125
 -6.0312 -5.7313 -5.4652 -5.2406 -5.0570 -4.9264 -4.8168 -4.6560 -4.4517 -4.2347
 -4.0277 -3.8337 -3.6557 -3.4932 -3.3447 -3.0211 -2.7482 -2.5219 -2.3456 -2.2086
 -2.0979
 -5.7901 -5.5198 -5.2629 -5.0321 -4.8284 -4.6477 -4.4933 -4.3706 -4.2413 -4.0739
 -3.8857 -3.7014 -3.5304 -3.3744 -3.2329 -2.9338 -2.6918 -2.4940 -2.3358 -2.2117
 -2.1103 -2.0236
 -5.5720 -5.3404 -5.1083 -4.8875 -4.6856 -4.5008 -4.3301 -4.1731 -4.0378 -3.9087
 -3.7674 -3.6082 -3.4474 -3.2967 -3.1598 -2.8747 -2.6522 -2.4740 -2.3318 -2.2189
 -2.1258 -2.0455 -1.9742 -1.9101
 -5.3706 -5.1718 -4.9727 -4.7719 -4.5801 -4.4008 -4.2328 -4.0740 -3.9245 -3.7846
 -3.6546 -3.5260 -3.3898 -3.2507 -3.1174 -2.8382 -2.6263 -2.4606 -2.3301 -2.2269
 -2.1417 -2.0680 -2.0022 -1.9418 -1.8833 -1.8287 -1.7808 -1.7416 -1.7130 -1.6958
 -5.1871 -5.0132 -4.8417 -4.6668 -4.4911 -4.3220 -4.1609 -4.0074 -3.8613 -3.7208
 -3.5866 -3.4598 -3.3380 -3.2167 -3.0955 -2.8207 -2.6114 -2.4518 -2.3285 -2.2327
 -2.1551 -2.0885 -2.0288 -1.9737 -1.9220 -1.8723 -1.8261 -1.7855 -1.7519 -1.7278
 -1.7184
 -5.0230 -4.8672 -4.7148 -4.5620 -4.4071 -4.2514 -4.0998 -3.9541 -3.8141 -3.6789
