 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F560W
  4.2364  4.4095  4.4149  3.9476  2.9841  2.0273  1.6932  1.8242  2.2250  2.7030
  2.4802  2.0286  2.0872  2.4663  2.7012  2.5078
  3.7845  3.8693  3.9076  3.7452  3.3455  2.9119  2.7031  2.6472  2.6892  2.7713
  2.6326  2.4381  2.4522  2.6052  2.6925  2.4898  2.2977  2.1234  1.9060
  3.5631  3.5624  3.5753  3.5427  3.4409  3.3022  3.1805  3.0563  2.9390  2.8384
  2.7527  2.6896  2.6705  2.6802  2.6671  2.4709  2.2799  2.0944  1.9128  1.7464
  1.6242
  3.5722  3.4888  3.4180  3.3401  3.2704  3.1981  3.1254  3.0515  2.9744  2.9044
  2.8405  2.7830  2.7419  2.6911  2.6250  2.4511  2.2603  2.0841  1.9142  1.7533
  1.6007  1.4552  1.3165
  3.4782  3.4219  3.3687  3.3088  3.2467  3.1799  3.1102  3.0392  2.9679  2.8975
  2.8297  2.7653  2.7095  2.6552  2.5964  2.4332  2.2487  2.0695  1.9001  1.7397
  1.5873  1.4422  1.3038  1.1710  1.0430
  3.3796  3.3418  3.3022  3.2577  3.2063  3.1484  3.0852  3.0192  2.9519  2.8847
  2.8186  2.7539  2.6916  2.6365  2.5754  2.4178  2.2406  2.0601  1.8898  1.7292
  1.5768  1.4318  1.2935  1.1612  1.0342  0.9115
  3.2766  3.2485  3.2185  3.1868  3.1492  3.1036  3.0504  2.9915  2.9294  2.8658
  2.8022  2.7396  2.6785  2.6217  2.5620  2.4049  2.2360  2.0559  1.8833  1.7218
  1.5692  1.4240  1.2857  1.1536  1.0271  0.9054  0.7875  0.6732  0.5620  0.4528
  3.1690  3.1420  3.1176  3.0956  3.0715  3.0408  3.0016  2.9538  2.8997  2.8417
  2.7819  2.7216  2.6621  2.6055  2.5487  2.3967  2.2325  2.0569  1.8816  1.7175
  1.5639  1.4184  1.2799  1.1476  1.0212  0.9000  0.7831  0.6700  0.5602  0.4531
  0.3477
  3.0630  3.0319  3.0076  2.9895  2.9743  2.9571  2.9338  2.9014  2.8594  2.8103
