 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F115W
  0.7347  0.6622  0.4907  0.4537  0.4584  0.4998  0.5802  0.6226  0.6595  0.6937
  0.7153  0.7293  0.7402  0.7460  0.7482  0.7314  0.6940  0.6214  0.5199
  0.6976  0.6796  0.6611  0.6315  0.5880  0.5687  0.5849  0.6151  0.6465  0.6721
  0.6904  0.7027  0.7103  0.7137  0.7132  0.6929  0.6442  0.5755  0.4993  0.4211
  0.7557  0.7355  0.7206  0.7075  0.6922  0.6647  0.6345  0.6278  0.6414  0.6605
  0.6742  0.6830  0.6877  0.6890  0.6868  0.6652  0.6187  0.5521  0.4770  0.4003
  0.3235
  0.8124  0.7859  0.7673  0.7532  0.7415  0.7304  0.7150  0.6904  0.6707  0.6656
  0.6687  0.6724  0.6738  0.6726  0.6686  0.6446  0.5990  0.5341  0.4596  0.3834
  0.3077  0.2325
  0.8719  0.8371  0.8119  0.7933  0.7784  0.7658  0.7540  0.7411  0.7231  0.7035
  0.6870  0.6767  0.6701  0.6645  0.6579  0.6307  0.5850  0.5209  0.4467  0.3701
  0.2944  0.2197  0.1459  0.0724
  0.9327  0.8919  0.8587  0.8337  0.8138  0.7971  0.7820  0.7678  0.7536  0.7381
  0.7196  0.7004  0.6839  0.6698  0.6568  0.6232  0.5766  0.5131  0.4388  0.3606
  0.2837  0.2084  0.1346  0.0619 -0.0102 -0.0825 -0.1554 -0.2294 -0.3049 -0.3821
  0.9919  0.9479  0.9090  0.8769  0.8510  0.8292  0.8100  0.7922  0.7749  0.7585
  0.7415  0.7233  0.7043  0.6856  0.6677  0.6229  0.5732  0.5109  0.4360  0.3557
  0.2764  0.1994  0.1246  0.0515 -0.0202 -0.0901 -0.1597 -0.2307 -0.3045 -0.3813
 -0.4584
  1.0463  1.0016  0.9604  0.9238  0.8917  0.8642  0.8402  0.8183  0.7975  0.7777
  0.7584  0.7394  0.7204  0.7008  0.6811  0.6301  0.5747  0.5118  0.4375  0.3559
  0.2736  0.1937  0.1168  0.0423 -0.0302 -0.1009 -0.1698 -0.2384 -0.3083 -0.3810
 -0.4572
  1.0928  1.0498  1.0091  0.9718  0.9353  0.9026  0.8734  0.8469  0.8222  0.7990
  0.7768  0.7552  0.7340  0.7131  0.6924  0.6386  0.5796  0.5144  0.4410  0.3591
  0.2745  0.1913  0.1113  0.0342 -0.0401 -0.1121 -0.1822 -0.2511 -0.3201 -0.3895
 -0.4591
  1.1284  1.0890  1.0510  1.0141  0.9784  0.9438  0.9105  0.8796  0.8507  0.8237
  0.7982  0.7736  0.7498  0.7267  0.7040  0.6469  0.5863  0.5199  0.4467  0.3659
  0.2808  0.1953  0.1119  0.0316 -0.0455 -0.1196 -0.1913 -0.2609 -0.3290 -0.3964
 -0.4645
  1.1501  1.1171  1.0838  1.0503  1.0166  0.9827  0.9488  0.9151  0.8827  0.8520
  0.8229  0.7950  0.7682  0.7422  0.7168  0.6551  0.5927  0.5256  0.4523  0.3730
  0.2887  0.2026  0.1171  0.0337 -0.0467 -0.1239 -0.1981 -0.2696 -0.3388 -0.4065
 -0.4734
  1.1558  1.1363  1.1116  1.0829  1.0515  1.0183  0.9843  0.9501  0.9161  0.8829
  0.8506  0.8195  0.7895  0.7606  0.7325  0.6648  0.5991  0.5311  0.4580
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F115W
  0.5054  0.4424  0.4111  0.4347  0.4768  0.5238  0.5679  0.6066  0.6429  0.6749
  0.6985  0.7141  0.7234  0.7279  0.7283  0.7118  0.6754  0.6149  0.5315
  0.5926  0.5761  0.5370  0.4875  0.4882  0.5194  0.5564  0.5920  0.6255  0.6544
  0.6750  0.6877  0.6945  0.6968  0.6955  0.6778  0.6395  0.5798  0.5064  0.4288
  0.6506  0.6415  0.6324  0.6142  0.5736  0.5458  0.5584  0.5855  0.6141  0.6401
  0.6586  0.6694  0.6743  0.6749  0.6720  0.6519  0.6137  0.5565  0.4851  0.4089
  0.3320
  0.7051  0.6909  0.6833  0.6791  0.6699  0.6477  0.6148  0.6011  0.6128  0.6326
  0.6487  0.6580  0.6614  0.6605  0.6562  0.6336  0.5946  0.5386  0.4688  0.3932
  0.3171  0.2415
  0.7624  0.7393  0.7263  0.7181  0.7112  0.7046  0.6940  0.6754  0.6517  0.6432
  0.6477  0.6532  0.6548  0.6524  0.6468  0.6216  0.5813  0.5259  0.4569  0.3813
  0.3049  0.2296  0.1551  0.0802
  0.8217  0.7918  0.7700  0.7563  0.7463  0.7377  0.7304  0.7229  0.7112  0.6929
  0.6754  0.6637  0.6565  0.6504  0.6430  0.6150  0.5734  0.5179  0.4493  0.3730
  0.2955  0.2193  0.1447  0.0712 -0.0012 -0.0735 -0.1468 -0.2221 -0.2995 -0.3775
  0.8871  0.8495  0.8183  0.7965  0.7810  0.7685  0.7575  0.7478  0.7386  0.7281
  0.7141  0.6959  0.6776  0.6616  0.6475  0.6131  0.5698  0.5140  0.4458  0.3687
  0.2892  0.2113  0.1356  0.0616 -0.0110 -0.0823 -0.1534 -0.2255 -0.2993 -0.3755
 -0.4539
  0.9530  0.9115  0.8723  0.8417  0.8186  0.8009  0.7855  0.7716  0.7586  0.7465
  0.7342  0.7200  0.7025  0.6831  0.6639  0.6176  0.5701  0.5136  0.4459  0.3685
  0.2870  0.2065  0.1286  0.0532 -0.0201 -0.0910 -0.1607 -0.2306 -0.3021 -0.3759
 -0.4527
  1.0164  0.9736  0.9301  0.8924  0.8615  0.8365  0.8160  0.7978  0.7806  0.7645
  0.7492  0.7341  0.7178  0.6998  0.6804  0.6290  0.5745  0.5156  0.4478  0.3708
  0.2880  0.2046  0.1237  0.0458 -0.0293 -0.1022 -0.1734 -0.2441 -0.3145 -0.3845
 -0.4542
  1.0743  1.0319  0.9869  0.9469  0.9099  0.8781  0.8509  0.8275  0.8061  0.7860
  0.7668  0.7483  0.7303  0.7118  0.6926  0.6405  0.5833  0.5210  0.4527  0.3766
  0.2938  0.2086  0.1248  0.0437 -0.0341 -0.1091 -0.1818 -0.2524 -0.3215 -0.3900
 -0.4590
  1.1240  1.0856  1.0415  1.0008  0.9605  0.9246  0.8916  0.8622  0.8357  0.8115
  0.7885  0.7663  0.7449  0.7241  0.7034  0.6499  0.5919  0.5281  0.4587  0.3833
  0.3015  0.2160  0.1302  0.0461 -0.0350 -0.1129 -0.1880 -0.2604 -0.3307 -0.3994
 -0.4671
  1.1665  1.1346  1.0939  1.0529  1.0124  0.9733  0.9366  0.9025  0.8707  0.8415
  0.8145  0.7886  0.7637  0.7396  0.7163  0.6588  0.5994  0.5351  0.4651
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F115W
  0.3583  0.3441  0.3875  0.4398  0.4972  0.5469  0.5792  0.6073  0.6366  0.6657
  0.6890  0.7053  0.7145  0.7183  0.7177  0.7010  0.6656  0.6130  0.5431
  0.5028  0.4469  0.4098  0.4402  0.4840  0.5280  0.5638  0.5919  0.6204  0.6477
  0.6688  0.6826  0.6897  0.6914  0.6891  0.6697  0.6341  0.5831  0.5165  0.4406
  0.5686  0.5662  0.5364  0.4855  0.4897  0.5219  0.5550  0.5829  0.6088  0.6341
  0.6539  0.6666  0.6724  0.6728  0.6692  0.6473  0.6108  0.5605  0.4960  0.4219
  0.3448
  0.6160  0.6180  0.6197  0.6081  0.5705  0.5424  0.5560  0.5797  0.6022  0.6247
  0.6435  0.6555  0.6608  0.6604  0.6559  0.6319  0.5941  0.5437  0.4804  0.4076
  0.3313  0.2548
  0.6658  0.6590  0.6605  0.6627  0.6586  0.6414  0.6092  0.5938  0.6035  0.6201
  0.6370  0.6485  0.6535  0.6528  0.6477  0.6219  0.5827  0.5318  0.4690  0.3968
  0.3205  0.2442  0.1687  0.0941
  0.7219  0.7035  0.6970  0.6965  0.6971  0.6948  0.6863  0.6687  0.6442  0.6323
  0.6371  0.6455  0.6499  0.6489  0.6433  0.6160  0.5756  0.5240  0.4612  0.3893
  0.3125  0.2354  0.1597  0.0851  0.0116 -0.0620 -0.1368 -0.2138 -0.2926 -0.3701
  0.7844  0.7549  0.7376  0.7294  0.7258  0.7229  0.7191  0.7136  0.7039  0.6873
  0.6687  0.6580  0.6530  0.6489  0.6424  0.6136  0.5720  0.5196  0.4568  0.3848
  0.3073  0.2289  0.1520  0.0769  0.0030 -0.0695 -0.1419 -0.2154 -0.2911 -0.3690
 -0.4465
  0.8516  0.8132  0.7852  0.7672  0.7564  0.7494  0.7432  0.7370  0.7302  0.7218
  0.7099  0.6948  0.6782  0.6626  0.6488  0.6143  0.5713  0.5183  0.4554  0.3835
  0.3054  0.2252  0.1464  0.0698 -0.0048 -0.0780 -0.1497 -0.2210 -0.2934 -0.3679
 -0.4453
  0.9204  0.8762  0.8396  0.8120  0.7924  0.7786  0.7680  0.7584  0.7491  0.7398
  0.7297  0.7182  0.7043  0.6870  0.6680  0.6207  0.5732  0.5190  0.4558  0.3842
  0.3058  0.2239  0.1426  0.0636 -0.0128 -0.0871 -0.1599 -0.2321 -0.3040 -0.3754
 -0.4463
  0.9878  0.9405  0.8991  0.8636  0.8353  0.8135  0.7965  0.7824  0.7693  0.7567
  0.7443  0.7316  0.7183  0.7031  0.6854  0.6343  0.5801  0.5231  0.4595  0.3884
  0.3105  0.2278  0.1442  0.0624 -0.0167 -0.0929 -0.1671 -0.2392 -0.3099 -0.3799
 -0.4501
  1.0519  1.0045  0.9601  0.9199  0.8848  0.8554  0.8310  0.8109  0.7932  0.7767
  0.7608  0.7451  0.7295  0.7136  0.6964  0.6465  0.5906  0.5302  0.4651  0.3942
  0.3171  0.2346  0.1497  0.0652 -0.0169 -0.0960 -0.1724 -0.2462 -0.3179 -0.3881
 -0.4573
  1.1135  1.0660  1.0204  0.9778  0.9388  0.9036  0.8726  0.8457  0.8222  0.8011
  0.7814  0.7622  0.7434  0.7248  0.7061  0.6559  0.6001  0.5390  0.4724
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = F115W
  0.3156  0.3405  0.3967  0.4514  0.5082  0.5581  0.5899  0.6139  0.6373  0.6647
  0.6870  0.7033  0.7130  0.7167  0.7159  0.6989  0.6640  0.6138  0.5489
  0.4452  0.3812  0.3977  0.4464  0.4933  0.5392  0.5728  0.5982  0.6220  0.6478
