 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F360M
 -3.3013 -3.4529 -3.4872 -3.5062 -3.5629 -3.6342 -3.7157 -3.7900 -3.8722 -3.9527
 -4.0323 -4.1111 -4.1900 -4.2677 -4.3458 -4.5346 -4.7173 -4.8874 -5.0565
 -3.3906 -3.4520 -3.5161 -3.5835 -3.6503 -3.7045 -3.7632 -3.8325 -3.9084 -3.9864
 -4.0646 -4.1425 -4.2201 -4.2971 -4.3734 -4.5602 -4.7408 -4.9144 -5.0804 -5.2391
 -3.4388 -3.4974 -3.5600 -3.6254 -3.6921 -3.7606 -3.8230 -3.8797 -3.9441 -4.0157
 -4.0905 -4.1663 -4.2424 -4.3183 -4.3938 -4.5786 -4.7574 -4.9300 -5.0956 -5.2536
 -5.4046
 -3.4874 -3.5420 -3.6012 -3.6644 -3.7306 -3.7979 -3.8652 -3.9311 -3.9918 -4.0525
 -4.1182 -4.1885 -4.2613 -4.3352 -4.4093 -4.5922 -4.7695 -4.9414 -5.1068 -5.2646
 -5.4150 -5.5590
 -3.5426 -3.5888 -3.6434 -3.7026 -3.7658 -3.8318 -3.8988 -3.9651 -4.0311 -4.0951
 -4.1561 -4.2179 -4.2830 -4.3517 -4.4229 -4.6024 -4.7779 -4.9492 -5.1146 -5.2726
 -5.4229 -5.5664 -5.7040 -5.8366
 -3.6046 -3.6436 -3.6898 -3.7437 -3.8023 -3.8646 -3.9294 -3.9950 -4.0605 -4.1256
 -4.1894 -4.2513 -4.3125 -4.3750 -4.4398 -4.6114 -4.7840 -4.9536 -5.1189 -5.2780
 -5.4287 -5.5722 -5.7093 -5.8411 -5.9684 -6.0915 -6.2110 -6.3272 -6.4402 -6.5504
 -3.6720 -3.7060 -3.7437 -3.7908 -3.8434 -3.9007 -3.9613 -4.0241 -4.0881 -4.1522
 -4.2155 -4.2779 -4.3394 -4.4005 -4.4621 -4.6224 -4.7894 -4.9556 -5.1200 -5.2801
 -5.4324 -5.5765 -5.7137 -5.8450 -5.9713 -6.0932 -6.2112 -6.3258 -6.4374 -6.5463
 -6.6528
