 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  B   
 -5.0303 -4.8712 -4.7174 -4.5709 -4.4317 -4.1156 -3.8451 -3.6259 -3.4489 -3.3052
 -3.1939 -3.1078 -3.0375 -2.9757 -2.9186 -2.8645 -2.8130 -2.7641 -2.7194 -2.6789
 -2.6423
 -6.5771 -6.4173 -6.2572 -6.0970 -5.9368 -5.7769 -5.6170 -5.4568 -5.3003 -5.1487
 -4.9992 -4.8502 -4.7026 -4.5600 -4.4237 -4.1138 -3.8511 -3.6340 -3.4582 -3.3154
 -3.2034 -3.1183 -3.0523 -2.9974 -2.9483 -2.9022 -2.8582 -2.8158 -2.7754 -2.7377
 -2.7029
 -6.4343 -6.2840 -6.1344 -5.9854 -5.8373 -5.6901 -5.5438 -5.3980 -5.2513 -5.1064
 -4.9651 -4.8261 -4.6880 -4.5513 -4.4182 -4.1138 -3.8561 -3.6413 -3.4660 -3.3246
 -3.2122 -3.1263 -3.0616 -3.0112 -2.9691 -2.9311 -2.8954 -2.8607 -2.8272 -2.7951
 -2.7651
 -6.2934 -6.1321 -5.9847 -5.8471 -5.7154 -5.5862 -5.4569 -5.3258 -5.1934 -5.0606
 -4.9281 -4.7967 -4.6673 -4.5392 -4.4125 -4.1149 -3.8594 -3.6475 -3.4733
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  B   
 -8.8946 -8.7231 -8.5140 -8.1805 -7.7955 -7.4085 -7.0677 -6.7763 -6.5059 -6.2473
 -6.0005 -5.7705 -5.5583 -5.3608 -5.1742 -4.7483 -4.3293 -3.9308 -3.6045
 -8.3822 -8.0531 -7.8614 -7.7366 -7.4978 -7.1698 -6.8315 -6.5270 -6.2523 -5.9914
 -5.7432 -5.5128 -5.3024 -5.1101 -4.9320 -4.5290 -4.1620 -3.8261 -3.5414 -3.3152
 -8.0879 -7.7212 -7.4253 -7.2057 -7.0731 -6.9178 -6.6525 -6.3526 -6.0722 -5.8117
 -5.5631 -5.3316 -5.1207 -4.9298 -4.7559 -4.3756 -4.0463 -3.7519 -3.4982 -3.2932
 -3.1286
 -7.8763 -7.5200 -7.2051 -6.9317 -6.7058 -6.5335 -6.3963 -6.2062 -5.9496 -5.6928
 -5.4466 -5.2145 -5.0018 -4.8101 -4.6371 -4.2689 -3.9644 -3.7006 -3.4721 -3.2842
 -3.1324 -3.0057
 -7.7016 -7.3722 -7.0635 -6.7885 -6.5461 -6.3254 -6.1283 -5.9586 -5.8020 -5.6021
 -5.3736 -5.1462 -4.9332 -4.7393 -4.5648 -4.2004 -3.9104 -3.6673 -3.4584 -3.2843
 -3.1430 -3.0252 -2.9228 -2.8303
 -7.5557 -7.2473 -6.9571 -6.6853 -6.4409 -6.2189 -6.0088 -5.8076 -5.6228 -5.4597
 -5.2916 -5.0990 -4.8975 -4.7049 -4.5283 -4.1615 -3.8779 -3.6474 -3.4527 -3.2898
 -3.1572 -3.0472 -2.9523 -2.8671 -2.7885 -2.7160 -2.6498 -2.5900 -2.5380 -2.5009
 -7.4132 -7.1330 -6.8661 -6.6060 -6.3632 -6.1427 -5.9380 -5.7402 -5.5464 -5.3614
 -5.1891 -5.0278 -4.8622 -4.6888 -4.5171 -4.1451 -3.8615 -3.6374 -3.4521 -3.2974
 -3.1719 -3.0691 -2.9814 -2.9029 -2.8309 -2.7622 -2.6983 -2.6413 -2.5930 -2.5544
 -2.5250
 -7.2788 -7.0232 -6.7811 -6.5383 -6.3028 -6.0826 -5.8811 -5.6915 -5.5064 -5.3229
 -5.1438 -4.9732 -4.8146 -4.6629 -4.5107 -4.1477 -3.8576 -3.6348 -3.4546 -3.3055
 -3.1850 -3.0882 -3.0073 -2.9361 -2.8707 -2.8082 -2.7494 -2.6958 -2.6484 -2.6083
 -2.5758
 -7.1574 -6.9188 -6.6948 -6.4714 -6.2491 -6.0333 -5.8317 -5.6452 -5.4687 -5.2955
 -5.1229 -4.9524 -4.7889 -4.6362 -4.4926 -4.1551 -3.8627 -3.6360 -3.4575 -3.3118
 -3.1942 -3.1016 -3.0270 -2.9632 -2.9053 -2.8512 -2.8003 -2.7532 -2.7100 -2.6701
 -2.6334
 -7.0539 -6.8220 -6.6094 -6.4063 -6.2006 -5.9962 -5.7972 -5.6098 -5.4359 -5.2709
 -5.1090 -4.9473 -4.7870 -4.6326 -4.4873 -4.1620 -3.8782 -3.6459 -3.4654 -3.3205
 -3.2039 -3.1126 -3.0419 -2.9844 -2.9341 -2.8878 -2.8442 -2.8026 -2.7633 -2.7267
 -2.6932
 -6.9674 -6.7332 -6.5258 -6.3352 -6.1449 -5.9566 -5.7684 -5.5842 -5.4092 -5.2457
 -5.0906 -4.9391 -4.7881 -4.6384 -4.4934 -4.1679 -3.8913 -3.6596 -3.4750 -3.3292
 -3.2125 -3.1210 -3.0516 -2.9981 -2.9545 -2.9161 -2.8805 -2.8465 -2.8139 -2.7829
 -2.7541
 -6.8927 -6.6524 -6.4442 -6.2558 -6.0788 -5.9055 -5.7320 -5.5594 -5.3894 -5.2258
 -5.0715 -4.9252 -4.7831 -4.6425 -4.5031 -4.1783 -3.9024 -3.6727 -3.4856
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  B   
 -9.0369 -8.7446 -8.3092 -7.8554 -7.4156 -7.0336 -6.7342 -6.4676 -6.2159 -5.9813
 -5.7591 -5.5509 -5.3588 -5.1822 -5.0185 -4.6459 -4.2962 -3.9585 -3.6508
 -8.3721 -8.2051 -8.0320 -7.6833 -7.2854 -6.8981 -6.5652 -6.2855 -6.0284 -5.7900
 -5.5642 -5.3534 -5.1598 -4.9837 -4.8227 -4.4672 -4.1488 -3.8524 -3.5817 -3.3497
 -8.0859 -7.7412 -7.5418 -7.4286 -7.1716 -6.8225 -6.4765 -6.1741 -5.9105 -5.6690
 -5.4410 -5.2272 -5.0305 -4.8521 -4.6905 -4.3425 -4.0437 -3.7759 -3.5344 -3.3241
 -3.1497
 -7.9383 -7.5565 -7.2475 -7.0218 -6.8842 -6.7217 -6.4354 -6.1264 -5.8475 -5.6009
 -5.3715 -5.1552 -4.9548 -4.7726 -4.6081 -4.2605 -3.9727 -3.7237 -3.5037 -3.3111
 -3.1492 -3.0146
 -7.8376 -7.4609 -7.1286 -6.8455 -6.6136 -6.4293 -6.2869 -6.0916 -5.8289 -5.5722
 -5.3410 -5.1231 -4.9191 -4.7322 -4.5634 -4.2106 -3.9273 -3.6899 -3.4853 -3.3069
 -3.1557 -3.0296 -2.9222 -2.8285
 -7.7604 -7.3995 -7.0639 -6.7657 -6.5057 -6.2789 -6.0805 -5.9089 -5.7541 -5.5587
 -5.3351 -5.1185 -4.9126 -4.7212 -4.5471 -4.1846 -3.9005 -3.6695 -3.4752 -3.3081
 -3.1662 -3.0478 -2.9475 -2.8596 -2.7809 -2.7092 -2.6427 -2.5801 -2.5246 -2.4905
 -7.6971 -7.3554 -7.0274 -6.7248 -6.4554 -6.2191 -6.0048 -5.8039 -5.6188 -5.4548
 -5.2957 -5.1159 -4.9216 -4.7307 -4.5522 -4.1772 -3.8878 -3.6587 -3.4708 -3.3121
 -3.1780 -3.0666 -2.9730 -2.8917 -2.8184 -2.7513 -2.6896 -2.6331 -2.5813 -2.5372
 -2.5130
 -7.6384 -7.3194 -7.0047 -6.7048 -6.4294 -6.1839 -5.9656 -5.7642 -5.5718 -5.3881
 -5.2181 -5.0613 -4.9051 -4.7393 -4.5691 -4.1852 -3.8865 -3.6553 -3.4702 -3.3171
 -3.1893 -3.0839 -2.9965 -2.9220 -2.8552 -2.7939 -2.7362 -2.6831 -2.6358 -2.5955
 -2.5627
 -7.5858 -7.2820 -6.9844 -6.6933 -6.4172 -6.1649 -5.9397 -5.7370 -5.5482 -5.3658
 -5.1892 -5.0213 -4.8631 -4.7138 -4.5667 -4.2023 -3.8928 -3.6559 -3.4709 -3.3209
 -3.1974 -3.0966 -3.0149 -2.9469 -2.8873 -2.8328 -2.7825 -2.7364 -2.6941 -2.6554
 -2.6199
 -7.5432 -7.2503 -6.9663 -6.6900 -6.4203 -6.1654 -5.9325 -5.7235 -5.5344 -5.3570
 -5.1854 -5.0177 -4.8550 -4.7000 -4.5550 -4.2202 -3.9142 -3.6668 -3.4777 -3.3279
 -3.2062 -3.1079 -3.0299 -2.9673 -2.9146 -2.8675 -2.8242 -2.7836 -2.7456 -2.7106
 -2.6794
 -7.5126 -7.2086 -6.9389 -6.6797 -6.4249 -6.1756 -5.9397 -5.7229 -5.5275 -5.3496
 -5.1829 -5.0215 -4.8628 -4.7073 -4.5582 -4.2276 -3.9373 -3.6859 -3.4887 -3.3361
 -3.2144 -3.1168 -3.0404 -2.9814 -2.9344 -2.8946 -2.8589 -2.8256 -2.7942 -2.7647
 -2.7376
 -7.4978 -7.1756 -6.9036 -6.6568 -6.4166 -6.1815 -5.9532 -5.7345 -5.5320 -5.3479
 -5.1799 -5.0226 -4.8707 -4.7213 -4.5741 -4.2376 -3.9537 -3.7079 -3.5046
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  B   
 -9.0492 -8.6360 -8.1419 -7.6784 -7.2513 -6.8846 -6.5917 -6.3351 -6.0971 -5.8720
 -5.6607 -5.4626 -5.2792 -5.1108 -4.9556 -4.6064 -4.2837 -3.9713 -3.6750
 -8.4460 -8.3172 -7.9953 -7.5726 -7.1584 -6.7728 -6.4537 -6.1832 -5.9379 -5.7092
 -5.4941 -5.2929 -5.1073 -4.9379 -4.7834 -4.4455 -4.1455 -3.8654 -3.6050 -3.3733
 -8.0832 -7.7996 -7.6896 -7.4710 -7.1079 -6.7348 -6.3880 -6.0967 -5.8433 -5.6108
 -5.3931 -5.1887 -4.9996 -4.8272 -4.6707 -4.3354 -4.0487 -3.7903 -3.5553 -3.3453
 -3.1661
 -7.9551 -7.5698 -7.2915 -7.1394 -7.0046 -6.7152 -6.3808 -6.0668 -5.7981 -5.5597
 -5.3397 -5.1327 -4.9398 -4.7631 -4.6027 -4.2640 -3.9836 -3.7391 -3.5223 -3.3294
 -3.1631 -3.0233
 -7.8891 -7.4891 -7.1478 -6.8800 -6.6836 -6.5492 -6.3610 -6.0788 -5.7951 -5.5441
 -5.3206 -5.1114 -4.9149 -4.7335 -4.5682 -4.2215 -3.9421 -3.7058 -3.5014 -3.3221
 -3.1669 -3.0356 -2.9244 -2.8279
 -7.8510 -7.4557 -7.0983 -6.7911 -6.5372 -6.3249 -6.1512 -6.0019 -5.8034 -5.5581
 -5.3261 -5.1148 -4.9155 -4.7295 -4.5587 -4.2004 -3.9177 -3.6853 -3.4893 -3.3204
 -3.1747 -3.0512 -2.9469 -2.8565 -2.7763 -2.7032 -2.6354 -2.5741 -2.5217 -2.4843
 -7.8295 -7.4454 -7.0860 -6.7629 -6.4837 -6.2451 -6.0349 -5.8447 -5.6785 -5.5218
 -5.3356 -5.1326 -4.9338 -4.7449 -4.5688 -4.1965 -3.9065 -3.6743 -3.4832 -3.3219
 -3.1844 -3.0680 -2.9702 -2.8862 -2.8116 -2.7441 -2.6830 -2.6265 -2.5741 -2.5298
 -2.5053
 -7.8132 -7.4476 -7.0934 -6.7646 -6.4702 -6.2149 -5.9922 -5.7904 -5.6016 -5.4262
 -5.2674 -5.1133 -4.9461 -4.7685 -4.5931 -4.2071 -3.9065 -3.6708 -3.4818 -3.3253
 -3.1939 -3.0837 -2.9920 -2.9144 -2.8463 -2.7846 -2.7271 -2.6745 -2.6276 -2.5873
 -2.5540
 -7.8003 -7.4489 -7.1070 -6.7797 -6.4776 -6.2085 -5.9732 -5.7653 -5.5741 -5.3922
 -5.2194 -5.0587 -4.9080 -4.7597 -4.6062 -4.2275 -3.9143 -3.6719 -3.4819 -3.3280
 -3.2010 -3.0957 -3.0094 -2.9380 -2.8766 -2.8216 -2.7714 -2.7249 -2.6823 -2.6444
 -2.6111
 -7.7914 -7.4510 -7.1259 -6.8081 -6.5051 -6.2267 -5.9786 -5.7601 -5.5652 -5.3846
 -5.2119 -5.0459 -4.8878 -4.7378 -4.5956 -4.2531 -3.9368 -3.6837 -3.4891 -3.3347
 -3.2093 -3.1069 -3.0243 -2.9579 -2.9029 -2.8549 -2.8115 -2.7713 -2.7341 -2.7001
 -2.6697
 -7.7893 -7.4453 -7.1351 -6.8335 -6.5397 -6.2598 -6.0022 -5.7717 -5.5673 -5.3836
 -5.2131 -5.0498 -4.8916 -4.7384 -4.5919 -4.2629 -3.9647 -3.7044 -3.5011 -3.3433
 -3.2175 -3.1161 -3.0353 -2.9723 -2.9225 -2.8812 -2.8451 -2.8121 -2.7813 -2.7528
 -2.7261
 -7.8023 -7.4374 -7.1298 -6.8450 -6.5674 -6.2964 -6.0382 -5.7992 -5.5838 -5.3912
 -5.2174 -5.0562 -4.9020 -4.7517 -4.6049 -4.2699 -3.9841 -3.7308 -3.5192
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  B   
 -8.9993 -8.4829 -7.9687 -7.5166 -7.1218 -6.7716 -6.4832 -6.2271 -5.9962 -5.7813
 -5.5796 -5.3907 -5.2153 -5.0538 -4.9052 -4.5747 -4.2739 -3.9834 -3.6999
 -8.5833 -8.3359 -7.9051 -7.4532 -7.0441 -6.6766 -6.3679 -6.1023 -5.8619 -5.6433
 -5.4380 -5.2458 -5.0678 -4.9046 -4.7555 -4.4316 -4.1469 -3.8805 -3.6296 -3.4006
 -8.1010 -7.9396 -7.7858 -7.4281 -7.0257 -6.6504 -6.3167 -6.0346 -5.7867 -5.5629
 -5.3547 -5.1595 -4.9780 -4.8114 -4.6596 -4.3349 -4.0586 -3.8082 -3.5784 -3.3698
 -3.1870
 -7.9592 -7.5931 -7.3938 -7.2903 -7.0196 -6.6643 -6.3214 -6.0155 -5.7547 -5.5244
 -5.3134 -5.1152 -4.9301 -4.7592 -4.6032 -4.2725 -3.9991 -3.7586 -3.5434 -3.3507
 -3.1811 -3.0361
 -7.9217 -7.5035 -7.1710 -6.9438 -6.8149 -6.6468 -6.3510 -6.0408 -5.7596 -5.5176
 -5.3020 -5.1012 -4.9127 -4.7374 -4.5762 -4.2357 -3.9608 -3.7258 -3.5206 -3.3402
 -3.1817 -3.0454 -2.9295 -2.8297
 -7.9209 -7.4923 -7.1178 -6.8125 -6.5777 -6.4023 -6.2634 -6.0629 -5.7971 -5.5391
 -5.3129 -5.1091 -4.9175 -4.7380 -4.5717 -4.2186 -3.9383 -3.7053 -3.5067 -3.3354
 -3.1866 -3.0582 -2.9490 -2.8551 -2.7724 -2.6982 -2.6305 -2.5677 -2.5125 -2.4777
 -7.9426 -7.5138 -7.1241 -6.7860 -6.5038 -6.2737 -6.0786 -5.9134 -5.7604 -5.5678
 -5.3428 -5.1330 -4.9390 -4.7559 -4.5847 -4.2174 -3.9285 -3.6942 -3.4994 -3.3346
 -3.1935 -3.0724 -2.9696 -2.8819 -2.8052 -2.7367 -2.6745 -2.6177 -2.5659 -2.5217
 -2.4966
 -7.9718 -7.5540 -7.1602 -6.8039 -6.4949 -6.2347 -6.0148 -5.8193 -5.6414 -5.4811
 -5.3266 -5.1530 -4.9687 -4.7863 -4.6120 -4.2305 -3.9298 -3.6910 -3.4973 -3.3365
 -3.2012 -3.0863 -2.9895 -2.9077 -2.8372 -2.7745 -2.7181 -2.6670 -2.6202 -2.5779
 -2.5442
 -8.0038 -7.5947 -7.2077 -6.8446 -6.5184 -6.2353 -5.9943 -5.7860 -5.5973 -5.4205
 -5.2560 -5.1039 -4.9563 -4.8015 -4.6398 -4.2532 -3.9391 -3.6928 -3.4973 -3.3384
 -3.2069 -3.0971 -3.0056 -2.9297 -2.8655 -2.8092 -2.7588 -2.7128 -2.6709 -2.6333
 -2.6008
 -8.0355 -7.6414 -7.2653 -6.9045 -6.5693 -6.2692 -6.0081 -5.7832 -5.5864 -5.4063
 -5.2361 -5.0748 -4.9236 -4.7805 -4.6404 -4.2863 -3.9630 -3.7058 -3.5051 -3.3451
 -3.2149 -3.1079 -3.0202 -2.9490 -2.8906 -2.8409 -2.7971 -2.7572 -2.7206 -2.6876
 -2.6582
 -8.0665 -7.6746 -7.3148 -6.9668 -6.6333 -6.3242 -6.0470 -5.8043 -5.5933 -5.4067
 -5.2355 -5.0734 -4.9183 -4.7704 -4.6291 -4.3024 -3.9950 -3.7277 -3.5184 -3.3545
 -3.2233 -3.1171 -3.0316 -2.9637 -2.9100 -2.8663 -2.8293 -2.7963 -2.7661 -2.7385
 -2.7123
 -8.1080 -7.6988 -7.3469 -7.0162 -6.6958 -6.3893 -6.1042 -5.8471 -5.6201 -5.4208
 -5.2435 -5.0808 -4.9268 -4.7786 -4.6352 -4.3066 -4.0187 -3.7575 -3.5383
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  B   
 -8.8760 -8.3147 -7.8049 -7.3771 -7.0083 -6.6798 -6.4014 -6.1434 -5.9128 -5.7095
 -5.5163 -5.3353 -5.1671 -5.0118 -4.8687 -4.5525 -4.2690 -3.9959 -3.7280
 -8.5094 -8.2809 -7.7962 -7.3398 -6.9415 -6.5942 -6.3000 -6.0376 -5.8017 -5.5922
 -5.3955 -5.2116 -5.0408 -4.8834 -4.7390 -4.4263 -4.1538 -3.8988 -3.6563 -3.4305
 -8.1903 -8.0909 -7.7813 -7.3576 -6.9442 -6.5721 -6.2562 -5.9825 -5.7408 -5.5255
 -5.3259 -5.1392 -4.9652 -4.8045 -4.6572 -4.3414 -4.0739 -3.8304 -3.6045 -3.3974
 -3.2123
 -7.9595 -7.6593 -7.5621 -7.3451 -6.9788 -6.6050 -6.2645 -5.9711 -5.7184 -5.4952
 -5.2926 -5.1030 -4.9256 -4.7610 -4.6094 -4.2864 -4.0193 -3.7828 -3.5685 -3.3754
 -3.2033 -3.0535
 -7.9327 -7.5112 -7.2163 -7.0732 -6.9416 -6.6457 -6.3119 -5.9995 -5.7284 -5.4936
 -5.2857 -5.0932 -4.9125 -4.7437 -4.5874 -4.2538 -3.9835 -3.7507 -3.5444 -3.3618
 -3.2006 -3.0597 -2.9386 -2.8349
 -7.9647 -7.5070 -7.1276 -6.8433 -6.6544 -6.5308 -6.3382 -6.0540 -5.7704 -5.5183
 -5.2992 -5.1030 -4.9192 -4.7466 -4.5855 -4.2393 -3.9623 -3.7301 -3.5292 -3.3544
 -3.2022 -3.0694 -2.9549 -2.8566 -2.7716 -2.6960 -2.6263 -2.5610 -2.5059 -2.4709
 -8.0288 -7.5551 -7.1406 -6.7958 -6.5253 -6.3179 -6.1569 -6.0124 -5.8127 -5.5672
 -5.3334 -5.1282 -4.9412 -4.7653 -4.6000 -4.2400 -3.9533 -3.7187 -3.5207 -3.3515
 -3.2063 -3.0806 -2.9726 -2.8800 -2.8002 -2.7297 -2.6673 -2.6102 -2.5568 -2.5128
 -2.4873
 -8.1104 -7.6326 -7.1996 -6.8222 -6.5076 -6.2511 -6.0425 -5.8630 -5.7053 -5.5522
 -5.3705 -5.1667 -4.9755 -4.7968 -4.6278 -4.2547 -3.9556 -3.7156 -3.5178 -3.3520
 -3.2118 -3.0923 -2.9900 -2.9033 -2.8292 -2.7645 -2.7073 -2.6549 -2.6079 -2.5672
 -2.5335
 -8.1902 -7.7198 -7.2809 -6.8839 -6.5383 -6.2478 -6.0083 -5.8060 -5.6254 -5.4594
 -5.3063 -5.1571 -4.9968 -4.8296 -4.6625 -4.2789 -3.9664 -3.7179 -3.5178 -3.3532
 -3.2163 -3.1013 -3.0045 -2.9233 -2.8551 -2.7965 -2.7452 -2.6991 -2.6577 -2.6210
 -2.5889
 -8.2692 -7.8109 -7.3782 -6.9744 -6.6093 -6.2915 -6.0226 -5.7970 -5.6033 -5.4279
 -5.2638 -5.1101 -4.9662 -4.8266 -4.6836 -4.3172 -3.9918 -3.7323 -3.5262 -3.3601
 -3.2240 -3.1116 -3.0185 -2.9418 -2.8789 -2.8263 -2.7812 -2.7412 -2.7052 -2.6724
 -2.6447
 -8.3417 -7.8906 -7.4712 -7.0733 -6.7015 -6.3658 -6.0722 -5.8214 -5.6082 -5.4230
 -5.2547 -5.0965 -4.9468 -4.8058 -4.6708 -4.3445 -4.0271 -3.7555 -3.5408 -3.3703
 -3.2329 -3.1210 -3.0301 -2.9566 -2.8980 -2.8508 -2.8119 -2.7783 -2.7485 -2.7218
 -2.6965
 -8.4174 -7.9544 -7.5473 -7.1640 -6.7990 -6.4579 -6.1486 -5.8762 -5.6409 -5.4384
 -5.2609 -5.0999 -4.9488 -4.8049 -4.6672 -4.3486 -4.0568 -3.7876 -3.5624
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  B   
 -8.7174 -8.1503 -7.6624 -7.2612 -6.9059 -6.5931 -6.3296 -6.0834 -5.8547 -5.6575
 -5.4718 -5.2973 -5.1352 -4.9850 -4.8465 -4.5411 -4.2629 -4.0021 -3.7569
 -8.5764 -8.1869 -7.6844 -7.2384 -6.8578 -6.5238 -6.2458 -5.9915 -5.7594 -5.5571
 -5.3679 -5.1909 -5.0264 -4.8742 -4.7339 -4.4297 -4.1667 -3.9212 -3.6861 -3.4633
 -8.3569 -8.1468 -7.7296 -7.2795 -6.8699 -6.5111 -6.2075 -5.9450 -5.7088 -5.5002
 -5.3083 -5.1289 -4.9615 -4.8063 -4.6632 -4.3548 -4.0944 -3.8572 -3.6349 -3.4288
 -3.2422
 -8.0898 -7.8098 -7.6758 -7.3262 -6.9244 -6.5491 -6.2179 -5.9363 -5.6917 -5.4748
 -5.2799 -5.0977 -4.9274 -4.7686 -4.6216 -4.3056 -4.0442 -3.8120 -3.5988 -3.4045
 -3.2301 -3.0760
 -7.9289 -7.5297 -7.3226 -7.2319 -6.9640 -6.6110 -6.2694 -5.9643 -5.7027 -5.4752
 -5.2746 -5.0894 -4.9159 -4.7535 -4.6023 -4.2761 -4.0103 -3.7805 -3.5740 -3.3886
 -3.2242 -3.0790 -2.9527 -2.8445
 -7.9797 -7.5080 -7.1422 -6.9076 -6.7927 -6.6265 -6.3319 -6.0245 -5.7431 -5.5001
 -5.2880 -5.0990 -4.9223 -4.7564 -4.6010 -4.2628 -3.9896 -3.7596 -3.5575 -3.3790
 -3.2226 -3.0854 -2.9656 -2.8621 -2.7723 -2.6939 -2.6221 -2.5546 -2.4994 -2.4639
 -8.0785 -7.5712 -7.1435 -6.8061 -6.5633 -6.4013 -6.2736 -6.0721 -5.8074 -5.5493
 -5.3221 -5.1235 -4.9435 -4.7742 -4.6149 -4.2643 -3.9809 -3.7476 -3.5478 -3.3741
 -3.2239 -3.0935 -2.9802 -2.8823 -2.7979 -2.7245 -2.6586 -2.5995 -2.5470 -2.5034
 -2.4777
 -8.2085 -7.6792 -7.2162 -6.8261 -6.5135 -6.2743 -6.0889 -5.9382 -5.7914 -5.6003
 -5.3763 -5.1642 -4.9769 -4.8048 -4.6420 -4.2794 -3.9837 -3.7440 -3.5438 -3.3731
 -3.2272 -3.1024 -2.9950 -2.9026 -2.8237 -2.7559 -2.6968 -2.6449 -2.5978 -2.5550
 -2.5217
 -8.3552 -7.8078 -7.3253 -6.9016 -6.5440 -6.2540 -6.0238 -5.8342 -5.6688 -5.5187
 -5.3692 -5.2004 -5.0169 -4.8422 -4.6770 -4.3044 -3.9955 -3.7468 -3.5433 -3.3734
 -3.2304 -3.1096 -3.0073 -2.9204 -2.8470 -2.7849 -2.7315 -2.6848 -2.6435 -2.6071
 -2.5753
 -8.4846 -7.9479 -7.4606 -7.0182 -6.6290 -6.2994 -6.0290 -5.8086 -5.6227 -5.4560
 -5.3017 -5.1572 -5.0156 -4.8684 -4.7165 -4.3440 -4.0223 -3.7622 -3.5523 -3.3803
 -3.2377 -3.1190 -3.0202 -2.9378 -2.8693 -2.8126 -2.7649 -2.7240 -2.6881 -2.6565
 -2.6294
 -8.5983 -8.0793 -7.5985 -7.1526 -6.7461 -6.3880 -6.0828 -5.8290 -5.6186 -5.4383
 -5.2758 -5.1243 -4.9817 -4.8471 -4.7160 -4.3832 -4.0595 -3.7869 -3.5682 -3.3914
 -3.2472 -3.1287 -3.0317 -2.9524 -2.8880 -2.8361 -2.7940 -2.7589 -2.7288 -2.7028
 -2.6788
 -8.6962 -8.2019 -7.7191 -7.2850 -6.8769 -6.5046 -6.1740 -5.8900 -5.6507 -5.4489
 -5.2748 -5.1181 -4.9717 -4.8336 -4.6755 -4.4220 -4.1071 -3.8209 -3.5910
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  B   
 -8.5677 -8.0056 -7.5437 -7.1722 -6.8288 -6.5324 -6.2730 -6.0361 -5.8133 -5.6230
 -5.4430 -5.2743 -5.1174 -4.9721 -4.8374 -4.5401 -4.2711 -4.0210 -3.7876
 -8.6153 -8.0797 -7.5799 -7.1513 -6.7912 -6.4729 -6.2004 -5.9566 -5.7296 -5.5347
 -5.3520 -5.1812 -5.0223 -4.8750 -4.7386 -4.4415 -4.1858 -3.9482 -3.7195 -3.4999
 -8.3037 -8.1326 -7.6451 -7.2038 -6.8075 -6.4633 -6.1703 -5.9169 -5.6855 -5.4846
 -5.2994 -5.1265 -4.9652 -4.8153 -4.6763 -4.3748 -4.1201 -3.8886 -3.6701 -3.4647
 -3.2766
