 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -3.0751 -3.0655 -3.2497 -3.2534 -3.1725 -3.0348 -2.8637 -2.7550 -2.6558 -2.5516
 -2.4516 -2.3574 -2.2695 -2.1889 -2.1175 -1.9686 -1.8743 -1.8187 -1.7875
 -3.0806 -2.9996 -2.9327 -2.8962 -2.8912 -2.8603 -2.7795 -2.6803 -2.5836 -2.4897
 -2.3987 -2.3124 -2.2327 -2.1605 -2.0959 -1.9666 -1.8790 -1.8255 -1.7951 -1.7789
 -2.9567 -2.8802 -2.8035 -2.7348 -2.6809 -2.6552 -2.6423 -2.6002 -2.5282 -2.4439
 -2.3613 -2.2819 -2.2080 -2.1409 -2.0811 -1.9621 -1.8822 -1.8347 -1.8086 -1.7949
 -1.7889
 -2.8442 -2.7833 -2.7136 -2.6430 -2.5776 -2.5208 -2.4784 -2.4561 -2.4330 -2.3883
 -2.3250 -2.2557 -2.1885 -2.1264 -2.0707 -1.9596 -1.8854 -1.8428 -1.8206 -1.8095
 -1.8049 -1.8048
 -2.7310 -2.6897 -2.6350 -2.5725 -2.5090 -2.4492 -2.3955 -2.3493 -2.3165 -2.2900
 -2.2597 -2.2170 -2.1655 -2.1118 -2.0608 -1.9570 -1.8870 -1.8483 -1.8300 -1.8223
 -1.8198 -1.8210 -1.8251 -1.8319
 -2.6160 -2.5909 -2.5543 -2.5059 -2.4510 -2.3948 -2.3415 -2.2927 -2.2490 -2.2112
 -2.1803 -2.1523 -2.1204 -2.0837 -2.0446 -1.9524 -1.8861 -1.8498 -1.8348 -1.8317
 -1.8327 -1.8362 -1.8419 -1.8492 -1.8575 -1.8678 -1.8815 -1.8994 -1.9224 -1.9508
 -2.5019 -2.4886 -2.4669 -2.4340 -2.3919 -2.3444 -2.2955 -2.2487 -2.2058 -2.1664
 -2.1304 -2.0983 -2.0698 -2.0423 -2.0136 -1.9418 -1.8816 -1.8457 -1.8340 -1.8357
 -1.8417 -1.8490 -1.8574 -1.8666 -1.8767 -1.8864 -1.8976 -1.9125 -1.9331 -1.9601
 -1.9922
 -2.3912 -2.3861 -2.3743 -2.3540 -2.3254 -2.2899 -2.2496 -2.2077 -2.1675 -2.1303
 -2.0959 -2.0639 -2.0340 -2.0069 -1.9815 -1.9227 -1.8727 -1.8391 -1.8279 -1.8331
 -1.8446 -1.8572 -1.8697 -1.8821 -1.8946 -1.9070 -1.9185 -1.9314 -1.9482 -1.9711
 -2.0013
 -2.2863 -2.2866 -2.2809 -2.2679 -2.2507 -2.2267 -2.1972 -2.1637 -2.1286 -2.0946
 -2.0629 -2.0337 -2.0062 -1.9801 -1.9555 -1.9017 -1.8591 -1.8300 -1.8184 -1.8249
 -1.8407 -1.8591 -1.8771 -1.8941 -1.9103 -1.9257 -1.9406 -1.9556 -1.9726 -1.9917
 -2.0129
 -2.1899 -2.1934 -2.1913 -2.1842 -2.1726 -2.1569 -2.1373 -2.1134 -2.0864 -2.0577
 -2.0295 -2.0034 -1.9791 -1.9558 -1.9336 -1.8840 -1.8449 -1.8189 -1.8079 -1.8135
 -1.8308 -1.8533 -1.8769 -1.8997 -1.9209 -1.9405 -1.9589 -1.9765 -1.9937 -2.0115
 -2.0303
 -2.1030 -2.1066 -2.1061 -2.1020 -2.0945 -2.0841 -2.0711 -2.0555 -2.0370 -2.0157
 -1.9929 -1.9705 -1.9495 -1.9300 -1.9115 -1.8681 -1.8316 -1.8078 -1.7980 -1.8020
 -1.8185 -1.8424 -1.8698 -1.8979 -1.9247 -1.9497 -1.9729 -1.9943 -2.0145 -2.0342
 -2.0542
 -2.0217 -2.0159 -2.0131 -2.0116 -2.0099 -2.0067 -2.0010 -1.9922 -1.9806 -1.9667
 -1.9510 -1.9340 -1.9169 -1.9007 -1.8857 -1.8509 -1.8192 -1.7968 -1.7877
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  G   
 -3.3645 -3.3664 -3.3308 -3.2125 -3.0650 -2.9188 -2.7934 -2.6888 -2.5929 -2.5011
 -2.4132 -2.3298 -2.2512 -2.1780 -2.1108 -1.9700 -1.8714 -1.8086 -1.7748
 -3.1826 -3.1048 -3.0760 -3.0728 -2.9986 -2.8756 -2.7507 -2.6437 -2.5498 -2.4618
 -2.3780 -2.2985 -2.2241 -2.1553 -2.0927 -1.9647 -1.8746 -1.8178 -1.7859 -1.7692
 -3.0724 -2.9800 -2.8978 -2.8405 -2.8263 -2.8000 -2.7144 -2.6107 -2.5172 -2.4329
 -2.3533 -2.2778 -2.2071 -2.1419 -2.0827 -1.9627 -1.8789 -1.8263 -1.7979 -1.7837
 -1.7776
 -2.9800 -2.8971 -2.8100 -2.7260 -2.6580 -2.6179 -2.6019 -2.5632 -2.4882 -2.4086
 -2.3334 -2.2621 -2.1950 -2.1330 -2.0767 -1.9628 -1.8835 -1.8340 -1.8082 -1.7965
 -1.7921 -1.7923
 -2.8892 -2.8231 -2.7456 -2.6652 -2.5890 -2.5203 -2.4658 -2.4305 -2.4089 -2.3695
 -2.3111 -2.2466 -2.1839 -2.1252 -2.0716 -1.9629 -1.8871 -1.8398 -1.8162 -1.8073
 -1.8053 -1.8071 -1.8118 -1.8199
 -2.7973 -2.7460 -2.6842 -2.6133 -2.5402 -2.4704 -2.4057 -2.3485 -2.3037 -2.2745
 -2.2490 -2.2131 -2.1663 -2.1148 -2.0649 -1.9612 -1.8883 -1.8426 -1.8208 -1.8150
 -1.8164 -1.8207 -1.8272 -1.8354 -1.8445 -1.8558 -1.8705 -1.8897 -1.9141 -1.9431
 -2.6983 -2.6623 -2.6166 -2.5601 -2.4963 -2.4310 -2.3680 -2.3091 -2.2556 -2.2097
 -2.1732 -2.1455 -2.1183 -2.0861 -2.0492 -1.9567 -1.8868 -1.8422 -1.8213 -1.8182
 -1.8238 -1.8320 -1.8413 -1.8515 -1.8627 -1.8739 -1.8867 -1.9030 -1.9244 -1.9517
 -1.9847
 -2.5991 -2.5724 -2.5412 -2.4988 -2.4483 -2.3918 -2.3341 -2.2781 -2.2255 -2.1770
 -2.1339 -2.0968 -2.0662 -2.0399 -2.0139 -1.9449 -1.8818 -1.8386 -1.8178 -1.8163
 -1.8260 -1.8390 -1.8524 -1.8659 -1.8794 -1.8915 -1.9040 -1.9189 -1.9380 -1.9627
 -1.9937
 -2.5040 -2.4821 -2.4591 -2.4288 -2.3906 -2.3460 -2.2970 -2.2464 -2.1971 -2.1506
 -2.1077 -2.0690 -2.0345 -2.0043 -1.9783 -1.9215 -1.8708 -1.8315 -1.8110 -1.8098
 -1.8223 -1.8403 -1.8589 -1.8769 -1.8941 -1.9106 -1.9270 -1.9446 -1.9635 -1.9836
 -2.0048
 -2.4177 -2.3974 -2.3778 -2.3539 -2.3260 -2.2922 -2.2536 -2.2114 -2.1679 -2.1249
 -2.0844 -2.0472 -2.0132 -1.9824 -1.9548 -1.8989 -1.8551 -1.8217 -1.8024 -1.8002
 -1.8132 -1.8345 -1.8584 -1.8818 -1.9038 -1.9245 -1.9443 -1.9631 -1.9818 -2.0011
 -2.0213
 -2.3453 -2.3196 -2.2991 -2.2785 -2.2576 -2.2315 -2.2018 -2.1687 -2.1331 -2.0959
 -2.0591 -2.0244 -1.9925 -1.9633 -1.9366 -1.8809 -1.8392 -1.8096 -1.7926 -1.7897
 -1.8016 -1.8239 -1.8511 -1.8796 -1.9072 -1.9331 -1.9575 -1.9802 -2.0017 -2.0228
 -2.0441
 -2.2837 -2.2486 -2.2232 -2.2036 -2.1860 -2.1668 -2.1444 -2.1187 -2.0907 -2.0608
 -2.0296 -1.9988 -1.9695 -1.9426 -1.9180 -1.8656 -1.8252 -1.7973 -1.7820
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  G   
 -3.5488 -3.4814 -3.3211 -3.1471 -2.9752 -2.8275 -2.7181 -2.6249 -2.5375 -2.4542
 -2.3755 -2.3007 -2.2300 -2.1635 -2.1013 -1.9682 -1.8681 -1.8000 -1.7609
 -3.2821 -3.2754 -3.2507 -3.1202 -2.9644 -2.8154 -2.6926 -2.5951 -2.5073 -2.4260
 -2.3496 -2.2774 -2.2093 -2.1456 -2.0864 -1.9617 -1.8700 -1.8086 -1.7730 -1.7549
 -3.1658 -3.0680 -3.0256 -3.0246 -2.9417 -2.8095 -2.6810 -2.5746 -2.4860 -2.4062
 -2.3322 -2.2625 -2.1970 -2.1357 -2.0790 -1.9602 -1.8739 -1.8166 -1.7835 -1.7675
 -1.7613
 -3.0938 -2.9854 -2.8867 -2.8185 -2.7983 -2.7689 -2.6736 -2.5646 -2.4706 -2.3909
 -2.3189 -2.2517 -2.1886 -2.1296 -2.0750 -1.9608 -1.8783 -1.8237 -1.7924 -1.7783
 -1.7738 -1.7746
 -3.0262 -2.9304 -2.8288 -2.7333 -2.6553 -2.6047 -2.5835 -2.5407 -2.4601 -2.3782
 -2.3071 -2.2422 -2.1814 -2.1246 -2.0720 -1.9617 -1.8821 -1.8295 -1.7997 -1.7871
 -1.7847 -1.7872 -1.7927 -1.8003
 -2.9546 -2.8756 -2.7853 -2.6913 -2.6017 -2.5231 -2.4608 -2.4192 -2.3940 -2.3534
 -2.2932 -2.2319 -2.1736 -2.1190 -2.0683 -1.9616 -1.8844 -1.8334 -1.8046 -1.7935
 -1.7935 -1.7986 -1.8059 -1.8153 -1.8259 -1.8388 -1.8553 -1.8764 -1.9022 -1.9311
 -2.8775 -2.8142 -2.7393 -2.6563 -2.5710 -2.4896 -2.4157 -2.3511 -2.2993 -2.2637
 -2.2367 -2.2032 -2.1594 -2.1107 -2.0628 -1.9598 -1.8847 -1.8349 -1.8069 -1.7969
 -1.7993 -1.8075 -1.8178 -1.8293 -1.8419 -1.8549 -1.8697 -1.8880 -1.9112 -1.9398
 -1.9725
 -2.7975 -2.7455 -2.6851 -2.6160 -2.5411 -2.4645 -2.3910 -2.3229 -2.2620 -2.2094
 -2.1673 -2.1362 -2.1103 -2.0816 -2.0475 -1.9556 -1.8826 -1.8338 -1.8062 -1.7967
 -1.8011 -1.8128 -1.8269 -1.8417 -1.8566 -1.8720 -1.8871 -1.9038 -1.9240 -1.9495
 -1.9813
 -2.7195 -2.6724 -2.6225 -2.5660 -2.5032 -2.4363 -2.3685 -2.3026 -2.2412 -2.1851
 -2.1355 -2.0935 -2.0595 -2.0322 -2.0076 -1.9422 -1.8771 -1.8296 -1.8023 -1.7929
 -1.7984 -1.8133 -1.8318 -1.8509 -1.8695 -1.8878 -1.9061 -1.9256 -1.9465 -1.9686
 -1.9918
 -2.6489 -2.6029 -2.5569 -2.5098 -2.4579 -2.4018 -2.3428 -2.2829 -2.2247 -2.1696
 -2.1189 -2.0736 -2.0343 -2.0009 -1.9727 -1.9166 -1.8660 -1.8233 -1.7963 -1.7862
 -1.7914 -1.8081 -1.8306 -1.8546 -1.8779 -1.9002 -1.9218 -1.9427 -1.9634 -1.9849
 -2.0083
 -2.5916 -2.5369 -2.4924 -2.4499 -2.4059 -2.3589 -2.3091 -2.2574 -2.2053 -2.1539
 -2.1051 -2.0600 -2.0193 -1.9836 -1.9524 -1.8924 -1.8483 -1.8126 -1.7881 -1.7776
 -1.7817 -1.7985 -1.8236 -1.8519 -1.8804 -1.9076 -1.9336 -1.9581 -1.9817 -2.0049
 -2.0282
 -2.5489 -2.4840 -2.4341 -2.3916 -2.3510 -2.3102 -2.2681 -2.2241 -2.1792 -2.1338
 -2.0890 -2.0463 -2.0066 -1.9706 -1.9387 -1.8754 -1.8311 -1.7991 -1.7777
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  G   
 -3.6015 -3.4692 -3.2822 -3.1052 -2.9370 -2.7911 -2.6824 -2.5938 -2.5126 -2.4321
 -2.3569 -2.2856 -2.2183 -2.1549 -2.0955 -1.9661 -1.8663 -1.7963 -1.7535
 -3.3603 -3.3706 -3.2615 -3.0940 -2.9323 -2.7823 -2.6637 -2.5694 -2.4865 -2.4077
 -2.3343 -2.2652 -2.2000 -2.1389 -2.0817 -1.9594 -1.8673 -1.8037 -1.7655 -1.7460
 -3.2002 -3.1264 -3.1317 -3.0707 -2.9291 -2.7856 -2.6561 -2.5535 -2.4684 -2.3906
 -2.3192 -2.2522 -2.1892 -2.1301 -2.0750 -1.9577 -1.8704 -1.8110 -1.7753 -1.7576
 -1.7511
 -3.1344 -3.0165 -2.9279 -2.8998 -2.8832 -2.7827 -2.6586 -2.5463 -2.4557 -2.3776
 -2.3077 -2.2427 -2.1818 -2.1247 -2.0715 -1.9581 -1.8742 -1.8176 -1.7838 -1.7675
 -1.7625 -1.7634
 -3.0802 -2.9678 -2.8559 -2.7628 -2.7033 -2.6831 -2.6402 -2.5462 -2.4492 -2.3677
 -2.2978 -2.2346 -2.1755 -2.1203 -2.0689 -1.9591 -1.8778 -1.8231 -1.7907 -1.7756
 -1.7723 -1.7748 -1.7807 -1.7889
 -3.0230 -2.9254 -2.8200 -2.7161 -2.6249 -2.5525 -2.5058 -2.4800 -2.4343 -2.3603
 -2.2887 -2.2264 -2.1690 -2.1156 -2.0659 -1.9595 -1.8803 -1.8270 -1.7957 -1.7816
 -1.7799 -1.7848 -1.7925 -1.8024 -1.8144 -1.8288 -1.8462 -1.8675 -1.8932 -1.9231
 -2.9597 -2.8776 -2.7858 -2.6890 -2.5942 -2.5083 -2.4345 -2.3754 -2.3348 -2.3061
 -2.2670 -2.2148 -2.1610 -2.1097 -2.0616 -1.9584 -1.8812 -1.8290 -1.7984 -1.7852
 -1.7850 -1.7924 -1.8030 -1.8150 -1.8284 -1.8432 -1.8599 -1.8792 -1.9023 -1.9314
 -1.9644
 -2.8923 -2.8223 -2.7446 -2.6601 -2.5725 -2.4871 -2.4079 -2.3377 -2.2775 -2.2285
 -2.1926 -2.1644 -2.1335 -2.0959 -2.0541 -1.9555 -1.8802 -1.8289 -1.7987 -1.7858
 -1.7867 -1.7967 -1.8107 -1.8259 -1.8418 -1.8582 -1.8746 -1.8927 -1.9142 -1.9406
 -1.9727
 -2.8258 -2.7612 -2.6943 -2.6222 -2.5456 -2.4674 -2.3909 -2.3192 -2.2542 -2.1967
 -2.1474 -2.1074 -2.0766 -2.0507 -2.0243 -1.9480 -1.8762 -1.8259 -1.7959 -1.7831
 -1.7848 -1.7970 -1.8147 -1.8340 -1.8534 -1.8727 -1.8922 -1.9121 -1.9329 -1.9564
 -1.9829
 -2.7653 -2.7016 -2.6405 -2.5777 -2.5119 -2.4434 -2.3741 -2.3061 -2.2418 -2.1825
 -2.1293 -2.0827 -2.0432 -2.0108 -1.9841 -1.9266 -1.8692 -1.8211 -1.7912 -1.7778
 -1.7792 -1.7924 -1.8132 -1.8370 -1.8608 -1.8840 -1.9067 -1.9289 -1.9510 -1.9738
 -1.9985
 -2.7161 -2.6468 -2.5869 -2.5291 -2.4708 -2.4113 -2.3505 -2.2894 -2.2295 -2.1721
 -2.1187 -2.0703 -2.0274 -1.9904 -1.9589 -1.8994 -1.8529 -1.8130 -1.7843 -1.7705
 -1.7710 -1.7841 -1.8067 -1.8342 -1.8627 -1.8906 -1.9175 -1.9432 -1.9681 -1.9926
 -2.0169
 -2.6824 -2.6019 -2.5380 -2.4811 -2.4265 -2.3729 -2.3194 -2.2655 -2.2120 -2.1593
 -2.1086 -2.0611 -2.0176 -1.9788 -1.9449 -1.8796 -1.8343 -1.7999 -1.7751
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  G   
 -3.6180 -3.4316 -3.2374 -3.0647 -2.9088 -2.7666 -2.6573 -2.5672 -2.4889 -2.4114
 -2.3390 -2.2706 -2.2061 -2.1455 -2.0887 -1.9632 -1.8644 -1.7930 -1.7458
 -3.4638 -3.4071 -3.2396 -3.0607 -2.9019 -2.7581 -2.6416 -2.5480 -2.4659 -2.3899
 -2.3191 -2.2526 -2.1899 -2.1310 -2.0759 -1.9563 -1.8641 -1.7986 -1.7576 -1.7360
