 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.3601 -0.3386 -0.3593 -0.3558 -0.3136 -0.2749 -0.2742 -0.2926 -0.2931 -0.2616
 -0.2120 -0.1490 -0.0830 -0.0215  0.0354  0.1481  0.2132  0.2400  0.2502
 -0.3540 -0.2888 -0.2530 -0.2279 -0.2116 -0.2047 -0.2037 -0.2030 -0.1972 -0.1832
 -0.1583 -0.1207 -0.0711 -0.0163  0.0355  0.1368  0.1953  0.2183  0.2219  0.2113
 -0.3497 -0.2646 -0.1986 -0.1559 -0.1402 -0.1385 -0.1361 -0.1315 -0.1267 -0.1215
 -0.1100 -0.0895 -0.0557 -0.0107  0.0351  0.1263  0.1795  0.1996  0.1990  0.1873
  0.1690
 -0.3472 -0.2660 -0.1961 -0.1398 -0.0994 -0.0763 -0.0714 -0.0781 -0.0816 -0.0765
 -0.0671 -0.0554 -0.0368 -0.0047  0.0342  0.1166  0.1658  0.1839  0.1816  0.1694
  0.1513  0.1290
 -0.3261 -0.2571 -0.1945 -0.1392 -0.0930 -0.0580 -0.0353 -0.0238 -0.0226 -0.0263
 -0.0253 -0.0180 -0.0090  0.0084  0.0374  0.1102  0.1561  0.1727  0.1682  0.1544
  0.1357  0.1135  0.0885  0.0609
 -0.2790 -0.2266 -0.1773 -0.1308 -0.0881 -0.0507 -0.0207  0.0006  0.0141  0.0218
  0.0255  0.0289  0.0337  0.0394  0.0538  0.1096  0.1517  0.1673  0.1605  0.1434
  0.1226  0.0994  0.0741  0.0468  0.0177 -0.0136 -0.0476 -0.0868 -0.1324 -0.1803
 -0.2062 -0.1713 -0.1377 -0.1047 -0.0716 -0.0392 -0.0091  0.0165  0.0360  0.0501
  0.0606  0.0692  0.0769  0.0811  0.0875  0.1199  0.1535  0.1679  0.1596  0.1385
  0.1137  0.0879  0.0610  0.0329  0.0038 -0.0266 -0.0590 -0.0936 -0.1337 -0.1810
 -0.2312
 -0.1135 -0.0940 -0.0755 -0.0571 -0.0369 -0.0145  0.0096  0.0336  0.0552  0.0725
  0.0860  0.0972  0.1072  0.1158  0.1214  0.1427  0.1634  0.1742  0.1653  0.1411
  0.1113  0.0809  0.0509  0.0207 -0.0096 -0.0404 -0.0722 -0.1055 -0.1414 -0.1821
 -0.2311
 -0.0078 -0.0011  0.0048  0.0106  0.0178  0.0281  0.0423  0.0595  0.0780  0.0954
  0.1100  0.1218  0.1320  0.1414  0.1483  0.1669  0.1804  0.1853  0.1756  0.1500
  0.1159  0.0801  0.0452  0.0113 -0.0217 -0.0542 -0.0869 -0.1199 -0.1543 -0.1912
 -0.2332
  0.1032  0.1003  0.0965  0.0925  0.0890  0.0880  0.0908  0.0982  0.1093  0.1226
  0.1358  0.1472  0.1566  0.1645  0.1712  0.1872  0.1980  0.1990  0.1882  0.1632
  0.1276  0.0875  0.0472  0.0084 -0.0288 -0.0645 -0.0993 -0.1337 -0.1681 -0.2035
 -0.2406
  0.2177  0.2064  0.1949  0.1835  0.1723  0.1621  0.1549  0.1519  0.1534  0.1588
  0.1670  0.1758  0.1837  0.1899  0.1947  0.2051  0.2139  0.2129  0.2008  0.1768
  0.1420  0.1005  0.0564  0.0125 -0.0297 -0.0698 -0.1083 -0.1453 -0.1814 -0.2173
 -0.2539
  0.3358  0.3172  0.2962  0.2797  0.2625  0.2459  0.2311  0.2190  0.2109  0.2070
  0.2072  0.2101  0.2144  0.2183  0.2188  0.2206  0.2281  0.2270  0.2134
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.5733 -0.5261 -0.4912 -0.4638 -0.4411 -0.4180 -0.3898 -0.3534 -0.3104 -0.2632
 -0.2105 -0.1519 -0.0894 -0.0285  0.0313  0.1421  0.2123  0.2438  0.2490
 -0.4768 -0.4166 -0.3734 -0.3421 -0.3185 -0.2994 -0.2812 -0.2592 -0.2333 -0.2040
 -0.1692 -0.1268 -0.0764 -0.0232  0.0271  0.1281  0.1922  0.2219  0.2261  0.2157
 -0.4317 -0.3460 -0.2883 -0.2584 -0.2315 -0.2120 -0.1972 -0.1831 -0.1679 -0.1508
 -0.1301 -0.1029 -0.0662 -0.0214  0.0236  0.1157  0.1747  0.2029  0.2065  0.1960
  0.1780
 -0.4227 -0.3197 -0.2458 -0.1972 -0.1671 -0.1490 -0.1374 -0.1276 -0.1159 -0.1037
 -0.0904 -0.0745 -0.0519 -0.0183  0.0208  0.1049  0.1598  0.1868  0.1902  0.1793
  0.1612  0.1387
 -0.4284 -0.3306 -0.2458 -0.1809 -0.1344 -0.1025 -0.0823 -0.0711 -0.0668 -0.0649
 -0.0560 -0.0440 -0.0296 -0.0090  0.0219  0.0976  0.1489  0.1745  0.1774  0.1656
  0.1468  0.1241  0.0985  0.0701
 -0.4215 -0.3312 -0.2501 -0.1795 -0.1204 -0.0736 -0.0393 -0.0170 -0.0056 -0.0047
 -0.0078 -0.0065 -0.0006  0.0106  0.0303  0.0953  0.1427  0.1669  0.1691  0.1556
  0.1348  0.1110  0.0849  0.0568  0.0268 -0.0055 -0.0407 -0.0809 -0.1269 -0.1746
 -0.3921 -0.3153 -0.2436 -0.1791 -0.1221 -0.0731 -0.0326 -0.0014  0.0208  0.0356
  0.0439  0.0466  0.0473  0.0487  0.0548  0.0990  0.1419  0.1645  0.1661  0.1506
  0.1268  0.1003  0.0726  0.0438  0.0137 -0.0177 -0.0512 -0.0870 -0.1280 -0.1755
 -0.2257
 -0.3376 -0.2764 -0.2179 -0.1638 -0.1144 -0.0697 -0.0297  0.0050  0.0332  0.0547
  0.0710  0.0829  0.0910  0.0949  0.0963  0.1156  0.1468  0.1671  0.1683  0.1517
  0.1244  0.0940  0.0632  0.0323  0.0010 -0.0307 -0.0637 -0.0981 -0.1351 -0.1766
 -0.2258
 -0.2580 -0.2122 -0.1686 -0.1274 -0.0889 -0.0529 -0.0188  0.0134  0.0426  0.0678
  0.0883  0.1045  0.1176  0.1277  0.1335  0.1458  0.1613  0.1748  0.1749  0.1579
  0.1281  0.0932  0.0580  0.0234 -0.0104 -0.0438 -0.0775 -0.1118 -0.1473 -0.1852
 -0.2279
 -0.1617 -0.1307 -0.1006 -0.0717 -0.0447 -0.0192  0.0058  0.0312  0.0564  0.0807
  0.1026  0.1212  0.1365  0.1490  0.1586  0.1736  0.1831  0.1880  0.1851  0.1684
  0.1381  0.1001  0.0601  0.0208 -0.0170 -0.0535 -0.0893 -0.1248 -0.1603 -0.1969
 -0.2350
 -0.0576 -0.0364 -0.0176  0.0004  0.0170  0.0323  0.0475  0.0637  0.0816  0.1006
  0.1200  0.1382  0.1542  0.1674  0.1781  0.1954  0.2045  0.2049  0.1977  0.1807
  0.1512  0.1122  0.0689  0.0249 -0.0178 -0.0586 -0.0979 -0.1359 -0.1730 -0.2101
 -0.2477
  0.0525  0.0640  0.0743  0.0835  0.0917  0.0987  0.1050  0.1121  0.1211  0.1324
  0.1457  0.1601  0.1742  0.1869  0.1920  0.2112  0.2255  0.2255  0.2127
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.8587 -0.8019 -0.7549 -0.7124 -0.6727 -0.6246 -0.5566 -0.4670 -0.3792 -0.2987
 -0.2240 -0.1538 -0.0879 -0.0278  0.0259  0.1333  0.2066  0.2469  0.2575
 -0.7297 -0.6647 -0.6135 -0.5708 -0.5320 -0.4921 -0.4414 -0.3754 -0.3107 -0.2501
 -0.1923 -0.1352 -0.0786 -0.0248  0.0241  0.1221  0.1882  0.2247  0.2350  0.2272
 -0.6380 -0.5639 -0.5061 -0.4600 -0.4213 -0.3861 -0.3485 -0.3009 -0.2524 -0.2066
 -0.1625 -0.1181 -0.0716 -0.0241  0.0206  0.1110  0.1718  0.2058  0.2161  0.2087
  0.1912
 -0.5782 -0.4857 -0.4183 -0.3722 -0.3337 -0.3004 -0.2693 -0.2350 -0.1987 -0.1638
 -0.1303 -0.0971 -0.0615 -0.0221  0.0180  0.1018  0.1585  0.1904  0.2004  0.1934
  0.1760  0.1531
 -0.5509 -0.4415 -0.3562 -0.2920 -0.2463 -0.2167 -0.1980 -0.1764 -0.1505 -0.1232
 -0.0966 -0.0710 -0.0450 -0.0154  0.0186  0.0958  0.1487  0.1787  0.1881  0.1810
  0.1631  0.1399  0.1135  0.0840
 -0.5509 -0.4374 -0.3391 -0.2572 -0.1927 -0.1444 -0.1124 -0.0954 -0.0861 -0.0769
 -0.0625 -0.0434 -0.0227 -0.0011  0.0246  0.0934  0.1428  0.1708  0.1793  0.1716
  0.1527  0.1283  0.1013  0.0721  0.0407  0.0069 -0.0299 -0.0716 -0.1184 -0.1658
 -0.5496 -0.4385 -0.3393 -0.2532 -0.1806 -0.1220 -0.0768 -0.0432 -0.0195 -0.0057
 -0.0007  0.0019  0.0088  0.0212  0.0384  0.0953  0.1409  0.1669  0.1743  0.1659
  0.1456  0.1192  0.0905  0.0604  0.0290 -0.0040 -0.0391 -0.0769 -0.1190 -0.1669
 -0.2166
 -0.5363 -0.4331 -0.3384 -0.2536 -0.1800 -0.1177 -0.0662 -0.0248  0.0072  0.0314
  0.0489  0.0593  0.0633  0.0653  0.0695  0.1026  0.1432  0.1670  0.1736  0.1644
  0.1455  0.1138  0.0823  0.0502  0.0176 -0.0157 -0.0503 -0.0859 -0.1244 -0.1677
 -0.2171
 -0.4979 -0.4102 -0.3241 -0.2460 -0.1762 -0.1153 -0.0631 -0.0186  0.0184  0.0482
  0.0719  0.0903  0.1038  0.1120  0.1156  0.1258  0.1508  0.1714  0.1768  0.1672
  0.1445  0.1129  0.0779  0.0424  0.0073 -0.0277 -0.0630 -0.0989 -0.1361 -0.1756
 -0.2192
 -0.4357 -0.3637 -0.2917 -0.2238 -0.1616 -0.1061 -0.0574 -0.0144  0.0233  0.0559
  0.0835  0.1062  0.1246  0.1390  0.1493  0.1603  0.1691  0.1802  0.1837  0.1741
  0.1514  0.1184  0.0799  0.0403  0.0015 -0.0364 -0.0737 -0.1107 -0.1479 -0.1861
 -0.2258
