 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.5647 -1.5614 -1.7437 -1.7542 -1.6855 -1.5637 -1.4089 -1.3114 -1.2231 -1.1305
 -1.0417 -0.9579 -0.8804 -0.8106 -0.7507 -0.6266 -0.5758 -0.5806 -0.5840
 -1.5703 -1.5045 -1.4511 -1.4257 -1.4297 -1.4091 -1.3418 -1.2566 -1.1727 -1.0912
 -1.0122 -0.9377 -0.8693 -0.8084 -0.7555 -0.6583 -0.6074 -0.5925 -0.5983 -0.6151
 -1.4542 -1.3943 -1.3332 -1.2787 -1.2375 -1.2226 -1.2199 -1.1906 -1.1326 -1.0620
 -0.9921 -0.9248 -0.8625 -0.8069 -0.7587 -0.6701 -0.6234 -0.6110 -0.6184 -0.6355
 -0.6585
 -1.3467 -1.3029 -1.2498 -1.1947 -1.1436 -1.1001 -1.0699 -1.0588 -1.0474 -1.0166
 -0.9676 -0.9115 -0.8563 -0.8058 -0.7617 -0.6802 -0.6366 -0.6258 -0.6348 -0.6527
 -0.6755 -0.7019
 -1.2358 -1.2120 -1.1745 -1.1283 -1.0799 -1.0343 -0.9938 -0.9601 -0.9387 -0.9239
 -0.9068 -0.8785 -0.8412 -0.8000 -0.7609 -0.6864 -0.6454 -0.6363 -0.6470 -0.6667
 -0.6902 -0.7166 -0.7456 -0.7773
 -1.1208 -1.1134 -1.0943 -1.0630 -1.0241 -0.9827 -0.9432 -0.9073 -0.8757 -0.8493
 -0.8299 -0.8144 -0.7965 -0.7741 -0.7489 -0.6870 -0.6490 -0.6409 -0.6534 -0.6765
 -0.7023 -0.7298 -0.7592 -0.7904 -0.8235 -0.8591 -0.8978 -0.9400 -0.9860 -1.0360
 -1.0043 -1.0091 -1.0052 -0.9897 -0.9646 -0.9328 -0.8984 -0.8650 -0.8346 -0.8067
 -0.7819 -0.7614 -0.7450 -0.7307 -0.7160 -0.6780 -0.6468 -0.6381 -0.6530 -0.6803
 -0.7102 -0.7405 -0.7715 -0.8034 -0.8363 -0.8694 -0.9044 -0.9432 -0.9875 -1.0374
 -1.0897
 -0.8893 -0.9025 -0.9089 -0.9062 -0.8951 -0.8764 -0.8517 -0.8241 -0.7969 -0.7717
