 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F150W2
 -1.3822 -1.3756 -1.3686 -1.3638 -1.3553 -1.3439 -1.3021 -1.3036 -1.3144 -1.3351
 -1.3648 -1.3858 -1.4305 -1.4758 -1.5247 -1.6443 -1.7751 -1.9068 -2.0365
 -1.3795 -1.3967 -1.3971 -1.3824 -1.3584 -1.3426 -1.3381 -1.3417 -1.3518 -1.3684
 -1.3938 -1.4282 -1.4686 -1.5120 -1.5569 -1.6741 -1.7971 -1.9236 -2.0493 -2.1727
 -1.4090 -1.4192 -1.4292 -1.4350 -1.4331 -1.4197 -1.3988 -1.3866 -1.3890 -1.4039
 -1.4262 -1.4562 -1.4944 -1.5371 -1.5817 -1.6967 -1.8159 -1.9391 -2.0627 -2.1838
 -2.3019
 -1.4334 -1.4406 -1.4502 -1.4604 -1.4686 -1.4722 -1.4699 -1.4609 -1.4505 -1.4506
 -1.4644 -1.4881 -1.5209 -1.5612 -1.6048 -1.7183 -1.8341 -1.9534 -2.0745 -2.1938
 -2.3100 -2.4232
 -1.4658 -1.4680 -1.4739 -1.4827 -1.4929 -1.5025 -1.5096 -1.5135 -1.5151 -1.5155
 -1.5198 -1.5336 -1.5565 -1.5887 -1.6280 -1.7384 -1.8518 -1.9671 -2.0851 -2.2026
 -2.3175 -2.4293 -2.5380 -2.6438
 -1.5077 -1.5041 -1.5046 -1.5092 -1.5173 -1.5277 -1.5384 -1.5479 -1.5563 -1.5645
 -1.5740 -1.5862 -1.6030 -1.6272 -1.6585 -1.7581 -1.8686 -1.9806 -2.0949 -2.2104
 -2.3243 -2.4352 -2.5428 -2.6475 -2.7500 -2.8505 -2.9493 -3.0465 -3.1423 -3.2368
 -1.5582 -1.5496 -1.5444 -1.5435 -1.5471 -1.5549 -1.5654 -1.5769 -1.5883 -1.5997
 -1.6122 -1.6275 -1.6457 -1.6674 -1.6940 -1.7806 -1.8846 -1.9936 -2.1044 -2.2172
 -2.3299 -2.4404 -2.5475 -2.6515 -2.7525 -2.8505 -2.9465 -3.0414 -3.1362 -3.2308
 -3.3231
 -1.6168 -1.6038 -1.5937 -1.5871 -1.5852 -1.5884 -1.5957 -1.6061 -1.6183 -1.6309
 -1.6443 -1.6597 -1.6782 -1.7002 -1.7258 -1.8049 -1.9011 -2.0058 -2.1136 -2.2234
