 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.9416 -1.9365 -2.1195 -2.1284 -2.0573 -1.9330 -1.7765 -1.6773 -1.5885 -1.4949
 -1.4049 -1.3202 -1.2418 -1.1717 -1.1112 -0.9878 -0.9338 -0.9402 -0.9411
 -1.9468 -1.8786 -1.8232 -1.7961 -1.7989 -1.7770 -1.7082 -1.6217 -1.5369 -1.4546
 -1.3749 -1.2996 -1.2306 -1.1692 -1.1158 -1.0173 -0.9654 -0.9496 -0.9547 -0.9712
 -1.8293 -1.7671 -1.7040 -1.6478 -1.6051 -1.5890 -1.5853 -1.5550 -1.4960 -1.4247
 -1.3542 -1.2862 -1.2234 -1.1673 -1.1187 -1.0290 -0.9813 -0.9680 -0.9748 -0.9915
 -1.0142
 -1.7206 -1.6748 -1.6199 -1.5632 -1.5106 -1.4657 -1.4345 -1.4225 -1.4105 -1.3790
 -1.3293 -1.2726 -1.2169 -1.1660 -1.1215 -1.0390 -0.9944 -0.9828 -0.9912 -1.0086
 -1.0310 -1.0572
 -1.6087 -1.5831 -1.5439 -1.4963 -1.4466 -1.3997 -1.3581 -1.3234 -1.3013 -1.2859
 -1.2683 -1.2395 -1.2016 -1.1601 -1.1206 -1.0451 -1.0032 -0.9932 -1.0033 -1.0226
 -1.0457 -1.0718 -1.1006 -1.1324
 -1.4928 -1.4838 -1.4632 -1.4306 -1.3905 -1.3479 -1.3074 -1.2705 -1.2381 -1.2111
 -1.1912 -1.1752 -1.1568 -1.1341 -1.1084 -1.0457 -1.0068 -0.9980 -1.0098 -1.0323
 -1.0577 -1.0849 -1.1141 -1.1452 -1.1784 -1.2142 -1.2531 -1.2957 -1.3421 -1.3925
 -1.3758 -1.3789 -1.3736 -1.3568 -1.3306 -1.2978 -1.2625 -1.2282 -1.1969 -1.1684
 -1.1430 -1.1220 -1.1053 -1.0905 -1.0754 -1.0365 -1.0045 -0.9950 -1.0094 -1.0361
 -1.0656 -1.0956 -1.1263 -1.1580 -1.1910 -1.2242 -1.2593 -1.2984 -1.3430 -1.3933
 -1.4459
 -1.2604 -1.2719 -1.2769 -1.2729 -1.2607 -1.2411 -1.2156 -1.1871 -1.1591 -1.1332
 -1.1096 -1.0882 -1.0694 -1.0540 -1.0410 -1.0147 -0.9950 -0.9882 -1.0028 -1.0327
 -1.0674 -1.1018 -1.1356 -1.1693 -1.2034 -1.2378 -1.2722 -1.3084 -1.3484 -1.3939
 -1.4458
 -1.1496 -1.1666 -1.1777 -1.1816 -1.1809 -1.1734 -1.1599 -1.1411 -1.1195 -1.0975
 -1.0771 -1.0586 -1.0419 -1.0270 -1.0140 -0.9910 -0.9789 -0.9776 -0.9919 -1.0233
 -1.0623 -1.1023 -1.1408 -1.1781 -1.2146 -1.2507 -1.2868 -1.3235 -1.3625 -1.4038
 -1.4473
 -1.0461 -1.0665 -1.0812 -1.0909 -1.0961 -1.0972 -1.0942 -1.0863 -1.0742 -1.0589
 -1.0429 -1.0281 -1.0147 -1.0025 -0.9916 -0.9711 -0.9617 -0.9639 -0.9790 -1.0095
 -1.0502 -1.0946 -1.1385 -1.1807 -1.2211 -1.2601 -1.2983 -1.3360 -1.3739 -1.4128
 -1.4535
 -0.9516 -0.9719 -0.9883 -1.0010 -1.0105 -1.0170 -1.0208 -1.0219 -1.0194 -1.0132
 -1.0040 -0.9940 -0.9845 -0.9761 -0.9686 -0.9537 -0.9461 -0.9502 -0.9666 -0.9954
 -1.0354 -1.0813 -1.1292 -1.1764 -1.2217 -1.2649 -1.3064 -1.3466 -1.3860 -1.4252
 -1.4651
 -0.8636 -0.8731 -0.8863 -0.9015 -0.9168 -0.9309 -0.9425 -0.9509 -0.9561 -0.9583
 -0.9577 -0.9546 -0.9501 -0.9458 -0.9420 -0.9354 -0.9319 -0.9370 -0.9541
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.2241 -2.2333 -2.2063 -2.1004 -1.9671 -1.8354 -1.7236 -1.6316 -1.5478 -1.4678
 -1.3915 -1.3190 -1.2508 -1.1874 -1.1298 -1.0125 -0.9444 -0.9233 -0.9247
 -2.0531 -1.9877 -1.9683 -1.9732 -1.9112 -1.8035 -1.6940 -1.6011 -1.5204 -1.4450
 -1.3737 -1.3060 -1.2424 -1.1838 -1.1310 -1.0281 -0.9665 -0.9425 -0.9446 -0.9604
 -1.9482 -1.8706 -1.8017 -1.7560 -1.7513 -1.7360 -1.6658 -1.5780 -1.4990 -1.4281
 -1.3614 -1.2982 -1.2389 -1.1843 -1.1353 -1.0403 -0.9834 -0.9606 -0.9633 -0.9793
 -1.0021
 -1.8577 -1.7907 -1.7186 -1.6488 -1.5938 -1.5652 -1.5600 -1.5351 -1.4762 -1.4113
 -1.3497 -1.2910 -1.2358 -1.1848 -1.1389 -1.0505 -0.9973 -0.9752 -0.9782 -0.9948
 -1.0176 -1.0443
 -1.7655 -1.7165 -1.6553 -1.5899 -1.5278 -1.4726 -1.4309 -1.4079 -1.3988 -1.3740
 -1.3307 -1.2802 -1.2299 -1.1826 -1.1398 -1.0570 -1.0070 -0.9858 -0.9890 -1.0068
 -1.0307 -1.0576 -1.0873 -1.1207
 -1.6692 -1.6361 -1.5919 -1.5374 -1.4795 -1.4238 -1.3727 -1.3286 -1.2964 -1.2792
 -1.2666 -1.2453 -1.2131 -1.1747 -1.1362 -1.0591 -1.0121 -0.9918 -0.9954 -1.0150
 -1.0410 -1.0694 -1.0996 -1.1317 -1.1653 -1.2013 -1.2410 -1.2853 -1.3342 -1.3856
 -1.5644 -1.5467 -1.5193 -1.4807 -1.4335 -1.3834 -1.3345 -1.2890 -1.2483 -1.2146
 -1.1900 -1.1743 -1.1603 -1.1423 -1.1194 -1.0561 -1.0125 -0.9931 -0.9968 -1.0183
 -1.0475 -1.0787 -1.1105 -1.1434 -1.1776 -1.2127 -1.2499 -1.2904 -1.3352 -1.3849
 -1.4392
 -1.4579 -1.4492 -1.4366 -1.4130 -1.3806 -1.3409 -1.2984 -1.2564 -1.2170 -1.1809
 -1.1496 -1.1240 -1.1049 -1.0909 -1.0781 -1.0427 -1.0078 -0.9899 -0.9935 -1.0159
 -1.0487 -1.0838 -1.1188 -1.1537 -1.1889 -1.2236 -1.2591 -1.2973 -1.3393 -1.3864
 -1.4391
 -1.3544 -1.3503 -1.3457 -1.3343 -1.3152 -1.2891 -1.2570 -1.2217 -1.1864 -1.1528
 -1.1220 -1.0948 -1.0714 -1.0527 -1.0385 -1.0141 -0.9949 -0.9824 -0.9863 -1.0087
 -1.0440 -1.0838 -1.1232 -1.1616 -1.1992 -1.2365 -1.2741 -1.3133 -1.3541 -1.3965
 -1.4401
 -1.2592 -1.2565 -1.2548 -1.2490 -1.2403 -1.2258 -1.2059 -1.1810 -1.1530 -1.1240
 -1.0963 -1.0710 -1.0484 -1.0288 -1.0125 -0.9868 -0.9745 -0.9701 -0.9760 -0.9974
 -1.0332 -1.0762 -1.1205 -1.1635 -1.2049 -1.2451 -1.2846 -1.3237 -1.3631 -1.4034
 -1.4455
 -1.1779 -1.1691 -1.1660 -1.1627 -1.1605 -1.1534 -1.1433 -1.1292 -1.1112 -1.0899
 -1.0673 -1.0455 -1.0255 -1.0078 -0.9924 -0.9657 -0.9543 -0.9542 -0.9637 -0.9848
 -1.0194 -1.0634 -1.1111 -1.1589 -1.2050 -1.2493 -1.2921 -1.3336 -1.3743 -1.4149
 -1.4561
 -1.1077 -1.0881 -1.0792 -1.0766 -1.0767 -1.0762 -1.0731 -1.0671 -1.0584 -1.0465
