 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -3.3084 -3.2314 -3.1528 -3.0682 -2.9823 -2.7932 -2.6442 -2.5298 -2.4448 -2.3823
 -2.3345 -2.2951 -2.2609 -2.2304 -2.2028 -2.1762 -2.1526 -2.1342 -2.1231 -2.1204
 -2.1256
 -4.7485 -4.5400 -4.3539 -4.1751 -4.0068 -3.8515 -3.7116 -3.5853 -3.4706 -3.3661
 -3.2720 -3.1876 -3.1113 -3.0390 -2.9657 -2.7863 -2.6387 -2.5252 -2.4414 -2.3817
 -2.3387 -2.3049 -2.2763 -2.2507 -2.2272 -2.2034 -2.1811 -2.1626 -2.1498 -2.1443
 -2.1469
 -4.7301 -4.5164 -4.3299 -4.1552 -3.9893 -3.8340 -3.6921 -3.5641 -3.4490 -3.3448
 -3.2502 -3.1642 -3.0850 -3.0117 -2.9426 -2.7781 -2.6330 -2.5199 -2.4362 -2.3773
 -2.3372 -2.3085 -2.2859 -2.2662 -2.2480 -2.2307 -2.2144 -2.2004 -2.1887 -2.1792
 -2.1716
 -4.7374 -4.5101 -4.3183 -4.1459 -3.9824 -3.8280 -3.6840 -3.5530 -3.4354 -3.3299
 -3.2350 -3.1490 -3.0701 -2.9966 -2.9273 -2.7697 -2.6304 -2.5169 -2.4322 -2.3723
 -2.3326 -2.3068 -2.2891 -2.2755 -2.2635 -2.2520 -2.2408 -2.2297 -2.2192 -2.2102
 -2.2023
 -4.7651 -4.5218 -4.3208 -4.1454 -3.9825 -3.8292 -3.6849 -3.5507 -3.4289 -3.3200
 -3.2227 -3.1356 -3.0567 -2.9841 -2.9159 -2.7612 -2.6266 -2.5148 -2.4290 -2.3675
 -2.3265 -2.3011 -2.2863 -2.2776 -2.2717 -2.2665 -2.2614 -2.2558 -2.2500 -2.2443
 -2.2397
 -4.8076 -4.5514 -4.3373 -4.1528 -3.9884 -3.8358 -3.6918 -3.5566 -3.4309 -3.3170
 -3.2153 -3.1249 -3.0442 -2.9714 -2.9043 -2.7534 -2.6220 -2.5122 -2.4261
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.8334 -5.6364 -5.3165 -4.9936 -4.6901 -4.4312 -4.2316 -4.0580 -3.8977 -3.7495
 -3.6103 -3.4806 -3.3608 -3.2508 -3.1499 -2.9328 -2.7512 -2.5938 -2.4613
 -5.3820 -5.2870 -5.1734 -4.9112 -4.6260 -4.3628 -4.1446 -3.9662 -3.8063 -3.6602
 -3.5236 -3.3966 -3.2800 -3.1737 -3.0771 -2.8728 -2.7062 -2.5655 -2.4473 -2.3512
 -5.2002 -4.9684 -4.8358 -4.7660 -4.5773 -4.3295 -4.0997 -3.9088 -3.7474 -3.6032
 -3.4692 -3.3448 -3.2304 -3.1264 -3.0323 -2.8348 -2.6768 -2.5467 -2.4392 -2.3517
 -2.2808
 -5.1155 -4.8545 -4.6380 -4.4774 -4.3864 -4.2795 -4.0834 -3.8823 -3.7118 -3.5670
 -3.4354 -3.3133 -3.2009 -3.0984 -3.0057 -2.8121 -2.6589 -2.5353 -2.4353 -2.3547
 -2.2892 -2.2348
 -5.0670 -4.8032 -4.5688 -4.3664 -4.1986 -4.0710 -3.9831 -3.8628 -3.6983 -3.5451
 -3.4143 -3.2944 -3.1837 -3.0825 -2.9908 -2.7990 -2.6485 -2.5288 -2.4339 -2.3588
 -2.2984 -2.2483 -2.2055 -2.1680
 -5.0430 -4.7788 -4.5391 -4.3255 -4.1368 -3.9735 -3.8364 -3.7274 -3.6393 -3.5292
 -3.4023 -3.2832 -3.1738 -3.0739 -2.9828 -2.7919 -2.6424 -2.5249 -2.4334 -2.3627
 -2.3071 -2.2616 -2.2227 -2.1889 -2.1585 -2.1321 -2.1107 -2.0951 -2.0863 -2.0862
 -5.0409 -4.7747 -4.5310 -4.3119 -4.1168 -3.9449 -3.7921 -3.6560 -3.5391 -3.4444
 -3.3605 -3.2688 -3.1681 -3.0694 -2.9788 -2.7883 -2.6388 -2.5221 -2.4326 -2.3649
 -2.3137 -2.2731 -2.2388 -2.2089 -2.1822 -2.1575 -2.1360 -2.1195 -2.1090 -2.1060
 -2.1123
 -5.0549 -4.7884 -4.5407 -4.3156 -4.1143 -3.9357 -3.7776 -3.6360 -3.5087 -3.3954
 -3.2979 -3.2164 -3.1403 -3.0600 -2.9763 -2.7866 -2.6366 -2.5197 -2.4307 -2.3649
 -2.3170 -2.2811 -2.2519 -2.2269 -2.2043 -2.1838 -2.1641 -2.1470 -2.1350 -2.1300
 -2.1331
 -5.0888 -4.8138 -4.5645 -4.3338 -4.1247 -3.9392 -3.7752 -3.6296 -3.4990 -3.3810
 -3.2752 -3.1824 -3.1017 -3.0292 -2.9592 -2.7841 -2.6337 -2.5159 -2.4269 -2.3617
 -2.3158 -2.2838 -2.2599 -2.2404 -2.2231 -2.2072 -2.1926 -2.1804 -2.1705 -2.1629
 -2.1573
 -5.1476 -4.8611 -4.6037 -4.3710 -4.1554 -3.9607 -3.7885 -3.6365 -3.5018 -3.3810
 -3.2721 -3.1745 -3.0877 -3.0103 -2.9400 -2.7803 -2.6335 -2.5143 -2.4240 -2.3580
 -2.3122 -2.2823 -2.2626 -2.2486 -2.2371 -2.2267 -2.2171 -2.2079 -2.1994 -2.1925
 -2.1885
 -5.2303 -4.9139 -4.6520 -4.4179 -4.2012 -3.9994 -3.8171 -3.6559 -3.5142 -3.3884
 -3.2761 -3.1755 -3.0853 -3.0044 -2.9311 -2.7726 -2.6336 -2.5137 -2.4214 -2.3539
 -2.3071 -2.2772 -2.2599 -2.2503 -2.2445 -2.2401 -2.2364 -2.2324 -2.2285 -2.2249
 -2.2223
 -5.3366 -4.9901 -4.7108 -4.4718 -4.2529 -4.0500 -3.8625 -3.6909 -3.5389 -3.4052
 -3.2871 -3.1822 -3.0884 -3.0046 -2.9289 -2.7671 -2.6313 -2.5143 -2.4200
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.8702 -5.5902 -5.2348 -4.9116 -4.6158 -4.3612 -4.1621 -3.9931 -3.8396 -3.6950
 -3.5603 -3.4347 -3.3185 -3.2118 -3.1139 -2.9036 -2.7311 -2.5835 -2.4557
 -5.4765 -5.4072 -5.1688 -4.8582 -4.5684 -4.3055 -4.0930 -3.9178 -3.7628 -3.6198
 -3.4868 -3.3633 -3.2493 -3.1451 -3.0504 -2.8506 -2.6901 -2.5558 -2.4417 -2.3464
 -5.2289 -5.0392 -4.9762 -4.8164 -4.5479 -4.2892 -4.0597 -3.8732 -3.7153 -3.5732
 -3.4422 -3.3205 -3.2082 -3.1057 -3.0126 -2.8181 -2.6643 -2.5380 -2.4329 -2.3457
 -2.2744
 -5.1533 -4.8853 -4.6887 -4.5851 -4.4949 -4.2857 -4.0567 -3.8544 -3.6883 -3.5449
 -3.4155 -3.2955 -3.1847 -3.0833 -2.9912 -2.7993 -2.6489 -2.5275 -2.4285 -2.3475
 -2.2815 -2.2265
 -5.1261 -4.8412 -4.5980 -4.4031 -4.2611 -4.1722 -4.0479 -3.8593 -3.6796 -3.5293
 -3.4000 -3.2815 -3.1720 -3.0716 -2.9801 -2.7891 -2.6404 -2.5217 -2.4267 -2.3505
 -2.2892 -2.2384 -2.1954 -2.1580
 -5.1278 -4.8339 -4.5760 -4.3533 -4.1666 -4.0119 -3.8925 -3.8000 -3.6786 -3.5275
 -3.3920 -3.2742 -3.1658 -3.0661 -2.9752 -2.7843 -2.6358 -2.5185 -2.4262 -2.3535
 -2.2964 -2.2500 -2.2108 -2.1770 -2.1476 -2.1224 -2.1014 -2.0861 -2.0778 -2.0779
 -5.1548 -4.8521 -4.5829 -4.3473 -4.1431 -3.9674 -3.8154 -3.6847 -3.5793 -3.4888
 -3.3840 -3.2713 -3.1636 -3.0645 -2.9740 -2.7828 -2.6336 -2.5166 -2.4255 -2.3555
 -2.3019 -2.2599 -2.2252 -2.1953 -2.1691 -2.1460 -2.1263 -2.1105 -2.0997 -2.0971
 -2.1039
 -5.1994 -4.8927 -4.6127 -4.3649 -4.1486 -3.9612 -3.7978 -3.6536 -3.5259 -3.4150
 -3.3222 -3.2400 -3.1546 -3.0640 -2.9749 -2.7833 -2.6330 -2.5151 -2.4245 -2.3558
 -2.3048 -2.2667 -2.2368 -2.2117 -2.1896 -2.1698 -2.1512 -2.1355 -2.1246 -2.1204
 -2.1237
 -5.2628 -4.9463 -4.6604 -4.4011 -4.1721 -3.9732 -3.8003 -3.6487 -3.5140 -3.3933
 -3.2862 -3.1936 -3.1145 -3.0412 -2.9667 -2.7832 -2.6318 -2.5127 -2.4215 -2.3533
 -2.3040 -2.2691 -2.2438 -2.2240 -2.2070 -2.1918 -2.1782 -2.1660 -2.1559 -2.1497
 -2.1475
 -5.3484 -5.0169 -4.7269 -4.4611 -4.2198 -4.0072 -3.8228 -3.6622 -3.5211 -3.3954
 -3.2826 -3.1822 -3.0940 -3.0166 -2.9468 -2.7834 -2.6332 -2.5123 -2.4196 -2.3506
 -2.3014 -2.2681 -2.2463 -2.2315 -2.2200 -2.2102 -2.2014 -2.1933 -2.1861 -2.1806
 -2.1777
 -5.4581 -5.1008 -4.8025 -4.5339 -4.2871 -4.0623 -3.8637 -3.6913 -3.5411 -3.4088
 -3.2911 -3.1861 -3.0924 -3.0096 -2.9355 -2.7769 -2.6352 -2.5129 -2.4180 -2.3473
 -2.2972 -2.2640 -2.2441 -2.2331 -2.2269 -2.2228 -2.2197 -2.2167 -2.2139 -2.2116
 -2.2099
 -5.5930 -5.2011 -4.8865 -4.6136 -4.3650 -4.1349 -3.9250 -3.7386 -3.5760 -3.4341
 -3.3093 -3.1988 -3.1005 -3.0130 -2.9349 -2.7712 -2.6348 -2.5150 -2.4174
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.8911 -5.5164 -5.1540 -4.8404 -4.5636 -4.3144 -4.1139 -3.9417 -3.7905 -3.6496
 -3.5185 -3.3964 -3.2833 -3.1792 -3.0837 -2.8782 -2.7114 -2.5699 -2.4484
 -5.6177 -5.4465 -5.1263 -4.8037 -4.5201 -4.2663 -4.0563 -3.8808 -3.7259 -3.5860
 -3.4561 -3.3355 -3.2240 -3.1217 -3.0283 -2.8312 -2.6745 -2.5450 -2.4348 -2.3410
 -5.2692 -5.1722 -5.0695 -4.7989 -4.5098 -4.2526 -4.0295 -3.8454 -3.6876 -3.5475
 -3.4190 -3.2998 -3.1896 -3.0885 -2.9963 -2.8032 -2.6518 -2.5286 -2.4258 -2.3392
 -2.2674
 -5.1770 -4.9203 -4.7839 -4.7188 -4.5159 -4.2608 -4.0297 -3.8316 -3.6671 -3.5252
 -3.3976 -3.2797 -3.1706 -3.0703 -2.9788 -2.7874 -2.6386 -2.5190 -2.4210 -2.3398
 -2.2730 -2.2175
 -5.1662 -4.8652 -4.6265 -4.4615 -4.3731 -4.2559 -4.0463 -3.8396 -3.6621 -3.5143
 -3.3861 -3.2692 -3.1611 -3.0615 -2.9704 -2.7793 -2.6314 -2.5138 -2.4189 -2.3419
 -2.2792 -2.2277 -2.1842 -2.1470
 -5.1926 -4.8706 -4.5988 -4.3761 -4.2022 -4.0752 -3.9828 -3.8500 -3.6754 -3.5151
 -3.3813 -3.2646 -3.1572 -3.0583 -2.9675 -2.7762 -2.6280 -2.5111 -2.4182 -2.3441
 -2.2851 -2.2375 -2.1977 -2.1637 -2.1340 -2.1090 -2.0894 -2.0755 -2.0680 -2.0683
 -5.2505 -4.9096 -4.6166 -4.3686 -4.1617 -3.9909 -3.8488 -3.7355 -3.6395 -3.5216
 -3.3848 -3.2642 -3.1571 -3.0586 -2.9681 -2.7762 -2.6271 -2.5099 -2.4178 -2.3458
 -2.2897 -2.2458 -2.2102 -2.1801 -2.1540 -2.1316 -2.1124 -2.0976 -2.0886 -2.0866
 -2.0928
 -5.3289 -4.9774 -4.6652 -4.3966 -4.1691 -3.9771 -3.8145 -3.6731 -3.5510 -3.4487
 -3.3575 -3.2596 -3.1587 -3.0611 -2.9709 -2.7785 -2.6277 -2.5094 -2.4173 -2.3462
 -2.2923 -2.2517 -2.2203 -2.1946 -2.1727 -2.1536 -2.1374 -2.1239 -2.1138 -2.1089
 -2.1126
 -5.4265 -5.0622 -4.7373 -4.4499 -4.2028 -3.9933 -3.8153 -3.6620 -3.5270 -3.4073
 -3.3026 -3.2124 -3.1323 -3.0527 -2.9709 -2.7804 -2.6281 -2.5082 -2.4152 -2.3445
 -2.2919 -2.2538 -2.2264 -2.2055 -2.1885 -2.1737 -2.1611 -2.1503 -2.1416 -2.1361
 -2.1358
 -5.5438 -5.1642 -4.8319 -4.5325 -4.2668 -4.0379 -3.8434 -3.6771 -3.5330 -3.4055
 -3.2918 -3.1908 -3.1026 -3.0261 -2.9556 -2.7840 -2.6313 -2.5093 -2.4145 -2.3428
 -2.2903 -2.2534 -2.2288 -2.2123 -2.2004 -2.1908 -2.1828 -2.1758 -2.1700 -2.1660
 -2.1647
 -5.6808 -5.2779 -4.9371 -4.6318 -4.3549 -4.1086 -3.8954 -3.7133 -3.5569 -3.4207
 -3.3004 -3.1934 -3.0981 -3.0144 -2.9403 -2.7807 -2.6351 -2.5113 -2.4143 -2.3408
 -2.2873 -2.2505 -2.2273 -2.2140 -2.2067 -2.2024 -2.1998 -2.1978 -2.1962 -2.1954
 -2.1948
 -5.8415 -5.4056 -5.0495 -4.7385 -4.4568 -4.2008 -3.9718 -3.7720 -3.6001 -3.4518
 -3.3225 -3.2087 -3.1077 -3.0182 -2.9390 -2.7747 -2.6373 -2.5148 -2.4150
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.8923 -5.4756 -5.1068 -4.7978 -4.5269 -4.2833 -4.0826 -3.9033 -3.7498 -3.6136
 -3.4851 -3.3655 -3.2550 -3.1531 -3.0594 -2.8573 -2.6938 -2.5582 -2.4411
 -5.6178 -5.4500 -5.0909 -4.7644 -4.4826 -4.2356 -4.0296 -3.8517 -3.6964 -3.5590
 -3.4314 -3.3131 -3.2037 -3.1031 -3.0109 -2.8154 -2.6604 -2.5339 -2.4269 -2.3348
 -5.3763 -5.3227 -5.0861 -4.7705 -4.4778 -4.2203 -4.0048 -3.8222 -3.6650 -3.5267
 -3.4000 -3.2829 -3.1745 -3.0747 -2.9834 -2.7908 -2.6402 -2.5189 -2.4179 -2.3322
 -2.2600
 -5.2010 -4.9909 -4.9346 -4.7712 -4.4973 -4.2348 -4.0053 -3.8121 -3.6493 -3.5086
 -3.3825 -3.2663 -3.1588 -3.0597 -2.9687 -2.7772 -2.6286 -2.5101 -2.4129 -2.3318
 -2.2641 -2.2079
 -5.1890 -4.8836 -4.6715 -4.5730 -4.4806 -4.2602 -4.0270 -3.8208 -3.6474 -3.5008
 -3.3736 -3.2581 -3.1513 -3.0528 -2.9621 -2.7707 -2.6224 -2.5053 -2.4106 -2.3328
 -2.2689 -2.2164 -2.1723 -2.1346
 -5.2352 -4.8891 -4.6131 -4.4051 -4.2662 -4.1804 -4.0441 -3.8462 -3.6611 -3.5037
 -3.3711 -3.2552 -3.1489 -3.0509 -2.9604 -2.7686 -2.6199 -2.5031 -2.4098 -2.3345
 -2.2737 -2.2245 -2.1838 -2.1494 -2.1201 -2.0958 -2.0767 -2.0632 -2.0565 -2.0573
 -5.3231 -4.9441 -4.6326 -4.3802 -4.1807 -4.0262 -3.9096 -3.8120 -3.6795 -3.5201
 -3.3766 -3.2564 -3.1500 -3.0523 -2.9621 -2.7696 -2.6196 -2.5024 -2.4096 -2.3359
 -2.2775 -2.2314 -2.1944 -2.1636 -2.1375 -2.1154 -2.0974 -2.0839 -2.0755 -2.0744
 -2.0808
 -5.4416 -5.0384 -4.6954 -4.4115 -4.1794 -3.9902 -3.8350 -3.7042 -3.5956 -3.4975
 -3.3855 -3.2629 -3.1541 -3.0562 -2.9661 -2.7729 -2.6213 -2.5027 -2.4095 -2.3366
 -2.2800 -2.2365 -2.2030 -2.1763 -2.1540 -2.1352 -2.1198 -2.1070 -2.0982 -2.0954
 -2.0997
 -5.5759 -5.1565 -4.7913 -4.4781 -4.2171 -4.0023 -3.8249 -3.6748 -3.5441 -3.4297
 -3.3305 -3.2402 -3.1490 -3.0581 -2.9696 -2.7763 -2.6229 -2.5025 -2.4083 -2.3354
 -2.2799 -2.2386 -2.2083 -2.1858 -2.1680 -2.1533 -2.1414 -2.1314 -2.1241 -2.1207
 -2.1219
 -5.7289 -5.2938 -4.9157 -4.5826 -4.2942 -4.0526 -3.8525 -3.6850 -3.5419 -3.4159
 -3.3038 -3.2047 -3.1174 -3.0398 -2.9650 -2.7825 -2.6277 -2.5050 -2.4088 -2.3348
 -2.2793 -2.2390 -2.2109 -2.1919 -2.1787 -2.1688 -2.1613 -2.1553 -2.1510 -2.1478
 -2.1490
 -5.8978 -5.4422 -5.0527 -4.7085 -4.4025 -4.1365 -3.9114 -3.7231 -3.5643 -3.4277
 -3.3076 -3.2006 -3.1054 -3.0215 -2.9477 -2.7839 -2.6334 -2.5085 -2.4099 -2.3340
 -2.2775 -2.2372 -2.2103 -2.1939 -2.1846 -2.1795 -2.1769 -2.1756 -2.1753 -2.1760
 -2.1769
 -6.0853 -5.5991 -5.1965 -4.8441 -4.5291 -4.2477 -4.0011 -3.7901 -3.6116 -3.4600
 -3.3292 -3.2146 -3.1131 -3.0229 -2.9431 -2.7785 -2.6382 -2.5133 -2.4121
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.7644 -5.3575 -5.0159 -4.7324 -4.4727 -4.2404 -4.0496 -3.8766 -3.7205 -3.5856
 -3.4596 -3.3421 -3.2336 -3.1334 -3.0413 -2.8417 -2.6773 -2.5423 -2.4326
 -5.6744 -5.3798 -5.0216 -4.7105 -4.4429 -4.2031 -4.0064 -3.8306 -3.6742 -3.5384
 -3.4127 -3.2962 -3.1886 -3.0895 -2.9983 -2.8037 -2.6489 -2.5234 -2.4186 -2.3279
 -5.5148 -5.3652 -5.0513 -4.7287 -4.4440 -4.1945 -3.9837 -3.8052 -3.6481 -3.5106
 -3.3856 -3.2700 -3.1633 -3.0648 -2.9742 -2.7818 -2.6305 -2.5095 -2.4096 -2.3247
 -2.2523
 -5.3112 -5.1180 -5.0279 -4.7605 -4.4707 -4.2114 -3.9859 -3.7968 -3.6358 -3.4954
 -3.3706 -3.2558 -3.1497 -3.0517 -2.9615 -2.7697 -2.6199 -2.5013 -2.4046 -2.3235
 -2.2551 -2.1980
 -5.1917 -4.9049 -4.7624 -4.7054 -4.4994 -4.2427 -4.0087 -3.8059 -3.6352 -3.4898
 -3.3635 -3.2490 -3.1434 -3.0459 -2.9559 -2.7640 -2.6144 -2.4969 -2.4021 -2.3238
 -2.2587 -2.2048 -2.1600 -2.1219
 -5.2483 -4.8935 -4.6295 -4.4598 -4.3802 -4.2575 -4.0417 -3.8317 -3.6485 -3.4939
 -3.3622 -3.2472 -3.1418 -3.0446 -2.9548 -2.7625 -2.6123 -2.4949 -2.4012 -2.3249
 -2.2625 -2.2115 -2.1696 -2.1346 -2.1050 -2.0807 -2.0620 -2.0493 -2.0433 -2.0449
 -5.3621 -4.9553 -4.6367 -4.3911 -4.2122 -4.0924 -4.0015 -3.8579 -3.6764 -3.5100
 -3.3689 -3.2493 -3.1436 -3.0464 -2.9568 -2.7640 -2.6126 -2.4945 -2.4011 -2.3261
 -2.2658 -2.2174 -2.1786 -2.1467 -2.1200 -2.0979 -2.0801 -2.0673 -2.0605 -2.0603
 -2.0673
 -5.5208 -5.0706 -4.7052 -4.4144 -4.1855 -4.0083 -3.8696 -3.7597 -3.6585 -3.5312
 -3.3867 -3.2576 -3.1484 -3.0510 -2.9612 -2.7677 -2.6148 -2.4954 -2.4015 -2.3270
 -2.2680 -2.2219 -2.1859 -2.1575 -2.1344 -2.1154 -2.1003 -2.0889 -2.0816 -2.0796
 -2.0848
 -5.7012 -5.2215 -4.8194 -4.4874 -4.2197 -4.0062 -3.8353 -3.6937 -3.5727 -3.4680
 -3.3699 -3.2643 -3.1546 -3.0559 -2.9659 -2.7719 -2.6173 -2.4960 -2.4009 -2.3264
 -2.2684 -2.2239 -2.1906 -2.1656 -2.1465 -2.1313 -2.1196 -2.1108 -2.1047 -2.1027
 -2.1057
 -5.8925 -5.3981 -4.9724 -4.6088 -4.3038 -4.0553 -3.8548 -3.6909 -3.5526 -3.4312
 -3.3236 -3.2280 -3.1396 -3.0542 -2.9711 -2.7796 -2.6233 -2.4996 -2.4024 -2.3266
 -2.2685 -2.2249 -2.1934 -2.1714 -2.1560 -2.1450 -2.1373 -2.1320 -2.1289 -2.1282
 -2.1306
 -6.0936 -5.5854 -5.1432 -4.7607 -4.4287 -4.1472 -3.9148 -3.7248 -3.5677 -3.4339
 -3.3163 -3.2113 -3.1175 -3.0337 -2.9586 -2.7856 -2.6305 -2.5045 -2.4048 -2.3270
 -2.2678 -2.2242 -2.1936 -2.1736 -2.1615 -2.1546 -2.1514 -2.1504 -2.1511 -2.1534
 -2.1562
 -6.3046 -5.7834 -5.3212 -4.9267 -4.5786 -4.2750 -4.0137 -3.7949 -3.6138 -3.4623
 -3.3330 -3.2199 -3.1193 -3.0294 -2.9284 -2.7899 -2.6389 -2.5107 -2.4081
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.6917 -5.2936 -4.9643 -4.6971 -4.4398 -4.2154 -4.0231 -3.8535 -3.6985 -3.5658
 -3.4412 -3.3252 -3.2181 -3.1195 -3.0286 -2.8308 -2.6676 -2.5333 -2.4240
 -5.7269 -5.3289 -4.9741 -4.6733 -4.4162 -4.1831 -3.9855 -3.8138 -3.6575 -3.5238
 -3.3995 -3.2844 -3.1782 -3.0803 -2.9900 -2.7961 -2.6405 -2.5146 -2.4104 -2.3208
 -5.4906 -5.3647 -5.0084 -4.6949 -4.4194 -4.1764 -3.9684 -3.7924 -3.6352 -3.4994
 -3.3755 -3.2612 -3.1556 -3.0582 -2.9684 -2.7760 -2.6234 -2.5015 -2.4017 -2.3172
