 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.9906 -2.9769 -3.1614 -3.1621 -3.0761 -2.9321 -2.7555 -2.6421 -2.5396 -2.4317
 -2.3275 -2.2293 -2.1382 -2.0548 -1.9802 -1.8234 -1.7222 -1.6570 -1.6170
 -2.9937 -2.9065 -2.8344 -2.7936 -2.7854 -2.7509 -2.6657 -2.5620 -2.4613 -2.3636
 -2.2689 -2.1792 -2.0962 -2.0209 -1.9533 -1.8170 -1.7221 -1.6617 -1.6253 -1.6039
 -2.8653 -2.7828 -2.7006 -2.6269 -2.5687 -2.5395 -2.5236 -2.4778 -2.4018 -2.3137
 -2.2275 -2.1448 -2.0677 -1.9977 -1.9351 -1.8095 -1.7232 -1.6695 -1.6378 -1.6191
 -1.6088
 -2.7495 -2.6829 -2.6079 -2.5322 -2.4622 -2.4013 -2.3553 -2.3299 -2.3037 -2.2555
 -2.1885 -2.1159 -2.0456 -1.9807 -1.9223 -1.8049 -1.7247 -1.6764 -1.6491 -1.6333
 -1.6245 -1.6207
 -2.6338 -2.5871 -2.5273 -2.4599 -2.3918 -2.3277 -2.2702 -2.2205 -2.1846 -2.1552
 -2.1217 -2.0756 -2.0210 -1.9643 -1.9108 -1.8009 -1.7253 -1.6812 -1.6579 -1.6458
 -1.6394 -1.6369 -1.6376 -1.6411
 -2.5171 -2.4867 -2.4452 -2.3921 -2.3327 -2.2722 -2.2150 -2.1626 -2.1157 -2.0749
 -2.0412 -2.0102 -1.9754 -1.9356 -1.8936 -1.7953 -1.7236 -1.6822 -1.6625 -1.6551
 -1.6523 -1.6523 -1.6546 -1.6588 -1.6640 -1.6714 -1.6821 -1.6974 -1.7179 -1.7441
 -2.4020 -2.3834 -2.3568 -2.3192 -2.2728 -2.2211 -2.1683 -2.1178 -2.0717 -2.0293
 -1.9905 -1.9557 -1.9245 -1.8941 -1.8627 -1.7843 -1.7187 -1.6779 -1.6616 -1.6591
 -1.6614 -1.6652 -1.6704 -1.6766 -1.6837 -1.6905 -1.6990 -1.7113 -1.7293 -1.7539
 -1.7839
 -2.2909 -2.2805 -2.2638 -2.2388 -2.2059 -2.1663 -2.1220 -2.0764 -2.0329 -1.9926
