 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -7.2497 -7.0798 -7.2741 -7.1987 -6.9669 -6.6339 -6.2570 -6.0092 -5.7813 -5.5460
 -5.3235 -5.1150 -4.9213 -4.7391 -4.5656 -4.1871 -3.8109 -3.4787 -3.2452
 -7.1296 -6.8269 -6.5844 -6.4179 -6.3160 -6.1776 -5.9606 -5.7164 -5.4836 -5.2592
 -5.0453 -4.8459 -4.6623 -4.4928 -4.3349 -3.9783 -3.6679 -3.4133 -3.2192 -3.0705
 -6.8376 -6.5403 -6.2764 -6.0534 -5.8712 -5.7416 -5.6331 -5.4736 -5.2713 -5.0570
 -4.8529 -4.6616 -4.4860 -4.3259 -4.1795 -3.8612 -3.5936 -3.3726 -3.2009 -3.0675
 -2.9598
 -6.5980 -6.3304 -6.0758 -5.8470 -5.6449 -5.4658 -5.3130 -5.1919 -5.0643 -4.8992
 -4.7136 -4.5319 -4.3635 -4.2098 -4.0705 -3.7762 -3.5389 -3.3459 -3.1919 -3.0712
 -2.9724 -2.8881
 -6.3814 -6.1524 -5.9227 -5.7040 -5.5039 -5.3209 -5.1520 -4.9970 -4.8637 -4.7367
 -4.5977 -4.4409 -4.2825 -4.1342 -3.9994 -3.7189 -3.5006 -3.3267 -3.1884 -3.0786
 -2.9880 -2.9099 -2.8405 -2.7781
 -6.1816 -5.9852 -5.7884 -5.5898 -5.3999 -5.2224 -5.0562 -4.8994 -4.7521 -4.6145
 -4.4868 -4.3603 -4.2263 -4.0894 -3.9582 -3.6836 -3.4755 -3.3136 -3.1867 -3.0866
 -3.0039 -2.9322 -2.8682 -2.8094 -2.7525 -2.6996 -2.6532 -2.6156 -2.5885 -2.5727
 -6.0000 -5.8281 -5.6589 -5.4861 -5.3123 -5.1450 -4.9856 -4.8339 -4.6899 -4.5516
 -4.4198 -4.2952 -4.1754 -4.0562 -3.9369 -3.6667 -3.4610 -3.3049 -3.1850 -3.0923
 -3.0171 -2.9525 -2.8945 -2.8409 -2.7907 -2.7423 -2.6974 -2.6581 -2.6260 -2.6035
 -2.5953
 -5.8379 -5.6838 -5.5335 -5.3825 -5.2295 -5.0757 -4.9257 -4.7816 -4.6435 -4.5103
 -4.3817 -4.2582 -4.1402 -4.0275 -3.9182 -3.6637 -3.4564 -3.3008 -3.1833 -3.0944
 -3.0253 -2.9678 -2.9168 -2.8694 -2.8247 -2.7817 -2.7392 -2.6998 -2.6666 -2.6418
 -2.6270
 -5.6968 -5.5549 -5.4164 -5.2762 -5.1424 -5.0056 -4.8677 -4.7320 -4.6011 -4.4742
 -4.3507 -4.2313 -4.1166 -4.0065 -3.9009 -3.6596 -3.4570 -3.2999 -3.1815 -3.0933
 -3.0274 -2.9758 -2.9319 -2.8919 -2.8538 -2.8168 -2.7809 -2.7464 -2.7155 -2.6884
 -2.6649
 -5.5779 -5.4439 -5.3124 -5.1834 -5.0569 -4.9326 -4.8096 -4.6851 -4.5619 -4.4420
 -4.3251 -4.2110 -4.1003 -3.9935 -3.8911 -3.6574 -3.4600 -3.3029 -3.1830 -3.0933
