 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.3556 -1.3508 -1.5332 -1.5428 -1.4730 -1.3494 -1.1929 -1.0940 -1.0051 -0.9114
 -0.8217 -0.7364 -0.6584 -0.5878 -0.5274 -0.4018 -0.3497 -0.3520 -0.3528
 -1.3606 -1.2931 -1.2382 -1.2116 -1.2146 -1.1930 -1.1245 -1.0380 -0.9531 -0.8707
 -0.7908 -0.7153 -0.6462 -0.5846 -0.5310 -0.4321 -0.3795 -0.3631 -0.3676 -0.3835
 -1.2436 -1.1820 -1.1193 -1.0633 -1.0209 -1.0049 -1.0014 -0.9711 -0.9120 -0.8405
 -0.7697 -0.7016 -0.6386 -0.5823 -0.5335 -0.4434 -0.3952 -0.3814 -0.3876 -0.4038
 -0.4259
 -1.1354 -1.0900 -1.0354 -0.9788 -0.9263 -0.8815 -0.8503 -0.8383 -0.8262 -0.7945
 -0.7446 -0.6877 -0.6318 -0.5807 -0.5360 -0.4530 -0.4081 -0.3961 -0.4040 -0.4209
 -0.4428 -0.4684
 -1.0239 -0.9986 -0.9597 -0.9121 -0.8623 -0.8154 -0.7738 -0.7391 -0.7169 -0.7014
 -0.6835 -0.6544 -0.6163 -0.5746 -0.5349 -0.4590 -0.4168 -0.4064 -0.4161 -0.4349
 -0.4575 -0.4831 -0.5114 -0.5426
 -0.9084 -0.8996 -0.8793 -0.8466 -0.8064 -0.7636 -0.7230 -0.6861 -0.6535 -0.6264
 -0.6064 -0.5902 -0.5715 -0.5485 -0.5226 -0.4595 -0.4203 -0.4110 -0.4225 -0.4447
 -0.4696 -0.4964 -0.5250 -0.5556 -0.5881 -0.6232 -0.6613 -0.7031 -0.7487 -0.7984
 -0.7917 -0.7950 -0.7900 -0.7732 -0.7468 -0.7138 -0.6782 -0.6437 -0.6123 -0.5836
 -0.5582 -0.5370 -0.5201 -0.5051 -0.4898 -0.4503 -0.4179 -0.4081 -0.4221 -0.4485
 -0.4776 -0.5071 -0.5373 -0.5686 -0.6009 -0.6334 -0.6678 -0.7061 -0.7500 -0.7996
 -0.8516
 -0.6765 -0.6883 -0.6935 -0.6896 -0.6773 -0.6575 -0.6315 -0.6027 -0.5746 -0.5485
 -0.5247 -0.5032 -0.4842 -0.4686 -0.4554 -0.4286 -0.4084 -0.4013 -0.4155 -0.4450
 -0.4794 -0.5134 -0.5468 -0.5801 -0.6136 -0.6475 -0.6812 -0.7167 -0.7559 -0.8006
 -0.8518
 -0.5658 -0.5832 -0.5946 -0.5985 -0.5979 -0.5901 -0.5762 -0.5571 -0.5351 -0.5129
 -0.4923 -0.4737 -0.4568 -0.4417 -0.4286 -0.4050 -0.3924 -0.3907 -0.4046 -0.4356
 -0.4743 -0.5139 -0.5521 -0.5890 -0.6250 -0.6605 -0.6961 -0.7322 -0.7705 -0.8110
 -0.8537
 -0.4623 -0.4832 -0.4983 -0.5081 -0.5133 -0.5143 -0.5110 -0.5026 -0.4902 -0.4744
 -0.4582 -0.4431 -0.4296 -0.4173 -0.4062 -0.3852 -0.3754 -0.3772 -0.3919 -0.4219
 -0.4623 -0.5063 -0.5498 -0.5916 -0.6316 -0.6702 -0.7079 -0.7450 -0.7823 -0.8205
 -0.8604
 -0.3677 -0.3887 -0.4055 -0.4185 -0.4280 -0.4344 -0.4379 -0.4386 -0.4357 -0.4290
 -0.4194 -0.4091 -0.3994 -0.3908 -0.3832 -0.3679 -0.3598 -0.3635 -0.3795 -0.4079
 -0.4475 -0.4931 -0.5406 -0.5874 -0.6323 -0.6751 -0.7163 -0.7560 -0.7948 -0.8334
 -0.8727
 -0.2797 -0.2900 -0.3037 -0.3191 -0.3345 -0.3484 -0.3598 -0.3679 -0.3728 -0.3746
 -0.3735 -0.3699 -0.3651 -0.3605 -0.3566 -0.3496 -0.3458 -0.3504 -0.3671
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.6381 -1.6479 -1.6215 -1.5163 -1.3836 -1.2522 -1.1406 -1.0485 -0.9646 -0.8845
 -0.8080 -0.7352 -0.6668 -0.6032 -0.5455 -0.4272 -0.3594 -0.3364 -0.3373
 -1.4677 -1.4030 -1.3840 -1.3891 -1.3275 -1.2201 -1.1107 -1.0177 -0.9369 -0.8613
 -0.7897 -0.7217 -0.6579 -0.5991 -0.5461 -0.4428 -0.3807 -0.3561 -0.3576 -0.3727
 -1.3631 -1.2861 -1.2175 -1.1720 -1.1675 -1.1523 -1.0822 -0.9944 -0.9152 -0.8441
 -0.7771 -0.7137 -0.6541 -0.5993 -0.5500 -0.4547 -0.3973 -0.3740 -0.3762 -0.3916
 -0.4138
 -1.2728 -1.2063 -1.1345 -1.0648 -1.0099 -0.9813 -0.9762 -0.9512 -0.8922 -0.8271
 -0.7652 -0.7062 -0.6507 -0.5995 -0.5535 -0.4646 -0.4109 -0.3885 -0.3909 -0.4071
 -0.4294 -0.4555
 -1.1809 -1.1324 -1.0714 -1.0060 -0.9439 -0.8886 -0.8469 -0.8239 -0.8147 -0.7896
 -0.7460 -0.6952 -0.6447 -0.5972 -0.5542 -0.4710 -0.4206 -0.3990 -0.4018 -0.4191
 -0.4425 -0.4689 -0.4980 -0.5307
 -1.0850 -1.0523 -1.0082 -0.9537 -0.8957 -0.8399 -0.7886 -0.7445 -0.7122 -0.6948
 -0.6820 -0.6604 -0.6279 -0.5891 -0.5504 -0.4730 -0.4256 -0.4049 -0.4081 -0.4273
 -0.4529 -0.4808 -0.5104 -0.5420 -0.5750 -0.6103 -0.6492 -0.6926 -0.7407 -0.7914
 -0.9801 -0.9630 -0.9359 -0.8974 -0.8500 -0.7996 -0.7505 -0.7048 -0.6640 -0.6301
 -0.6053 -0.5894 -0.5752 -0.5569 -0.5337 -0.4699 -0.4259 -0.4061 -0.4095 -0.4306
 -0.4594 -0.4901 -0.5216 -0.5539 -0.5875 -0.6219 -0.6583 -0.6980 -0.7421 -0.7911
 -0.8448
 -0.8735 -0.8657 -0.8534 -0.8299 -0.7975 -0.7576 -0.7147 -0.6724 -0.6326 -0.5964
 -0.5649 -0.5391 -0.5199 -0.5056 -0.4926 -0.4565 -0.4211 -0.4030 -0.4062 -0.4282
 -0.4606 -0.4954 -0.5299 -0.5644 -0.5990 -0.6330 -0.6678 -0.7052 -0.7466 -0.7930
 -0.8451
 -0.7699 -0.7667 -0.7626 -0.7515 -0.7324 -0.7061 -0.6737 -0.6380 -0.6023 -0.5684
 -0.5374 -0.5100 -0.4865 -0.4675 -0.4531 -0.4281 -0.4083 -0.3954 -0.3990 -0.4210
 -0.4560 -0.4954 -0.5344 -0.5724 -0.6095 -0.6464 -0.6834 -0.7219 -0.7620 -0.8036
 -0.8465
