 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.9025 -4.8346 -5.0350 -4.9641 -4.7688 -4.5119 -4.2294 -4.0366 -3.8633 -3.6854
 -3.5180 -3.3634 -3.2209 -3.0889 -2.9656 -2.6994 -2.4432 -2.2040 -2.0649
 -4.8954 -4.6674 -4.4846 -4.3619 -4.2925 -4.1903 -4.0234 -3.8386 -3.6659 -3.5022
 -3.3471 -3.2025 -3.0690 -2.9457 -2.8311 -2.5761 -2.3603 -2.1868 -2.0556 -1.9557
 -4.6839 -4.4586 -4.2577 -4.0875 -3.9506 -3.8590 -3.7862 -3.6725 -3.5254 -3.3705
 -3.2254 -3.0898 -2.9645 -2.8491 -2.7428 -2.5112 -2.3206 -2.1672 -2.0495 -1.9588
 -1.8865
 -4.5160 -4.3090 -4.1130 -3.9365 -3.7820 -3.6485 -3.5392 -3.4582 -3.3751 -3.2635
 -3.1345 -3.0075 -2.8896 -2.7806 -2.6803 -2.4644 -2.2914 -2.1547 -2.0480 -1.9652
 -1.8985 -1.8428
 -4.3727 -4.1871 -4.0052 -3.8335 -3.6779 -3.5391 -3.4154 -3.3062 -3.2174 -3.1361
 -3.0469 -2.9428 -2.8347 -2.7317 -2.6365 -2.4317 -2.2703 -2.1452 -2.0486 -1.9733
 -1.9120 -1.8605 -1.8158 -1.7769
 -4.2492 -4.0795 -3.9152 -3.7538 -3.6025 -3.4645 -3.3402 -3.2280 -3.1270 -3.0364
 -2.9542 -2.8734 -2.7861 -2.6946 -2.6049 -2.4092 -2.2552 -2.1376 -2.0486 -1.9805
 -1.9250 -1.8781 -1.8373 -1.8008 -1.7662 -1.7349 -1.7091 -1.6901 -1.6794 -1.6775
 -4.1456 -3.9858 -3.8337 -3.6858 -3.5417 -3.4073 -3.2842 -3.1727 -3.0725 -2.9806
 -2.8951 -2.8145 -2.7369 -2.6589 -2.5795 -2.3935 -2.2443 -2.1304 -2.0465 -1.9843
 -1.9351 -1.8937 -1.8574 -1.8248 -1.7949 -1.7661 -1.7401 -1.7191 -1.7049 -1.6991
 -1.7036
 -4.0619 -3.9069 -3.7611 -3.6225 -3.4886 -3.3595 -3.2389 -3.1286 -3.0292 -2.9390
 -2.8556 -2.7766 -2.7003 -2.6267 -2.5544 -2.3826 -2.2369 -2.1247 -2.0426 -1.9838
 -1.9400 -1.9046 -1.8740 -1.8462 -1.8206 -1.7963 -1.7720 -1.7503 -1.7339 -1.7252
 -1.7256
 -3.9982 -3.8440 -3.7001 -3.5616 -3.4366 -3.3151 -3.1986 -3.0898 -2.9909 -2.9015
 -2.8199 -2.7440 -2.6713 -2.6006 -2.5315 -2.3699 -2.2304 -2.1197 -2.0372 -1.9794
 -1.9389 -1.9088 -1.8843 -1.8626 -1.8424 -1.8228 -1.8041 -1.7864 -1.7717 -1.7601
 -1.7515
 -3.9543 -3.7982 -3.6530 -3.5178 -3.3916 -3.2738 -3.1631 -3.0574 -2.9590 -2.8695
 -2.7884 -2.7143 -2.6449 -2.5776 -2.5123 -2.3593 -2.2253 -2.1165 -2.0337 -1.9747
 -1.9346 -1.9074 -1.8880 -1.8725 -1.8585 -1.8448 -1.8314 -1.8180 -1.8052 -1.7937
 -1.7835
 -3.9262 -3.7656 -3.6173 -3.4803 -3.3535 -3.2361 -3.1274 -3.0261 -2.9300 -2.8405
 -2.7591 -2.6853 -2.6177 -2.5543 -2.4934 -2.3484 -2.2193 -2.1129 -2.0306 -1.9703
 -1.9291 -1.9023 -1.8855 -1.8749 -1.8670 -1.8598 -1.8526 -1.8448 -1.8368 -1.8289
 -1.8220
 -3.8971 -3.7266 -3.5744 -3.4375 -3.3130 -3.1986 -3.0923 -2.9926 -2.8992 -2.8123
 -2.7317 -2.6576 -2.5903 -2.5286 -2.4707 -2.3355 -2.2123 -2.1085 -2.0269
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.2734 -5.1802 -5.0430 -4.7942 -4.5153 -4.2518 -4.0291 -3.8414 -3.6704 -3.5093
 -3.3570 -3.2155 -3.0851 -2.9650 -2.8540 -2.6143 -2.4002 -2.2071 -2.0654
 -4.9435 -4.7301 -4.6089 -4.5328 -4.3577 -4.1224 -3.8969 -3.7054 -3.5375 -3.3811
 -3.2341 -3.0980 -2.9733 -2.8598 -2.7560 -2.5306 -2.3405 -2.1801 -2.0511 -1.9506
 -4.7633 -4.5230 -4.3230 -4.1727 -4.0891 -3.9884 -3.8076 -3.6138 -3.4442 -3.2929
 -3.1510 -3.0195 -2.8990 -2.7896 -2.6902 -2.4774 -2.3030 -2.1592 -2.0435 -1.9521
 -1.8790
 -4.6401 -4.4042 -4.1910 -4.0012 -3.8447 -3.7318 -3.6521 -3.5387 -3.3820 -3.2322
 -3.0946 -2.9674 -2.8505 -2.7441 -2.6474 -2.4423 -2.2779 -2.1456 -2.0402 -1.9567
 -1.8893 -1.8330
 -4.5465 -4.3223 -4.1115 -3.9206 -3.7511 -3.6002 -3.4732 -3.3732 -3.2900 -3.1823
 -3.0564 -2.9324 -2.8185 -2.7148 -2.6202 -2.4200 -2.2615 -2.1368 -2.0393 -1.9627
 -1.9008 -1.8488 -1.8041 -1.7655
 -4.4813 -4.2603 -4.0568 -3.8666 -3.6944 -3.5399 -3.4000 -3.2744 -3.1674 -3.0820
 -2.9994 -2.9022 -2.7970 -2.6953 -2.6025 -2.4058 -2.2508 -2.1305 -2.0386 -1.9682
 -1.9118 -1.8646 -1.8238 -1.7877 -1.7544 -1.7249 -1.7005 -1.6823 -1.6713 -1.6692
 -4.4265 -4.2121 -4.0161 -3.8298 -3.6573 -3.5014 -3.3609 -3.2330 -3.1166 -3.0137
 -2.9244 -2.8455 -2.7650 -2.6784 -2.5904 -2.3964 -2.2434 -2.1254 -2.0368 -1.9710
 -1.9203 -1.8785 -1.8424 -1.8102 -1.7810 -1.7529 -1.7278 -1.7080 -1.6955 -1.6914
 -1.6952
 -4.3879 -4.1756 -3.9859 -3.8042 -3.6332 -3.4757 -3.3340 -3.2061 -3.0899 -2.9838
 -2.8880 -2.8018 -2.7237 -2.6495 -2.5743 -2.3899 -2.2380 -2.1209 -2.0336 -1.9705
 -1.9244 -1.8882 -1.8576 -1.8303 -1.8053 -1.7801 -1.7565 -1.7367 -1.7227 -1.7158
 -1.7170
 -4.3711 -4.1533 -3.9632 -3.7854 -3.6167 -3.4588 -3.3148 -3.1851 -3.0684 -2.9627
 -2.8665 -2.7786 -2.6976 -2.6224 -2.5515 -2.3823 -2.2328 -2.1158 -2.0287 -1.9664
 -1.9231 -1.8918 -1.8671 -1.8457 -1.8260 -1.8073 -1.7898 -1.7746 -1.7617 -1.7510
 -1.7423
 -4.3799 -4.1482 -3.9530 -3.7774 -3.6110 -3.4539 -3.3076 -3.1745 -3.0552 -2.9480
 -2.8515 -2.7638 -2.6830 -2.6076 -2.5365 -2.3744 -2.2308 -2.1134 -2.0252 -1.9619
 -1.9190 -1.8903 -1.8704 -1.8549 -1.8413 -1.8284 -1.8160 -1.8038 -1.7923 -1.7823
 -1.7734
 -4.4081 -4.1609 -3.9567 -3.7782 -3.6124 -3.4563 -3.3096 -3.1730 -3.0492 -2.9385
 -2.8396 -2.7508 -2.6702 -2.5958 -2.5257 -2.3664 -2.2276 -2.1118 -2.0224 -1.9576
 -1.9134 -1.8851 -1.8677 -1.8570 -1.8494 -1.8428 -1.8365 -1.8299 -1.8230 -1.8164
 -1.8108
 -4.4503 -4.1915 -3.9744 -3.7869 -3.6195 -3.4641 -3.3176 -3.1801 -3.0522 -2.9362
 -2.8327 -2.7406 -2.6583 -2.5837 -2.5148 -2.3593 -2.2236 -2.1099 -2.0201
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.4741 -5.2746 -4.9518 -4.6263 -4.3203 -4.0592 -3.8577 -3.6823 -3.5202 -3.3704
 -3.2297 -3.0985 -2.9774 -2.8662 -2.7641 -2.5440 -2.3588 -2.1971 -2.0599
 -5.0189 -4.9221 -4.8068 -4.5425 -4.2551 -3.9896 -3.7694 -3.5891 -3.4272 -3.2794
 -3.1411 -3.0126 -2.8944 -2.7867 -2.6889 -2.4814 -2.3113 -2.1667 -2.0442 -1.9440
 -4.8358 -4.6012 -4.4669 -4.3959 -4.2055 -3.9557 -3.7237 -3.5308 -3.3675 -3.2214
 -3.0856 -2.9594 -2.8434 -2.7378 -2.6422 -2.4415 -2.2801 -2.1462 -2.0348 -1.9434
 -1.8692
 -4.7512 -4.4867 -4.2677 -4.1055 -4.0134 -3.9051 -3.7072 -3.5041 -3.3315 -3.1848
 -3.0513 -2.9273 -2.8131 -2.7089 -2.6146 -2.4173 -2.2607 -2.1335 -2.0299 -1.9456
 -1.8770 -1.8199
 -4.7034 -4.4358 -4.1984 -3.9938 -3.8244 -3.6955 -3.6064 -3.4846 -3.3181 -3.1630
 -3.0302 -2.9084 -2.7958 -2.6927 -2.5992 -2.4034 -2.2493 -2.1261 -2.0278 -1.9492
 -1.8858 -1.8330 -1.7880 -1.7486
 -4.6809 -4.4124 -4.1693 -3.9531 -3.7624 -3.5974 -3.4590 -3.3487 -3.2592 -3.1473
 -3.0186 -2.8975 -2.7861 -2.6842 -2.5912 -2.3960 -2.2427 -2.1217 -2.0268 -1.9527
 -1.8942 -1.8461 -1.8050 -1.7693 -1.7372 -1.7091 -1.6860 -1.6687 -1.6581 -1.6565
 -4.6808 -4.4099 -4.1624 -3.9401 -3.7426 -3.5688 -3.4145 -3.2770 -3.1587 -3.0626
 -2.9772 -2.8837 -2.7810 -2.6803 -2.5876 -2.3924 -2.2389 -2.1186 -2.0258 -1.9548
 -1.9006 -1.8573 -1.8209 -1.7892 -1.7608 -1.7345 -1.7116 -1.6935 -1.6815 -1.6769
 -1.6819
 -4.6971 -4.4257 -4.1737 -3.9451 -3.7409 -3.5600 -3.4001 -3.2571 -3.1283 -3.0135
 -2.9146 -2.8316 -2.7537 -2.6716 -2.5858 -2.3912 -2.2368 -2.1162 -2.0239 -1.9549
 -1.9039 -1.8653 -1.8339 -1.8071 -1.7829 -1.7609 -1.7397 -1.7213 -1.7080 -1.7016
 -1.7033
 -4.7335 -4.4534 -4.1996 -3.9649 -3.7526 -3.5644 -3.3983 -3.2509 -3.1188 -2.9994
 -2.8921 -2.7977 -2.7153 -2.6411 -2.5693 -2.3893 -2.2343 -2.1127 -2.0203 -1.9519
 -1.9028 -1.8680 -1.8419 -1.8205 -1.8015 -1.7841 -1.7682 -1.7547 -1.7437 -1.7348
 -1.7280
 -4.7945 -4.5032 -4.2412 -4.0042 -3.7850 -3.5872 -3.4124 -3.2584 -3.1220 -2.9996
 -2.8893 -2.7901 -2.7017 -2.6225 -2.5505 -2.3863 -2.2349 -2.1116 -2.0177 -1.9486
 -1.8997 -1.8668 -1.8447 -1.8286 -1.8155 -1.8036 -1.7927 -1.7823 -1.7727 -1.7647
 -1.7596
 -4.8783 -4.5580 -4.2918 -4.0534 -3.8329 -3.6277 -3.4424 -3.2788 -3.1350 -3.0076
 -2.8937 -2.7915 -2.6997 -2.6171 -2.5421 -2.3791 -2.2358 -2.1118 -2.0157 -1.9449
 -1.8950 -1.8623 -1.8423 -1.8304 -1.8227 -1.8169 -1.8118 -1.8067 -1.8017 -1.7971
 -1.7935
 -4.9843 -4.6351 -4.3522 -4.1094 -3.8867 -3.6803 -3.4895 -3.3151 -3.1608 -3.0251
 -2.9052 -2.7987 -2.7034 -2.6179 -2.5404 -2.3741 -2.2342 -2.1131 -2.0150
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.5106 -5.2276 -4.8690 -4.5431 -4.2448 -3.9882 -3.7872 -3.6163 -3.4611 -3.3149
 -3.1787 -3.0516 -2.9341 -2.8262 -2.7273 -2.5144 -2.3387 -2.1872 -2.0549
 -5.1136 -5.0426 -4.8019 -4.4887 -4.1966 -3.9314 -3.7169 -3.5398 -3.3830 -3.2382
 -3.1036 -2.9785 -2.8631 -2.7576 -2.6616 -2.4590 -2.2954 -2.1574 -2.0393 -1.9400
 -4.8643 -4.6720 -4.6078 -4.4463 -4.1757 -3.9147 -3.6831 -3.4946 -3.3348 -3.1909
 -3.0581 -2.9347 -2.8208 -2.7168 -2.6224 -2.4248 -2.2678 -2.1381 -2.0292 -1.9383
 -1.8635
 -4.7887 -4.5174 -4.3185 -4.2136 -4.1222 -3.9111 -3.6800 -3.4756 -3.3076 -3.1623
 -3.0311 -2.9093 -2.7968 -2.6938 -2.6002 -2.4048 -2.2512 -2.1264 -2.0238 -1.9393
 -1.8699 -1.8122
 -4.7625 -4.4736 -4.2275 -4.0306 -3.8871 -3.7971 -3.6714 -3.4808 -3.2991 -3.1469
 -3.0157 -2.8954 -2.7841 -2.6819 -2.5887 -2.3939 -2.2417 -2.1197 -2.0213 -1.9417
 -1.8772 -1.8237 -1.7783 -1.7388
 -4.7660 -4.4675 -4.2060 -3.9808 -3.7922 -3.6360 -3.5153 -3.4215 -3.2985 -3.1456
 -3.0082 -2.8885 -2.7782 -2.6767 -2.5839 -2.3889 -2.2367 -2.1160 -2.0203 -1.9443
 -1.8841 -1.8350 -1.7936 -1.7578 -1.7266 -1.6996 -1.6769 -1.6598 -1.6497 -1.6483
 -4.7955 -4.4875 -4.2142 -3.9754 -3.7689 -3.5914 -3.4379 -3.3059 -3.1992 -3.1073
 -3.0008 -2.8863 -2.7766 -2.6757 -2.5832 -2.3875 -2.2344 -2.1138 -2.0194 -1.9461
 -1.8895 -1.8448 -1.8078 -1.7760 -1.7480 -1.7233 -1.7021 -1.6847 -1.6723 -1.6680
 -1.6735
 -4.8430 -4.5306 -4.2460 -3.9944 -3.7751 -3.5855 -3.4204 -3.2748 -3.1457 -3.0334
 -2.9392 -2.8555 -2.7684 -2.6759 -2.5849 -2.3884 -2.2339 -2.1123 -2.0183 -1.9464
 -1.8924 -1.8516 -1.8193 -1.7922 -1.7684 -1.7472 -1.7272 -1.7100 -1.6977 -1.6920
 -1.6939
 -4.9093 -4.5871 -4.2962 -4.0325 -3.8000 -3.5984 -3.4234 -3.2701 -3.1340 -3.0118
 -2.9034 -2.8093 -2.7287 -2.6537 -2.5774 -2.3891 -2.2331 -2.1101 -2.0154 -1.9441
 -1.8917 -1.8540 -1.8263 -1.8044 -1.7857 -1.7690 -1.7540 -1.7406 -1.7293 -1.7219
 -1.7184
 -4.9974 -4.6607 -4.3654 -4.0949 -3.8497 -3.6338 -3.4468 -3.2842 -3.1414 -3.0142
 -2.9000 -2.7981 -2.7084 -2.6295 -2.5579 -2.3901 -2.2353 -2.1102 -2.0139 -1.9417
 -1.8894 -1.8533 -1.8290 -1.8119 -1.7987 -1.7873 -1.7772 -1.7679 -1.7595 -1.7529
 -1.7489
 -5.1086 -4.7469 -4.4438 -4.1705 -3.9194 -3.6908 -3.4893 -3.3143 -3.1621 -3.0281
 -2.9089 -2.8024 -2.7073 -2.6228 -2.5471 -2.3842 -2.2382 -2.1116 -2.0129 -1.9390
 -1.8857 -1.8496 -1.8270 -1.8137 -1.8055 -1.7998 -1.7953 -1.7912 -1.7872 -1.7839
 -1.7812
 -5.2433 -4.8484 -4.5299 -4.2527 -3.9998 -3.7658 -3.5524 -3.3631 -3.1981 -3.0542
 -2.9277 -2.8156 -2.7158 -2.6267 -2.5470 -2.3790 -2.2385 -2.1146 -2.0131
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.5314 -5.1526 -4.7868 -4.4706 -4.1916 -3.9404 -3.7381 -3.5640 -3.4111 -3.2687
 -3.1361 -3.0126 -2.8983 -2.7930 -2.6965 -2.4885 -2.3190 -2.1740 -2.0484
 -5.2555 -5.0818 -4.7586 -4.4332 -4.1473 -3.8914 -3.6795 -3.5021 -3.3453 -3.2038
 -3.0723 -2.9502 -2.8373 -2.7338 -2.6392 -2.4396 -2.2801 -2.1472 -2.0332 -1.9355
 -4.9045 -4.8056 -4.7012 -4.4283 -4.1368 -3.8775 -3.6523 -3.4663 -3.3066 -3.1647
 -3.0345 -2.9137 -2.8020 -2.6995 -2.6060 -2.4100 -2.2558 -2.1293 -2.0229 -1.9326
 -1.8573
 -4.8122 -4.5522 -4.4141 -4.3478 -4.1430 -3.8858 -3.6526 -3.4524 -3.2860 -3.1424
 -3.0130 -2.8934 -2.7826 -2.6808 -2.5878 -2.3932 -2.2414 -2.1186 -2.0171 -1.9325
 -1.8623 -1.8039
 -4.8024 -4.4975 -4.2559 -4.0891 -3.9996 -3.8811 -3.6696 -3.4609 -3.2814 -3.1317
 -3.0017 -2.8830 -2.7732 -2.6719 -2.5792 -2.3846 -2.2335 -2.1126 -2.0143 -1.9339
 -1.8681 -1.8137 -1.7677 -1.7283
 -4.8309 -4.5040 -4.2287 -4.0035 -3.8279 -3.6995 -3.6060 -3.4717 -3.2952 -3.1330
 -2.9974 -2.8789 -2.7698 -2.6691 -2.5765 -2.3813 -2.2296 -2.1094 -2.0131 -1.9358
 -1.8737 -1.8233 -1.7811 -1.7449 -1.7133 -1.6865 -1.6651 -1.6494 -1.6400 -1.6388
 -4.8916 -4.5451 -4.2478 -3.9966 -3.7874 -3.6150 -3.4715 -3.3569 -3.2596 -3.1402
 -3.0016 -2.8791 -2.7703 -2.6700 -2.5776 -2.3815 -2.2285 -2.1079 -2.0125 -1.9372
