 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.6286 -2.6156 -2.8001 -2.8008 -2.7148 -2.5712 -2.3937 -2.2801 -2.1780 -2.0686
 -1.9645 -1.8659 -1.7746 -1.6903 -1.6152 -1.4587 -1.3486 -1.2773 -1.2343
 -2.6326 -2.5454 -2.4731 -2.4321 -2.4237 -2.3888 -2.3032 -2.1989 -2.0976 -1.9993
 -1.9039 -1.8135 -1.7298 -1.6537 -1.5852 -1.4456 -1.3465 -1.2811 -1.2399 -1.2139
 -2.5049 -2.4221 -2.3394 -2.2652 -2.2065 -2.1769 -2.1604 -2.1139 -2.0371 -1.9480
 -1.8609 -1.7773 -1.6994 -1.6284 -1.5648 -1.4360 -1.3457 -1.2874 -1.2512 -1.2284
 -1.2141
 -2.3898 -2.3227 -2.2469 -2.1705 -2.0998 -2.0382 -1.9915 -1.9654 -1.9382 -1.8890
 -1.8209 -1.7471 -1.6758 -1.6097 -1.5502 -1.4296 -1.3458 -1.2934 -1.2618 -1.2422
 -1.2297 -1.2223
 -2.2748 -2.2274 -2.1667 -2.0984 -2.0293 -1.9644 -1.9061 -1.8556 -1.8188 -1.7884
 -1.7538 -1.7063 -1.6503 -1.5923 -1.5375 -1.4243 -1.3453 -1.2974 -1.2703 -1.2545
 -1.2447 -1.2388 -1.2362 -1.2365
 -2.1588 -2.1276 -2.0852 -2.0309 -1.9705 -1.9089 -1.8508 -1.7975 -1.7497 -1.7080
 -1.6731 -1.6410 -1.6047 -1.5634 -1.5199 -1.4181 -1.3429 -1.2980 -1.2747 -1.2638
 -1.2577 -1.2546 -1.2538 -1.2549 -1.2569 -1.2608 -1.2682 -1.2801 -1.2974 -1.3206
 -2.0444 -2.0249 -1.9975 -1.9588 -1.9111 -1.8582 -1.8043 -1.7528 -1.7057 -1.6623
 -1.6224 -1.5865 -1.5540 -1.5223 -1.4892 -1.4069 -1.3378 -1.2936 -1.2737 -1.2679
 -1.2670 -1.2679 -1.2701 -1.2734 -1.2775 -1.2813 -1.2867 -1.2960 -1.3108 -1.3322
 -1.3595
 -1.9340 -1.9226 -1.9051 -1.8791 -1.8449 -1.8039 -1.7584 -1.7116 -1.6670 -1.6257
 -1.5875 -1.5517 -1.5181 -1.4870 -1.4576 -1.3885 -1.3290 -1.2870 -1.2679 -1.2656
 -1.2702 -1.2766 -1.2832 -1.2899 -1.2968 -1.3037 -1.3097 -1.3170 -1.3284 -1.3460
 -1.3711
 -1.8302 -1.8240 -1.8123 -1.7936 -1.7708 -1.7413 -1.7065 -1.6679 -1.6282 -1.5898
 -1.5542 -1.5213 -1.4901 -1.4603 -1.4318 -1.3682 -1.3160 -1.2783 -1.2588 -1.2578
 -1.2667 -1.2789 -1.2911 -1.3028 -1.3137 -1.3238 -1.3336 -1.3434 -1.3552 -1.3693
 -1.3854
