 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F390M
-10.2789 -9.9271 -9.9646 -9.5959 -9.5368 -9.2459 -8.4800 -8.0465 -7.6764 -7.2941
 -6.9157 -6.5480 -6.1940 -5.8489 -5.5108 -4.6839 -3.7351 -2.7128 -2.2146
 -9.8691 -9.2784 -8.8672 -8.6101 -8.4543 -8.2737 -8.0041 -7.6503 -7.2591 -6.8670
 -6.4713 -6.0864 -5.7197 -5.3699 -5.0319 -4.2040 -3.3796 -2.6861 -2.1912 -1.8285
 -9.4225 -8.8006 -8.3292 -7.9846 -7.7260 -7.5424 -7.3929 -7.1938 -6.9090 -6.5552
 -6.1583 -5.7521 -5.3672 -5.0082 -4.6722 -3.8970 -3.1662 -2.5414 -2.0925 -1.7671
 -1.5166
 -9.1378 -8.5086 -7.9995 -7.6086 -7.3004 -7.0329 -6.7967 -6.6059 -6.4214 -6.1861
 -5.8734 -5.4998 -5.1086 -4.7399 -4.4036 -3.6687 -3.0142 -2.4584 -2.0310 -1.7329
 -1.5056 -1.3217
 -8.9750 -8.3399 -7.8060 -7.3741 -7.0313 -6.7392 -6.4619 -6.1913 -5.9512 -5.7322
 -5.5093 -5.2396 -4.9180 -4.5693 -4.2320 -3.5190 -2.9179 -2.4031 -2.0010 -1.7201
 -1.5094 -1.3406 -1.1987 -1.0757
 -8.9103 -8.2731 -7.7188 -7.2510 -6.8684 -6.5520 -6.2671 -5.9839 -5.6982 -5.4237
 -5.1756 -4.9428 -4.6966 -4.4234 -4.1315 -3.4392 -2.8696 -2.3833 -1.9970 -1.7241
 -1.5236 -1.3662 -1.2352 -1.1221 -1.0204 -0.9288 -0.8472 -0.7752 -0.7127 -0.6593
 -8.9263 -8.2922 -7.7237 -7.2271 -6.8024 -6.4500 -6.1469 -5.8659 -5.5820 -5.2914
 -5.0078 -4.7444 -4.5018 -4.2667 -4.0250 -3.4078 -2.8581 -2.3909 -2.0143 -1.7411
 -1.5444 -1.3948 -1.2731 -1.1690 -1.0778 -0.9962 -0.9232 -0.8585 -0.8017 -0.7531
 -0.7144
 -9.0055 -8.3787 -7.8060 -7.2923 -6.8332 -6.4356 -6.0969 -5.8018 -5.5233 -5.2415
 -4.9537 -4.6713 -4.4062 -4.1631 -3.9349 -3.3834 -2.8653 -2.4181 -2.0469 -1.7684
 -1.5693 -1.4233 -1.3089 -1.2131 -1.1305 -1.0573 -0.9907 -0.9315 -0.8808 -0.8396
 -0.8083
 -9.1306 -8.5141 -7.9454 -7.4256 -6.9433 -6.5111 -6.1305 -5.7983 -5.5035 -5.2257
 -4.9473 -4.6651 -4.3889 -4.1294 -3.8903 -3.3581 -2.8712 -2.4420 -2.0829 -1.8002
 -1.5949 -1.4480 -1.3384 -1.2506 -1.1765 -1.1118 -1.0548 -1.0043 -0.9603 -0.9224
 -0.8901
 -9.2840 -8.6801 -8.1203 -7.6009 -7.1184 -6.6698 -6.2559 -5.8859 -5.5539 -5.2562
 -4.9780 -4.7038 -4.4290 -4.1654 -3.9164 -3.3592 -2.8870 -2.4710 -2.1212 -1.8389
 -1.6261 -1.4734 -1.3639 -1.2814 -1.2152 -1.1591 -1.1106 -1.0680 -1.0306 -0.9980
 -0.9684
 -9.4462 -8.8660 -8.3218 -7.8106 -7.3297 -6.8766 -6.4492 -6.0490 -5.6849 -5.3515
 -5.0499 -4.7695 -4.4976 -4.2297 -3.9692 -3.3897 -2.9111 -2.5017 -2.1564 -1.8756
 -1.6579 -1.4982 -1.3843 -1.3029 -1.2425 -1.1947 -1.1552 -1.1212 -1.0918 -1.0664
 -1.0452
 -9.5939 -9.0886 -8.5831 -8.0843 -7.5989 -7.1321 -6.6883 -6.2706 -5.8802 -5.5181
 -5.1845 -4.8786 -4.5941 -4.3224 -4.0585 -3.4510 -2.9491 -2.5366 -2.1932
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F390M
-10.7454-10.4184-10.0974 -9.7013 -9.2777 -8.7528 -8.1722 -7.7164 -7.3459 -7.0043
 -6.6712 -6.3489 -6.0389 -5.7375 -5.4423 -4.7165 -3.9301 -3.0876 -2.4605
 -9.8732 -9.3434 -9.0687 -8.9134 -8.6833 -8.3632 -7.9259 -7.4383 -7.0278 -6.6589
 -6.3011 -5.9570 -5.6296 -5.3183 -5.0189 -4.3015 -3.5897 -2.8989 -2.3401 -1.9352
 -9.4197 -8.7993 -8.3789 -8.1183 -7.9838 -7.8485 -7.6040 -7.2366 -6.8059 -6.4102
 -6.0283 -5.6621 -5.3173 -4.9947 -4.6915 -3.9959 -3.3502 -2.7408 -2.2339 -1.8645
 -1.5883
 -9.1879 -8.5140 -8.0154 -7.6537 -7.3971 -7.2197 -7.0852 -6.9045 -6.6076 -6.2380
 -5.8540 -5.4711 -5.1092 -4.7744 -4.4651 -3.7824 -3.1850 -2.6378 -2.1704 -1.8250
 -1.5698 -1.3688
 -9.1174 -8.3998 -7.8333 -7.4102 -7.0935 -6.8332 -6.6029 -6.4070 -6.2340 -6.0090
 -5.7118 -5.3650 -5.0023 -4.6549 -4.3358 -3.6526 -3.0842 -2.5800 -2.1419 -1.8105
 -1.5686 -1.3816 -1.2283 -1.0942
 -9.1952 -8.4259 -7.7965 -7.3009 -6.9225 -6.6240 -6.3596 -6.1035 -5.8636 -5.6552
 -5.4536 -5.2171 -4.9313 -4.6125 -4.2901 -3.5929 -3.0361 -2.5580 -2.1408 -1.8161
 -1.5809 -1.4031 -1.2603 -1.1397 -1.0346 -0.9415 -0.8582 -0.7826 -0.7143 -0.6573
 -9.3670 -8.5682 -7.8867 -7.3202 -6.8709 -6.5190 -6.2295 -5.9639 -5.7000 -5.4422
 -5.2033 -4.9883 -4.7741 -4.5369 -4.2722 -3.5890 -3.0292 -2.5633 -2.1601 -1.8373
 -1.6029 -1.4302 -1.2953 -1.1835 -1.0871 -1.0014 -0.9254 -0.8587 -0.8010 -0.7519
 -0.7106
 -9.6023 -8.8004 -8.0864 -7.4596 -6.9366 -6.5162 -6.1801 -5.8957 -5.6313 -5.3674
 -5.1041 -4.8525 -4.6223 -4.4079 -4.1926 -3.6125 -3.0529 -2.5886 -2.1933 -1.8705
 -1.6321 -1.4601 -1.3303 -1.2261 -1.1378 -1.0593 -0.9898 -0.9295 -0.8786 -0.8371
 -0.8048
 -9.8672 -9.0776 -8.3557 -7.6928 -7.1092 -6.6163 -6.2154 -5.8882 -5.6065 -5.3433
 -5.0812 -4.8179 -4.5633 -4.3266 -4.1086 -3.5966 -3.0862 -2.6232 -2.2312 -1.9085
 -1.6641 -1.4889 -1.3615 -1.2634 -1.1830 -1.1142 -1.0545 -1.0026 -0.9577 -0.9192
 -0.8865
-10.1251 -9.3588 -8.6519 -8.0019 -7.3822 -6.8318 -6.3594 -5.9677 -5.6429 -5.3611
 -5.0992 -4.8403 -4.5806 -4.3279 -4.0910 -3.5775 -3.1112 -2.6673 -2.2781 -1.9554
 -1.7041 -1.5211 -1.3913 -1.2963 -1.2223 -1.1613 -1.1097 -1.0651 -1.0266 -0.9937
 -0.9639
-10.3441 -9.6358 -8.9661 -8.3349 -7.7050 -7.1279 -6.6054 -6.1483 -5.7597 -5.4327
 -5.1487 -4.8868 -4.6315 -4.3773 -4.1294 -3.5831 -3.1262 -2.7056 -2.3241 -2.0024
 -1.7462 -1.5545 -1.4179 -1.3218 -1.2519 -1.1980 -1.1545 -1.1181 -1.0873 -1.0615
 -1.0401
-10.5240 -9.9085 -9.2983 -8.6786 -8.0645 -7.4721 -6.9196 -6.4201 -5.9751 -5.5860
 -5.2548 -4.9666 -4.7035 -4.4514 -4.2035 -3.6284 -3.1512 -2.7400 -2.3687
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F390M
-11.1559-10.6765-10.1510 -9.6524 -8.9805 -8.2954 -7.7813 -7.4035 -7.0733 -6.7736
