 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -4.7659 -4.6693 -4.8812 -4.8039 -4.5813 -4.2834 -3.9511 -3.7251 -3.5174 -3.3054
 -3.1092 -2.9289 -2.7604 -2.6017 -2.4503 -2.1237 -1.7960 -1.5059 -1.3142
 -4.7326 -4.4606 -4.2451 -4.0987 -4.0112 -3.8881 -3.6917 -3.4720 -3.2637 -3.0653
 -2.8782 -2.7046 -2.5445 -2.3963 -2.2580 -1.9467 -1.6788 -1.4612 -1.2963 -1.1704
 -4.4772 -4.2069 -3.9711 -3.7730 -3.6114 -3.4981 -3.4039 -3.2623 -3.0819 -2.8924
 -2.7148 -2.5497 -2.3979 -2.2587 -2.1308 -1.8521 -1.6201 -1.4310 -1.2849 -1.1718
 -1.0807
 -4.2753 -4.0242 -3.7932 -3.5887 -3.4091 -3.2504 -3.1159 -3.0110 -2.9011 -2.7574
 -2.5960 -2.4392 -2.2946 -2.1622 -2.0413 -1.7838 -1.5771 -1.4114 -1.2806 -1.1782
 -1.0946 -1.0235
 -4.1034 -3.8764 -3.6599 -3.4608 -3.2819 -3.1196 -2.9709 -2.8355 -2.7209 -2.6129
 -2.4946 -2.3603 -2.2243 -2.0972 -1.9814 -1.7372 -1.5466 -1.3972 -1.2800 -1.1872
 -1.1105 -1.0446 -0.9863 -0.9342
 -3.9552 -3.7472 -3.5500 -3.3613 -3.1877 -3.0291 -2.8827 -2.7461 -2.6193 -2.5021
 -2.3942 -2.2874 -2.1735 -2.0565 -1.9441 -1.7073 -1.5260 -1.3868 -1.2796 -1.1957
 -1.1261 -1.0659 -1.0122 -0.9631 -0.9158 -0.8721 -0.8346 -0.8052 -0.7855 -0.7763
 -3.8299 -3.6348 -3.4523 -3.2776 -3.1113 -2.9579 -2.8161 -2.6837 -2.5598 -2.4425
 -2.3315 -2.2266 -2.1254 -2.0242 -1.9225 -1.6908 -1.5128 -1.3785 -1.2777 -1.2009
 -1.1387 -1.0850 -1.0367 -0.9922 -0.9505 -0.9100 -0.8727 -0.8410 -0.8168 -0.8021
 -0.7999
 -3.7269 -3.5396 -3.3656 -3.2018 -3.0457 -2.8977 -2.7602 -2.6325 -2.5132 -2.4002
 -2.2925 -2.1893 -2.0903 -1.9952 -1.9024 -1.6851 -1.5069 -1.3733 -1.2745 -1.2017
 -1.1457 -1.0990 -1.0573 -1.0185 -0.9819 -0.9465 -0.9112 -0.8787 -0.8522 -0.8342
 -0.8263
 -3.6455 -3.4619 -3.2917 -3.1297 -2.9833 -2.8430 -2.7098 -2.5854 -2.4702 -2.3616
 -2.2581 -2.1590 -2.0638 -1.9720 -1.8831 -1.6779 -1.5046 -1.3703 -1.2705 -1.1986
 -1.1462 -1.1056 -1.0710 -1.0392 -1.0087 -0.9788 -0.9497 -0.9217 -0.8970 -0.8760
 -0.8583
 -3.5850 -3.4020 -3.2324 -3.0751 -2.9289 -2.7930 -2.6659 -2.5451 -2.4321 -2.3270
 -2.2277 -2.1329 -2.0418 -1.9536 -1.8685 -1.6722 -1.5042 -1.3704 -1.2693 -1.1959
 -1.1437 -1.1062 -1.0775 -1.0528 -1.0295 -1.0064 -0.9833 -0.9602 -0.9377 -0.9168
 -0.8973
 -3.5411 -3.3558 -3.1849 -3.0272 -2.8815 -2.7468 -2.6222 -2.5063 -2.3964 -2.2931
