 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.1922 -2.1733 -2.3588 -2.3542 -2.2602 -2.1071 -1.9208 -1.8010 -1.6925 -1.5770
 -1.4667 -1.3623 -1.2651 -1.1761 -1.0957 -0.9268 -0.8007 -0.7088 -0.6503
 -2.1932 -2.0964 -2.0157 -1.9681 -1.9546 -1.9140 -1.8213 -1.7098 -1.6020 -1.4973
 -1.3959 -1.2997 -1.2105 -1.1291 -1.0554 -0.9026 -0.7893 -0.7097 -0.6557 -0.6186
 -2.0591 -1.9666 -1.8749 -1.7927 -1.7271 -1.6920 -1.6704 -1.6179 -1.5345 -1.4388
 -1.3456 -1.2563 -1.1729 -1.0967 -1.0281 -0.8869 -0.7838 -0.7126 -0.6645 -0.6312
 -0.6076
 -1.9394 -1.8629 -1.7782 -1.6935 -1.6153 -1.5469 -1.4943 -1.4629 -1.4305 -1.3751
 -1.3005 -1.2208 -1.1440 -1.0728 -1.0083 -0.8758 -0.7802 -0.7160 -0.6733 -0.6438
 -0.6225 -0.6070
 -1.8210 -1.7646 -1.6952 -1.6187 -1.5420 -1.4700 -1.4052 -1.3488 -1.3068 -1.2712
 -1.2309 -1.1773 -1.1153 -1.0519 -0.9921 -0.8673 -0.7771 -0.7181 -0.6806 -0.6555
 -0.6372 -0.6236 -0.6137 -0.6070
 -1.7028 -1.6627 -1.6119 -1.5496 -1.4814 -1.4128 -1.3480 -1.2887 -1.2353 -1.1883
 -1.1484 -1.1109 -1.0690 -1.0219 -0.9728 -0.8589 -0.7730 -0.7177 -0.6844 -0.6644
 -0.6502 -0.6397 -0.6319 -0.6263 -0.6216 -0.6190 -0.6201 -0.6260 -0.6377 -0.6557
 -1.5872 -1.5590 -1.5233 -1.4766 -1.4213 -1.3612 -1.3005 -1.2428 -1.1900 -1.1414
 -1.0965 -1.0556 -1.0180 -0.9809 -0.9424 -0.8471 -0.7671 -0.7128 -0.6833 -0.6685
 -0.6596 -0.6534 -0.6489 -0.6458 -0.6437 -0.6415 -0.6410 -0.6444 -0.6535 -0.6694
 -0.6919
 -1.4769 -1.4565 -1.4307 -1.3967 -1.3550 -1.3067 -1.2543 -1.2012 -1.1507 -1.1041
 -1.0609 -1.0202 -0.9817 -0.9457 -0.9112 -0.8294 -0.7583 -0.7063 -0.6777 -0.6665
 -0.6632 -0.6625 -0.6626 -0.6632 -0.6642 -0.6653 -0.6656 -0.6674 -0.6734 -0.6857
 -0.7056
 -1.3743 -1.3588 -1.3386 -1.3116 -1.2812 -1.2445 -1.2027 -1.1575 -1.1117 -1.0678
 -1.0271 -0.9893 -0.9533 -0.9188 -0.8855 -0.8098 -0.7461 -0.6981 -0.6691 -0.6592
 -0.6601 -0.6651 -0.6710 -0.6767 -0.6819 -0.6865 -0.6909 -0.6955 -0.7022 -0.7112
 -0.7223
 -1.2820 -1.2692 -1.2517 -1.2302 -1.2051 -1.1766 -1.1448 -1.1089 -1.0707 -1.0315
 -0.9938 -0.9588 -0.9261 -0.8945 -0.8639 -0.7933 -0.7336 -0.6886 -0.6603 -0.6495
 -0.6517 -0.6606 -0.6721 -0.6837 -0.6944 -0.7038 -0.7123 -0.7200 -0.7275 -0.7357
 -0.7448
 -1.2006 -1.1870 -1.1705 -1.1514 -1.1299 -1.1063 -1.0809 -1.0535 -1.0234 -0.9912
 -0.9582 -0.9264 -0.8967 -0.8688 -0.8421 -0.7782 -0.7218 -0.6791 -0.6518 -0.6397
 -0.6411 -0.6513 -0.6663 -0.6832 -0.6998 -0.7150 -0.7287 -0.7409 -0.7520 -0.7627
 -0.7738
 -1.1241 -1.1000 -1.0806 -1.0639 -1.0481 -1.0317 -1.0135 -0.9927 -0.9695 -0.9446
 -0.9182 -0.8911 -0.8648 -0.8400 -0.8166 -0.7617 -0.7104 -0.6695 -0.6430
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  G   
 -2.4884 -2.4805 -2.4339 -2.3002 -2.1359 -1.9737 -1.8346 -1.7183 -1.6116 -1.5092
 -1.4110 -1.3176 -1.2298 -1.1479 -1.0724 -0.9127 -0.7907 -0.7012 -0.6420
 -2.2909 -2.1984 -2.1586 -2.1463 -2.0588 -1.9200 -1.7803 -1.6605 -1.5555 -1.4565
 -1.3622 -1.2727 -1.1888 -1.1114 -1.0405 -0.8929 -0.7819 -0.7024 -0.6478 -0.6101
 -2.1725 -2.0639 -1.9673 -1.8975 -1.8737 -1.8368 -1.7371 -1.6193 -1.5136 -1.4184
 -1.3280 -1.2423 -1.1620 -1.0880 -1.0205 -0.8811 -0.7777 -0.7044 -0.6551 -0.6213
 -0.5974
 -2.0755 -1.9760 -1.8737 -1.7755 -1.6947 -1.6436 -1.6179 -1.5676 -1.4795 -1.3881
 -1.3019 -1.2202 -1.1434 -1.0724 -1.0076 -0.8742 -0.7760 -0.7073 -0.6622 -0.6321
 -0.6108 -0.5953
 -1.9825 -1.8998 -1.8067 -1.7119 -1.6223 -1.5409 -1.4748 -1.4291 -1.3975 -1.3468
 -1.2766 -1.2011 -1.1283 -1.0605 -0.9982 -0.8697 -0.7753 -0.7098 -0.6680 -0.6417
 -0.6236 -0.6104 -0.6009 -0.5951
 -1.8912 -1.8225 -1.7447 -1.6590 -1.5722 -1.4895 -1.4127 -1.3441 -1.2888 -1.2499
 -1.2145 -1.1676 -1.1097 -1.0482 -0.9893 -0.8654 -0.7739 -0.7106 -0.6714 -0.6489
 -0.6348 -0.6247 -0.6176 -0.6128 -0.6091 -0.6077 -0.6100 -0.6170 -0.6295 -0.6479
 -1.7942 -1.7403 -1.6782 -1.6064 -1.5285 -1.4500 -1.3748 -1.3043 -1.2399 -1.1839
 -1.1380 -1.1009 -1.0638 -1.0212 -0.9740 -0.8598 -0.7711 -0.7091 -0.6714 -0.6521
 -0.6426 -0.6368 -0.6331 -0.6308 -0.6298 -0.6289 -0.6298 -0.6345 -0.6447 -0.6613
 -0.6841
 -1.6987 -1.6535 -1.6057 -1.5474 -1.4821 -1.4119 -1.3416 -1.2738 -1.2102 -1.1514
 -1.0987 -1.0525 -1.0129 -0.9774 -0.9417 -0.8489 -0.7659 -0.7052 -0.6680 -0.6507
 -0.6454 -0.6447 -0.6455 -0.6471 -0.6490 -0.6497 -0.6508 -0.6547 -0.6629 -0.6770
 -0.6977
 -1.6093 -1.5681 -1.5278 -1.4812 -1.4275 -1.3685 -1.3062 -1.2433 -1.1828 -1.1257
 -1.0730 -1.0251 -0.9817 -0.9428 -0.9080 -0.8283 -0.7560 -0.6985 -0.6616 -0.6447
 -0.6424 -0.6468 -0.6531 -0.6595 -0.6656 -0.6713 -0.6771 -0.6842 -0.6928 -0.7027
 -0.7138
 -1.5313 -1.4902 -1.4521 -1.4115 -1.3678 -1.3189 -1.2662 -1.2110 -1.1555 -1.1016
 -1.0509 -1.0042 -0.9614 -0.9219 -0.8857 -0.8084 -0.7430 -0.6903 -0.6541 -0.6364
 -0.6346 -0.6423 -0.6537 -0.6658 -0.6773 -0.6877 -0.6974 -0.7064 -0.7153 -0.7249
 -0.7354
 -1.4702 -1.4212 -1.3806 -1.3425 -1.3054 -1.2638 -1.2195 -1.1725 -1.1240 -1.0751
 -1.0276 -0.9830 -0.9418 -0.9040 -0.8687 -0.7920 -0.7295 -0.6804 -0.6459 -0.6274
 -0.6245 -0.6331 -0.6479 -0.6650 -0.6822 -0.6982 -0.7131 -0.7265 -0.7389 -0.7509
 -0.7633
 -1.4223 -1.3609 -1.3134 -1.2750 -1.2406 -1.2057 -1.1683 -1.1282 -1.0866 -1.0439
 -1.0011 -0.9596 -0.9206 -0.8846 -0.8513 -0.7782 -0.7175 -0.6702 -0.6372
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.6756 -2.5949 -2.4166 -2.2239 -2.0339 -1.8698 -1.7468 -1.6417 -1.5431 -1.4494
 -1.3604 -1.2757 -1.1957 -1.1205 -1.0503 -0.8990 -0.7807 -0.6924 -0.6309
 -2.3893 -2.3728 -2.3377 -2.1906 -2.0170 -1.8507 -1.7128 -1.6025 -1.5032 -1.4112
 -1.3242 -1.2418 -1.1642 -1.0917 -1.0245 -0.8817 -0.7727 -0.6925 -0.6365 -0.5980
 -2.2651 -2.1519 -2.0982 -2.0883 -1.9910 -1.8416 -1.6968 -1.5764 -1.4757 -1.3849
 -1.3001 -1.2201 -1.1447 -1.0745 -1.0096 -0.8725 -0.7692 -0.6942 -0.6422 -0.6073
 -0.5831
 -2.1905 -2.0649 -1.9514 -1.8705 -1.8402 -1.7995 -1.6886 -1.5642 -1.4570 -1.3658
 -1.2830 -1.2053 -1.1322 -1.0640 -1.0009 -0.8681 -0.7685 -0.6969 -0.6479 -0.6159
 -0.5943 -0.5790
