 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -1.6827 -0.3674  1.0108  1.1507 -0.2860 -2.9066 -2.0843 -0.6613  0.1773  0.2210
  0.3047  0.3262 -0.0702 -0.5482 -0.7827 -0.5246
 -1.7933 -1.2284 -0.5691 -0.4359 -0.9488 -2.1208 -1.7802 -1.1512 -0.6851 -0.5106
 -0.3686 -0.3106 -0.4515 -0.6396 -0.7165 -0.4919 -0.3352 -0.2283 -0.2112
 -1.6931 -1.5422 -1.3191 -1.2013 -1.2136 -1.4925 -1.4097 -1.2416 -1.0504 -0.8775
 -0.7475 -0.6781 -0.6684 -0.6754 -0.6519 -0.4624 -0.3244 -0.2276 -0.1782 -0.1394
 -0.0722
 -1.3821 -1.3088 -1.2392 -1.1455 -1.0803 -1.0216 -0.9728 -0.9326 -0.9188 -0.8798
 -0.8320 -0.7763 -0.7208 -0.6555 -0.5889 -0.4361 -0.3146 -0.2277 -0.1658 -0.1224
 -0.0896 -0.0628 -0.0404
 -1.1652 -1.1255 -1.0833 -1.0275 -0.9765 -0.9252 -0.8769 -0.8331 -0.7945 -0.7588
 -0.7213 -0.6786 -0.6332 -0.5838 -0.5307 -0.4054 -0.3055 -0.2321 -0.1786 -0.1389
 -0.1083 -0.0834 -0.0623 -0.0447 -0.0306
 -0.9602 -0.9467 -0.9273 -0.9004 -0.8663 -0.8274 -0.7862 -0.7454 -0.7065 -0.6700
 -0.6353 -0.6006 -0.5631 -0.5247 -0.4822 -0.3788 -0.2950 -0.2330 -0.1876 -0.1529
 -0.1256 -0.1033 -0.0842 -0.0676 -0.0531 -0.0414
 -0.7671 -0.7724 -0.7712 -0.7642 -0.7498 -0.7282 -0.7007 -0.6695 -0.6368 -0.6040
 -0.5719 -0.5405 -0.5092 -0.4779 -0.4434 -0.3563 -0.2831 -0.2304 -0.1928 -0.1644
 -0.1415 -0.1225 -0.1061 -0.0914 -0.0781 -0.0664 -0.0572 -0.0527 -0.0552 -0.0660
 -0.5860 -0.6026 -0.6150 -0.6236 -0.6269 -0.6233 -0.6123 -0.5951 -0.5731 -0.5481
 -0.5215 -0.4943 -0.4670 -0.4397 -0.4117 -0.3378 -0.2722 -0.2241 -0.1924 -0.1704
 -0.1534 -0.1389 -0.1263 -0.1147 -0.1036 -0.0933 -0.0837 -0.0773 -0.0768 -0.0841
 -0.0999
 -0.4261 -0.4470 -0.4670 -0.4863 -0.5023 -0.5137 -0.5189 -0.5170 -0.5083 -0.4941
 -0.4756 -0.4546 -0.4321 -0.4088 -0.3846 -0.3219 -0.2623 -0.2166 -0.1870 -0.1696
 -0.1585 -0.1500 -0.1424 -0.1351 -0.1277 -0.1202 -0.1132 -0.1064 -0.1029 -0.1060
 -0.1180
 -0.2846 -0.3091 -0.3342 -0.3598 -0.3840 -0.4057 -0.4232 -0.4350 -0.4399 -0.4376
 -0.4291 -0.4160 -0.3995 -0.3808 -0.3605 -0.3060 -0.2523 -0.2084 -0.1793 -0.1632
 -0.1562 -0.1536 -0.1522 -0.1505 -0.1480 -0.1447 -0.1409 -0.1372 -0.1345 -0.1353
 -0.1398
