 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -4.7784 -4.7185 -4.4633 -4.1273 -3.8270 -3.5725 -3.3483 -3.1562 -2.9885 -2.8391
 -2.7052 -2.5809 -2.4660 -2.3605 -2.2644 -2.0658 -1.9169 -1.8020 -1.7094 -1.6325
 -1.5687 -1.5168
 -4.6721 -4.4095 -4.3422 -4.1625 -3.8703 -3.5987 -3.3647 -3.1627 -2.9895 -2.8375
 -2.7031 -2.5799 -2.4658 -2.3606 -2.2644 -2.0641 -1.9140 -1.7996 -1.7089 -1.6345
 -1.5736 -1.5245 -1.4853 -1.4535
 -4.7348 -4.3503 -4.0957 -3.9849 -3.8806 -3.6402 -3.3967 -3.1844 -3.0013 -2.8440
 -2.7065 -2.5838 -2.4705 -2.3659 -2.2697 -2.0676 -1.9152 -1.8000 -1.7098 -1.6372
 -1.5785 -1.5317 -1.4949 -1.4654 -1.4410 -1.4227 -1.4115 -1.4076 -1.4107 -1.4199
 -4.8911 -4.4178 -4.0731 -3.8284 -3.6777 -3.5879 -3.4308 -3.2191 -3.0264 -2.8596
 -2.7160 -2.5913 -2.4786 -2.3746 -2.2786 -2.0750 -1.9198 -1.8024 -1.7118 -1.6400
 -1.5829 -1.5380 -1.5035 -1.4766 -1.4548 -1.4370 -1.4245 -1.4186 -1.4201 -1.4282
 -1.4424
 -5.1280 -4.5712 -4.1487 -3.8341 -3.6015 -3.4349 -3.3167 -3.2096 -3.0588 -2.8875
 -2.7345 -2.6035 -2.4895 -2.3859 -2.2902 -2.0855 -1.9275 -1.8071 -1.7147 -1.6427
 -1.5864 -1.5432 -1.5106 -1.4864 -1.4676 -1.4526 -1.4411 -1.4343 -1.4333 -1.4391
 -1.4521
 -5.4230 -4.7978 -4.2998 -3.9165 -3.6263 -3.4069 -3.2390 -3.1049 -2.9924 -2.8827
 -2.7561 -2.6211 -2.5018 -2.3976 -2.3022 -2.0969 -1.9363 -1.8128 -1.7177 -1.6444
 -1.5883 -1.5461 -1.5154 -1.4937 -1.4781 -1.4664 -1.4581 -1.4530 -1.4511 -1.4543
 -1.4642
 -5.7078 -5.0659 -4.5251 -4.0756 -3.7234 -3.4528 -3.2446 -3.0804 -2.9442 -2.8256
 -2.7194 -2.6183 -2.5147 -2.4122 -2.3181 -2.1126 -1.9495 -1.8226 -1.7238 -1.6478
 -1.5905 -1.5484 -1.5188 -1.4991 -1.4865 -1.4784 -1.4736 -1.4712 -1.4714 -1.4749
 -1.4816
 -6.0461 -5.3685 -4.7886 -4.2970 -3.8878 -3.5613 -3.3066 -3.1076 -2.9482 -2.8145
 -2.6971 -2.5919 -2.4964 -2.4075 -2.3237 -2.1289 -1.9644 -1.8344 -1.7320 -1.6523
 -1.5926 -1.5495 -1.5201 -1.5017 -1.4915 -1.4869 -1.4860 -1.4874 -1.4907 -1.4959
 -1.5028
 -6.4379 -5.7056 -5.0641 -4.5520 -4.1061 -3.7315 -3.4269 -3.1846 -2.9926 -2.8372
 -2.7069 -2.5933 -2.4916 -2.4001 -2.3190 -2.1458 -1.9810 -1.8482 -1.7423
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  V   
 -5.0030 -4.6392 -4.3319 -4.0756 -3.8161 -3.5922 -3.3943 -3.2155 -3.0536 -2.9066
 -2.7721 -2.6467 -2.5307 -2.4244 -2.3274 -2.1214 -1.9550 -1.8252 -1.7179
 -5.0958 -4.6740 -4.3247 -4.0408 -3.7892 -3.5576 -3.3560 -3.1756 -3.0093 -2.8661
 -2.7321 -2.6075 -2.4924 -2.3868 -2.2906 -2.0893 -1.9335 -1.8099 -1.7086 -1.6229
 -5.1502 -4.7480 -4.3660 -4.0489 -3.7880 -3.5473 -3.3376 -3.1555 -2.9877 -2.8441
 -2.7112 -2.5874 -2.4729 -2.3677 -2.2717 -2.0714 -1.9187 -1.7993 -1.7025 -1.6213
 -1.5528
 -4.8248 -4.7765 -4.4334 -4.0925 -3.8024 -3.5569 -3.3372 -3.1489 -2.9827 -2.8341
 -2.7019 -2.5791 -2.4652 -2.3602 -2.2640 -2.0629 -1.9106 -1.7934 -1.6996 -1.6216
 -1.5563 -1.5025
 -4.6842 -4.5326 -4.4383 -4.1498 -3.8451 -3.5803 -3.3537 -3.1549 -2.9841 -2.8330
 -2.7000 -2.5780 -2.4647 -2.3601 -2.2637 -2.0611 -1.9076 -1.7908 -1.6985 -1.6232
 -1.5605 -1.5091 -1.4680 -1.4353
 -4.7154 -4.3582 -4.1767 -4.1140 -3.8918 -3.6224 -3.3817 -3.1742 -2.9952 -2.8400
 -2.7032 -2.5816 -2.4691 -2.3649 -2.2687 -2.0644 -1.9085 -1.7909 -1.6994 -1.6255
 -1.5648 -1.5156 -1.4765 -1.4457 -1.4213 -1.4024 -1.3912 -1.3890 -1.3928 -1.4033
 -4.8663 -4.3996 -4.0760 -3.8747 -3.7890 -3.6529 -3.4238 -3.2063 -3.0179 -2.8540
 -2.7128 -2.5887 -2.4767 -2.3731 -2.2771 -2.0716 -1.9131 -1.7933 -1.7013 -1.6281
 -1.5690 -1.5216 -1.4844 -1.4556 -1.4330 -1.4155 -1.4032 -1.3974 -1.4003 -1.4093
 -1.4248
 -5.1250 -4.5459 -4.1310 -3.8323 -3.6261 -3.5000 -3.4047 -3.2443 -3.0527 -2.8799
 -2.7299 -2.6005 -2.4871 -2.3839 -2.2883 -2.0820 -1.9208 -1.7982 -1.7045 -1.6310
 -1.5727 -1.5267 -1.4912 -1.4644 -1.4441 -1.4284 -1.4173 -1.4107 -1.4106 -1.4182
 -1.4322
 -5.4476 -4.7866 -4.2752 -3.8986 -3.6209 -3.4184 -3.2723 -3.1620 -3.0523 -2.9099
 -2.7555 -2.6175 -2.4993 -2.3953 -2.3000 -2.0935 -1.9300 -1.8043 -1.7080 -1.6332
 -1.5749 -1.5298 -1.4958 -1.4710 -1.4532 -1.4402 -1.4313 -1.4263 -1.4257 -1.4303
 -1.4423
 -5.8577 -5.1099 -4.5132 -4.0527 -3.7050 -3.4443 -3.2480 -3.0969 -2.9740 -2.8663
 -2.7593 -2.6423 -2.5206 -2.4124 -2.3166 -2.1096 -1.9438 -1.8148 -1.7150 -1.6376
 -1.5780 -1.5328 -1.4996 -1.4764 -1.4607 -1.4505 -1.4446 -1.4420 -1.4428 -1.4461
 -1.4564
 -6.4028 -5.5158 -4.8166 -4.2867 -3.8667 -3.5427 -3.2955 -3.1055 -2.9552 -2.8297
 -2.7192 -2.6185 -2.5218 -2.4252 -2.3319 -2.1278 -1.9600 -1.8278 -1.7245 -1.6436
 -1.5815 -1.5352 -1.5020 -1.4796 -1.4657 -1.4582 -1.4554 -1.4560 -1.4595 -1.4657
 -1.4750
 -7.0831 -6.0043 -5.1360 -4.5727 -4.0983 -3.7127 -3.4083 -3.1717 -2.9867 -2.8383
 -2.7140 -2.6050 -2.5067 -2.4166 -2.3459 -2.1481 -1.9786 -1.8433 -1.7365
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  V   
 -4.9248 -4.5879 -4.2984 -4.0518 -3.7927 -3.5786 -3.3874 -3.2099 -3.0474 -2.9006
 -2.7685 -2.6451 -2.5306 -2.4253 -2.3285 -2.1208 -1.9523 -1.8198 -1.7105
 -5.0122 -4.6164 -4.2877 -4.0196 -3.7711 -3.5462 -3.3487 -3.1678 -3.0049 -2.8617
 -2.7315 -2.6087 -2.4950 -2.3901 -2.2941 -2.0908 -1.9317 -1.8051 -1.7017 -1.6149
 -5.1307 -4.6945 -4.3238 -4.0218 -3.7717 -3.5361 -3.3318 -3.1514 -2.9840 -2.8427
 -2.7116 -2.5895 -2.4763 -2.3718 -2.2760 -2.0737 -1.9173 -1.7947 -1.6957 -1.6130
 -1.5431
 -5.0678 -4.7734 -4.3953 -4.0613 -3.7838 -3.5470 -3.3309 -3.1453 -2.9809 -2.8329
 -2.7024 -2.5810 -2.4682 -2.3639 -2.2680 -2.0650 -1.9091 -1.7886 -1.6925 -1.6128
 -1.5459 -1.4900
 -4.7423 -4.6815 -4.4552 -4.1245 -3.8220 -3.5673 -3.3455 -3.1511 -2.9822 -2.8318
 -2.7001 -2.5794 -2.4671 -2.3631 -2.2671 -2.0626 -1.9056 -1.7856 -1.6912 -1.6139
 -1.5493 -1.4957 -1.4523 -1.4180
 -4.6995 -4.3948 -4.3172 -4.1625 -3.8774 -3.6049 -3.3717 -3.1688 -2.9923 -2.8389
 -2.7029 -2.5823 -2.4708 -2.3671 -2.2711 -2.0653 -1.9059 -1.7851 -1.6914 -1.6157
 -1.5531 -1.5014 -1.4598 -1.4270 -1.4017 -1.3828 -1.3718 -1.3698 -1.3741 -1.3857
 -4.8272 -4.3844 -4.0973 -3.9750 -3.8854 -3.6536 -3.4105 -3.1971 -3.0126 -2.8518
 -2.7121 -2.5888 -2.4776 -2.3745 -2.2788 -2.0720 -1.9101 -1.7871 -1.6929 -1.6181
 -1.5569 -1.5069 -1.4670 -1.4358 -1.4118 -1.3936 -1.3810 -1.3760 -1.3795 -1.3893
 -1.4061
 -5.0899 -4.5087 -4.1147 -3.8421 -3.6819 -3.6012 -3.4488 -3.2384 -3.0440 -2.8751
 -2.7278 -2.5999 -2.4872 -2.3845 -2.2892 -2.0819 -1.9175 -1.7917 -1.6959 -1.6208
 -1.5605 -1.5118 -1.4734 -1.4439 -1.4215 -1.4048 -1.3926 -1.3862 -1.3871 -1.3959
 -1.4109
 -5.4147 -4.7467 -4.2407 -3.8806 -3.6223 -3.4464 -3.3356 -3.2343 -3.0801 -2.9067
 -2.7505 -2.6155 -2.4985 -2.3950 -2.2999 -2.0928 -1.9265 -1.7978 -1.6995 -1.6231
 -1.5628 -1.5150 -1.4779 -1.4500 -1.4296 -1.4148 -1.4049 -1.3995 -1.3990 -1.4050
 -1.4186
 -5.9145 -5.1008 -4.4754 -4.0196 -3.6852 -3.4394 -3.2604 -3.1291 -3.0243 -2.9158
 -2.7848 -2.6455 -2.5202 -2.4119 -2.3161 -2.1086 -1.9404 -1.8085 -1.7069 -1.6281
 -1.5665 -1.5186 -1.4821 -1.4554 -1.4366 -1.4240 -1.4163 -1.4128 -1.4134 -1.4188
 -1.4294
 -6.5736 -5.5710 -4.8052 -4.2527 -3.8347 -3.5212 -3.2861 -3.1084 -2.9708 -2.8569
 -2.7544 -2.6522 -2.5442 -2.4340 -2.3349 -2.1271 -1.9572 -1.8223 -1.7172 -1.6350
 -1.5711 -1.5220 -1.4854 -1.4593 -1.4417 -1.4310 -1.4258 -1.4248 -1.4275 -1.4340
 -1.4446
 -7.3922 -6.1573 -5.1798 -4.5632 -4.0682 -3.6818 -3.3854 -3.1586 -2.9834 -2.8442
 -2.7279 -2.6252 -2.5303 -2.4390 -2.3563 -2.1483 -1.9769 -1.8392 -1.7304
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  V   
 -4.8605 -4.5653 -4.2927 -4.0407 -3.7866 -3.5575 -3.3574 -3.1812 -3.0249 -2.8848
 -2.7579 -2.6415 -2.5333 -2.4312 -2.3345 -2.1259 -1.9546 -1.8162 -1.7050
 -4.9621 -4.5785 -4.2646 -4.0136 -3.7655 -3.5433 -3.3475 -3.1677 -3.0060 -2.8661
 -2.7361 -2.6150 -2.5026 -2.3987 -2.3030 -2.0981 -1.9355 -1.8044 -1.6983 -1.6098
 -5.0816 -4.6464 -4.2910 -4.0076 -3.7649 -3.5320 -3.3314 -3.1513 -2.9854 -2.8459
 -2.7165 -2.5960 -2.4841 -2.3806 -2.2853 -2.0816 -1.9217 -1.7953 -1.6932 -1.6081
 -1.5363
 -5.1312 -4.7441 -4.3577 -4.0362 -3.7756 -3.5414 -3.3286 -3.1455 -2.9820 -2.8355
 -2.7066 -2.5867 -2.4752 -2.3719 -2.2765 -2.0725 -1.9132 -1.7889 -1.6897 -1.6075
 -1.5384 -1.4803
 -4.8849 -4.7615 -4.4392 -4.0974 -3.8037 -3.5628 -3.3422 -3.1501 -2.9831 -2.8329
 -2.7034 -2.5841 -2.4730 -2.3698 -2.2743 -2.0691 -1.9089 -1.7852 -1.6878 -1.6080
 -1.5411 -1.4850 -1.4391 -1.4028
 -4.6989 -4.4948 -4.4255 -4.1620 -3.8587 -3.5913 -3.3680 -3.1660 -2.9926 -2.8408
 -2.7053 -2.5861 -2.4755 -2.3726 -2.2771 -2.0706 -1.9083 -1.7839 -1.6873 -1.6092
 -1.5442 -1.4900 -1.4457 -1.4105 -1.3833 -1.3642 -1.3536 -1.3511 -1.3554 -1.3678
 -4.7883 -4.3791 -4.1580 -4.1020 -3.9071 -3.6423 -3.4000 -3.1937 -3.0110 -2.8526
 -2.7145 -2.5917 -2.4813 -2.3790 -2.2837 -2.0763 -1.9115 -1.7850 -1.6881 -1.6109
 -1.5475 -1.4949 -1.4521 -1.4183 -1.3923 -1.3731 -1.3605 -1.3556 -1.3588 -1.3690
 -1.3866
 -5.0236 -4.4715 -4.1055 -3.8746 -3.7852 -3.6692 -3.4481 -3.2302 -3.0401 -2.8739
 -2.7288 -2.6023 -2.4899 -2.3879 -2.2930 -2.0854 -1.9183 -1.7891 -1.6904 -1.6132
 -1.5507 -1.4995 -1.4581 -1.4256 -1.4009 -1.3827 -1.3703 -1.3636 -1.3642 -1.3731
 -1.3887
 -5.3397 -4.6900 -4.2048 -3.8677 -3.6374 -3.5064 -3.4220 -3.2681 -3.0774 -2.9018
 -2.7483 -2.6165 -2.5004 -2.3973 -2.3027 -2.0954 -1.9267 -1.7947 -1.6937 -1.6153
 -1.5530 -1.5027 -1.4625 -1.4314 -1.4081 -1.3913 -1.3800 -1.3738 -1.3731 -1.3794
 -1.3938
 -5.8971 -5.0537 -4.4231 -3.9841 -3.6688 -3.4431 -3.2897 -3.1871 -3.0846 -2.9424
 -2.7860 -2.6440 -2.5208 -2.4133 -2.3179 -2.1104 -1.9402 -1.8052 -1.7011 -1.6203
 -1.5569 -1.5065 -1.4670 -1.4368 -1.4148 -1.3994 -1.3898 -1.3849 -1.3847 -1.3901
 -1.4016
 -6.6331 -5.5626 -4.7619 -4.2041 -3.7995 -3.5018 -3.2821 -3.1210 -3.0010 -2.9009
 -2.7967 -2.6774 -2.5515 -2.4365 -2.3369 -2.1284 -1.9569 -1.8191 -1.7116 -1.6278
 -1.5621 -1.5106 -1.4709 -1.4412 -1.4201 -1.4061 -1.3982 -1.3952 -1.3965 -1.4025
 -1.4134
 -7.5476 -6.2167 -5.2212 -4.5260 -4.0239 -3.6467 -3.3632 -3.1489 -2.9860 -2.8586
 -2.7526 -2.6561 -2.5600 -2.4607 -2.3597 -2.1494 -1.9768 -1.8364 -1.7252
